Date,TAIWAN HIGH DIVIDEND YIELD
1999-08-06,963.8682849436209
1999-08-09,985.8257624906585
1999-08-10,1013.2938822619392
1999-08-11,1002.2936551956203
1999-08-12,1014.4909728225372
1999-08-13,1079.1708927924
1999-08-16,1147.8136723364323
1999-08-17,1187.2249626385353
1999-08-18,1174.547097716538
1999-08-19,1148.40715009674
1999-08-20,1167.3220193369007
1999-08-23,1190.280028307619
1999-08-24,1176.9262961116012
1999-08-25,1208.1430896314816
1999-08-26,1204.42844953613
1999-08-27,1189.9110248400038
1999-08-30,1183.6656745273583
1999-08-31,1177.6551803187156
1999-09-01,1187.0171759658426
1999-09-02,1162.3042689420656
1999-09-03,1147.5330351087487
1999-09-06,1148.3121064613138
1999-09-07,1131.5234876914133
1999-09-08,1135.9893528489138
1999-09-09,1151.6778139204253
1999-09-10,1190.0321178222111
1999-09-13,1199.7068980096526
1999-09-14,1191.3514152134348
1999-09-15,1171.994903181432
1999-09-16,1171.4023366038757
1999-09-17,1166.3456159680675
1999-09-20,1173.8941899516421
1999-09-21,1163.0513662101143
1999-09-22,1159.9696688854015
1999-09-23,1167.9387438533533
1999-09-24,1163.977549107314
1999-09-27,1176.1536327285555
1999-09-28,1157.3726216768744
1999-09-29,1133.8736671589888
1999-09-30,1115.5794957991875
1999-10-01,1131.1732679997524
1999-10-04,1141.8773825377666
1999-10-05,1117.0298631361356
1999-10-06,1099.1054168118037
1999-10-07,1096.7440763998914
1999-10-08,1094.643992209777
1999-10-11,1094.1683164055014
1999-10-12,1107.0795399270664
1999-10-13,1101.0306770584202
1999-10-14,1101.1639612880754
1999-10-15,1083.8186673150688
1999-10-18,1066.142016725288
1999-10-19,1067.888051203052
1999-10-20,1075.5019587446382
1999-10-21,1064.218257330477
1999-10-22,1076.7556143045338
1999-10-25,1081.9564561764294
1999-10-26,1091.6895857909517
1999-10-27,1087.0073656582845
1999-10-28,1094.1087376180292
1999-10-29,1098.1460463646115
1999-11-01,1095.2910988027963
1999-11-02,1078.2014571093857
1999-11-03,1060.7970893685806
1999-11-04,1040.0061978781243
1999-11-05,1033.0752458191146
1999-11-08,1029.3830076277598
1999-11-09,1013.2402674947051
1999-11-10,1015.5511379822264
1999-11-11,1028.9439567749864
1999-11-12,1037.7162553556598
1999-11-15,1035.7418063471423
1999-11-16,1031.3970087415182
1999-11-17,1027.389354509147
1999-11-18,1030.428383012565
1999-11-19,1034.9762329406233
1999-11-22,1069.4942593929045
1999-11-23,1074.660912261814
1999-11-24,1057.6939031596748
1999-11-25,1049.306119266408
1999-11-26,1038.2164781486
1999-11-29,1085.1058865187988
1999-11-30,1091.591843871585
1999-12-01,1098.8578290975593
1999-12-02,1115.9849853758544
1999-12-03,1139.1422827696513
1999-12-06,1099.479490306063
1999-12-07,1075.1224291051255
1999-12-08,1063.1215239302464
1999-12-09,1070.4263194810642
1999-12-10,1074.9377610435602
1999-12-13,1086.014706551478
1999-12-14,1083.772638858652
1999-12-15,1082.8395377810164
1999-12-16,1043.6961170103834
1999-12-17,1049.614118065106
1999-12-20,1054.061498272049
1999-12-21,1067.6047517031848
1999-12-22,1067.676741326007
1999-12-23,1063.2494910963378
1999-12-24,1067.6147082144366
1999-12-27,1083.7116816867979
1999-12-28,1114.0994669822314
1999-12-29,1117.6591761013476
1999-12-30,1124.7975658034225
1999-12-31,1124.7975658034225
2000-01-03,1109.1611914294
2000-01-04,1164.0107657276847
2000-01-05,1166.265232183533
2000-01-06,1192.7555049721827
2000-01-07,1193.3055274056692
2000-01-10,1224.5960651034677
2000-01-11,1210.611329548762
2000-01-12,1225.4564247970657
2000-01-13,1242.8651154280103
2000-01-14,1245.7080459914187
2000-01-17,1282.0792574178631
2000-01-18,1278.152752845352
2000-01-19,1257.239492458907
2000-01-20,1261.0629649510036
2000-01-21,1289.359739645142
2000-01-24,1320.6789504799608
2000-01-25,1300.973778098546
2000-01-26,1320.0948175158496
2000-01-27,1347.8195429807054
2000-01-28,1401.6908323874457
2000-01-31,1382.317440717594
2000-02-01,1416.0543492955355
2000-02-02,1412.4932732969287
2000-02-03,1395.1117377332798
2000-02-04,1401.8096970956656
2000-02-07,1404.9439672754086
2000-02-08,1396.6705468887858
2000-02-09,1405.1872573037726
2000-02-10,1426.9970626101408
2000-02-11,1417.304638322846
2000-02-14,1393.7332533824458
2000-02-15,1372.9817235175258
2000-02-16,1392.7019279563788
2000-02-17,1426.7292350529533
2000-02-18,1416.4274183597859
2000-02-21,1413.8516183888928
2000-02-22,1345.458854342774
2000-02-23,1344.4920613536435
2000-02-24,1337.527434404467
2000-02-25,1321.3617363611995
2000-02-28,1337.9908772734586
2000-02-29,1339.257607541016
2000-03-01,1367.292600441909
2000-03-02,1354.2489187687243
2000-03-03,1359.9133827310125
2000-03-06,1327.642829825329
2000-03-07,1344.0813311860566
2000-03-08,1338.8609498208966
2000-03-09,1340.5397571664466
2000-03-10,1326.8429857405529
2000-03-13,1236.4218952005385
2000-03-14,1242.9499765399617
2000-03-15,1204.3627461936096
2000-03-16,1218.038586542288
2000-03-17,1244.8298211766744
2000-03-20,1211.5027207076068
2000-03-21,1259.3996066716716
2000-03-22,1255.406879179271
2000-03-23,1291.411555417471
2000-03-24,1264.8585285963986
2000-03-27,1296.1460687846736
2000-03-28,1298.2322940384938
2000-03-29,1311.5421133809289
2000-03-30,1330.213213458924
2000-03-31,1328.0034195240678
2000-04-03,1330.0155997761801
2000-04-04,1333.0407051233663
2000-04-05,1340.5278040930116
2000-04-06,1350.4570449765106
2000-04-07,1336.0009965987654
2000-04-10,1332.7981764799763
2000-04-11,1328.6325845624333
2000-04-12,1335.8024695012903
2000-04-13,1318.381637024612
2000-04-14,1299.316831427435
2000-04-17,1228.8043864109086
2000-04-18,1265.476528381494
2000-04-19,1249.0974683811717
2000-04-20,1257.443953528135
2000-04-21,1276.7387626978314
2000-04-24,1249.5194593632286
2000-04-25,1264.5396509139523
2000-04-26,1212.689928690638
2000-04-27,1230.2446635257377
2000-04-28,1249.174116183296
2000-05-01,1237.475440826136
2000-05-02,1224.293147118907
2000-05-03,1235.5479139194836
2000-05-04,1256.7307596960266
2000-05-05,1288.1214666487933
2000-05-08,1274.755887282286
2000-05-09,1271.4785259630376
2000-05-10,1243.637532134824
2000-05-11,1231.5471820763737
2000-05-12,1263.2498283567547
2000-05-15,1252.195173038872
2000-05-16,1287.0819307063248
2000-05-17,1347.7172053146571
2000-05-18,1334.7136229875728
2000-05-19,1340.5351540303136
2000-05-22,1281.242957638266
2000-05-23,1262.7137191667034
2000-05-24,1248.3201864185176
2000-05-25,1265.1131709204183
2000-05-26,1259.8955630957316
2000-05-29,1253.0897865823727
2000-05-30,1257.0010439984228
2000-05-31,1275.11780179547
2000-06-01,1260.258499914044
2000-06-02,1245.1149033236793
2000-06-05,1255.4318811977419
2000-06-06,1236.5788004914666
2000-06-07,1250.9870830832228
2000-06-08,1261.7418016647096
2000-06-09,1249.8349806703534
2000-06-12,1232.076659913478
2000-06-13,1210.3784764709976
2000-06-14,1208.0524759990349
2000-06-15,1221.2234758176987
2000-06-16,1207.3951937743918
2000-06-19,1202.5462172900814
2000-06-20,1202.2409232343527
2000-06-21,1200.65791028709
2000-06-22,1230.6924105544765
2000-06-23,1230.1289711355596
2000-06-26,1227.362629821862
2000-06-27,1207.142686508564
2000-06-28,1183.7606023121637
2000-06-29,1145.2549488495954
2000-06-30,1169.9369603925447
2000-07-03,1210.5291376726618
2000-07-04,1168.2881827763902
2000-07-05,1207.1067282351344
2000-07-06,1203.1316248499973
2000-07-07,1196.7197299762165
2000-07-10,1200.7699400238694
2000-07-11,1203.0197297722923
2000-07-12,1186.3247128840474
2000-07-13,1220.944875449692
2000-07-14,1247.6704990482347
2000-07-17,1289.6026181213615
2000-07-18,1262.8576708598448
2000-07-19,1276.02164479689
2000-07-20,1265.2002963139537
2000-07-21,1264.910865756417
2000-07-24,1261.9210858163185
2000-07-25,1233.6639937664486
2000-07-26,1249.719673813036
2000-07-27,1265.0158880210377
2000-07-28,1315.3440375636237
2000-07-31,1323.227898607177
2000-08-01,1288.5350489046305
2000-08-02,1305.2507580455735
2000-08-03,1314.348265341124
2000-08-04,1308.2403279467017
2000-08-07,1284.332984772814
2000-08-08,1309.9869201081528
2000-08-09,1337.6161525359137
2000-08-10,1310.194059245478
2000-08-11,1301.7254787412023
2000-08-14,1287.8567429634388
2000-08-15,1273.3845484083693
2000-08-16,1281.016978685122
2000-08-17,1287.6938724784745
2000-08-18,1297.9187679200938
2000-08-21,1307.6600147805837
2000-08-22,1301.5645426085352
2000-08-23,1309.2268794361914
2000-08-24,1283.2473348278213
2000-08-25,1262.1680199066875
2000-08-28,1251.3738270548065
2000-08-29,1245.7055339356807
2000-08-30,1197.9938215179677
2000-08-31,1222.431224717911
2000-09-01,1176.524654915465
2000-09-04,1249.685995391037
2000-09-05,1252.986360402079
2000-09-06,1232.6683001720799
2000-09-07,1243.5244143993893
2000-09-08,1257.007218905859
2000-09-11,1267.4098315016493
2000-09-12,1269.4381922741622
2000-09-13,1272.0259653195155
2000-09-14,1247.1452697879445
2000-09-15,1245.8287917397313
2000-09-18,1207.6665761953047
2000-09-19,1194.1250093055758
2000-09-20,1226.5038792384414
2000-09-21,1234.1519302377562
2000-09-22,1173.4901539493908
2000-09-25,1205.8473305244288
2000-09-26,1191.306252605532
2000-09-27,1185.5592231106357
2000-09-28,1159.1475968937973
2000-09-29,1142.339947305628
2000-10-02,1097.0294515482644
2000-10-03,1131.9633875259624
2000-10-04,1115.512397438344
2000-10-05,1120.1546750880157
2000-10-06,1158.3201764847868
2000-10-09,1123.2365958688815
2000-10-10,1124.2715984911981
2000-10-11,1087.922835640487
2000-10-12,1074.2952214116638
2000-10-13,1087.330710072167
2000-10-16,1056.3740636175278
2000-10-17,1081.058053637206
2000-10-18,1044.0229491885564
2000-10-19,992.6422629133708
2000-10-20,1065.0007608650963
2000-10-23,1103.2453869281442
2000-10-24,1129.5787625464052
2000-10-25,1141.4005998362993
2000-10-26,1136.5872302470386
2000-10-27,1098.2116686019306
2000-10-30,1086.753381101329
2000-10-31,1074.2760435478112
2000-11-01,1036.9224246711037
2000-11-02,1084.0078202760585
2000-11-03,1103.063255049837
2000-11-06,1087.4660919034445
2000-11-07,1118.5326311564395
2000-11-08,1145.7673149395853
2000-11-09,1148.1616234291487
2000-11-10,1144.1499618498974
2000-11-13,1109.417639832875
2000-11-14,1118.8622758169015
2000-11-15,1114.6561382987206
2000-11-16,1065.164569378382
2000-11-17,1041.1364235820834
2000-11-20,954.4774531870034
2000-11-21,1003.4275629750728
2000-11-22,1016.4273195456816
2000-11-23,1029.7635621099562
2000-11-24,1075.9208202685174
2000-11-27,1064.548540857401
2000-11-28,1053.2143736655237
2000-11-29,1043.6091478982178
2000-11-30,1017.4665130431194
2000-12-01,1039.334023797673
2000-12-04,995.5019815164763
2000-12-05,1020.5294166434276
2000-12-06,1023.4196863797423
2000-12-07,1029.6708397040054
2000-12-08,1051.7743575735283
2000-12-11,1077.4321124643666
2000-12-12,1084.9562083348828
2000-12-13,1086.5528015939092
2000-12-14,1063.5902623806885
2000-12-15,1026.516912532657
2000-12-18,999.658935960467
2000-12-19,1020.3331016962721
2000-12-20,994.1056537707098
2000-12-21,963.7495432983832
2000-12-22,961.0994704705862
2000-12-25,961.0994704705862
2000-12-26,940.0164449489993
2000-12-27,917.7183779896671
2000-12-28,960.8729804559273
2000-12-29,942.443798244644
2001-01-01,948.58259749733
2001-01-02,967.790878376008
2001-01-03,956.2210295127124
2001-01-04,987.5431003256846
2001-01-05,990.8620420280864
2001-01-08,973.5021868295726
2001-01-09,1016.203880528283
2001-01-10,1019.0581614832196
2001-01-11,986.1064345045614
2001-01-12,985.4188636640029
2001-01-15,1007.1525730206192
2001-01-16,1049.4498444438218
2001-01-17,1081.3559608951723
2001-01-18,1095.8946534064776
2001-01-19,1108.1169591593628
2001-01-22,1108.5011571864554
2001-01-23,1103.559505202633
2001-01-24,1123.1709002130065
2001-01-25,1127.3318070309194
2001-01-26,1125.1308229725043
2001-01-29,1108.443188189173
2001-01-30,1124.1181542233376
2001-01-31,1127.6037658695893
2001-02-01,1097.4256473020196
2001-02-02,1130.0259896545015
2001-02-05,1098.8968733417491
2001-02-06,1089.95184985036
2001-02-07,1075.211185647565
2001-02-08,1099.1060243044576
2001-02-09,1095.600635906785
2001-02-12,1086.030638181848
2001-02-13,1113.9071695135951
2001-02-14,1098.69531692814
2001-02-15,1145.019448003111
2001-02-16,1115.5395291555585
2001-02-19,1095.985742707156
2001-02-20,1125.741921626322
2001-02-21,1119.3221179378052
2001-02-22,1091.3822991523086
2001-02-23,1092.9672564354744
2001-02-26,1105.2113507016948
2001-02-27,1082.3455005471512
2001-02-28,1081.2273750300574
2001-03-01,1047.1679060367549
2001-03-02,1041.4206979594785
2001-03-05,1058.0051637784627
2001-03-06,1051.297245660944
2001-03-07,1063.1482661663154
2001-03-08,1046.4302735690694
2001-03-09,1048.968860317022
2001-03-12,1029.5396811517503
2001-03-13,1036.7820794902752
2001-03-14,1049.418074175915
2001-03-15,1064.9937930719427
2001-03-16,1083.2861506341283
2001-03-19,1061.4595537790042
2001-03-20,1055.1211347731007
2001-03-21,1069.0409781769474
2001-03-22,1095.736387978921
2001-03-23,1088.830311751769
2001-03-26,1101.700134591998
2001-03-27,1096.5750683708518
2001-03-28,1101.2539435467638
2001-03-29,1101.9082389779649
2001-03-30,1086.826944150807
2001-04-02,1053.0290423424099
2001-04-03,1026.663362299095
2001-04-04,995.7793785278174
2001-04-05,1005.8518996099574
2001-04-06,1010.0969887346727
2001-04-09,992.142273836731
2001-04-10,993.4753307885233
2001-04-11,1016.0506942613941
2001-04-12,1008.0052794891811
2001-04-13,1001.3385902189644
2001-04-16,1003.8651761450717
2001-04-17,1006.6709706455351
2001-04-18,1030.0198895589895
2001-04-19,1022.2850729312462
2001-04-20,999.684053310978
2001-04-23,1002.9158502102059
2001-04-24,1010.2323972864875
2001-04-25,999.6880316990987
2001-04-26,990.0303343663362
2001-04-27,979.295511979736
2001-04-30,978.9558686748356
2001-05-01,974.4891306159797
2001-05-02,945.4531101674934
2001-05-03,956.5171948415144
2001-05-04,929.2255018407144
2001-05-07,924.7824275122412
2001-05-08,927.69453930768
2001-05-09,942.608805574904
2001-05-10,932.2906539688864
2001-05-11,953.2754461093732
2001-05-14,940.9815547702934
2001-05-15,932.5395684567349
2001-05-16,910.9162496608111
2001-05-17,925.9955616622482
2001-05-18,921.4494545812706
2001-05-21,894.7864965333621
2001-05-22,916.0229190805877
2001-05-23,960.4938138785228
2001-05-24,960.917375498869
2001-05-25,940.4307939521419
2001-05-28,920.7358510358445
2001-05-29,914.5584291174456
2001-05-30,898.2994668358891
2001-05-31,903.0964140586361
2001-06-01,899.7015919520857
2001-06-04,885.922910227846
2001-06-05,901.4985864029537
2001-06-06,920.3843266966467
2001-06-07,917.3486729349936
2001-06-08,923.3514764931778
2001-06-11,936.1819885482392
2001-06-12,925.5197483940728
2001-06-13,908.6563749387033
2001-06-14,888.1963482684789
2001-06-15,887.4836927111352
2001-06-18,880.4317222836899
2001-06-19,885.4475358175142
2001-06-20,889.2549319783594
2001-06-21,889.3406294810346
2001-06-22,881.4982672137271
2001-06-25,874.9441113643945
2001-06-26,857.4986758902918
2001-06-27,854.9434877078437
2001-06-28,854.1813033279019
2001-06-29,882.6796860654725
2001-07-02,873.5994968412622
2001-07-03,874.4701655195076
2001-07-04,854.1227255360762
2001-07-05,863.3092115385327
2001-07-06,864.3044533872426
2001-07-09,855.7046617979585
2001-07-10,838.5371088945968
2001-07-11,808.825844472512
2001-07-12,821.0028157336882
2001-07-13,783.5227971166454
2001-07-16,741.4524635294077
2001-07-17,732.3827305988262
2001-07-18,675.9308517694445
2001-07-19,668.6952649412995
2001-07-20,680.6927400066754
2001-07-23,683.4582497388658
2001-07-24,652.7022110079366
2001-07-25,663.0038314666032
2001-07-26,688.2900275320832
2001-07-27,693.6084871431804
2001-07-30,692.1818799594316
2001-07-31,681.2885646083826
2001-08-01,673.512699019836
2001-08-02,694.2989101618997
2001-08-03,707.8250673842032
2001-08-06,704.0410913068941
2001-08-07,695.7936252436774
2001-08-08,727.6699493798988
2001-08-09,715.8640443461742
2001-08-10,712.8244784209218
2001-08-13,736.298486927346
2001-08-14,749.672697188352
2001-08-15,743.0481044327954
2001-08-16,769.0539579780893
2001-08-17,744.5807662717799
2001-08-20,735.1853697327566
2001-08-21,736.8915292966695
2001-08-22,730.9190459294251
2001-08-23,729.8971054198885
2001-08-24,703.7477473737422
2001-08-27,719.4302139159695
2001-08-28,717.0344181161133
2001-08-29,751.2975625996849
2001-08-30,778.6774132998931
2001-08-31,776.6644753212613
2001-09-03,761.5831808718341
2001-09-04,778.5312934218873
2001-09-05,765.9958989306845
2001-09-06,758.5725597501859
2001-09-07,746.5727552118357
2001-09-10,743.7709368846093
2001-09-11,721.4261634924646
2001-09-12,727.2672767399574
2001-09-13,693.5103378421135
2001-09-14,664.6983001415426
2001-09-17,665.5296700313277
2001-09-18,663.8690047304628
2001-09-19,664.8169722207286
2001-09-20,653.4912614664865
2001-09-21,640.9877595442792
2001-09-24,630.8785197159291
2001-09-25,610.492404858871
2001-09-26,632.312981036143
2001-09-27,624.6270898337623
2001-09-28,653.5199804446868
2001-10-01,649.1990864635706
2001-10-02,626.1899675278991
2001-10-03,623.8434970802108
2001-10-04,639.6510109981363
2001-10-05,646.8886263958705
2001-10-08,638.9386737186161
2001-10-09,646.3764469283545
2001-10-10,651.2348203978879
2001-10-11,684.1517048575494
2001-10-12,671.1360814268907
2001-10-15,649.8181647987309
2001-10-16,656.7505032757417
2001-10-17,660.0072164748041
2001-10-18,654.5954496475734
2001-10-19,669.6053011071253
2001-10-22,686.4908482261486
2001-10-23,689.5033826801922
2001-10-24,697.1683699364816
2001-10-25,694.0915126074182
2001-10-26,708.3489711414592
2001-10-29,694.139074508362
2001-10-30,671.1912559994911
2001-10-31,672.7712648220355
2001-11-01,664.9395119990419
2001-11-02,667.1751543490191
2001-11-05,675.2972670199852
2001-11-06,680.9774448945534
2001-11-07,685.994426798242
2001-11-08,683.1721538975384
2001-11-09,681.1238617711975
2001-11-12,693.8228438097775
2001-11-13,696.0742720058826
2001-11-14,708.2378444959509
2001-11-15,721.6172478048566
2001-11-16,719.585405024114
2001-11-19,744.6161107867329
2001-11-20,751.1175964724272
2001-11-21,775.6626503276591
2001-11-22,764.5014829870464
2001-11-23,775.876878240619
2001-11-26,786.6250236421367
2001-11-27,760.4523123984966
2001-11-28,722.4442000310237
2001-11-29,728.1559970774913
2001-11-30,708.2969753554589
2001-12-03,738.7920063144
2001-12-04,753.8530638592669
2001-12-05,772.8750798422612
2001-12-06,817.8648597552899
2001-12-07,847.2319328378388
2001-12-10,875.8784440414698
2001-12-11,854.5846279730687
2001-12-12,897.6884699203945
2001-12-13,880.3218660480374
2001-12-14,879.8166615649011
2001-12-17,876.3413290645505
2001-12-18,842.042672628849
2001-12-19,809.1009621870452
2001-12-20,835.546509529657
2001-12-21,814.8783402001544
2001-12-24,834.1015174918343
2001-12-25,869.6173851081115
2001-12-26,873.240902561023
2001-12-27,840.2653486673136
2001-12-28,852.9616326355585
2001-12-31,872.1328897097815
2002-01-01,872.1328897097815
2002-01-02,889.0531000261454
2002-01-03,881.3937310467551
2002-01-04,902.9576369708822
2002-01-07,949.5986121223004
2002-01-08,949.6699087614899
2002-01-09,972.1015965487842
2002-01-10,967.968553097947
2002-01-11,943.607430766405
2002-01-14,920.0178698122176
2002-01-15,924.3372766248949
2002-01-16,917.0160288920797
2002-01-17,918.4525613354316
2002-01-18,913.3449212132783
2002-01-21,958.8243658820365
2002-01-22,951.0844814322223
2002-01-23,948.4617970711193
2002-01-24,963.0308131757381
2002-01-25,1009.3251865882609
2002-01-28,1037.7297513090684
2002-01-29,1011.7540973060118
2002-01-30,1024.040116670042
2002-01-31,1055.6567633600728
2002-02-01,1045.0174625229886
2002-02-04,1050.1359404603581
2002-02-05,1034.895618973187
2002-02-06,1048.563632766343
2002-02-07,1046.0741861142008
2002-02-08,1041.318544324124
2002-02-11,1034.3809546300704
2002-02-12,1037.6305140394966
2002-02-13,1042.3283655272107
2002-02-14,1045.0234227812166
2002-02-15,1038.4974820545344
2002-02-18,1034.1463826863571
2002-02-19,1006.3191401749691
2002-02-20,978.8958015664715
2002-02-21,978.4390205444992
2002-02-22,980.2747739023074
2002-02-25,969.5708516059989
2002-02-26,962.0162288191464
2002-02-27,1004.8211935837229
2002-02-28,1003.7176327352785
2002-03-01,1011.8789467840265
2002-03-04,1033.77119253234
2002-03-05,1036.2244146698677
2002-03-06,1061.2511702057723
2002-03-07,1037.72933306769
2002-03-08,1041.8985264224325
2002-03-11,1064.2584146879433
2002-03-12,1058.1915554916716
2002-03-13,1048.115675068378
2002-03-14,1033.085581779347
2002-03-15,1016.3485928304704
2002-03-18,1023.0315233365975
2002-03-19,1002.804725339025
2002-03-20,1023.8798751220862
2002-03-21,1025.23803431007
2002-03-22,1054.2879809769381
2002-03-25,1055.2819598790816
2002-03-26,1070.7811856266253
2002-03-27,1058.4501403480833
2002-03-28,1073.776887396229
2002-03-29,1049.4698028122116
2002-04-01,1046.0793992850088
2002-04-02,1057.4051945344943
2002-04-03,1071.1716901247332
2002-04-04,1045.0880887416986
2002-04-05,1049.2203270816574
2002-04-08,1057.914638896633
2002-04-09,1036.1664898573026
2002-04-10,1030.9655348974513
2002-04-11,1025.1613951202958
2002-04-12,1049.5012257337278
2002-04-15,1047.1152443327292
2002-04-16,1053.5135594459337
2002-04-17,1070.2043975461856
2002-04-18,1069.2916907377057
2002-04-19,1089.5214299049221
2002-04-22,1089.678218645735
2002-04-23,1066.6491145701877
2002-04-24,1071.7673923852428
2002-04-25,1056.49130459596
2002-04-26,1054.7170126571423
2002-04-29,1039.7729943448878
2002-04-30,1014.1327842910913
2002-05-01,1008.4253497293117
2002-05-02,978.7139096206477
2002-05-03,968.0381388815305
2002-05-06,924.0773029354118
2002-05-07,936.9287178509237
2002-05-08,951.3597715203485
2002-05-09,957.4047577354037
2002-05-10,957.4444089399186
2002-05-13,959.761689916873
2002-05-14,966.0706973385783
2002-05-15,994.4793532614509
2002-05-16,979.7664994309887
2002-05-17,963.502009280283
2002-05-20,932.3397608317049
2002-05-21,928.4665563934901
2002-05-22,949.8428492009101
2002-05-23,964.619722469984
2002-05-24,984.0090438733014
2002-05-27,993.2026948521901
2002-05-28,974.2330030511555
2002-05-29,972.5645698074605
2002-05-30,1003.3530002340816
2002-05-31,980.4435492656577
2002-06-03,969.7100242294824
2002-06-04,963.0884321657736
2002-06-05,983.6370752020076
2002-06-06,979.8521019511666
2002-06-07,952.5992208992773
2002-06-10,966.1594585611879
2002-06-11,942.726329917334
2002-06-12,935.5771530721767
2002-06-13,957.6112611046683
2002-06-14,952.0561334522179
2002-06-17,958.7434940077035
