Date,CHINA ALL SHARES HIGH DIVIDEND YIELD
2013-04-26,1130.4806786702586
2013-04-29,1119.3726628310626
2013-04-30,1119.4706735220718
2013-05-01,1118.763872990167
2013-05-02,1120.3972650183412
2013-05-03,1123.872802711486
2013-05-06,1140.8955992858705
2013-05-07,1144.7942680004567
2013-05-08,1150.9043368737632
2013-05-09,1154.8491093376972
2013-05-10,1173.1791592654672
2013-05-13,1163.0775498408743
2013-05-14,1154.720712277602
2013-05-15,1166.2083354214847
2013-05-16,1161.5955176793143
2013-05-17,1177.339360446552
2013-05-20,1185.788871831363
2013-05-21,1181.7370182176915
2013-05-22,1182.3285583017746
2013-05-23,1152.788053232783
2013-05-24,1151.6770945572216
2013-05-27,1151.1340679229127
2013-05-28,1175.3385728043766
2013-05-29,1156.5697213263165
2013-05-30,1143.0308837968917
2013-05-31,1141.7042629933565
2013-06-03,1132.3410496377105
2013-06-04,1124.412879112362
2013-06-05,1117.979172005541
2013-06-06,1097.7474078037728
2013-06-07,1088.389165050627
2013-06-10,1085.736637954858
2013-06-11,1067.0577724943812
2013-06-12,1062.044867156047
2013-06-13,1033.684860677291
2013-06-14,1030.9138697715994
2013-06-17,1034.6793294914125
2013-06-18,1030.8903521616223
2013-06-19,1018.5354153765828
2013-06-20,1006.2440303701385
2013-06-21,1005.6936416088712
2013-06-24,972.4650546543634
2013-06-25,966.6507483502014
2013-06-26,991.5991853280831
2013-06-27,991.3446998579802
2013-06-28,1012.8788247839866
2013-07-01,1010.2615892851878
2013-07-02,1000.6454737731875
2013-07-03,978.7451990340744
2013-07-04,1000.9930671581405
2013-07-05,1017.9217520417383
2013-07-08,996.4749233623342
2013-07-09,1001.6571431237544
2013-07-10,1010.9008202769783
2013-07-11,1034.8613525317971
2013-07-12,1021.1899773745251
2013-07-15,1027.1736146805497
2013-07-16,1015.9906787637877
2013-07-17,1019.5614081643658
2013-07-18,1015.4889481598537
2013-07-19,1005.9586085551939
2013-07-22,997.9862276659575
2013-07-23,1029.346199667263
2013-07-24,1026.7819884408116
2013-07-25,1028.6355947389502
2013-07-26,1024.226881803229
2013-07-29,1013.2013229401502
2013-07-30,1012.7709578581605
2013-07-31,1012.4333989712266
2013-08-01,1027.6557116786305
2013-08-02,1026.438238209374
2013-08-05,1032.4571077058733
2013-08-06,1024.021681043779
2013-08-07,1008.9385993444419
2013-08-08,1007.9067907822257
2013-08-09,1023.5138621400174
2013-08-12,1063.7233645541644
2013-08-13,1086.561725246065
2013-08-14,1082.530399792207
2013-08-15,1082.1656867376878
2013-08-16,1071.8935249770996
2013-08-19,1068.0707284690734
2013-08-20,1044.4688984207235
2013-08-21,1045.2740779531116
2013-08-22,1054.6965409344557
2013-08-23,1049.1272320263276
2013-08-26,1065.6610555444033
2013-08-27,1060.403267774091
2013-08-28,1050.4148005040652
2013-08-29,1066.09336434853
2013-08-30,1073.4777270411344
2013-09-02,1087.9393386981826
2013-09-03,1103.4374090821264
2013-09-04,1099.2383060031068
2013-09-05,1112.8842680580622
2013-09-06,1113.1497720389561
2013-09-09,1129.095156167978
2013-09-10,1152.9343623037992
2013-09-11,1155.5945725812892
2013-09-12,1151.6120769772554
2013-09-13,1138.9473768280768
2013-09-16,1138.0632947477916
2013-09-17,1124.4739328549763
2013-09-18,1120.816508030062
2013-09-19,1117.6259340714512
2013-09-20,1120.4173141038948
2013-09-23,1123.6909434522847
2013-09-24,1111.771247333916
2013-09-25,1109.044673113894
2013-09-26,1097.5882346579508
2013-09-27,1093.660345511759
2013-09-30,1086.573806385785
2013-10-01,1087.5922243488772
2013-10-02,1083.5823129538933
2013-10-03,1089.8984076791844
2013-10-04,1092.5607538993036
2013-10-07,1091.6306508534074
2013-10-08,1102.8888019846459
2013-10-09,1109.2557931241593
2013-10-10,1102.281995745345
2013-10-11,1110.3204059033496
2013-10-14,1114.022498669677
2013-10-15,1123.0375467348013
2013-10-16,1112.911802109198
2013-10-17,1095.4645107777014
2013-10-18,1098.4487958605011
2013-10-21,1108.9074420206134
2013-10-22,1096.3653917530698
2013-10-23,1080.1679804704904
2013-10-24,1067.395002382207
2013-10-25,1056.1124806032353
2013-10-28,1062.9353871474325
2013-10-29,1070.8114801075067
2013-10-30,1090.224967963486
2013-10-31,1100.9062454282462
2013-11-01,1112.064765063616
2013-11-04,1108.0405411508068
2013-11-05,1108.4654573052171
2013-11-06,1100.5603348959326
2013-11-07,1107.8415802931038
2013-11-08,1097.1307094843617
2013-11-11,1101.3018496493082
2013-11-12,1096.7581900168097
2013-11-13,1076.7084384561629
2013-11-14,1081.2305959086664
2013-11-15,1101.4182975399997
2013-11-18,1137.6215019439537
2013-11-19,1139.4898635018485
2013-11-20,1146.611899634528
2013-11-21,1142.7626960975854
2013-11-22,1138.2581410244516
2013-11-25,1136.9143969393497
2013-11-26,1125.765429884544
2013-11-27,1130.2192907954682
2013-11-28,1136.2324676905496
2013-11-29,1138.556147850803
2013-12-02,1144.4316208524913
2013-12-03,1139.5675870000825
2013-12-04,1142.2071954114836
2013-12-05,1133.7255889315836
2013-12-06,1128.7550793819935
2013-12-09,1123.329592390994
2013-12-10,1117.316795574519
2013-12-11,1096.040464048694
2013-12-12,1089.7703524157002
2013-12-13,1090.0469926132034
2013-12-16,1073.2227632989939
2013-12-17,1074.193872070101
2013-12-18,1074.6227452165622
2013-12-19,1071.3800344659494
2013-12-20,1053.4131259049027
2013-12-23,1053.8734209474057
2013-12-24,1063.445225816645
2013-12-25,1064.9507252612218
2013-12-26,1056.7504858847417
2013-12-27,1056.6376012834412
2013-12-30,1048.5907567156958
2013-12-31,1060.204540597183
2014-01-01,1060.204540597183
2014-01-02,1063.389744580643
2014-01-03,1047.9428745610617
2014-01-06,1028.0788965389754
2014-01-07,1026.019227932745
2014-01-08,1032.1722287183582
2014-01-09,1022.6506535648351
2014-01-10,1017.3095448563528
2014-01-13,1019.1906389777555
2014-01-14,1015.5245107672276
2014-01-15,1020.2322119019649
2014-01-16,1017.5275895867451
2014-01-17,1016.328826831484
2014-01-20,1010.0659486432437
2014-01-21,1017.5487944740388
2014-01-22,1032.8435965181475
2014-01-23,1011.6926202532924
2014-01-24,1007.3622992964458
2014-01-27,995.5815429153415
2014-01-28,993.6623720984319
2014-01-29,1000.6966440801955
2014-01-30,999.6128735484536
2014-01-31,1005.4101951667277
2014-02-03,1002.9908402338851
2014-02-04,985.4281674768239
2014-02-05,985.269529254829
2014-02-06,983.7271453555286
2014-02-07,991.0915282778318
2014-02-10,993.6422643174891
2014-02-11,1006.8469450962406
2014-02-12,1022.0656603321758
2014-02-13,1007.0602269032842
2014-02-14,1015.7288877553955
2014-02-17,1023.060462119172
2014-02-18,1010.9895911102827
2014-02-19,1013.3681748711915
2014-02-20,1014.9923093416892
2014-02-21,1005.3459711754326
2014-02-24,985.573966407622
2014-02-25,972.5494355871086
2014-02-26,984.4706489304508
2014-02-27,991.7525258061421
2014-02-28,982.8061323137797
2014-03-03,982.263959686813
2014-03-04,986.3698955590914
2014-03-05,980.7142957784172
2014-03-06,980.4090519321177
2014-03-07,978.5885650028011
2014-03-10,952.5344329558314
2014-03-11,952.9167358792082
2014-03-12,939.1694803427732
2014-03-13,940.4314543676729
2014-03-14,933.7355594829975
2014-03-17,934.7352598563609
2014-03-18,936.475149439877
2014-03-19,935.4828478485841
2014-03-20,930.6513901710723
2014-03-21,952.0281701296328
2014-03-24,968.7102659343216
2014-03-25,964.3720747694041
2014-03-26,963.5128829478616
2014-03-27,967.785190586005
2014-03-28,977.4436407784833
2014-03-31,978.8509527311966
2014-04-01,987.7733522221498
2014-04-02,995.5432721852216
2014-04-03,998.7404463933797
2014-04-04,999.69497934471
2014-04-07,1000.1117472537437
2014-04-08,1011.9552781149828
2014-04-09,1015.0291899703914
2014-04-10,1021.2142588687275
2014-04-11,1018.2900031728364
2014-04-14,1019.9579715531322
2014-04-15,1001.1389520210412
2014-04-16,999.893794594418
2014-04-17,1001.5870949633696
2014-04-18,1000.8237337946827
2014-04-21,996.716353033373
2014-04-22,997.2262120893512
2014-04-23,988.1959985393729
2014-04-24,988.490603469409
2014-04-25,972.155222492073
2014-04-28,966.0106241794
2014-04-29,977.808779645259
2014-04-30,973.2091276647749
2014-05-01,973.1938273018303
2014-05-02,973.2343555464978
2014-05-05,965.9959405069048
2014-05-06,962.9770595598179
2014-05-07,954.583762929662
2014-05-08,965.7144118841918
2014-05-09,971.1423989521412
2014-05-12,986.9561053081277
2014-05-13,994.8647735756227
2014-05-14,1001.3948065389164
2014-05-15,995.887708595075
2014-05-16,996.2417671540773
2014-05-19,987.5440229387993
2014-05-20,986.3961582639723
2014-05-21,997.5788987733558
2014-05-22,1005.1872099505731
2014-05-23,1013.7763802085653
2014-05-26,1010.9649632592823
2014-05-27,1011.8405771862757
2014-05-28,1019.6263937602686
2014-05-29,1015.900480285948
2014-05-30,1010.4207209996217
2014-06-02,1013.1787994717549
2014-06-03,1020.3041633576581
2014-06-04,1012.8016682856082
2014-06-05,1020.7163454022884
2014-06-06,1015.7963509911822
2014-06-09,1023.1507222971525
2014-06-10,1040.387476622024
2014-06-11,1039.4572397618474
2014-06-12,1037.4255093242416
2014-06-13,1049.4350570781912
2014-06-16,1047.5761663958447
2014-06-17,1041.7311766725588
2014-06-18,1038.4095276325952
2014-06-19,1028.642816577719
2014-06-20,1036.2723388751422
2014-06-23,1025.1763975415524
2014-06-24,1029.8652438726783
2014-06-25,1023.4559760177807
2014-06-26,1039.6372857844606
2014-06-27,1035.4390889052331
2014-06-30,1037.2966415585454
2014-07-01,1035.007908289785
2014-07-02,1047.3780597363666
2014-07-03,1057.0885828955677
2014-07-04,1064.5342590686598
2014-07-07,1062.9408871611538
2014-07-08,1062.792269186956
2014-07-09,1047.8590881092264
2014-07-10,1052.5310176881067
2014-07-11,1056.490689577176
2014-07-14,1068.4510733059108
2014-07-15,1080.1276605277972
2014-07-16,1084.1250086374523
2014-07-17,1081.585314263455
2014-07-18,1088.8994476029538
2014-07-21,1086.2196042440423
2014-07-22,1109.3792092641513
2014-07-23,1126.2181686597462
2014-07-24,1144.530224392465
2014-07-25,1154.209775793506
2014-07-28,1168.8118563131227
2014-07-29,1169.232096527339
2014-07-30,1167.659543136991
2014-07-31,1178.2990183453637
2014-08-01,1167.0141462044166
2014-08-04,1180.297091588659
2014-08-05,1178.5794973434756
2014-08-06,1175.4024509664828
2014-08-07,1162.5811826888705
2014-08-08,1158.9560911527863
2014-08-11,1180.0083607953761
2014-08-12,1183.1448948341292
2014-08-13,1189.4034707559451
2014-08-14,1182.0290199107685
2014-08-15,1191.28781556552
2014-08-18,1195.8566036147722
2014-08-19,1200.4781203533616
2014-08-20,1199.401469155356
2014-08-21,1191.8975655674642
2014-08-22,1203.0636114945032
2014-08-25,1201.2483373512641
2014-08-26,1197.588845092999
2014-08-27,1194.0952138600578
2014-08-28,1182.9138231872178
2014-08-29,1194.8769525158439
2014-09-01,1199.656729610695
2014-09-02,1206.841241388484
2014-09-03,1233.0832390795558
2014-09-04,1257.3510543899908
2014-09-05,1264.8710281793533
2014-09-08,1267.1758687922293
2014-09-09,1266.3603736031548
2014-09-10,1244.809761593369
2014-09-11,1234.9117944543693
2014-09-12,1235.6336967986138
2014-09-15,1220.4948479689442
2014-09-16,1203.996219709513
2014-09-17,1214.9538134794334
2014-09-18,1211.587898658297
2014-09-19,1221.95316751927
2014-09-22,1202.3271004613257
2014-09-23,1200.9057076880279
2014-09-24,1222.2733938087094
2014-09-25,1221.794945767458
2014-09-26,1220.0028454598976
2014-09-29,1207.99332270648
2014-09-30,1207.5471235429711
2014-10-01,1211.0823632695465
2014-10-02,1205.7740596477622
2014-10-03,1226.830229701283
2014-10-06,1225.3950748054585
2014-10-07,1224.145023209196
2014-10-08,1216.503315530279
2014-10-09,1221.0438621588319
2014-10-10,1211.7265605006517
2014-10-13,1199.091354197281
2014-10-14,1193.4364343379345
2014-10-15,1188.102099591031
2014-10-16,1176.093188195672
2014-10-17,1182.3540657736266
2014-10-20,1184.708283483701
2014-10-21,1183.2150464412116
2014-10-22,1195.8507319063383
2014-10-23,1188.954202304619
2014-10-24,1185.0962624493918
2014-10-27,1167.368476522036
2014-10-28,1184.1082339127674
2014-10-29,1200.105606302347
2014-10-30,1212.7881877184088
2014-10-31,1239.6510859270813
2014-11-03,1243.0801236778802
2014-11-04,1234.9836537534554
2014-11-05,1229.7956230349494
2014-11-06,1232.9435764721563
2014-11-07,1229.7563417177757
2014-11-10,1252.7103031403515
2014-11-11,1249.376020202795
2014-11-12,1253.993450459847
2014-11-13,1253.61130555828
2014-11-14,1259.7400003308107
2014-11-17,1257.807120553987
2014-11-18,1230.9274018825847
2014-11-19,1218.0993016081097
2014-11-20,1217.5496283035577
2014-11-21,1245.7798294065751
2014-11-24,1278.745424426598
2014-11-25,1280.538123567229
2014-11-26,1286.6240628290038
2014-11-27,1289.4290598301736
2014-11-28,1300.6982634653168
2014-12-01,1278.0342927820823
2014-12-02,1309.6157104665597
2014-12-03,1324.3051354432364
2014-12-04,1362.6732795614785
2014-12-05,1381.8639451853942
2014-12-08,1403.3838499481435
2014-12-09,1332.1834005214384
2014-12-10,1360.784961493168
2014-12-11,1347.9692793881406
2014-12-12,1332.1001589060147
2014-12-15,1338.168113668466
2014-12-16,1323.4393942882082
2014-12-17,1345.8877606533601
2014-12-18,1367.3618963429478
2014-12-19,1381.1523396978844
2014-12-22,1419.3530387905719
2014-12-23,1410.7484873891633
2014-12-24,1384.121005271944
2014-12-25,1397.6920397330832
2014-12-26,1416.5975204773183
2014-12-29,1430.3292663226778
2014-12-30,1420.5546715063952
2014-12-31,1454.569791580678
2015-01-01,1454.569791580678
2015-01-02,1481.4791861525243
2015-01-05,1538.1419251695486
2015-01-06,1538.133641336845
2015-01-07,1545.357952281381
2015-01-08,1536.486145382204
2015-01-09,1524.9541908136302
2015-01-12,1515.2572462938588
2015-01-13,1525.8359142670795
2015-01-14,1510.9254644551097
2015-01-15,1561.7824244303886
2015-01-16,1564.3065115775444
2015-01-19,1461.1327130304535
2015-01-20,1493.2546466728036
2015-01-21,1531.591432034542
2015-01-22,1558.6502881563674
2015-01-23,1589.4852125979398
2015-01-26,1581.0760223826233
2015-01-27,1544.2684074211152
2015-01-28,1542.523969943839
2015-01-29,1528.7888461142209
2015-01-30,1525.6277740927962
2015-02-02,1495.5882800605443
2015-02-03,1506.1068066860742
2015-02-04,1509.2960532408495
2015-02-05,1500.1128759692817
2015-02-06,1492.6065245549469
2015-02-09,1496.785484257242
2015-02-10,1512.8482902912547
2015-02-11,1514.8508636751283
2015-02-12,1516.1733787956357
2015-02-13,1527.9598129841456
2015-02-16,1526.0990464139077
2015-02-17,1532.4540131486424
2015-02-18,1544.354936950102
2015-02-19,1540.5540361462834
2015-02-20,1543.3602798259494
2015-02-23,1538.6216687923627
2015-02-24,1540.6004339705862
2015-02-25,1536.7033856318117
2015-02-26,1585.1607668565848
2015-02-27,1576.8378518429097
2015-03-02,1585.6599172293295
2015-03-03,1551.881631624107
2015-03-04,1561.0818544036479
2015-03-05,1546.526162451563
2015-03-06,1570.6499426676255
2015-03-09,1591.395850853359
2015-03-10,1590.9209581275477
2015-03-11,1607.4313585325913
2015-03-12,1623.189446269143
2015-03-13,1645.7180667653015
2015-03-16,1649.5786066957687
2015-03-17,1655.4738490867257
2015-03-18,1678.5307232088328
2015-03-19,1686.401056905275
2015-03-20,1657.8968965972933
2015-03-23,1649.1607258695733
2015-03-24,1645.9252640914756
2015-03-25,1619.188857751273
2015-03-26,1638.2274040602404
2015-03-27,1645.032969454125
2015-03-30,1698.5312174789779
2015-03-31,1705.2109370310154
2015-04-01,1722.5379109459734
2015-04-02,1713.184700463019
2015-04-03,1715.8506898647875
2015-04-06,1692.391187785812
2015-04-07,1733.887123306265
2015-04-08,1800.1946524938205
2015-04-09,1828.7780013648014
2015-04-10,1860.3282676989268
2015-04-13,1935.7444767878694
2015-04-14,1896.272930230322
2015-04-15,1914.0031004713005
2015-04-16,1959.4635300326586
2015-04-17,1956.5835688989573
2015-04-20,1914.279047276113
2015-04-21,1974.5986168834563
2015-04-22,2010.0071164496005
2015-04-23,1980.4147771771368
2015-04-24,1954.8290811831964
2015-04-27,1992.2311164860675
2015-04-28,1952.6199384842757
2015-04-29,1912.2034037410674
2015-04-30,1901.3701490350957
2015-05-01,1898.5289897009616
2015-05-04,1923.9157754446035
2015-05-05,1849.989571557602
2015-05-06,1801.0830082037744
2015-05-07,1794.7092558591155
2015-05-08,1833.9893555572776
2015-05-11,1866.1142028099146
2015-05-12,1835.9081986230524
2015-05-13,1819.4388372912117
2015-05-14,1802.6734593728684
2015-05-15,1787.5134814548692
2015-05-18,1786.036073134277
2015-05-19,1858.9421428429416
2015-05-20,1869.6572148267335
2015-05-21,1873.5364345544965
2015-05-22,1934.6460681897165
2015-05-25,1962.690243660322
2015-05-26,2016.5562207778792
2015-05-27,2008.244399023089
2015-05-28,1905.4151762963047
2015-05-29,1888.2029266707043
2015-06-01,1948.6942205825865
2015-06-02,1906.6777204580237
2015-06-03,1882.3021276615368
2015-06-04,1882.19380663903
2015-06-05,1905.5978700779085
2015-06-08,1923.9401336158933
2015-06-09,1889.1395191433471
2015-06-10,1863.9438280482013
2015-06-11,1876.4526995235578
2015-06-12,1895.8875873690602
2015-06-15,1862.379924050727
2015-06-16,1821.142311457607
2015-06-17,1840.143146509858
2015-06-18,1789.5882248801308
2015-06-19,1755.5215490326443
2015-06-22,1760.1287437766032
2015-06-23,1847.9847604522893
2015-06-24,1875.4682761445235
2015-06-25,1838.7463190072613
2015-06-26,1769.033242083185
2015-06-29,1752.4388341086892
2015-06-30,1815.974604674848
2015-07-01,1793.8122610314058
2015-07-02,1768.4122511749194
2015-07-03,1720.020138214439
2015-07-06,1727.1914459250538
2015-07-07,1718.2423453234046
2015-07-08,1584.7180794589851
2015-07-09,1683.4745687808309
2015-07-10,1726.225096923321
2015-07-13,1766.961879831753
2015-07-14,1720.4938313232585
2015-07-15,1713.5144013463596
2015-07-16,1733.353928358596
2015-07-17,1765.065244681324
2015-07-20,1752.0558295985281
2015-07-21,1746.062101408611
2015-07-22,1734.360913399857
2015-07-23,1735.2458848838824
2015-07-24,1720.5522655179452
2015-07-27,1600.1071961648797
2015-07-28,1611.6101895402462
2015-07-29,1638.6545476520573
2015-07-30,1634.564250922569
2015-07-31,1623.964052330218
2015-08-03,1639.57886972491
2015-08-04,1650.9587638067337
2015-08-05,1657.7220317980068
2015-08-06,1643.546296437059
2015-08-07,1652.0145697115254
2015-08-10,1672.9690705392863
2015-08-11,1657.3755618492835
2015-08-12,1602.1898958788188
2015-08-13,1612.540514848793
2015-08-14,1612.4847012441726
2015-08-17,1602.189576734727
2015-08-18,1568.2350925080837
2015-08-19,1563.2272659306432
2015-08-20,1506.8804874713505
2015-08-21,1450.798703374352
2015-08-24,1321.4431603898597
2015-08-25,1299.4574458382829
2015-08-26,1311.2069287765737
2015-08-27,1405.7378902054677
2015-08-28,1420.3413331269207
2015-08-31,1429.2206538718667
2015-09-01,1409.101442606021
2015-09-02,1400.6963806627489
2015-09-03,1417.4623059614723
2015-09-04,1411.4191533938883
2015-09-07,1373.3162282323717
2015-09-08,1409.321065667529
2015-09-09,1454.7128372526215
2015-09-10,1429.6871109995109
2015-09-11,1412.5290764828117
2015-09-14,1410.0571527498712
2015-09-15,1393.7883956785263
2015-09-16,1424.9789622413105
2015-09-17,1408.7612458317137
2015-09-18,1408.2537653348031
2015-09-21,1424.8604635184633
2015-09-22,1436.882828298066
2015-09-23,1396.1694586478382
2015-09-24,1378.4370628242557
2015-09-25,1392.8454904975786
2015-09-28,1388.478902109544
2015-09-29,1343.520342506112
2015-09-30,1381.8168867976012
2015-10-01,1376.698589689238
2015-10-02,1394.7459303205508
2015-10-05,1419.1657663894098
2015-10-06,1418.287337362031
2015-10-07,1464.3289556643892
2015-10-08,1455.884923349545
2015-10-09,1464.339108509353
2015-10-12,1488.5403630945498
2015-10-13,1475.4618942297977
2015-10-14,1452.6944901604493
2015-10-15,1485.8067849021897
2015-10-16,1492.0320311543708
2015-10-19,1501.2046784798413
2015-10-20,1494.7393170119897
2015-10-21,1488.631132321514
2015-10-22,1504.162355727029
2015-10-23,1540.2469912966897
2015-10-26,1541.2470176552195
2015-10-27,1534.9471337994287
2015-10-28,1514.1812815367086
2015-10-29,1527.1972528612366
2015-10-30,1517.1103928531227
2015-11-02,1500.4521714659666
2015-11-03,1520.1900374731304
2015-11-04,1569.3617630283302
2015-11-05,1576.2573322082942
2015-11-06,1592.4374390652488
2015-11-09,1598.6738896729337
2015-11-10,1582.0202384176064
2015-11-11,1563.1682161048477
2015-11-12,1570.35371389272
2015-11-13,1542.7259551733734
2015-11-16,1528.2577008613925
2015-11-17,1549.7543765959854
2015-11-18,1550.1755807897355
2015-11-19,1556.1382889478755
2015-11-20,1571.72113609198
2015-11-23,1568.4056786661336
2015-11-24,1559.6567696654117
2015-11-25,1564.724991963374
2015-11-26,1559.505322456356
2015-11-27,1518.8233298292566
2015-11-30,1526.187564373359
2015-12-01,1551.1986443039982
2015-12-02,1600.1063496596378
2015-12-03,1562.3350781626432
2015-12-04,1540.3693161898052
2015-12-07,1537.831087497796
2015-12-08,1502.5163419186931
2015-12-09,1501.9931885341095
2015-12-10,1489.3411823541985
2015-12-11,1464.8673433176098
2015-12-14,1467.5765744793766
2015-12-15,1484.6958120863806
2015-12-16,1493.106331595958
2015-12-17,1529.425949312314
2015-12-18,1535.7181620756653
2015-12-21,1557.2240635534813
2015-12-22,1557.8061970244605
2015-12-23,1581.5272588677938
2015-12-24,1565.6660902659382
2015-12-25,1565.5020844185224
2015-12-28,1536.373650796548
2015-12-29,1556.6843476862737
2015-12-30,1549.7968929152328
2015-12-31,1549.9515763823822
2016-01-01,1549.9515763823822
2016-01-04,1489.4125574020652
2016-01-05,1504.6039469696134
2016-01-06,1498.4446633023101
2016-01-07,1414.8050527678852
2016-01-08,1420.3170945995976
2016-01-11,1368.0954639130703
2016-01-12,1368.9563265432193
2016-01-13,1367.464000316722
2016-01-14,1373.3030424461215
2016-01-15,1324.260213007754
2016-01-18,1323.2258908436922
2016-01-19,1351.3503201429387
2016-01-20,1308.9713969651323
2016-01-21,1287.6080011841057
2016-01-22,1318.1898404715673
2016-01-25,1329.8315975331388
2016-01-26,1270.2952210469384
2016-01-27,1272.5150657035317
2016-01-28,1265.4534560906259
2016-01-29,1316.1194326900838
2016-02-01,1298.603198560222
2016-02-02,1297.1573658235516
2016-02-03,1260.2453288671534
2016-02-04,1265.316142782781
2016-02-05,1270.8329522583867
2016-02-08,1270.668442718329
2016-02-09,1251.6266554235092
2016-02-10,1265.1736612220975
2016-02-11,1222.4400125911461
2016-02-12,1227.9636901438018
2016-02-15,1266.3041447670016
2016-02-16,1289.1806186480633
2016-02-17,1285.6263372313929
2016-02-18,1306.409742861298
2016-02-19,1302.300134943296
2016-02-22,1325.9614960639005
2016-02-23,1317.635789857706
2016-02-24,1310.4995011708845
2016-02-25,1263.4992859527958
2016-02-26,1296.8032747889588
2016-02-29,1284.5126005900681
2016-03-01,1312.0996963844
2016-03-02,1368.6532607722284
2016-03-03,1360.447217014292
2016-03-04,1384.3059993635018
2016-03-07,1394.1940733677254
2016-03-08,1380.8013706738398
2016-03-09,1374.541797754724
2016-03-10,1349.1569718567857
2016-03-11,1362.3281818936975
2016-03-14,1383.8659694592068
2016-03-15,1371.6683970031042
2016-03-16,1374.4458651306013
2016-03-17,1366.5132496492756
2016-03-18,1384.4071148926894
2016-03-21,1393.4892501652876
2016-03-22,1389.8426291326005
2016-03-23,1397.122684276005
2016-03-24,1377.4916203963746
2016-03-25,1381.019643354028
2016-03-28,1371.2864885342567
2016-03-29,1369.9310463654147
2016-03-30,1379.016397375832
2016-03-31,1379.0221260832488
2016-04-01,1378.795630761805
2016-04-04,1374.3051409254235
2016-04-05,1368.7641415712258
2016-04-06,1367.2421752230946
2016-04-07,1359.6363803344227
2016-04-08,1360.0525878813362
2016-04-11,1372.2656981827954
2016-04-12,1382.9177797539182
2016-04-13,1422.120761679853
2016-04-14,1426.974762944241
2016-04-15,1421.588063615541
2016-04-18,1403.614631354441
2016-04-19,1412.4535165108268
2016-04-20,1402.9818550255118
2016-04-21,1418.3334568608288
2016-04-22,1421.1414032141943
2016-04-25,1412.7031154664598
2016-04-26,1408.6380128847582
2016-04-27,1408.2219309631637
2016-04-28,1410.218002088373
2016-04-29,1390.8847104440342
2016-05-02,1383.457810829617
2016-05-03,1384.1603898419119
2016-05-04,1374.1836881268152
2016-05-05,1379.6168689515212
2016-05-06,1350.0633055885003
2016-05-09,1344.6793847850226
2016-05-10,1345.6808143658877
2016-05-11,1347.861226085345
2016-05-12,1352.0019780125033
2016-05-13,1351.9840861195046
2016-05-16,1352.1066290639662
2016-05-17,1358.4770376576657
2016-05-18,1353.2802486866829
2016-05-19,1354.9862920194112
2016-05-20,1360.3898828678994
2016-05-23,1360.7243041766792
2016-05-24,1360.6251834905956
2016-05-25,1374.3076926504214
2016-05-26,1370.6237130303848
2016-05-27,1382.037232303766
2016-05-30,1384.375359580192
2016-05-31,1402.1448130044757
2016-06-01,1398.0813352595524
2016-06-02,1402.7793352725146
2016-06-03,1389.6996317996575
2016-06-06,1392.5891045692733
2016-06-07,1406.0126844488768
2016-06-08,1402.1000952851934
2016-06-09,1410.6026962092067
2016-06-10,1396.7845567931138
2016-06-13,1363.1071934042886
2016-06-14,1374.320052996414
2016-06-15,1381.840058901152
2016-06-16,1375.9213611942907
2016-06-17,1372.0320299238626
2016-06-20,1375.2293508826467
2016-06-21,1390.427775931513
2016-06-22,1403.116775220071
2016-06-23,1389.3387689557383
2016-06-24,1390.5557433283834
2016-06-27,1414.54861227023
2016-06-28,1402.1004995222734
2016-06-29,1411.0561832987946
2016-06-30,1433.5853691371588
2016-07-01,1431.1993049244095
2016-07-04,1448.9967165467526
2016-07-05,1442.915431438853
2016-07-06,1437.8957386383074
2016-07-07,1443.151978742073
2016-07-08,1439.6499633552144
2016-07-11,1458.4387329335962
2016-07-12,1492.0725850157096
2016-07-13,1491.794256087402
2016-07-14,1496.2448273877294
2016-07-15,1508.3203852920092
2016-07-18,1507.4748246747627
2016-07-19,1502.3771661958328
2016-07-20,1509.244419490767
2016-07-21,1519.2610438582574
2016-07-22,1512.636092713187
2016-07-25,1512.7564752434168
2016-07-26,1524.9632354071389
2016-07-27,1523.4362554610143
2016-07-28,1524.112076837153
2016-07-29,1493.927546162099
2016-08-01,1504.853838484376
2016-08-02,1498.3205405403362
2016-08-03,1497.9084534444535
2016-08-04,1508.8285710241023
2016-08-05,1529.4792650493998
2016-08-08,1547.5581070669116
2016-08-09,1552.4345476155827
2016-08-10,1541.6924654139236
2016-08-11,1548.1990390777642
2016-08-12,1571.4898130928605
2016-08-15,1599.3972383816451
2016-08-16,1581.0361818600618
2016-08-17,1580.0736384375393
2016-08-18,1574.4560040880058
2016-08-19,1570.9905352167502
2016-08-22,1564.6269756408783
2016-08-23,1562.0658276158767
2016-08-24,1564.6771771625163
2016-08-25,1550.8480952562213
2016-08-26,1553.6218758352265
2016-08-29,1562.1542592909677
2016-08-30,1574.385199698277
2016-08-31,1574.597594132476
2016-09-01,1564.2598394509205
2016-09-02,1575.7029461729996
2016-09-05,1591.9656287399796
2016-09-06,1591.810265715045
2016-09-07,1590.7534539240314
2016-09-08,1586.8695139855902
2016-09-09,1589.8098849083622
2016-09-12,1549.9188859226776
2016-09-13,1544.0034990580743
2016-09-14,1536.1508636147616
2016-09-15,1536.3850801848464
2016-09-16,1547.511373367328
2016-09-19,1563.4599100386022
2016-09-20,1567.9577575309825
2016-09-21,1581.5286970640282
2016-09-22,1576.2582603223045
