Date,CHINA A ONSHORE HIGH DIVIDEND YIELD
2010-01-13,1114.2862904283654
2010-01-14,1136.2514831948997
2010-01-15,1147.0713697946708
2010-01-18,1158.4235007070752
2010-01-19,1164.0144837358155
2010-01-20,1140.1062279103749
2010-01-21,1146.852614956425
2010-01-22,1125.404316507449
2010-01-25,1110.0106872493595
2010-01-26,1091.9623632726514
2010-01-27,1080.701113416355
2010-01-28,1090.1081531191214
2010-01-29,1094.908582038713
2010-02-01,1074.5957251635718
2010-02-02,1066.5240449800474
2010-02-03,1097.4680678338818
2010-02-04,1101.89408733922
2010-02-05,1090.6224199568512
2010-02-08,1088.193569826505
2010-02-09,1092.8279420681447
2010-02-10,1106.2336610034672
2010-02-11,1112.7919913155392
2010-02-12,1123.696729271642
2010-02-15,1124.8951848322642
2010-02-16,1116.1518380810865
2010-02-17,1120.0346029065179
2010-02-18,1122.4184422874057
2010-02-19,1131.8048092793376
2010-02-22,1119.6825144910838
2010-02-23,1115.4495180254917
2010-02-24,1129.2628572654362
2010-02-25,1149.089652341414
2010-02-26,1134.501292633484
2010-03-01,1161.9301918873332
2010-03-02,1148.6617287715305
2010-03-03,1145.3308355533347
2010-03-04,1123.4842251577513
2010-03-05,1124.3289137418917
2010-03-08,1127.5822980245541
2010-03-09,1138.3750281277705
2010-03-10,1122.5773501586282
2010-03-11,1121.0403504408157
2010-03-12,1100.5889311620144
2010-03-15,1093.6297391851854
2010-03-16,1087.9097170940818
2010-03-17,1110.9095298748875
2010-03-18,1120.4678903269714
2010-03-19,1133.7837701771327
2010-03-22,1135.5463509107099
2010-03-23,1127.7550317439627
2010-03-24,1144.328037088072
2010-03-25,1132.667271657767
2010-03-26,1143.0354705394009
2010-03-29,1159.8276462927045
2010-03-30,1163.668168245151
2010-03-31,1145.4207619460735
2010-04-01,1159.4053115515276
2010-04-02,1164.8606162146302
2010-04-05,1167.5341940551261
2010-04-06,1178.1949454765238
2010-04-07,1175.9248229294988
2010-04-08,1163.8215963684675
2010-04-09,1164.6968364467327
2010-04-12,1143.9100052645408
2010-04-13,1160.565196449245
2010-04-14,1158.0296751322412
2010-04-15,1160.8507121382188
2010-04-16,1153.7905098045442
2010-04-19,1101.120459115954
2010-04-20,1099.5311291825055
2010-04-21,1126.897834509272
2010-04-22,1122.757976478887
2010-04-23,1112.1177006341927
2010-04-26,1112.7306131296396
2010-04-27,1090.8676057014445
2010-04-28,1096.9270154781716
2010-04-29,1085.9836093035224
2010-04-30,1082.797888119995
2010-05-03,1092.783462572107
2010-05-04,1088.993171455533
2010-05-05,1110.4713700480925
2010-05-06,1079.378099120385
2010-05-07,1058.563805211195
2010-05-10,1049.6735349294315
2010-05-11,1045.6990840089206
2010-05-12,1053.1959933862242
2010-05-13,1084.8106778217777
2010-05-14,1093.068780944723
2010-05-17,1047.3333168200315
2010-05-18,1058.430140572576
2010-05-19,1060.1569702692761
2010-05-20,1049.9755570862765
2010-05-21,1042.720421675049
2010-05-24,1092.7664805180927
2010-05-25,1082.7043411799448
2010-05-26,1085.121387946664
2010-05-27,1095.7154977643247
2010-05-28,1088.9154525452957
2010-05-31,1067.7413410100835
2010-06-01,1050.6593020020498
2010-06-02,1061.770837535091
2010-06-03,1053.7320645804657
2010-06-04,1070.5807393934736
2010-06-07,1062.0449847671
2010-06-08,1061.9760708892059
2010-06-09,1082.4035045360056
2010-06-10,1066.9183580129952
2010-06-11,1071.1333789710013
2010-06-14,1055.1235251760043
2010-06-15,1052.4659992351162
2010-06-16,1051.7396596911303
2010-06-17,1044.4662199304212
2010-06-18,1027.2355896264507
2010-06-21,1061.4107811578554
2010-06-22,1069.4949270155385
2010-06-23,1062.8537708787396
2010-06-24,1057.6530569549643
2010-06-25,1052.8257086015615
2010-06-28,1038.707440542814
2010-06-29,1007.748709063766
2010-06-30,992.8684903331865
2010-07-01,966.7360338922574
2010-07-02,960.4059062561513
2010-07-05,957.6458300884099
2010-07-06,967.0801455135995
2010-07-07,974.0461893469959
2010-07-08,968.2027695460582
2010-07-09,999.5566333637335
2010-07-12,1017.076365360969
2010-07-13,994.1325214638593
2010-07-14,997.064895558594
2010-07-15,965.073229482568
2010-07-16,963.8885594664891
2010-07-19,985.6522231089632
2010-07-20,1014.5425682020457
2010-07-21,1021.2140981399375
2010-07-22,1024.0390794014143
2010-07-23,1033.7691906186042
2010-07-26,1030.7229694139035
2010-07-27,1022.2641261649233
2010-07-28,1044.098778800135
2010-07-29,1043.5996105171373
2010-07-30,1041.8679260410884
2010-08-02,1045.648575656523
2010-08-03,1025.0370131705404
2010-08-04,1033.9984750237513
2010-08-05,1024.3486152620392
2010-08-06,1029.3689605038287
2010-08-09,1039.9911888087533
2010-08-10,1020.6123547985453
2010-08-11,1037.8869645587195
2010-08-12,1028.2397113816294
2010-08-13,1045.2564965812828
2010-08-16,1061.427377044888
2010-08-17,1067.1847416659555
2010-08-18,1066.6433627090898
2010-08-19,1076.8544989052057
2010-08-20,1071.7234468800877
2010-08-23,1070.1678957216484
2010-08-24,1073.109922362212
2010-08-25,1051.7701004373591
2010-08-26,1047.793338353388
2010-08-27,1051.0014425359366
2010-08-30,1071.7074776039924
2010-08-31,1062.162892019695
2010-09-01,1047.9339514722133
2010-09-02,1059.9724665694484
2010-09-03,1057.5574494247364
2010-09-06,1076.8598080506142
2010-09-07,1089.2164884998206
2010-09-08,1086.639239283128
2010-09-09,1069.3834048869323
2010-09-10,1073.657295640565
2010-09-13,1071.4825801985946
2010-09-14,1062.0597546097972
2010-09-15,1043.0983004017319
2010-09-16,1021.816067421401
2010-09-17,1025.0077320558064
2010-09-20,1017.1661378247501
2010-09-21,1016.4535570626757
2010-09-22,995.3082308560257
2010-09-23,1001.1682545657834
2010-09-24,990.544400276461
2010-09-27,1008.4300164252069
2010-09-28,992.3468911301221
2010-09-29,990.5939111581762
2010-09-30,1006.7809637165982
2010-10-01,999.8598709969082
2010-10-04,1004.6101463040601
2010-10-05,993.1409166992303
2010-10-06,989.5657667057128
2010-10-07,985.9455339951219
2010-10-08,1025.5578829942792
2010-10-11,1060.9216800543454
2010-10-12,1082.1405096450828
2010-10-13,1082.0080084139106
2010-10-14,1079.49406732076
2010-10-15,1118.364417779698
2010-10-18,1115.692850546647
2010-10-19,1149.2615571516305
2010-10-20,1135.6108725328916
2010-10-21,1126.5990792014243
2010-10-22,1132.1210817403448
2010-10-25,1158.3208266019126
2010-10-26,1158.5306306606344
2010-10-27,1143.9076754592309
2010-10-28,1128.7283486424483
2010-10-29,1126.4846730902198
2010-11-01,1157.9232753080948
2010-11-02,1143.1670907484802
2010-11-03,1131.4490745020494
2010-11-04,1134.0589219232584
2010-11-05,1162.2733433993744
2010-11-08,1183.2647895158923
2010-11-09,1182.471874559599
2010-11-10,1194.6750472603455
2010-11-11,1206.8704779263949
2010-11-12,1136.8268843411163
2010-11-15,1148.3738280787506
2010-11-16,1103.5565363765988
2010-11-17,1085.0511706756333
2010-11-18,1094.8190495768322
2010-11-19,1096.4597087799411
2010-11-22,1095.2351567189137
2010-11-23,1088.3681159780292
2010-11-24,1103.2217795279753
2010-11-25,1118.0333735637278
2010-11-26,1122.1473409237137
2010-11-29,1129.5853038713756
2010-11-30,1115.4207735155103
2010-12-01,1117.925672692987
2010-12-02,1117.2899341540067
2010-12-03,1100.606277753503
2010-12-06,1113.4181852033726
2010-12-07,1120.6971216371355
2010-12-08,1119.1704872016085
2010-12-09,1107.4406936530888
2010-12-10,1110.4617731449894
2010-12-13,1125.681860423235
2010-12-14,1129.8843806471107
2010-12-15,1128.7967306281903
2010-12-16,1134.8925826610885
2010-12-17,1138.0657662658225
2010-12-20,1123.3515653341078
2010-12-21,1144.6067328532808
2010-12-22,1139.552998959219
2010-12-23,1136.558399838686
2010-12-24,1128.7616485615092
2010-12-27,1107.1338132955775
2010-12-28,1092.0468808072858
2010-12-29,1095.5841415428752
2010-12-30,1087.3965712237298
2010-12-31,1097.3027403455503
2011-01-03,1101.6962216064758
2011-01-04,1120.4478759509573
2011-01-05,1127.956681280643
2011-01-06,1131.8443952104772
2011-01-07,1140.8423205994407
2011-01-10,1129.4737774560242
2011-01-11,1143.5701288681103
2011-01-12,1140.4394077051525
2011-01-13,1119.5320378423744
2011-01-14,1105.2338813295419
2011-01-17,1077.661531450003
2011-01-18,1073.5669010356964
2011-01-19,1084.6880366981443
2011-01-20,1059.5427170657674
2011-01-21,1058.9239049315518
2011-01-24,1044.8125360842555
2011-01-25,1043.6174381509652
2011-01-26,1053.4688327691772
2011-01-27,1065.495488498185
2011-01-28,1073.7891579210932
2011-01-31,1079.5237818492335
2011-02-01,1074.1388651244692
2011-02-02,1072.816512984045
2011-02-03,1086.8258548746737
2011-02-04,1093.0000905855597
2011-02-07,1093.8878555561307
2011-02-08,1083.566649195193
2011-02-09,1070.8019520185107
2011-02-10,1100.0322422484044
2011-02-11,1107.0821936406926
2011-02-14,1144.2043830786051
2011-02-15,1139.4370897307344
2011-02-16,1150.0044417221432
2011-02-17,1143.349143805497
2011-02-18,1128.7030468851558
2011-02-21,1143.0650422793165
2011-02-22,1112.1438137592324
2011-02-23,1112.8137154965905
2011-02-24,1113.4545439291117
2011-02-25,1117.0476274474613
2011-02-28,1124.7640749727288
2011-03-01,1128.0956467518354
2011-03-02,1122.5507430540604
2011-03-03,1111.2019702329378
2011-03-04,1122.3826199129987
2011-03-07,1147.2451679609972
2011-03-08,1157.8327185852452
2011-03-09,1153.9715330849874
2011-03-10,1146.6236825470312
2011-03-11,1133.0478914835642
2011-03-14,1129.77868994782
2011-03-15,1107.9600264027024
2011-03-16,1126.2892672378423
2011-03-17,1105.9454316548895
2011-03-18,1101.9097494873574
2011-03-21,1098.1273697792262
2011-03-22,1101.0844345998155
2011-03-23,1119.8263488104876
2011-03-24,1109.832469006191
2011-03-25,1129.395415452328
2011-03-28,1132.071052427222
2011-03-29,1123.8216252605118
2011-03-30,1122.6922681430342
2011-03-31,1106.4333360531336
2011-04-01,1122.9580383904963
2011-04-04,1115.9762837522892
2011-04-05,1118.215149308177
2011-04-06,1116.070077638711
2011-04-07,1125.1658477463213
2011-04-08,1121.695911801231
2011-04-11,1115.7511959395306
2011-04-12,1115.2537789784399
2011-04-13,1127.901699593852
2011-04-14,1126.4784671699688
2011-04-15,1129.3086554276483
2011-04-18,1151.6906537594411
2011-04-19,1121.0197294806721
2011-04-20,1107.0336477459546
2011-04-21,1111.1348620714853
2011-04-22,1105.8472589056537
2011-04-25,1086.994869044642
2011-04-26,1072.9343256156706
2011-04-27,1071.671094744773
2011-04-28,1047.2612659831927
2011-04-29,1062.9652009935553
2011-05-02,1059.003573981156
2011-05-03,1068.3631792805843
2011-05-04,1039.9866240893869
2011-05-05,1060.645612657238
2011-05-06,1064.7733307179612
2011-05-09,1087.2703456213535
2011-05-10,1086.8239646910881
2011-05-11,1088.532856222746
2011-05-12,1083.2487688923543
2011-05-13,1091.1870284445163
2011-05-16,1078.827617160671
2011-05-17,1087.1128044306565
2011-05-18,1087.382853928916
2011-05-19,1081.6799766874578
2011-05-20,1090.7647596788966
2011-05-23,1061.5835101018595
2011-05-24,1054.446191131799
2011-05-25,1049.2423871359024
2011-05-26,1045.1665623283486
2011-05-27,1028.7364994289153
2011-05-30,1029.8401782769122
2011-05-31,1036.426329163361
2011-06-01,1034.3412437426682
2011-06-02,1017.0898369789485
2011-06-03,1017.1775244751831
2011-06-06,1014.6351030793505
2011-06-07,1013.4454080427168
2011-06-08,1019.2721203570094
2011-06-09,1009.766604491755
2011-06-10,1023.4311412899947
2011-06-13,1018.5974421857393
2011-06-14,1022.6141391165764
2011-06-15,1029.8940185253243
2011-06-16,1026.0715470222653
2011-06-17,1010.5479894812139
2011-06-20,1002.7013588549039
2011-06-21,1014.03094431839
2011-06-22,1010.201030410492
2011-06-23,1046.1292394262514
2011-06-24,1065.3780543660216
2011-06-27,1058.048236042197
2011-06-28,1052.6606249010847
2011-06-29,1041.0674711879442
2011-06-30,1046.5727455734982
2011-07-01,1052.3604522509017
2011-07-04,1072.2573486818208
2011-07-05,1075.309440959433
2011-07-06,1082.229061068437
2011-07-07,1074.7406090723089
2011-07-08,1085.6178087766125
2011-07-11,1106.5809225809608
2011-07-12,1087.6564916386446
2011-07-13,1093.080123151648
2011-07-14,1099.3253317116873
2011-07-15,1103.5447211304363
2011-07-18,1109.0259538443213
2011-07-19,1087.3076592221507
2011-07-20,1086.0165672831836
2011-07-21,1065.2263878844265
2011-07-22,1070.8827470481585
2011-07-25,1045.0535090738597
2011-07-26,1036.7104443245532
2011-07-27,1052.9942431252678
2011-07-28,1053.641140162141
2011-07-29,1047.85961150755
2011-08-01,1060.8788527192337
2011-08-02,1049.7613858064983
2011-08-03,1043.8239317510383
2011-08-04,1055.3386871519783
2011-08-05,1029.8312954366124
2011-08-08,993.8568577953408
2011-08-09,992.9325239797694
2011-08-10,1006.2022274011875
2011-08-11,1017.510074917912
2011-08-12,1025.4425794133429
2011-08-15,1020.2058854163049
2011-08-16,1018.3435611001858
2011-08-17,1010.3362259504527
2011-08-18,1002.0656347908588
2011-08-19,984.6822426141531
2011-08-22,976.7583381234388
2011-08-23,989.8490169530315
2011-08-24,986.6819769059979
2011-08-25,1020.2354999006263
2011-08-26,1018.8164263290521
2011-08-29,993.0741502127081
2011-08-30,997.5395645118249
2011-08-31,1002.3171662743014
2011-09-01,1008.9523435786351
2011-09-02,999.9878986334554
2011-09-05,987.7964304905136
2011-09-06,985.5496922387557
2011-09-07,1004.0249813555146
2011-09-08,1002.5507621198417
2011-09-09,1022.8704635471963
2011-09-12,1030.6117955392137
2011-09-13,1015.6035562131411
2011-09-14,1020.5725813581226
2011-09-15,1005.4069908786665
2011-09-16,1012.726033656628
2011-09-19,1007.8042863814164
2011-09-20,1004.460621054517
2011-09-21,1032.2719368129679
2011-09-22,1021.532309967715
2011-09-23,1012.0397450835292
2011-09-26,997.8813816179425
2011-09-27,998.1242979648321
2011-09-28,992.064334265135
2011-09-29,980.9225203426333
2011-09-30,999.5072440195465
2011-10-03,1010.2748751702769
2011-10-04,1009.9705296739158
2011-10-05,1007.5802015861043
2011-10-06,1000.5139473279557
2011-10-07,993.9511334872707
2011-10-10,982.0219610100828
2011-10-11,974.0291400685884
2011-10-12,991.434949009452
2011-10-13,1000.4355913902602
2011-10-14,988.848550753754
2011-10-17,1002.6939049730164
2011-10-18,984.1709683870306
2011-10-19,974.8634974162849
2011-10-20,959.489860382266
2011-10-21,942.0635258690061
2011-10-24,967.4641182341142
2011-10-25,985.492046713043
2011-10-26,1000.9256554793761
2011-10-27,981.0405034702028
2011-10-28,995.1542056581321
2011-10-31,1008.2480960712354
2011-11-01,1028.3637321490166
2011-11-02,1032.8672594613668
2011-11-03,1039.2225503719767
2011-11-04,1046.9844630518185
2011-11-07,1039.215159087293
2011-11-08,1036.448564428958
2011-11-09,1061.0829949596716
2011-11-10,1041.9048943563514
2011-11-11,1030.9975534242208
2011-11-14,1059.9701232721638
2011-11-15,1067.2809985328443
2011-11-16,1041.5454197112613
2011-11-17,1039.8319073017228
