Date,KOREA HIGH DIVIDEND YIELD
1999-08-04,1917.9635257309574
1999-08-05,1874.2817123585862
1999-08-06,1861.038309578757
1999-08-09,1866.7287955657598
1999-08-10,1862.2304303307046
1999-08-11,1850.3726698377752
1999-08-12,1845.9586745686488
1999-08-13,1793.278356041226
1999-08-16,1765.5291996960427
1999-08-17,1721.8584035563629
1999-08-18,1716.9878257947814
1999-08-19,1706.6813314687297
1999-08-20,1753.898167799101
1999-08-23,1833.7014576193449
1999-08-24,1859.5913085833688
1999-08-25,1988.7349877990694
1999-08-26,1984.6402097192502
1999-08-27,2014.6021202219101
1999-08-30,1994.5742287981286
1999-08-31,1952.4518861909003
1999-09-01,1870.2227834969447
1999-09-02,1851.807916237423
1999-09-03,1868.569201229966
1999-09-06,1977.5675303749756
1999-09-07,1985.0300064686387
1999-09-08,1966.5663227936773
1999-09-09,1983.1480289149647
1999-09-10,2003.6249732570773
1999-09-13,2062.6039650189573
1999-09-14,2037.9614070297243
1999-09-15,2010.1285161908027
1999-09-16,1943.067880924833
1999-09-17,1959.8210922661858
1999-09-20,1980.3065465088353
1999-09-21,1994.328845023867
1999-09-22,1933.4526306218538
1999-09-23,1945.899222763838
1999-09-24,1934.495278002917
1999-09-27,1860.309598068534
1999-09-28,1835.1757528925418
1999-09-29,1749.904928816787
1999-09-30,1678.486175618731
1999-10-01,1693.3325229094876
1999-10-04,1664.563164601203
1999-10-05,1632.4339583837443
1999-10-06,1686.5455908450374
1999-10-07,1711.7226976255495
1999-10-08,1693.3968222248836
1999-10-11,1682.3105396904211
1999-10-12,1709.7803426709906
1999-10-13,1705.616308209315
1999-10-14,1716.539968237694
1999-10-15,1692.0243309169218
1999-10-18,1637.1125167418643
1999-10-19,1610.8413232805879
1999-10-20,1660.367932907833
1999-10-21,1616.1043487297895
1999-10-22,1645.5254878219923
1999-10-25,1597.3932714460307
1999-10-26,1607.607508888208
1999-10-27,1610.5067635073049
1999-10-28,1664.8526774777708
1999-10-29,1654.8073271122487
1999-11-01,1754.9444969697358
1999-11-02,1796.3134571076425
1999-11-03,1794.0317419817632
1999-11-04,1859.2514343172988
1999-11-05,1859.5999421230908
1999-11-08,1849.1068044543472
1999-11-09,1896.4401527634566
1999-11-10,1848.1112531481278
1999-11-11,1850.8707234913034
1999-11-12,1874.2556488176285
1999-11-15,1854.4930224958418
1999-11-16,1907.7492820471064
1999-11-17,1820.6473224517438
1999-11-18,1853.1248706343713
1999-11-19,1898.774103592493
1999-11-22,1882.118716257444
1999-11-23,1888.2642464151033
1999-11-24,1953.4084628424494
1999-11-25,1964.6533159762362
1999-11-26,1974.300685376078
1999-11-29,2045.7041255014399
1999-11-30,2063.8395318174485
1999-12-01,2081.0572084345145
1999-12-02,2069.19443655988
1999-12-03,2045.900474557487
1999-12-06,1998.0706440494541
1999-12-07,1940.2681423250517
1999-12-08,1940.468479775848
1999-12-09,1911.3234092027533
1999-12-10,2030.2457742792203
1999-12-13,2005.3789584159042
1999-12-14,1956.1259148573658
1999-12-15,1878.0574870629803
1999-12-16,1842.0774038072097
1999-12-17,1819.3017883410162
1999-12-20,1837.5770795861424
1999-12-21,1753.4931167406905
1999-12-22,1717.4019003673961
1999-12-23,1665.805518331159
1999-12-24,1708.0917796430072
1999-12-27,1696.6479369214012
1999-12-28,1749.9663462651622
1999-12-29,1755.734601792152
1999-12-30,1774.0551870323438
1999-12-31,1774.4159641862138
2000-01-03,1763.6377883501668
2000-01-04,1856.4213998815549
2000-01-05,1804.2691245296917
2000-01-06,1724.154038848211
2000-01-07,1764.0733622520331
2000-01-10,1787.626322676418
2000-01-11,1778.818415021326
2000-01-12,1761.6859576880472
2000-01-13,1758.7100705483751
2000-01-14,1782.5078274466662
2000-01-17,1829.0977404054663
2000-01-18,1795.2349060251547
2000-01-19,1674.7137330167
2000-01-20,1723.8897036171359
2000-01-21,1680.0956508250304
2000-01-24,1706.4171430403126
2000-01-25,1642.7853524360664
2000-01-26,1677.8297226250354
2000-01-27,1746.868162321368
2000-01-28,1802.7890123446036
2000-01-31,1820.9953680054302
2000-02-01,1813.0175716177444
2000-02-02,1854.3579645041198
2000-02-03,1860.666383190526
2000-02-04,1869.849894402519
2000-02-07,1843.8822416065468
2000-02-08,1810.4868969663987
2000-02-09,1792.5934813725812
2000-02-10,1757.3104654521035
2000-02-11,1737.3297320394743
2000-02-14,1630.9421739228803
2000-02-15,1581.8415497023277
2000-02-16,1604.9682610342275
2000-02-17,1676.6546784989512
2000-02-18,1634.3669465036749
2000-02-21,1562.7374753585432
2000-02-22,1493.9689516477263
2000-02-23,1579.925763363121
2000-02-24,1577.3687968137822
2000-02-25,1611.9011390115238
2000-02-28,1585.8838363128928
2000-02-29,1596.136958742955
2000-03-01,1591.6855865135674
2000-03-02,1643.377234137936
2000-03-03,1599.7108881887839
2000-03-06,1653.240443743541
2000-03-07,1679.77757482248
2000-03-08,1674.6030408719505
2000-03-09,1581.4346037448863
2000-03-10,1624.5143064555912
2000-03-13,1563.459791588693
2000-03-14,1555.2102236353878
2000-03-15,1506.8209191329324
2000-03-16,1517.905024551785
2000-03-17,1583.3125786002988
2000-03-20,1567.624524557716
2000-03-21,1630.8270893529395
2000-03-22,1663.3750320886952
2000-03-23,1602.0492701383982
2000-03-24,1621.0119008000738
2000-03-27,1628.0411267211855
2000-03-28,1634.9558164518623
2000-03-29,1665.2693469590033
2000-03-30,1679.889342039933
2000-03-31,1642.7032389648498
2000-04-03,1607.333830950839
2000-04-04,1634.2106008272494
2000-04-05,1613.4213866157054
2000-04-06,1557.0884137626238
2000-04-07,1577.2116154543853
2000-04-10,1625.8436671476736
2000-04-11,1619.3275340088285
2000-04-12,1589.3954299251952
2000-04-13,1595.82437323319
2000-04-14,1566.738332888422
2000-04-17,1416.730040844968
2000-04-18,1495.100299494453
2000-04-19,1528.6679770743312
2000-04-20,1524.1233054840293
2000-04-21,1530.8238573193867
2000-04-24,1491.3599951304848
2000-04-25,1498.8255794482945
2000-04-26,1450.2089452021996
2000-04-27,1456.3306662654677
2000-04-28,1508.1392221264423
2000-05-01,1512.5300979388362
2000-05-02,1517.594622749628
2000-05-03,1555.7140927781388
2000-05-04,1554.8219495779817
2000-05-05,1553.776983831976
2000-05-08,1563.5327097374427
2000-05-09,1548.8876559436692
2000-05-10,1554.9138189474272
2000-05-11,1563.1991035077556
2000-05-12,1524.3637474345994
2000-05-15,1478.6773210550286
2000-05-16,1521.2613775992313
2000-05-17,1475.2087894656293
2000-05-18,1426.4030472325505
2000-05-19,1429.175674439407
2000-05-22,1334.6029641826028
2000-05-23,1343.7481082971428
2000-05-24,1355.6892104560807
2000-05-25,1394.109696483732
2000-05-26,1276.68932160337
2000-05-29,1279.5531559677258
2000-05-30,1328.4009564903538
2000-05-31,1365.6584561940736
2000-06-01,1362.9791861386816
2000-06-02,1397.8522124260455
2000-06-05,1483.9615026499187
2000-06-06,1462.9857047304847
2000-06-07,1489.7662206530129
2000-06-08,1446.3903770115292
2000-06-09,1552.2484416593777
2000-06-12,1593.2872287573546
2000-06-13,1485.0407098464063
2000-06-14,1488.0394446544353
2000-06-15,1418.2232526988844
2000-06-16,1395.3692567408923
2000-06-19,1386.8326913980618
2000-06-20,1448.162306375106
2000-06-21,1454.0767157896778
2000-06-22,1454.025059340469
2000-06-23,1455.133027785477
2000-06-26,1465.0062379644512
2000-06-27,1498.1047885843143
2000-06-28,1502.843244242702
2000-06-29,1488.6935701491534
2000-06-30,1499.6773337432985
2000-07-03,1556.6644889121562
2000-07-04,1532.4194165513777
2000-07-05,1557.3723808908655
2000-07-06,1582.6815335353515
2000-07-07,1589.2899809335477
2000-07-10,1606.4575677533608
2000-07-11,1579.450874529405
2000-07-12,1592.7812243481046
2000-07-13,1622.3743778237929
2000-07-14,1563.6081313098214
2000-07-17,1567.5520968065093
2000-07-18,1520.0611519836968
2000-07-19,1532.799644249938
2000-07-20,1499.7974100727527
2000-07-21,1507.0027709894507
2000-07-24,1415.2783938363038
2000-07-25,1415.096875084632
2000-07-26,1418.063301107989
2000-07-27,1417.1264373062315
2000-07-28,1405.5177251327148
2000-07-31,1435.1885049483253
2000-08-01,1450.727125251756
2000-08-02,1488.0944785700958
2000-08-03,1481.7763270321686
2000-08-04,1449.9825249183702
2000-08-07,1383.9246619750377
2000-08-08,1374.5665310783886
2000-08-09,1454.300204720119
2000-08-10,1480.9578721591063
2000-08-11,1490.3174406751903
2000-08-14,1515.7787154975022
2000-08-15,1501.061603196393
2000-08-16,1509.041173167992
2000-08-17,1506.314823879344
2000-08-18,1498.6972712052707
2000-08-21,1502.329146277096
2000-08-22,1550.210237726369
2000-08-23,1514.0921855507472
2000-08-24,1498.8902141352744
2000-08-25,1514.402515051822
2000-08-28,1525.7965437997752
2000-08-29,1540.1413163513232
2000-08-30,1531.8038581586632
2000-08-31,1505.4881974960128
2000-09-01,1501.917131881661
2000-09-04,1490.1016865637612
2000-09-05,1536.2762283501133
2000-09-06,1537.202715965407
2000-09-07,1530.389240862309
2000-09-08,1509.3441861355996
2000-09-11,1517.4005603015587
2000-09-12,1519.3398429974247
2000-09-13,1511.8922968550594
2000-09-14,1518.1243197113554
2000-09-15,1466.571882524444
2000-09-18,1349.0151122506809
2000-09-19,1290.2422222083894
2000-09-20,1359.4284675701044
2000-09-21,1350.864332939486
2000-09-22,1228.7504997653396
2000-09-25,1320.666072392496
2000-09-26,1335.8721355018308
2000-09-27,1369.8010173017822
2000-09-28,1358.1875144025742
2000-09-29,1357.6064376464085
2000-10-02,1290.5498367756745
2000-10-03,1297.820871480845
2000-10-04,1326.9913533902188
2000-10-05,1338.1953572041637
2000-10-06,1339.0264790368124
2000-10-09,1302.6026954113358
2000-10-10,1298.1028783923764
2000-10-11,1233.6443456141526
2000-10-12,1207.02737760091
2000-10-13,1155.9164725311057
2000-10-16,1225.0265299198961
2000-10-17,1128.6901589441911
2000-10-18,1116.8407370887708
2000-10-19,1118.7067377320207
2000-10-20,1175.5076024567504
2000-10-23,1121.5372850848225
2000-10-24,1168.4065587876723
2000-10-25,1179.9742503041653
2000-10-26,1163.1909907806705
2000-10-27,1145.0769396252886
2000-10-30,1120.1645562624274
2000-10-31,1130.9795385913803
2000-11-01,1198.6314036957951
2000-11-02,1230.325115026727
2000-11-03,1212.7541467543424
2000-11-06,1202.7502421674342
2000-11-07,1184.8850723196879
2000-11-08,1194.172354144317
2000-11-09,1203.0342614759543
2000-11-10,1215.2350486919506
2000-11-13,1156.5314586699185
2000-11-14,1185.7689930163438
2000-11-15,1185.3087594869014
2000-11-16,1190.4939023199527
2000-11-17,1191.0105309283858
2000-11-20,1147.6899407698777
2000-11-21,1116.1920084668004
2000-11-22,1075.137128990298
2000-11-23,1022.8294224846699
2000-11-24,1061.895522172092
2000-11-27,1089.1337146905967
2000-11-28,1062.1132773429686
2000-11-29,1025.9239960185187
2000-11-30,981.1845617568217
2000-12-01,985.1945043988259
2000-12-04,947.3256719661947
2000-12-05,999.7856125048827
2000-12-06,1013.7473596282823
2000-12-07,1022.4884310502229
2000-12-08,1053.2647022220347
2000-12-11,1089.0637835692585
2000-12-12,1071.8908632166065
2000-12-13,1083.4307694659706
2000-12-14,1058.8974082011428
2000-12-15,1027.4139803418595
2000-12-18,1025.0185929068464
2000-12-19,1018.5314372344961
2000-12-20,971.6593836488078
2000-12-21,952.2990258644932
2000-12-22,923.1553291731487
2000-12-25,923.1553291731487
2000-12-26,912.9345577600228
2000-12-27,906.741179111111
2000-12-28,915.8582765877479
2000-12-29,894.1070856917848
2001-01-01,894.1070856917848
2001-01-02,904.4168481395744
2001-01-03,912.7952131707425
2001-01-04,987.0492302038643
2001-01-05,1042.9352098954212
2001-01-08,1052.030274885403
2001-01-09,1082.1530219573629
2001-01-10,1020.5959658887157
2001-01-11,1028.2366276927648
2001-01-12,1063.9671825808118
2001-01-15,1073.3444100634026
2001-01-16,1083.297737515389
2001-01-17,1077.3510074197334
2001-01-18,1088.4903515999954
2001-01-19,1145.3396863757616
2001-01-22,1164.3276092909396
2001-01-23,1159.4930309824651
2001-01-24,1178.8955624188757
2001-01-25,1181.3359284714386
2001-01-26,1126.0073059979036
2001-01-29,1154.7921358122258
2001-01-30,1112.8592707898924
2001-01-31,1189.078760448395
2001-02-01,1158.5277356903791
2001-02-02,1171.4716563890152
2001-02-05,1088.0823016187467
2001-02-06,1117.5872730150365
2001-02-07,1092.5388860335318
2001-02-08,1131.6800221827932
2001-02-09,1153.7170633869184
2001-02-12,1167.047564054645
2001-02-13,1200.0133561084313
2001-02-14,1224.928500800577
2001-02-15,1234.8726096791231
2001-02-16,1215.1917171924
2001-02-19,1193.9459616086524
2001-02-20,1272.7460987626162
2001-02-21,1231.7684079272642
2001-02-22,1212.8560480850435
2001-02-23,1211.1167002351688
2001-02-26,1219.1732472158358
2001-02-27,1200.695607409066
2001-02-28,1202.7928522766729
2001-03-01,1183.2160483501198
2001-03-02,1135.2986424932149
2001-03-05,1129.6784413838627
2001-03-06,1138.7124336891684
2001-03-07,1118.1080132681452
2001-03-08,1140.684507112077
2001-03-09,1126.561714349289
2001-03-12,1077.2065722203895
2001-03-13,1036.0523681742327
2001-03-14,1070.8158744247182
2001-03-15,1062.1822633893314
2001-03-16,1070.8305757088629
2001-03-19,1060.386020118096
2001-03-20,1043.2579971665932
2001-03-21,1043.9939424080378
2001-03-22,1025.1354016968887
2001-03-23,1033.4583097310235
2001-03-26,1044.5135980637133
2001-03-27,1029.1159055574258
2001-03-28,1048.674872223515
2001-03-29,1031.4553861777476
2001-03-30,1016.7795395495788
2001-04-02,999.659072554857
2001-04-03,978.1427759280651
2001-04-04,937.0850969537065
2001-04-05,943.5650518958358
2001-04-06,983.9904498264162
2001-04-09,972.7113544207259
2001-04-10,980.8784096365414
2001-04-11,1016.6652859263723
2001-04-12,1003.2615065435405
2001-04-13,1001.6818808306132
2001-04-16,990.9722602368129
2001-04-17,1006.9639055041613
2001-04-18,1083.6844678105315
2001-04-19,1106.6084870923382
2001-04-20,1072.934984730015
2001-04-23,1095.7168584066692
2001-04-24,1102.7596443125328
2001-04-25,1128.4071806306538
2001-04-26,1105.7912332656304
2001-04-27,1105.213070494751
2001-04-30,1153.0208823541784
2001-05-01,1146.940435625354
2001-05-02,1178.7497355224914
2001-05-03,1195.5220473362274
2001-05-04,1204.558246240571
2001-05-07,1240.460527111793
2001-05-08,1227.828246896588
2001-05-09,1205.7737879611882
2001-05-10,1200.6987206750568
2001-05-11,1226.7924340797288
2001-05-14,1234.7639243325214
2001-05-15,1237.0245697251332
2001-05-16,1211.245231690221
2001-05-17,1290.643348506059
2001-05-18,1322.466060808266
2001-05-21,1371.846915553829
2001-05-22,1376.7199508322285
2001-05-23,1411.0739079400828
2001-05-24,1411.1059921174187
2001-05-25,1410.2268178811921
2001-05-28,1379.4387755950202
2001-05-29,1428.6594592175175
2001-05-30,1432.352304246596
2001-05-31,1412.6528295089033
2001-06-01,1389.4867330229413
2001-06-04,1389.7342001313386
2001-06-05,1353.6395065116876
2001-06-06,1356.6923540638093
2001-06-07,1335.6506577030163
2001-06-08,1380.7517325478188
2001-06-11,1360.804045757502
2001-06-12,1348.9401945346212
2001-06-13,1359.2635623624687
2001-06-14,1366.0295243984515
2001-06-15,1361.890785941154
2001-06-18,1338.3383436787842
2001-06-19,1312.8493489711148
2001-06-20,1301.5477600101317
2001-06-21,1291.8916194034014
2001-06-22,1303.1856030545787
2001-06-25,1297.0910589043322
2001-06-26,1297.5582757701181
2001-06-27,1322.1010766763661
2001-06-28,1323.538346250016
2001-06-29,1359.3095473495694
2001-07-02,1351.8720580894371
2001-07-03,1360.3676926699227
2001-07-04,1364.394487559275
2001-07-05,1376.6439786084572
2001-07-06,1345.7400724563724
2001-07-09,1315.8707134021156
2001-07-10,1294.6270678712235
2001-07-11,1270.00889818291
2001-07-12,1302.5658017524459
2001-07-13,1276.833782152714
2001-07-16,1267.649567653944
2001-07-17,1270.922723898902
2001-07-18,1207.000941094959
2001-07-19,1210.2742907166405
2001-07-20,1180.5044294663232
2001-07-23,1148.948608897355
2001-07-24,1134.7557159681955
2001-07-25,1118.5806837922019
2001-07-26,1139.136339106424
2001-07-27,1169.9455016823586
2001-07-30,1137.456726967176
2001-07-31,1151.0900303306955
2001-08-01,1190.2853570605575
2001-08-02,1201.3070584683965
2001-08-03,1206.332060838613
2001-08-06,1217.0113265677603
2001-08-07,1217.9446702839948
2001-08-08,1224.7545040257896
2001-08-09,1175.500267075357
2001-08-10,1190.2678555595633
2001-08-13,1193.4814647341946
2001-08-14,1215.3840785301948
2001-08-15,1197.108629209743
2001-08-16,1231.8218775385844
2001-08-17,1227.3650869691526
2001-08-20,1197.5050828662265
2001-08-21,1208.4249952304924
2001-08-22,1212.5445764179465
2001-08-23,1219.8231800668884
2001-08-24,1216.8716173487717
2001-08-27,1240.8751115374546
2001-08-28,1223.1332142628248
2001-08-29,1196.02987155325
2001-08-30,1186.8460576444982
2001-08-31,1144.0595012684087
2001-09-03,1131.6967681139176
2001-09-04,1177.4812865840572
2001-09-05,1182.3517963350305
2001-09-06,1175.3488734395241
2001-09-07,1158.3849042256036
2001-09-10,1141.205115670756
2001-09-11,1110.2807127627011
2001-09-12,975.913687053125
2001-09-13,1015.9974218384784
2001-09-14,976.5865975227765
2001-09-17,950.6289453788124
2001-09-18,986.2135106236285
2001-09-19,990.9226730764976
2001-09-20,991.178979739833
2001-09-21,1012.6133097958578
2001-09-24,1013.857990791236
2001-09-25,983.231229293347
2001-09-26,995.7438084479222
2001-09-27,1001.1806106982084
2001-09-28,1035.6462297132173
2001-10-01,1029.9912868841618
2001-10-02,1024.261857828568
2001-10-03,1017.7921970527599
2001-10-04,1060.7452864083646
2001-10-05,1047.801686496676
2001-10-08,1035.977584958933
2001-10-09,1056.5733323479867
2001-10-10,1058.4897692973834
2001-10-11,1088.155567807529
2001-10-12,1076.956603253573
2001-10-15,1079.6876237665483
2001-10-16,1100.679206669219
2001-10-17,1108.4729773236054
2001-10-18,1114.6506074628278
2001-10-19,1128.3331680048686
2001-10-22,1152.1180147918599
2001-10-23,1160.1466002517454
2001-10-24,1178.543902552188
2001-10-25,1176.4946052095104
2001-10-26,1170.358631255337
2001-10-29,1151.5648631943247
2001-10-30,1111.242921219059
2001-10-31,1124.659816704633
2001-11-01,1125.437759119222
2001-11-02,1137.8658291564846
2001-11-05,1179.287071588473
2001-11-06,1175.3525581195631
2001-11-07,1160.3135377199192
2001-11-08,1187.295932516854
2001-11-09,1194.7905804942989
2001-11-12,1230.928628642102
2001-11-13,1265.4390981753788
2001-11-14,1301.6828988597035
2001-11-15,1338.0705003469568
2001-11-16,1316.6027479382237
2001-11-19,1342.2467705549607
2001-11-20,1342.812777100514
2001-11-21,1352.3937579265555
2001-11-22,1377.3718473115182
2001-11-23,1444.0570302519088
2001-11-26,1540.6521784459403
2001-11-27,1517.4934785674084
2001-11-28,1412.6372849239854
2001-11-29,1425.5463153936703
2001-11-30,1464.2575786001578
2001-12-03,1491.5549449620892
2001-12-04,1473.91036348021
2001-12-05,1562.3090723254822
2001-12-06,1546.3742169299169
2001-12-07,1608.191017204851
2001-12-10,1511.880632698323
2001-12-11,1520.675965748822
2001-12-12,1540.4649071846147
2001-12-13,1535.556458360395
2001-12-14,1488.8312554188071
2001-12-17,1418.5977790346437
2001-12-18,1418.3551000104785
2001-12-19,1423.3957240612763
2001-12-20,1452.256065599171
2001-12-21,1425.5855546656067
2001-12-24,1443.388529263209
2001-12-25,1443.388529263209
2001-12-26,1445.8799141008176
2001-12-27,1462.7429540002415
2001-12-28,1528.9291445652368
2001-12-31,1524.997886487317
2002-01-01,1524.997886487317
2002-01-02,1549.9714481898936
2002-01-03,1582.7329017774618
2002-01-04,1633.3123738862473
2002-01-07,1650.4871700940841
2002-01-08,1607.5748969982258
2002-01-09,1637.030794916343
2002-01-10,1567.237255942898
2002-01-11,1571.7352736377163
2002-01-14,1604.119378588651
2002-01-15,1560.0135849418357
2002-01-16,1562.6913167303287
2002-01-17,1576.2191397904205
2002-01-18,1567.5500803564667
2002-01-21,1601.4717295970058
2002-01-22,1595.7084290869973
2002-01-23,1639.4350317750466
2002-01-24,1695.8232925957243
2002-01-25,1751.3655667597543
2002-01-28,1768.0254188220242
2002-01-29,1764.2529431095804
2002-01-30,1700.713182005792
2002-01-31,1718.1196351189442
2002-02-01,1694.4800775251117
2002-02-04,1651.6022355200885
2002-02-05,1670.7381695166287
2002-02-06,1674.3302791152307
2002-02-07,1646.2501176134185
2002-02-08,1669.7903859584994
2002-02-11,1653.6620863690912
2002-02-12,1656.020687017153
2002-02-13,1663.518287697671
2002-02-14,1826.1516848970027
2002-02-15,1821.8899759281019
2002-02-18,1846.6373431733025
2002-02-19,1809.9976306931685
2002-02-20,1808.1900702926393
2002-02-21,1841.3378644127617
2002-02-22,1862.0209537564488
2002-02-25,1867.2314000832116
2002-02-26,1888.6656451892868
2002-02-27,1939.9551328597051
2002-02-28,1928.8629957603068
2002-03-01,1927.3418591807317
2002-03-04,1941.4298576359242
2002-03-05,1964.153386327794
2002-03-06,1946.7228837514124
2002-03-07,1920.9129454075273
2002-03-08,1912.6684953599297
2002-03-11,1929.8349227027354
2002-03-12,2025.3980155461707
2002-03-13,2036.7434773065684
2002-03-14,2033.0521206643505
2002-03-15,2054.1694629244134
2002-03-18,2082.692615451228
2002-03-19,2115.463137590666
2002-03-20,2092.6875459795847
2002-03-21,2096.527014746208
2002-03-22,2109.000282641388
2002-03-25,2096.3477784550696
2002-03-26,2100.861768011823
2002-03-27,2186.769650816455
2002-03-28,2171.600617541117
2002-03-29,2169.8391081795694
2002-04-01,2097.0742549367183
2002-04-02,2180.06697900531
2002-04-03,2228.08530441272
2002-04-04,2229.313407018882
2002-04-05,2235.8742012767425
2002-04-08,2198.4449682031773
2002-04-09,2153.661463376901
2002-04-10,2055.888307394329
2002-04-11,2090.7804325237
2002-04-12,2134.147399681167
2002-04-15,2199.260621355876
2002-04-16,2206.7514733562084
2002-04-17,2284.072616914307
2002-04-18,2298.745842931456
2002-04-19,2272.755744355114
2002-04-22,2369.361419170407
2002-04-23,2383.929749447919
2002-04-24,2330.0622537305976
2002-04-25,2191.4313901995733
2002-04-26,2224.800606489053
2002-04-29,2152.627685283617
2002-04-30,2162.7690195919113
2002-05-01,2150.5971789387236
2002-05-02,2227.6821281384905
2002-05-03,2233.424487252885
2002-05-06,2139.6777655276496
2002-05-07,2144.522890130093
2002-05-08,2186.1090864704506
2002-05-09,2181.0674219765488
2002-05-10,2115.0209038693406
2002-05-13,2139.583265325053
2002-05-14,2193.0581933941053
2002-05-15,2263.2526530861105
2002-05-16,2248.9109727002597
2002-05-17,2290.375292256118
2002-05-20,2284.8248959531807
2002-05-21,2199.59718332841
2002-05-22,2259.543594389956
2002-05-23,2231.9133921541534
2002-05-24,2248.481657911702
2002-05-27,2237.5486381060177
2002-05-28,2222.4798830952836
