Date,INDIA HIGH DIVIDEND YIELD
1999-08-04,1270.1654590378153
1999-08-05,1251.1404562521834
1999-08-06,1246.6930240654638
1999-08-09,1302.0089658091533
1999-08-10,1305.0385156299187
1999-08-11,1291.149784135201
1999-08-12,1284.7188581469582
1999-08-13,1295.8163596009479
1999-08-16,1317.2430471573098
1999-08-17,1364.5362995864289
1999-08-18,1405.6158131256973
1999-08-19,1386.685566448218
1999-08-20,1407.719828517159
1999-08-23,1461.8910402103704
1999-08-24,1519.9171021080201
1999-08-25,1495.19789006452
1999-08-26,1565.651773662927
1999-08-27,1614.3365928358276
1999-08-30,1617.575295555438
1999-08-31,1601.5840608012682
1999-09-01,1564.0608706341186
1999-09-02,1486.2354378577973
1999-09-03,1518.3078228117201
1999-09-06,1539.1108450998938
1999-09-07,1519.7273117947716
1999-09-08,1507.2753427417654
1999-09-09,1494.5894308993545
1999-09-10,1495.2358706270452
1999-09-13,1507.2547573422319
1999-09-14,1531.9039999099477
1999-09-15,1492.3741911235686
1999-09-16,1446.1158338705973
1999-09-17,1451.0068661498253
1999-09-20,1442.6174524402554
1999-09-21,1410.864166930604
1999-09-22,1412.5506064548415
1999-09-23,1424.294136071636
1999-09-24,1420.8728965190505
1999-09-27,1422.0857870225404
1999-09-28,1412.4397108255139
1999-09-29,1384.1252301658728
1999-09-30,1384.4953984970912
1999-10-01,1355.7783022146882
1999-10-04,1341.3670109180462
1999-10-05,1342.0612877082922
1999-10-06,1357.6065034994815
1999-10-07,1418.8379962622491
1999-10-08,1427.4169677379998
1999-10-11,1446.684331383508
1999-10-12,1435.0246760138243
1999-10-13,1428.6004488886467
1999-10-14,1423.4560173646307
1999-10-15,1362.805968068678
1999-10-18,1385.03330364806
1999-10-19,1391.4155391662011
1999-10-20,1421.7697088778812
1999-10-21,1388.7531305631153
1999-10-22,1391.4317408073284
1999-10-25,1410.2733238801386
1999-10-26,1425.0669064083315
1999-10-27,1416.266850204706
1999-10-28,1350.8316074444624
1999-10-29,1270.6511565956746
1999-11-01,1223.873863769262
1999-11-02,1284.244954111311
1999-11-03,1249.6175806753565
1999-11-04,1261.880988235453
1999-11-05,1296.045551883057
1999-11-08,1323.389511068715
1999-11-09,1307.649420547951
1999-11-10,1304.0524695194513
1999-11-11,1296.0591653412835
1999-11-12,1318.5836587930282
1999-11-15,1309.9756287750592
1999-11-16,1307.592631924716
1999-11-17,1276.6947522381843
1999-11-18,1277.6269602115435
1999-11-19,1266.1963470806002
1999-11-22,1287.6284541985362
1999-11-23,1292.193045180396
1999-11-24,1321.39681990183
1999-11-25,1341.877876591162
1999-11-26,1367.5951067753224
1999-11-29,1365.4451575104035
1999-11-30,1366.7746238982675
1999-12-01,1351.978019598286
1999-12-02,1390.4893376623493
1999-12-03,1385.3099980709424
1999-12-06,1400.0028992539296
1999-12-07,1388.1295718357499
1999-12-08,1370.9983828537038
1999-12-09,1378.3314671511548
1999-12-10,1360.9745939051215
1999-12-13,1351.1119603431016
1999-12-14,1353.914338846817
1999-12-15,1368.224661361734
1999-12-16,1348.8399211433775
1999-12-17,1334.570009288585
1999-12-20,1339.383241697417
1999-12-21,1342.7619986561153
1999-12-22,1363.6950283993078
1999-12-23,1344.9877798977923
1999-12-24,1304.645919774775
1999-12-27,1292.7979374117417
1999-12-28,1309.5593790793616
1999-12-29,1305.2468253530124
1999-12-30,1304.0283739412064
1999-12-31,1304.0283739412064
2000-01-03,1365.8013441651672
2000-01-04,1331.8882990811535
2000-01-05,1304.8138372928054
2000-01-06,1337.020113406667
2000-01-07,1349.9566018428604
2000-01-10,1370.4335126651665
2000-01-11,1326.539057471917
2000-01-12,1340.5202671725226
2000-01-13,1328.4161934266406
2000-01-14,1336.114043202883
2000-01-17,1348.0070714060519
2000-01-18,1353.153192886722
2000-01-19,1354.7684556192992
2000-01-20,1335.9636781303327
2000-01-21,1332.2356362046885
2000-01-24,1337.414555750436
2000-01-25,1329.7147730853383
2000-01-26,1336.725749628579
2000-01-27,1349.337364940002
2000-01-28,1357.6034272816091
2000-01-31,1333.7212205543203
2000-02-01,1341.196050122438
2000-02-02,1360.9551037175863
2000-02-03,1334.137103096479
2000-02-04,1312.7233556704896
2000-02-07,1334.9167446148301
2000-02-08,1337.3419404045508
2000-02-09,1329.2948923988577
2000-02-10,1345.0392084989319
2000-02-11,1318.9286507485624
2000-02-14,1335.6295650781394
2000-02-15,1332.6227488456218
2000-02-16,1313.093657788008
2000-02-17,1308.6322247148858
2000-02-18,1264.25819510328
2000-02-21,1269.5474223496042
2000-02-22,1234.424976956845
2000-02-23,1204.8284097758428
2000-02-24,1221.597026132943
2000-02-25,1232.8694454336674
2000-02-28,1326.3963457236482
2000-02-29,1265.4328780904787
2000-03-01,1288.3086054636012
2000-03-02,1270.8293703292013
2000-03-03,1256.003699010753
2000-03-06,1245.636923986356
2000-03-07,1206.3994778482565
2000-03-08,1170.0065516937395
2000-03-09,1141.537854106341
2000-03-10,1122.291275588694
2000-03-13,1107.796000938854
2000-03-14,1149.6061075065907
2000-03-15,1180.5032747106166
2000-03-16,1140.612927718312
2000-03-17,1146.661243271937
2000-03-20,1144.9659631309555
2000-03-21,1152.5230213092661
2000-03-22,1193.7515457000045
2000-03-23,1182.3895829212483
2000-03-24,1170.359548065332
2000-03-27,1187.3680324677332
2000-03-28,1204.4105069180698
2000-03-29,1209.3180127308808
2000-03-30,1189.5388506332033
2000-03-31,1191.7861856407515
2000-04-03,1188.9481876987663
2000-04-04,1145.6313849602936
2000-04-05,1119.46169406436
2000-04-06,1134.3099805346583
2000-04-07,1180.9392925706175
2000-04-10,1199.595020143108
2000-04-11,1199.449387063005
2000-04-12,1176.7945914197358
2000-04-13,1177.47272846486
2000-04-14,1176.733806137615
2000-04-17,1144.1698397308082
2000-04-18,1155.2378865410165
2000-04-19,1146.5518242925423
2000-04-20,1129.950590012583
2000-04-21,1129.950590012583
2000-04-24,1124.7851868094901
2000-04-25,1137.9965665385569
2000-04-26,1168.1480292714298
2000-04-27,1174.0326693218806
2000-04-28,1157.5439287288527
2000-05-01,1161.5081516114815
2000-05-02,1126.731891813508
2000-05-03,1149.87638020522
2000-05-04,1168.4700598549255
2000-05-05,1169.628707521341
2000-05-08,1170.438227385613
2000-05-09,1165.732562570106
2000-05-10,1136.8855783342374
2000-05-11,1129.9367809382666
2000-05-12,1094.1534616516115
2000-05-15,1092.4578930664713
2000-05-16,1112.5484475890007
2000-05-17,1149.925582165718
2000-05-18,1170.329631164538
2000-05-19,1141.4691404285566
2000-05-22,1112.2634865926414
2000-05-23,1116.7799427342593
2000-05-24,1169.4476959265537
2000-05-25,1188.972165192266
2000-05-26,1168.0424164600852
2000-05-29,1177.0836259036782
2000-05-30,1167.9458728063364
2000-05-31,1157.127880724346
2000-06-01,1112.7066134387696
2000-06-02,1105.795401593972
2000-06-05,1130.7119231726074
2000-06-06,1119.1629049165072
2000-06-07,1129.6260348615376
2000-06-08,1158.350352963519
2000-06-09,1172.0990860738375
2000-06-12,1158.2497404631142
2000-06-13,1160.2611922043914
2000-06-14,1164.969178118206
2000-06-15,1157.0001912600965
2000-06-16,1154.9261064207906
2000-06-19,1170.7943943278658
2000-06-20,1182.5395049488504
2000-06-21,1193.6223044687827
2000-06-22,1201.213813544654
2000-06-23,1186.7881055801972
2000-06-26,1165.700232207482
2000-06-27,1153.0602063481701
2000-06-28,1152.462015729637
2000-06-29,1155.5624717612818
2000-06-30,1138.1615206789866
2000-07-03,1162.1328272745782
2000-07-04,1173.9596638228882
2000-07-05,1176.4848637257662
2000-07-06,1165.2636571023113
2000-07-07,1195.3208251584429
2000-07-10,1196.601196148795
2000-07-11,1227.5719467008635
2000-07-12,1233.7979510952898
2000-07-13,1235.3552454635433
2000-07-14,1244.451646242325
2000-07-17,1242.2491771506495
2000-07-18,1233.454995247777
2000-07-19,1197.2931185622806
2000-07-20,1173.2132269587073
2000-07-21,1152.8442048529025
2000-07-24,1108.728783175206
2000-07-25,1134.4951546645211
2000-07-26,1131.7355996965978
2000-07-27,1130.569226588284
2000-07-28,1142.3487515462837
2000-07-31,1127.4481596791966
2000-08-01,1111.8137387340043
2000-08-02,1134.6575086076496
2000-08-03,1136.051390776165
2000-08-04,1123.4079811591155
2000-08-07,1118.9131657919493
2000-08-08,1135.6441654716732
2000-08-09,1135.5181320714187
2000-08-10,1111.699966152664
2000-08-11,1108.1283789957429
2000-08-14,1125.24488375738
2000-08-15,1113.7266846974737
2000-08-16,1122.7958639506385
2000-08-17,1119.6831418567099
2000-08-18,1134.4099134417338
2000-08-21,1149.8464192979054
2000-08-22,1157.5833923090581
2000-08-23,1155.3560270056364
2000-08-24,1135.769639483282
2000-08-25,1143.8676721273837
2000-08-28,1159.0664781412254
2000-08-29,1164.8775787518757
2000-08-30,1170.7156514405422
2000-08-31,1189.3254341507525
2000-09-01,1175.4342078845573
2000-09-04,1184.6189378098663
2000-09-05,1220.5309264401153
2000-09-06,1231.970126992163
2000-09-07,1239.9649808395177
2000-09-08,1244.0608897982215
2000-09-11,1245.3011606909295
2000-09-12,1250.454331835099
2000-09-13,1228.8664331678406
2000-09-14,1222.6385582702487
2000-09-15,1196.7922052782494
2000-09-18,1171.868893480973
2000-09-19,1151.6757422610685
2000-09-20,1161.7320655170936
2000-09-21,1164.3030355554222
2000-09-22,1097.9718129922774
2000-09-25,1115.236069331799
2000-09-26,1084.7669828913158
2000-09-27,1092.4294207950775
2000-09-28,1068.3952579520455
2000-09-29,1041.958600127244
2000-10-02,1042.8474290762838
2000-10-03,1052.536387581281
2000-10-04,1055.5453678960669
2000-10-05,1045.2503541087822
2000-10-06,1029.4962683851752
2000-10-09,1025.6356065456505
2000-10-10,1001.8051975242909
2000-10-11,985.2310540657447
2000-10-12,1005.2250891939956
2000-10-13,987.6291150908658
2000-10-16,1023.094939271051
2000-10-17,1005.7626327918115
2000-10-18,1010.1184681840201
2000-10-19,1027.5547870156017
2000-10-20,1039.6950764803446
2000-10-23,1018.8960376298872
2000-10-24,1012.864535427485
2000-10-25,1029.655776689184
2000-10-26,1029.062524716519
2000-10-27,1010.0001642960787
2000-10-30,1005.5545665884194
2000-10-31,1004.2616925355336
2000-11-01,1026.683731694945
2000-11-02,1040.7852496308622
2000-11-03,1060.1304835021213
2000-11-06,1057.331704083636
2000-11-07,1059.422623391307
2000-11-08,1063.9126077555377
2000-11-09,1063.1319071923433
2000-11-10,1045.7603074064502
2000-11-13,1044.9738049958028
2000-11-14,1089.1618687129487
2000-11-15,1101.4689467660871
2000-11-16,1095.7796033140344
2000-11-17,1100.649055745345
2000-11-20,1106.6310753027053
2000-11-21,1107.9164976732766
2000-11-22,1101.5346196788025
2000-11-23,1096.6636559468725
2000-11-24,1112.863642544664
2000-11-27,1142.0878617872118
2000-11-28,1168.0806002033307
2000-11-29,1148.0393229983943
2000-11-30,1136.6759826422542
2000-12-01,1138.3323627633824
2000-12-04,1135.4145249740911
2000-12-05,1155.170541060935
2000-12-06,1166.999104383557
2000-12-07,1186.2186710349013
2000-12-08,1210.1996570791623
2000-12-11,1230.8501360979353
2000-12-12,1238.962404788762
2000-12-13,1247.30097355884
2000-12-14,1208.9199202517434
2000-12-15,1157.8187599262792
2000-12-18,1183.9582555371014
2000-12-19,1199.4968011962521
2000-12-20,1169.582254135481
2000-12-21,1150.926282573598
2000-12-22,1113.1102550921241
2000-12-25,1113.1102550921241
2000-12-26,1074.8194913498487
2000-12-27,1090.0328483830679
2000-12-28,1126.1218895376905
2000-12-29,1123.5508314695555
2001-01-01,1138.5622423456218
2001-01-02,1133.690704233579
2001-01-03,1161.8492174848723
2001-01-04,1140.1179196421497
2001-01-05,1134.2495876047067
2001-01-08,1149.4520242812023
2001-01-09,1151.4296831611703
2001-01-10,1143.9376609362632
2001-01-11,1135.5431584129396
2001-01-12,1165.4175179894985
2001-01-15,1211.477804422179
2001-01-16,1197.737264004723
2001-01-17,1201.4607999693965
2001-01-18,1194.7068277823726
2001-01-19,1217.2090129509434
2001-01-22,1243.8223061085002
2001-01-23,1239.4086503788171
2001-01-24,1263.5884365220898
2001-01-25,1284.4161864129453
2001-01-26,1282.1843112715692
2001-01-29,1259.3801196584527
2001-01-30,1281.665266610609
2001-01-31,1278.59253613465
2001-02-01,1241.8826333671282
2001-02-02,1291.9353286160217
2001-02-05,1343.0310977312135
2001-02-06,1380.6810247723326
2001-02-07,1373.4693872618782
2001-02-08,1438.2740134652227
2001-02-09,1438.8901495991645
2001-02-12,1422.4881376679218
2001-02-13,1412.189949469746
2001-02-14,1425.2365339093885
2001-02-15,1462.6038020503424
2001-02-16,1404.7312219756238
2001-02-19,1412.6647977942064
2001-02-20,1452.116879000068
2001-02-21,1426.547917801786
2001-02-22,1415.7986024455815
2001-02-23,1350.9257801845622
2001-02-26,1352.6304457045321
2001-02-27,1324.6890803867168
2001-02-28,1344.9778396380386
2001-03-01,1357.665327312448
2001-03-02,1358.9536994776588
2001-03-05,1344.1618304955061
2001-03-06,1343.4021322098645
2001-03-07,1317.5566475666483
2001-03-08,1321.276775850818
2001-03-09,1267.9136734844612
2001-03-12,1222.1367556638509
2001-03-13,1179.72639545663
2001-03-14,1196.5388948253851
2001-03-15,1228.5961015237478
2001-03-16,1206.1896766574232
2001-03-19,1209.924028232316
2001-03-20,1200.4573767051827
2001-03-21,1233.4803825963934
2001-03-22,1236.154690089407
2001-03-23,1197.2423879379085
2001-03-26,1197.9903905075953
2001-03-27,1223.6378421299987
2001-03-28,1263.6412115860626
2001-03-29,1290.3032549143254
2001-03-30,1239.3899413447134
2001-04-02,1198.1445935898498
2001-04-03,1217.6458502860737
2001-04-04,1181.3961104062623
2001-04-05,1189.565479003763
2001-04-06,1187.610479046846
2001-04-09,1197.3922569055273
2001-04-10,1210.1416001352304
2001-04-11,1205.0604144832403
2001-04-12,1174.6168664003178
2001-04-13,1174.6168664003178
2001-04-16,1214.492463736969
2001-04-17,1261.7160251699204
2001-04-18,1322.1494480601777
2001-04-19,1273.8426835678501
2001-04-20,1252.5688769909261
2001-04-23,1265.0089217801544
2001-04-24,1259.2856812943787
2001-04-25,1268.5433608811109
2001-04-26,1250.985341035719
2001-04-27,1233.624386352375
2001-04-30,1275.8251492730167
2001-05-01,1269.0970951898937
2001-05-02,1283.1423073386045
2001-05-03,1266.7876950192879
2001-05-04,1265.5879995536181
2001-05-07,1285.3569980842003
2001-05-08,1314.0543354362999
2001-05-09,1304.8218852648697
2001-05-10,1290.5019679402924
2001-05-11,1288.8759960637708
2001-05-14,1288.9385997672161
2001-05-15,1288.2754029119226
2001-05-16,1267.8262226938753
2001-05-17,1301.8908341186861
2001-05-18,1320.344383736885
2001-05-21,1316.4359343618735
2001-05-22,1321.0820729365262
2001-05-23,1346.2040852023888
2001-05-24,1355.254045880763
2001-05-25,1337.0100104857593
2001-05-28,1352.5499241895177
2001-05-29,1378.927632850464
2001-05-30,1373.170750609924
2001-05-31,1391.0089751739254
2001-06-01,1375.746914719685
2001-06-04,1362.728527484554
2001-06-05,1347.9851510959404
2001-06-06,1345.5707767081929
2001-06-07,1322.9795972914264
2001-06-08,1350.2670859367179
2001-06-11,1373.130630879627
2001-06-12,1354.1574954970495
2001-06-13,1347.7531941571988
2001-06-14,1318.6343259983803
2001-06-15,1297.4624305785999
2001-06-18,1298.3211073349596
2001-06-19,1313.5793157521555
2001-06-20,1321.4238652894194
2001-06-21,1323.2078447339838
2001-06-22,1296.4324865809808
2001-06-25,1261.181569904044
2001-06-26,1286.2744902712177
2001-06-27,1281.7099515595175
2001-06-28,1284.1587639742918
2001-06-29,1289.8925443062776
2001-07-02,1296.7887146257747
2001-07-03,1292.253229232276
2001-07-04,1280.1286515403872
2001-07-05,1297.7806470589242
2001-07-06,1275.2297547548492
2001-07-09,1271.135805145379
2001-07-10,1266.4791831400291
2001-07-11,1261.7453732702677
2001-07-12,1277.8836921466539
2001-07-13,1271.3640864358217
2001-07-16,1269.5627633028168
2001-07-17,1276.1862317363184
2001-07-18,1246.6016179510611
2001-07-19,1238.7442827082075
2001-07-20,1229.719545985899
2001-07-23,1237.202045155193
2001-07-24,1194.0444058318712
2001-07-25,1169.143713246822
2001-07-26,1171.314515273621
2001-07-27,1192.4568902150372
2001-07-30,1223.3907679555862
2001-07-31,1209.1330559731232
2001-08-01,1192.4725077349995
2001-08-02,1196.4875178507612
2001-08-03,1216.8554974357025
2001-08-06,1233.3609785780707
2001-08-07,1240.7576291593368
2001-08-08,1243.5984298714745
2001-08-09,1211.1435519793583
2001-08-10,1199.1040906229557
2001-08-13,1197.6145795385137
2001-08-14,1204.1631641983856
2001-08-15,1186.2452635727554
2001-08-16,1171.0207917177001
2001-08-17,1158.3531420175736
2001-08-20,1158.5341729866755
2001-08-21,1160.8850648384052
2001-08-22,1150.2966131910382
2001-08-23,1159.8395957555122
2001-08-24,1158.5160204000017
2001-08-27,1176.0901444123658
2001-08-28,1180.0493428223701
2001-08-29,1176.7982153732469
2001-08-30,1171.947510112346
2001-08-31,1163.8169567036289
2001-09-03,1166.39657566182
2001-09-04,1187.001061805665
2001-09-05,1190.4427825159842
2001-09-06,1181.19857351265
2001-09-07,1155.3903660526487
2001-09-10,1159.8883360041684
2001-09-11,1130.4924518850978
2001-09-12,1093.1599793263879
2001-09-13,1081.0452993405186
2001-09-14,1024.3645163884894
2001-09-17,975.2310384240573
2001-09-18,991.7081994166782
2001-09-19,994.5075743827131
2001-09-20,987.6525374528519
2001-09-21,993.3666089763669
2001-09-24,1014.6946932571506
2001-09-25,1023.1172998278203
2001-09-26,1031.5610122737671
2001-09-27,1042.7975184221884
2001-09-28,1066.204105327538
2001-10-01,1045.968987131317
2001-10-02,1045.5122819737442
2001-10-03,1037.1809553293376
2001-10-04,1053.3390287300087
2001-10-05,1044.3846638684104
2001-10-08,1042.8983320888535
2001-10-09,1058.3076887738248
2001-10-10,1065.9340716566126
2001-10-11,1074.7850335288142
2001-10-12,1071.2557533389884
2001-10-15,1070.9214041102616
2001-10-16,1065.193750622882
2001-10-17,1072.0390683528715
2001-10-18,1085.1950436158622
2001-10-19,1104.109583350523
2001-10-22,1120.4182951319763
2001-10-23,1134.0194435071671
2001-10-24,1137.944563204874
2001-10-25,1143.269847682873
2001-10-26,1149.2886562100214
2001-10-29,1132.8696852729765
2001-10-30,1109.0327340521515
2001-10-31,1140.0054686531473
2001-11-01,1157.0648924433178
2001-11-02,1173.3933993716544
2001-11-05,1190.884549008163
2001-11-06,1193.5854990573764
2001-11-07,1182.0466203528986
2001-11-08,1200.5280309710827
2001-11-09,1207.3192018787563
2001-11-12,1223.2981807978804
2001-11-13,1243.4321656150948
2001-11-14,1240.899430639303
2001-11-15,1251.4673558445502
2001-11-16,1245.5302013268197
2001-11-19,1264.4072323568298
2001-11-20,1247.2007733781986
2001-11-21,1274.6135816495735
2001-11-22,1284.89432782816
2001-11-23,1276.52743712372
2001-11-26,1287.2085242884625
2001-11-27,1275.5907232734257
2001-11-28,1271.6498420477135
2001-11-29,1263.0299188283643
2001-11-30,1251.4695087181399
2001-12-03,1251.7264791951816
2001-12-04,1257.6937008440837
2001-12-05,1293.6610074688915
2001-12-06,1288.57931517447
2001-12-07,1301.524463037883
2001-12-10,1335.683617585852
2001-12-11,1335.2735763233952
2001-12-12,1305.582005127198
2001-12-13,1292.2655139614453
2001-12-14,1278.3043134570546
2001-12-17,1276.2555196616825
2001-12-18,1278.080254726817
2001-12-19,1246.351966299365
2001-12-20,1231.835113336164
2001-12-21,1238.0138796804404
2001-12-24,1236.107318569816
2001-12-25,1236.1073185698162
2001-12-26,1218.9137454227307
2001-12-27,1184.520119000389
2001-12-28,1189.7707952973774
2001-12-31,1209.913297863194
2002-01-01,1211.8828337670402
2002-01-02,1187.3841578047536
2002-01-03,1197.238452521618
2002-01-04,1207.8388283118543
2002-01-07,1222.248656953278
2002-01-08,1226.3010242658213
2002-01-09,1227.6396490543382
2002-01-10,1223.693267125938
2002-01-11,1232.397081768538
2002-01-14,1263.3832481608436
2002-01-15,1261.189194912504
2002-01-16,1265.4649349672127
2002-01-17,1286.8068123135283
2002-01-18,1295.355510048861
2002-01-21,1310.766736386947
2002-01-22,1295.12557346185
2002-01-23,1290.0112327084278
2002-01-24,1273.16705403272
2002-01-25,1286.6639258482865
2002-01-28,1287.9796821978268
2002-01-29,1284.8521772478427
2002-01-30,1269.758194887574
2002-01-31,1288.7505564605146
2002-02-01,1319.460376098759
2002-02-04,1332.1995056288097
2002-02-05,1365.2242151710557
2002-02-06,1433.8382644655205
2002-02-07,1480.7724427367652
2002-02-08,1448.3331760566525
2002-02-11,1447.422209730645
2002-02-12,1436.7869158669864
2002-02-13,1463.529610065526
2002-02-14,1488.7603684247358
2002-02-15,1512.6385138328965
2002-02-18,1506.7826220010948
2002-02-19,1479.8962681303824
2002-02-20,1468.1644030581385
2002-02-21,1468.7804457211053
2002-02-22,1473.009163254957
2002-02-25,1490.907322841974
2002-02-26,1558.6076099941697
2002-02-27,1568.0474620642497
2002-02-28,1497.605829918738
2002-03-01,1534.018326156587
2002-03-04,1567.9377904175155
2002-03-05,1584.4641324071686
2002-03-06,1568.6796290509355
2002-03-07,1560.4078908509596
2002-03-08,1571.6078816067063
2002-03-11,1537.7548885383972
2002-03-12,1528.0848863353128
2002-03-13,1546.2314206386718
2002-03-14,1534.2470544494972
2002-03-15,1555.9291064686904
2002-03-18,1560.2445822074585
2002-03-19,1533.2657630947087
2002-03-20,1534.121753088302
2002-03-21,1526.7992055329553
2002-03-22,1518.4933383867753
2002-03-25,1522.6497982546225
2002-03-26,1524.8865780817125
2002-03-27,1536.6818242978595
2002-03-28,1548.0196808166652
2002-03-29,1548.0196808166652
2002-04-01,1563.5680849610444
2002-04-02,1563.3089084892317
2002-04-03,1535.399238089037
2002-04-04,1535.2356435463032
2002-04-05,1542.7173859242346
2002-04-08,1537.8477082962813
2002-04-09,1538.4708078010444
2002-04-10,1526.9909728427601
2002-04-11,1520.8367228349045
2002-04-12,1531.5696168574616
2002-04-15,1499.948490589111
2002-04-16,1496.4358175726877
2002-04-17,1476.2567870005018
2002-04-18,1466.4151352264578
2002-04-19,1444.084677597781
2002-04-22,1434.1497180950898
2002-04-23,1439.112396711594
2002-04-24,1446.0227975645503
2002-04-25,1401.8964287594747
2002-04-26,1413.5048458506535
2002-04-29,1418.4143373069983
2002-04-30,1445.8717402887855
2002-05-01,1437.7345234763015
2002-05-02,1466.8848465551062
2002-05-03,1437.2037231069994
2002-05-06,1441.4671678500056
2002-05-07,1448.5815359103115
2002-05-08,1452.5023879027533
2002-05-09,1483.9414358304339
2002-05-10,1453.4502153492047
2002-05-13,1472.1478708501381
2002-05-14,1485.0840605952171
2002-05-15,1450.2627501855218
2002-05-16,1451.4276452098843
2002-05-17,1416.5340566902767
2002-05-20,1388.7085122469966
2002-05-21,1355.9577901976052
2002-05-22,1340.9752370617769
2002-05-23,1330.8047392506012
