Date,EM (EMERGING MARKETS) QUALITY
1998-12-31,179.80771332952312
1999-01-01,179.80771332952312
1999-01-04,181.03143625298887
1999-01-05,181.34867288027965
1999-01-06,186.3636939514288
1999-01-07,188.89662384527227
1999-01-08,192.24536464543561
1999-01-11,190.64161550948114
1999-01-12,187.38247537836386
1999-01-13,176.70586632592006
1999-01-14,176.563743089077
1999-01-15,181.6349823721152
1999-01-18,184.63142494166945
1999-01-19,183.2325023334063
1999-01-20,186.3171974164315
1999-01-21,186.06697135304844
1999-01-22,183.7394432341578
1999-01-25,183.31128423234304
1999-01-26,184.47700846722472
1999-01-27,188.25344516987482
1999-01-28,189.9640872325723
1999-01-29,191.50557668549595
1999-02-01,193.0614771810301
1999-02-02,191.1933004431926
1999-02-03,192.50899177622424
1999-02-04,192.28232536574004
1999-02-05,193.11503284099905
1999-02-08,195.5911672659468
1999-02-09,192.49888641431417
1999-02-10,193.3193947980122
1999-02-11,196.36092526461562
1999-02-12,197.476701158979
1999-02-15,197.7577254642037
1999-02-16,200.12931813893965
1999-02-17,198.78411564759418
1999-02-18,199.34710866598425
1999-02-19,200.85518930755174
1999-02-22,203.45512882305977
1999-02-23,202.0513318846637
1999-02-24,204.2950320875077
1999-02-25,203.55121735435125
1999-02-26,204.43051001874565
1999-03-01,208.64309086288517
1999-03-02,206.44783565362803
1999-03-03,210.2594868185592
1999-03-04,211.4058766547193
1999-03-05,213.80004399761032
1999-03-08,217.75286822338117
1999-03-09,220.54777379282618
1999-03-10,220.90177978802467
1999-03-11,223.8957384772248
1999-03-12,222.45709846321887
1999-03-15,225.2182271618435
1999-03-16,226.8725044144048
1999-03-17,225.56981854016533
1999-03-18,226.39188376711147
1999-03-19,228.80836862864768
1999-03-22,229.61439270991377
1999-03-23,227.1739285181155
1999-03-24,225.05971622913196
1999-03-25,227.72624345153184
1999-03-26,228.74771528470518
1999-03-29,228.7833100570179
1999-03-30,229.56742415293485
1999-03-31,229.8726520506794
1999-04-01,229.13543925699534
1999-04-02,231.28460993552818
1999-04-05,231.80361396449078
1999-04-06,232.54130505891092
1999-04-07,233.2340261038852
1999-04-08,232.93403455297585
1999-04-09,233.56532923997264
1999-04-12,232.74639635321705
1999-04-13,233.34743445454845
1999-04-14,235.03931338686758
1999-04-15,236.47373275943465
1999-04-16,242.12644285454675
1999-04-19,244.84474478746583
1999-04-20,244.18788206434576
1999-04-21,243.7804326011398
1999-04-22,245.23866939235694
1999-04-23,245.1828140100197
1999-04-26,244.5434382970201
1999-04-27,243.61337669160207
1999-04-28,245.97629814360297
1999-04-29,246.33556344097872
1999-04-30,248.3697027692486
1999-05-03,251.0068910871966
1999-05-04,253.92075960609424
1999-05-05,252.5129589892865
1999-05-06,254.58842501310292
1999-05-07,255.4789582983023
1999-05-10,258.07275108480843
1999-05-11,261.2345760316838
1999-05-12,258.57735480416545
1999-05-13,261.54865389738467
1999-05-14,260.7341902458771
1999-05-17,258.08855570762535
1999-05-18,260.11798137817334
1999-05-19,258.34773470403525
1999-05-20,258.01992097836853
1999-05-21,257.86592587118946
1999-05-24,255.49328649991108
1999-05-25,251.50135267407464
1999-05-26,255.60032002559268
1999-05-27,252.25832560436675
1999-05-28,250.85361010616697
1999-05-31,254.2365212111047
1999-06-01,255.6806852428037
1999-06-02,257.7245472000739
1999-06-03,259.7640344935845
1999-06-04,263.8518463792154
1999-06-07,267.27765591133294
1999-06-08,265.638917264759
1999-06-09,265.5917312367298
1999-06-10,264.97166536169027
1999-06-11,262.69150444167207
1999-06-14,263.0094282291173
1999-06-15,262.62677579022034
1999-06-16,269.7556390538231
1999-06-17,274.7929075025371
1999-06-18,275.1118367073064
1999-06-21,280.52810465548896
1999-06-22,282.0438807918601
1999-06-23,277.2828202642538
1999-06-24,275.2854864513358
1999-06-25,269.3729330155437
1999-06-28,273.8848990812481
1999-06-29,277.47364227582307
1999-06-30,279.85674275463566
1999-07-01,284.30018672834
1999-07-02,286.464105309614
1999-07-05,290.21593742865986
1999-07-06,287.4639327956093
1999-07-07,286.55537948717574
1999-07-08,286.9301431558088
1999-07-09,287.2837235877153
1999-07-12,290.6807736805696
1999-07-13,287.0448498472804
1999-07-14,286.47258123218677
1999-07-15,287.0780228619657
1999-07-16,284.7189419270949
1999-07-19,290.75127407238796
1999-07-20,284.7480141424684
1999-07-21,283.6825253983002
1999-07-22,282.56257147587144
1999-07-23,281.1801995237762
1999-07-26,272.0441385008234
1999-07-27,270.9389383182216
1999-07-28,273.32759941754045
1999-07-29,268.6504664742712
1999-07-30,269.2890671667989
1999-08-02,265.80950107500706
1999-08-03,266.80536497472787
1999-08-04,266.4142262583295
1999-08-05,263.5655425721507
1999-08-06,261.41263323859533
1999-08-09,266.06644662228365
1999-08-10,265.66543850734286
1999-08-11,266.94841716905256
1999-08-12,268.9084019607327
1999-08-13,273.98580926825707
1999-08-16,278.352821198348
1999-08-17,280.8374318189284
1999-08-18,279.9311107495175
1999-08-19,275.9013034904254
1999-08-20,276.16501542520547
1999-08-23,279.57814299047925
1999-08-24,280.46800283115834
1999-08-25,284.5112724405103
1999-08-26,283.6569982066688
1999-08-27,282.5087234890784
1999-08-30,282.4433685112448
1999-08-31,278.97527406808337
1999-09-01,280.82990430165665
1999-09-02,276.567910448817
1999-09-03,277.86704973942045
1999-09-06,283.4864535145123
1999-09-07,279.82674086172244
1999-09-08,278.70024405475914
1999-09-09,279.4804072463859
1999-09-10,284.4078543986893
1999-09-13,288.0402452895023
1999-09-14,287.87333165094395
1999-09-15,286.81799791235153
1999-09-16,284.2629903870927
1999-09-17,283.6281630883823
1999-09-20,285.502845185677
1999-09-21,281.76862747185913
1999-09-22,282.05255145277636
1999-09-23,283.17158645919767
1999-09-24,280.5259849573331
1999-09-27,280.3729310683067
1999-09-28,281.22364290014724
1999-09-29,278.8677613797031
1999-09-30,277.1429792893333
1999-10-01,274.6501737940744
1999-10-04,275.87599098200906
1999-10-05,277.64512171489537
1999-10-06,277.6850994244198
1999-10-07,283.58512020297263
1999-10-08,286.6460959163431
1999-10-11,288.08156149447905
1999-10-12,286.82319158516685
1999-10-13,282.7123088031314
1999-10-14,281.2926464421468
1999-10-15,272.30535771894847
1999-10-18,270.25162829807516
1999-10-19,273.09344804542354
1999-10-20,276.1672787468399
1999-10-21,271.5789759283056
1999-10-22,275.2076826280739
1999-10-25,275.32968070789633
1999-10-26,277.9879147841989
1999-10-27,278.0180279923181
1999-10-28,279.0729353258924
1999-10-29,279.5024934974212
1999-11-01,279.8946481301673
1999-11-02,283.3658508721773
1999-11-03,285.9158141337957
1999-11-04,288.5829579090982
1999-11-05,293.20898829946265
1999-11-08,296.25857572406494
1999-11-09,295.93281029765575
1999-11-10,295.7917864245412
1999-11-11,298.40228059981837
1999-11-12,300.76425136457704
1999-11-15,302.14021442706013
1999-11-16,302.29011644951106
1999-11-17,298.08383221767156
1999-11-18,301.75888452523265
1999-11-19,304.0849400635993
1999-11-22,305.75088678926903
1999-11-23,305.7210721672093
1999-11-24,307.0716823484613
1999-11-25,308.1899799978465
1999-11-26,308.5725991361559
1999-11-29,310.56052382507727
1999-11-30,308.33786821328243
1999-12-01,310.8002047232982
1999-12-02,316.1756872139265
1999-12-03,319.48550900145557
1999-12-06,316.3607019484104
1999-12-07,315.60733634722817
1999-12-08,316.29188645099265
1999-12-09,322.0863516200679
1999-12-10,326.75722949958526
1999-12-13,332.0999285915006
1999-12-14,328.0264046180624
1999-12-15,328.7977686629221
1999-12-16,324.89419901191394
1999-12-17,329.35402868725686
1999-12-20,332.92854232338254
1999-12-21,334.1800882718703
1999-12-22,336.69617254558193
1999-12-23,333.6059374929416
1999-12-24,333.85220222998976
1999-12-27,341.7464961820618
1999-12-28,345.3653361351881
1999-12-29,349.4681729564715
1999-12-30,353.4806857891885
1999-12-31,353.6985837807907
2000-01-03,357.3743379558055
2000-01-04,357.9186073738542
2000-01-05,350.4091773168937
2000-01-06,344.8686415341232
2000-01-07,349.21891027824523
2000-01-10,359.72653139800383
2000-01-11,353.3246155060721
2000-01-12,358.3060782254457
2000-01-13,363.28393662326243
2000-01-14,375.7404538807838
2000-01-17,380.1770465232342
2000-01-18,379.934237014471
2000-01-19,372.2844554450842
2000-01-20,370.01703839300046
2000-01-21,370.57216795618206
2000-01-24,373.0408695075277
2000-01-25,367.80745024813206
2000-01-26,371.0829330423123
2000-01-27,375.38336408635917
2000-01-28,371.8158388539281
2000-01-31,365.3930516766786
2000-02-01,372.4177547291268
2000-02-02,375.5849786093535
2000-02-03,378.388404675836
2000-02-04,382.45550551478806
2000-02-07,389.9822500068171
2000-02-08,390.16268963928843
2000-02-09,390.94507260489024
2000-02-10,397.86167677006495
2000-02-11,397.98041732727216
2000-02-14,396.2064566106658
2000-02-15,396.01637457173257
2000-02-16,393.12815506007985
2000-02-17,392.94549485749604
2000-02-18,390.63006782462946
2000-02-21,387.2979009562586
