Date,EM LATAM ex BR QUALITY
1999-05-31,1000.0
1999-06-01,996.4831411740885
1999-06-02,1006.3148156338062
1999-06-03,1010.4993218020126
1999-06-04,1028.8410832249485
1999-06-07,1042.298399614384
1999-06-08,1017.7283197313475
1999-06-09,1000.7123460531011
1999-06-10,996.8321826783964
1999-06-11,973.0465303444859
1999-06-14,963.3472464648496
1999-06-15,985.4655746185978
1999-06-16,1047.5120635042688
1999-06-17,1055.1497329288245
1999-06-18,1053.4995100860817
1999-06-21,1068.872107428373
1999-06-22,1065.268148709562
1999-06-23,1042.8195870704556
1999-06-24,1030.1243630518693
1999-06-25,1012.4346487081309
1999-06-28,1036.5662742365323
1999-06-29,1049.1150271594468
1999-06-30,1080.2979319423941
1999-07-01,1087.5884971766168
1999-07-02,1096.7812915976392
1999-07-05,1098.9292819637958
1999-07-06,1096.335717157527
1999-07-07,1100.6936362976792
1999-07-08,1095.34013687988
1999-07-09,1091.4473547392286
1999-07-12,1070.5810912879037
1999-07-13,1075.182733405927
1999-07-14,1080.1927140245023
1999-07-15,1078.8335105542624
1999-07-16,1091.1943324995268
1999-07-19,1101.5768383929696
1999-07-20,1055.6009618168675
1999-07-21,1051.897759118945
1999-07-22,1038.0900297193646
1999-07-23,1020.9714838697037
1999-07-26,977.5452987598628
1999-07-27,974.9703885545425
1999-07-28,995.3080624136304
1999-07-29,951.6894580171884
1999-07-30,958.5151808700397
1999-08-02,941.0761017163869
1999-08-03,940.2369270833948
1999-08-04,927.6153859427081
1999-08-05,920.7096599677955
1999-08-06,895.0614750448416
1999-08-09,909.9872902544085
1999-08-10,912.0195514508558
1999-08-11,941.9651608652334
1999-08-12,951.5485922878253
1999-08-13,980.9673622238603
1999-08-16,978.8511988508801
1999-08-17,986.0159964573005
1999-08-18,962.2399626118447
1999-08-19,946.2404477846094
1999-08-20,931.5286201104662
1999-08-23,952.8516349284625
1999-08-24,952.9115851661511
1999-08-25,974.69890556182
1999-08-26,975.9331377078029
1999-08-27,956.6645945568891
1999-08-30,949.1250952991535
1999-08-31,928.7811006992026
1999-09-01,923.9266076114792
1999-09-02,912.1545574371299
1999-09-03,918.0795916829529
1999-09-06,919.7318890347547
1999-09-07,898.3943054605277
1999-09-08,889.0710496159754
1999-09-09,896.931127353932
1999-09-10,924.3093003387945
1999-09-13,937.3846446782702
1999-09-14,933.5124491245488
1999-09-15,932.4903247257738
1999-09-16,928.5823780982017
1999-09-17,922.6483368836583
1999-09-20,936.630624749458
1999-09-21,918.2378585855395
1999-09-22,928.4994544261668
1999-09-23,931.0970640096597
1999-09-24,926.3880493990985
1999-09-27,950.0879335526131
1999-09-28,949.1615321472825
1999-09-29,937.7501960229927
1999-09-30,930.1423493887328
1999-10-01,911.3011602821617
1999-10-04,907.3812279508845
