Date,EM ASIA QUALITY
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1006.5848732481694
1999-01-05,1002.6759289130057
1999-01-06,1026.228501287435
1999-01-07,1065.0651610722855
1999-01-08,1088.7154503427337
1999-01-11,1098.078446420612
1999-01-12,1086.914404945384
1999-01-13,1062.1325559106006
1999-01-14,1049.6403781837187
1999-01-15,1060.4893297736362
1999-01-18,1068.8750507667603
1999-01-19,1057.9140709168446
1999-01-20,1063.6003383739715
1999-01-21,1082.0524121121769
1999-01-22,1066.916284807243
1999-01-25,1055.2042643813236
1999-01-26,1064.4627486747916
1999-01-27,1084.87304938534
1999-01-28,1072.7442018040665
1999-01-29,1074.8016376520104
1999-02-01,1062.9082914003613
1999-02-02,1044.4472461440105
1999-02-03,1057.7347376467155
1999-02-04,1043.2595848758583
1999-02-05,1037.9979977384567
1999-02-08,1055.1421329637687
1999-02-09,1047.1545373762606
1999-02-10,1056.8755297704968
1999-02-11,1065.2422285500618
1999-02-12,1073.235853349385
1999-02-15,1074.7678120562127
1999-02-16,1084.7059447511963
1999-02-17,1078.7079376891463
1999-02-18,1082.6720329743127
1999-02-19,1091.238433172336
1999-02-22,1110.6679955001598
1999-02-23,1099.91693571922
1999-02-24,1109.7767454251762
1999-02-25,1103.113037502765
1999-02-26,1108.3023363787825
1999-03-01,1161.2257953255069
1999-03-02,1158.395989290724
1999-03-03,1195.1297085107444
1999-03-04,1190.4005644502606
1999-03-05,1194.666451758602
1999-03-08,1217.7175545860432
1999-03-09,1224.6377919979525
1999-03-10,1214.4051228225692
1999-03-11,1212.0522014130283
1999-03-12,1213.2814898121837
1999-03-15,1244.2313966984764
1999-03-16,1252.1986401897577
1999-03-17,1232.303575352992
1999-03-18,1245.2987563939087
1999-03-19,1256.8002051619128
1999-03-22,1275.6720650055904
1999-03-23,1275.4680742024873
1999-03-24,1254.7984524350643
1999-03-25,1263.734107381802
1999-03-26,1273.4740279141402
1999-03-29,1264.3324733144248
1999-03-30,1274.8473314158289
1999-03-31,1281.8891273346437
1999-04-01,1285.4021810725237
1999-04-02,1302.7960855853942
1999-04-05,1273.3631422019644
1999-04-06,1270.4487781096188
1999-04-07,1271.3131557769414
1999-04-08,1273.0341899479674
1999-04-09,1268.0324732748509
1999-04-12,1269.9284943335686
1999-04-13,1278.1685588029097
1999-04-14,1279.088330776925
1999-04-15,1271.6459618744968
1999-04-16,1318.8719810359842
1999-04-19,1331.937427341558
1999-04-20,1331.023219720038
1999-04-21,1329.8317579034256
1999-04-22,1320.8524289993686
1999-04-23,1320.8030108061714
1999-04-26,1300.7230789211399
1999-04-27,1291.052557732607
1999-04-28,1296.685184850341
1999-04-29,1294.7227641395523
1999-04-30,1299.5140991777446
1999-05-03,1315.9782042291818
1999-05-04,1354.6653633973565
1999-05-05,1358.2195080357194
1999-05-06,1369.3633202150463
1999-05-07,1369.058179937087
1999-05-10,1389.2788036799063
1999-05-11,1405.423361480968
1999-05-12,1397.5754389349486
1999-05-13,1420.86709816696
1999-05-14,1434.9127134387447
1999-05-17,1423.2023548045988
1999-05-18,1433.5339032702134
1999-05-19,1436.805083794683
1999-05-20,1433.305127091103
1999-05-21,1434.8096002074763
1999-05-24,1437.3939121686365
1999-05-25,1431.6896091167284
1999-05-26,1434.389749647811
1999-05-27,1418.3370671879634
1999-05-28,1394.7555762793784
1999-05-31,1426.8177876392062
1999-06-01,1416.343740731445
1999-06-02,1441.3082014998538
1999-06-03,1451.9164156818706
1999-06-04,1474.6791479668857
1999-06-07,1501.0896630713285
1999-06-08,1511.6217833183514
1999-06-09,1511.8681344654008
1999-06-10,1508.952835126468
1999-06-11,1495.898674222359
1999-06-14,1502.5226016014983
1999-06-15,1494.7349869860639
1999-06-16,1533.1960327445656
1999-06-17,1578.60801446174
1999-06-18,1570.2608293345786
1999-06-21,1617.3863030692312
1999-06-22,1644.7375192106826
1999-06-23,1618.086716817349
1999-06-24,1616.6393386383172
1999-06-25,1566.971220769711
1999-06-28,1602.2610924047087
1999-06-29,1635.4471788823657
1999-06-30,1626.1074144390996
1999-07-01,1639.9616629269942
1999-07-02,1662.486333921468
1999-07-05,1682.8553667471415
1999-07-06,1675.6789415426952
1999-07-07,1668.8068493948385
1999-07-08,1684.0236364913435
1999-07-09,1683.920926224765
1999-07-12,1724.3316148870326
1999-07-13,1688.8900315374592
1999-07-14,1664.761666279458
1999-07-15,1659.8484207197428
1999-07-16,1621.2723867888803
1999-07-19,1666.9286069690859
1999-07-20,1642.946675608496
1999-07-21,1631.5530683183188
1999-07-22,1624.1703653262045
1999-07-23,1610.3444613208835
1999-07-26,1558.2518709474712
1999-07-27,1530.695768332968
1999-07-28,1561.3209558650112
1999-07-29,1544.3565451156592
1999-07-30,1537.260929069214
1999-08-02,1521.8804257249794
1999-08-03,1531.7040005691376
