Date,EM (EMERGING MARKETS) IMI GROWTH
1998-12-31,360.1717832301688
1999-01-01,360.17102096536814
1999-01-04,363.3437484761356
1999-01-05,366.12835017663014
1999-01-06,376.84477933062436
1999-01-07,380.6730880101482
1999-01-08,382.79393529791565
1999-01-11,378.6865030353802
1999-01-12,369.16326531483423
1999-01-13,345.178033105339
1999-01-14,337.866935385228
1999-01-15,351.34423053837577
1999-01-18,353.0873003117715
1999-01-19,352.17719713917415
1999-01-20,356.8151936897245
1999-01-21,349.290543077603
1999-01-22,342.6494197256749
1999-01-25,338.358556388332
1999-01-26,341.0691664826528
1999-01-27,349.01525422120767
1999-01-28,351.3230370582022
1999-01-29,352.5497620993062
1999-02-01,360.72806507110744
1999-02-02,358.93458371012844
1999-02-03,358.1863484417475
1999-02-04,357.53951484100463
1999-02-05,356.7530235729204
1999-02-08,359.35849896762255
1999-02-09,353.46521190445895
1999-02-10,353.91918212144765
1999-02-11,358.9149742248515
1999-02-12,363.32696776267835
1999-02-15,363.43968774284576
1999-02-16,366.50738821520474
1999-02-17,363.4556258809245
1999-02-18,362.44661652854217
1999-02-19,364.6330971037431
1999-02-22,366.55156192088504
1999-02-23,365.329333330732
1999-02-24,365.99986727423726
1999-02-25,361.44919016048755
1999-02-26,367.04594636015736
1999-03-01,371.9107237337141
1999-03-02,370.5585566929758
1999-03-03,374.8285793105867
1999-03-04,379.32804317613824
1999-03-05,383.7140456617165
1999-03-08,391.0340262832181
1999-03-09,394.944911295481
1999-03-10,395.69251854713576
1999-03-11,402.7256810438144
1999-03-12,399.7843940509153
1999-03-15,406.1421961696988
1999-03-16,410.99373044264007
1999-03-17,407.75391822120713
1999-03-18,410.15616348687314
1999-03-19,417.18602225074693
1999-03-22,418.1221128452877
1999-03-23,415.30892103360225
1999-03-24,411.314054489157
1999-03-25,419.17556875356996
1999-03-26,422.43029839245366
1999-03-29,422.6378348667458
1999-03-30,423.86947385941534
1999-03-31,424.37125594357417
1999-04-01,426.85442685500885
1999-04-02,429.40847029195146
1999-04-05,432.46954156049037
1999-04-06,434.13918233451915
1999-04-07,435.53956251292783
1999-04-08,435.7202081823798
1999-04-09,438.0653424255924
1999-04-12,437.4925225319945
1999-04-13,442.01362425419364
1999-04-14,445.0993523292303
1999-04-15,452.59991383507986
1999-04-16,461.4719530243524
1999-04-19,474.84452020802473
1999-04-20,470.3850893337772
1999-04-21,467.4047239881185
1999-04-22,469.4901187521602
1999-04-23,469.4617850205209
1999-04-26,474.07597898929504
1999-04-27,473.51448524988075
1999-04-28,478.369361111334
1999-04-29,476.2037833665283
1999-04-30,479.5516355756333
1999-05-03,484.1891085210314
1999-05-04,487.9203875091769
1999-05-05,486.7639017727732
1999-05-06,490.79535063545256
1999-05-07,491.3205936757132
1999-05-10,495.55039931035765
1999-05-11,495.9676090262165
1999-05-12,491.07479585654846
1999-05-13,493.38363620550535
1999-05-14,490.448818520258
1999-05-17,483.94465447564784
1999-05-18,489.81633589402645
1999-05-19,487.9804613122391
1999-05-20,485.9149231814946
1999-05-21,484.76961932102546
1999-05-24,478.16227036739383
1999-05-25,470.04012619278507
1999-05-26,481.24465218293636
1999-05-27,478.4347147172069
1999-05-28,478.4918028486738
1999-05-31,482.9936956389667
1999-06-01,483.8820189948183
1999-06-02,490.738454769937
1999-06-03,493.19730680501914
1999-06-04,502.79536709794826
1999-06-07,512.9822850317626
1999-06-08,512.1100569831841
1999-06-09,506.7020386213526
1999-06-10,510.48358299092746
1999-06-11,506.8662098793932
1999-06-14,506.1706919253561
1999-06-15,506.2295091776834
1999-06-16,521.5349237019165
1999-06-17,529.4659504666428
1999-06-18,530.4900688754213
1999-06-21,542.9681444049684
1999-06-22,549.1364750916107
1999-06-23,543.3266418324449
1999-06-24,536.1902096269891
1999-06-25,524.6105216256279
1999-06-28,533.1563731825917
1999-06-29,537.6916049481517
1999-06-30,543.0973842501515
1999-07-01,554.5477328797571
1999-07-02,562.1239421695901
1999-07-05,568.4657138800274
1999-07-06,568.2474778051536
1999-07-07,568.2253381969706
1999-07-08,566.740506832877
1999-07-09,567.8932939944987
1999-07-12,566.6746270801121
1999-07-13,558.5360858447862
1999-07-14,552.1681935389158
1999-07-15,556.7173360305376
1999-07-16,557.0782927409979
1999-07-19,563.3116190362566
1999-07-20,548.2855291542902
1999-07-21,539.9872942742652
1999-07-22,538.3938451831305
1999-07-23,527.5430011828644
1999-07-26,506.79724979324436
1999-07-27,512.663848352511
1999-07-28,520.8886401043794
1999-07-29,518.4969763617811
1999-07-30,516.2784252828876
1999-08-02,510.9512346229407
1999-08-03,513.8335543269143
1999-08-04,508.14960283339605
1999-08-05,497.309915390848
1999-08-06,494.17545983664013
1999-08-09,502.1426714407672
1999-08-10,501.2773687066045
1999-08-11,501.1473961038414
1999-08-12,504.02898188934216
1999-08-13,508.5648896410998
1999-08-16,513.6406247460534
1999-08-17,513.2029653663565
1999-08-18,509.095862157793
1999-08-19,503.9861538918239
1999-08-20,506.4428879486164
1999-08-23,518.4462467614361
1999-08-24,521.0884276704052
1999-08-25,532.4531727587105
1999-08-26,531.7462583928669
1999-08-27,529.9029751466152
1999-08-30,526.375122308718
1999-08-31,519.6618491814282
1999-09-01,517.4303553174803
1999-09-02,508.0727839416965
1999-09-03,514.4405095173122
1999-09-06,521.5655816294789
1999-09-07,515.1404260931597
1999-09-08,513.0418879474194
1999-09-09,518.5509499444842
1999-09-10,528.9247219887902
1999-09-13,536.7503179387497
1999-09-14,532.130013598611
1999-09-15,527.6799665925814
1999-09-16,518.6746514204928
1999-09-17,519.7846571469311
1999-09-20,524.036788600643
1999-09-21,521.4517935223134
1999-09-22,517.4440029233831
1999-09-23,519.3458289602249
1999-09-24,516.4136456287684
1999-09-27,513.4242195709109
1999-09-28,507.0824047582896
1999-09-29,499.61156190349675
1999-09-30,494.779068875345
1999-10-01,493.44594579984
1999-10-04,492.9944998489371
1999-10-05,493.5716091158978
1999-10-06,500.2837826585144
1999-10-07,505.8906498594779
1999-10-08,509.9658407627504
1999-10-11,511.1485187674231
1999-10-12,510.63543665391205
1999-10-13,502.1029989027436
1999-10-14,500.0799731131335
1999-10-15,487.61016572304806
1999-10-18,482.5730377626846
1999-10-19,486.536526639391
1999-10-20,491.16992335762745
1999-10-21,488.6007885067411
1999-10-22,496.7654966035066
1999-10-25,495.47313121052343
1999-10-26,501.58548587056487
1999-10-27,503.1835759052159
1999-10-28,509.6712808578679
1999-10-29,517.0341881499547
1999-11-01,522.439727658511
1999-11-02,525.6836698679436
1999-11-03,531.4199527334013
1999-11-04,542.0001747089669
1999-11-05,548.0174541408915
1999-11-08,549.5028299148047
1999-11-09,554.9403935681981
1999-11-10,555.7713642309984
1999-11-11,561.8270735950478
1999-11-12,571.5480664515934
1999-11-15,574.4915726974256
1999-11-16,581.4340733316602
1999-11-17,570.3587228997906
1999-11-18,578.8046577688816
1999-11-19,588.7486496750473
1999-11-22,586.6785530641497
1999-11-23,589.2824412995194
1999-11-24,590.8274243061479
1999-11-25,593.1497714341419
1999-11-26,592.6343063497337
1999-11-29,599.0483276937283
1999-11-30,603.1447060827871
1999-12-01,607.5407628689713
1999-12-02,611.0116195560284
1999-12-03,620.1467122543656
1999-12-06,618.1994641612171
1999-12-07,624.8967691265341
1999-12-08,626.7461398199154
1999-12-09,633.7997046377067
1999-12-10,643.219873743857
1999-12-13,653.9126440828992
1999-12-14,650.2063762280229
1999-12-15,648.2749747710909
1999-12-16,642.1378372755079
1999-12-17,654.664381308989
1999-12-20,668.993869123124
1999-12-21,675.4945390655884
1999-12-22,683.3396669403187
1999-12-23,684.3126004397541
1999-12-24,690.106801673671
1999-12-27,703.6184582759076
1999-12-28,709.5704013391253
1999-12-29,716.8833243868435
1999-12-30,726.5477917591403
1999-12-31,728.6514277206473
2000-01-03,726.6929236157895
2000-01-04,720.3833154111925
2000-01-05,698.7392288295619
2000-01-06,691.0653138026319
2000-01-07,695.3036593840336
2000-01-10,722.3744562269823
2000-01-11,708.8483348975373
2000-01-12,711.1006400594321
2000-01-13,720.8876427440206
2000-01-14,737.4156929025803
2000-01-17,754.2101573818958
2000-01-18,753.732166358585
2000-01-19,736.1054848624375
2000-01-20,734.2179952564819
2000-01-21,732.7009636669726
2000-01-24,738.8281739852744
2000-01-25,722.8836997473398
2000-01-26,726.9251404216711
2000-01-27,737.1370294085953
2000-01-28,742.5033819371159
2000-01-31,737.3997426094626
2000-02-01,747.0372795997151
2000-02-02,753.8363753735276
2000-02-03,759.5771712091429
2000-02-04,770.1103715132426
2000-02-07,785.9088788022609
2000-02-08,780.5696231463331
2000-02-09,788.3432467810496
2000-02-10,801.1250069351499
2000-02-11,806.909130972365
2000-02-14,800.0788366638649
2000-02-15,789.2389709699038
2000-02-16,792.3963994189896
2000-02-17,796.7309394616607
2000-02-18,792.6501159143686
2000-02-21,783.2197278314834
2000-02-22,758.2015093300233
2000-02-23,759.112381045008
2000-02-24,768.3853317628349
2000-02-25,777.8166249881752
2000-02-28,772.5891612536367
2000-02-29,773.4154217419796
2000-03-01,787.7970401075488
2000-03-02,806.5644906001133
2000-03-03,810.3300877996511
2000-03-06,811.5582302418258
2000-03-07,813.6397987882525
2000-03-08,817.963349268884
2000-03-09,809.4148542449996
2000-03-10,813.9700344985988
2000-03-13,785.4896926727224
2000-03-14,785.0800243420033
2000-03-15,769.4837882243344
2000-03-16,765.9725515472383
2000-03-17,770.2949910887131
2000-03-20,754.9749256217431
2000-03-21,762.4054787247217
2000-03-22,777.9704011200129
