Date,ANDEAN IMI GROWTH
2002-05-31,1000.0
2002-06-03,986.5124017184825
2002-06-04,960.3656298744634
2002-06-05,964.3655120792763
2002-06-06,956.7421983242601
2002-06-07,954.3186358671121
2002-06-10,954.2264183941002
2002-06-11,938.232990968456
2002-06-12,923.1947458589625
2002-06-13,924.6034116010178
2002-06-14,927.7538025234935
2002-06-17,943.5984355230246
2002-06-18,939.7856414582894
2002-06-19,916.3888102006666
2002-06-20,898.7464728517176
2002-06-21,883.8267085325427
2002-06-24,872.5996170758208
2002-06-25,881.3029622880846
2002-06-26,841.1616291569361
2002-06-27,854.5265328827624
2002-06-28,853.4159239925123
2002-07-01,847.1139880326308
2002-07-02,825.0605233172569
2002-07-03,813.3335533304426
2002-07-04,823.588375103953
2002-07-05,829.8709955977553
2002-07-08,813.9140870575887
2002-07-09,804.3471574820683
2002-07-10,800.9921536866301
2002-07-11,796.6168778841476
2002-07-12,804.2265013630149
2002-07-15,772.722622409077
2002-07-16,764.1257972267185
2002-07-17,771.099392107958
2002-07-18,778.8293276022473
2002-07-19,781.2163121647309
2002-07-22,773.0562238161052
2002-07-23,768.2892352176659
2002-07-24,770.2013042316678
2002-07-25,761.5903518620527
2002-07-26,769.7370948580733
2002-07-29,796.8756517751107
2002-07-30,797.9998742328313
2002-07-31,804.4557256043856
2002-08-01,789.5747370056664
2002-08-02,797.8554637109993
2002-08-05,775.3308444308877
2002-08-06,804.0119854231549
2002-08-07,818.6328430373337
2002-08-08,841.1108680482854
2002-08-09,831.2879691665411
2002-08-12,815.8189986240995
2002-08-13,812.4963004609576
2002-08-14,815.570209018742
2002-08-15,826.6681553976327
2002-08-16,829.3279978255367
2002-08-19,835.2595560645804
2002-08-20,826.0537221052952
2002-08-21,813.1138625306962
2002-08-22,824.1746483164844
2002-08-23,820.8262300022363
2002-08-26,820.2401326732033
2002-08-27,813.0824583918013
2002-08-28,795.2514129444522
2002-08-29,794.4601126724262
2002-08-30,800.6510146258004
2002-09-02,795.8606641688233
2002-09-03,777.6474078970836
2002-09-04,776.8079395643679
2002-09-05,768.5932236346988
2002-09-06,769.0233682056831
2002-09-09,778.1213675477817
2002-09-10,789.3941752717818
2002-09-11,789.1678051740699
2002-09-12,779.2929823149481
2002-09-13,774.8478358415831
2002-09-16,770.5454759122373
2002-09-17,763.4609037563479
2002-09-18,757.6469159706415
2002-09-19,754.1430619329215
2002-09-20,728.8904998609152
2002-09-23,708.98851315927
2002-09-24,704.2746938970209
2002-09-25,712.5877383453438
2002-09-26,715.0325467044662
2002-09-27,707.8824575777115
2002-09-30,693.3218919963745
2002-10-01,705.2885696122423
2002-10-02,701.5915270774269
2002-10-03,698.105389158491
2002-10-04,707.704507805081
2002-10-07,696.4620548742826
2002-10-08,695.6894043586327
2002-10-09,669.0176025403402
2002-10-10,668.8470886215734
2002-10-11,684.1890979347241
2002-10-14,681.5376638359851
2002-10-15,682.077936003557
2002-10-16,670.3407879367459
2002-10-17,677.4268328635051
2002-10-18,692.6564185399105
2002-10-21,690.9587577601305
2002-10-22,691.3937959416629
2002-10-23,698.8127260005328
2002-10-24,707.31927314549
2002-10-25,708.577826307889
2002-10-28,708.0270868218213
2002-10-29,703.581410742033
2002-10-30,714.9780535492703
2002-10-31,724.7350854975534
2002-11-01,722.5116658111298
2002-11-04,731.6629366087703
2002-11-05,735.4201900236235
2002-11-06,744.3916886890496
2002-11-07,741.2739141322122
2002-11-08,737.8924988833463
2002-11-11,734.4337949113333
2002-11-12,738.5022600025565
2002-11-13,740.7825750383164
2002-11-14,755.662842296803
2002-11-15,766.7835514254864
2002-11-18,771.0045009175097
2002-11-19,765.0135230469348
2002-11-20,768.2028482985335
2002-11-21,769.6742662125728
2002-11-22,762.2264943805203
2002-11-25,762.1214649217168
2002-11-26,755.6588451022787
2002-11-27,758.6567357651713
2002-11-28,760.7532143433338
2002-11-29,764.9942927822034
2002-12-02,764.9607446521157
2002-12-03,759.8263789680472
2002-12-04,754.0597241006741
2002-12-05,767.9618755674765
2002-12-06,772.1006412604906
2002-12-09,764.1994477995997
2002-12-10,763.9105316953186
2002-12-11,777.0427485033774
2002-12-12,789.0231589886231
2002-12-13,782.8210286068198
2002-12-16,786.3907170969256
2002-12-17,781.6685673110794
2002-12-18,792.1029975950624
2002-12-19,805.39724422333
2002-12-20,799.4011592548679
2002-12-23,795.7551129411571
2002-12-24,785.9242713910674
2002-12-25,785.9322821789777
2002-12-26,782.3055959801196
2002-12-27,773.7797139955104
2002-12-30,766.3016701122966
2002-12-31,763.4542616788871
2003-01-01,763.4542616788871
2003-01-02,773.2423504484445
2003-01-03,779.2614257265785
2003-01-06,787.2681113299986
2003-01-07,781.0759379103378
2003-01-08,779.6517478029322
2003-01-09,783.326192557136
2003-01-10,786.6852264203483
2003-01-13,785.3627846144944
2003-01-14,776.3394580562333
2003-01-15,764.7719410299544
2003-01-16,760.6278964360579
2003-01-17,755.2570214693518
2003-01-20,751.6684945546826
2003-01-21,743.0292032083146
