Date,EM GCC COUNTRIES IMI GROWTH
2014-06-02,984.4590555826567
2014-06-03,960.5499284040245
2014-06-04,951.338751908415
2014-06-05,962.942758527999
2014-06-06,961.2359162460308
2014-06-09,913.487060563577
2014-06-10,900.6486892091049
2014-06-11,892.8630710815346
2014-06-12,910.9846900784022
2014-06-13,912.5275094864141
2014-06-16,854.1462249459578
2014-06-17,855.9149487190413
2014-06-18,865.5545787477732
2014-06-19,863.6958526865899
2014-06-20,867.2904765072074
2014-06-23,824.8380099096511
2014-06-24,799.5430914761139
2014-06-25,807.8263848222839
2014-06-26,789.0338319561909
2014-06-27,786.0790538355895
2014-06-30,729.3740323362107
2014-07-01,767.0690449476089
2014-07-02,814.5618335616905
2014-07-03,819.9654075187012
2014-07-04,821.2381291987974
2014-07-07,836.7141162146795
2014-07-08,839.6706267431497
2014-07-09,841.3080671275911
2014-07-10,860.2452625081226
2014-07-11,860.3717784670176
2014-07-14,865.036113990868
2014-07-15,884.7380783307086
2014-07-16,900.9619063774621
2014-07-17,903.7134138046338
2014-07-18,904.2820184174867
2014-07-21,878.5072035249675
2014-07-22,884.2484452798949
2014-07-23,877.1040072558868
2014-07-24,861.8895859535305
2014-07-25,864.1994218125589
2014-07-28,867.4874358194644
2014-07-29,869.3486544399191
2014-07-30,871.4605377803007
2014-07-31,884.2108176186384
2014-08-01,880.9844917519833
2014-08-04,884.2268852292585
2014-08-05,890.3753575930729
2014-08-06,874.4926789323213
2014-08-07,878.814679063814
2014-08-08,874.6874044892104
2014-08-11,886.8974307839576
2014-08-12,892.6684341049767
2014-08-13,907.5423148454496
2014-08-14,906.012122384941
2014-08-15,905.8250530476761
2014-08-18,914.9252910097441
2014-08-19,926.4340407036676
2014-08-20,926.3010499535019
2014-08-21,933.294581778081
2014-08-22,937.0357321042085
2014-08-25,946.474064320468
2014-08-26,949.7602800040581
2014-08-27,945.9991574315056
2014-08-28,914.8793200072943
2014-08-29,915.1409394883774
2014-09-01,951.2749347966446
2014-09-02,955.7097086631602
2014-09-03,965.0379352225178
2014-09-04,981.093879950495
2014-09-05,981.6995635589069
2014-09-08,980.877247168309
2014-09-09,983.8142422981626
2014-09-10,965.6009744333826
2014-09-11,973.851042550915
2014-09-12,974.0768543554948
2014-09-15,982.9318100977363
2014-09-16,977.6172531010419
2014-09-17,978.197818311929
2014-09-18,1001.7115977098961
2014-09-19,1008.0695662635627
2014-09-22,990.9859613102218
2014-09-23,985.3200084795882
2014-09-24,983.539361423025
2014-09-25,984.115496487235
2014-09-26,988.1127794852404
2014-09-29,982.1392163162155
2014-09-30,985.1397894471377
2014-10-01,986.9122178150338
2014-10-02,979.5049470952282
2014-10-03,990.6143473912879
2014-10-06,986.0721015804719
2014-10-07,982.9642262418284
2014-10-08,966.7618993287101
2014-10-09,969.8152608768401
2014-10-10,976.4668889112692
2014-10-13,932.1108878926087
2014-10-14,927.9264076365554
2014-10-15,912.4323859235881
2014-10-16,879.9479737062036
2014-10-17,880.8369868827497
2014-10-20,877.0339233177044
2014-10-21,890.3200536651357
2014-10-22,913.584660431249
2014-10-23,923.0789998868212
2014-10-24,921.6507036840279
2014-10-27,923.295587089707
2014-10-28,922.8724844522519
2014-10-29,927.568277318292
2014-10-30,916.5792054397804
2014-10-31,923.3197617478597
2014-11-03,949.2722655383782
2014-11-04,939.0961595089601
2014-11-05,918.165964084901
2014-11-06,925.0652268484686
2014-11-07,926.7418796279185
2014-11-10,948.5258808381778
2014-11-11,953.4995290123758
2014-11-12,945.4536411839853
2014-11-13,952.9096754160711
2014-11-14,952.5131493299787
2014-11-17,944.9968567385511
2014-11-18,947.862676942628
2014-11-19,949.1376022006916
2014-11-20,950.9785560982161
2014-11-21,960.7465224159894
2014-11-24,954.5632350322405
2014-11-25,933.2950362169454
2014-11-26,920.0320060525426
2014-11-27,921.7892561716701
2014-11-28,922.8743496246926
2014-12-01,884.2382255407616
2014-12-02,882.4300979513911
2014-12-03,876.5042871236546
2014-12-04,864.6381107261079
2014-12-05,874.4540065543227
2014-12-08,858.7961546366489
2014-12-09,828.8104836423272
2014-12-10,826.6230876972162
2014-12-11,785.4308175898738
2014-12-12,780.420245450699
2014-12-15,758.6642679940437
2014-12-16,724.0807016990841
2014-12-17,738.8385555000781
2014-12-18,778.4904116270133
2014-12-19,779.506096104204
2014-12-22,852.3900606085496
2014-12-23,826.92801982148
2014-12-24,844.3811275253205
2014-12-25,850.1918922926926
2014-12-26,851.5191710366685
2014-12-29,858.9198271266646
