Date,EM EUROPE IMI GROWTH
1998-12-31,173.82064682222855
1999-01-01,173.82064682222855
1999-01-04,178.71304354674803
1999-01-05,181.97451453071042
1999-01-06,186.82684650258832
1999-01-07,189.21307835551525
1999-01-08,191.44555308309668
1999-01-11,189.22956124155309
1999-01-12,185.5679673674113
1999-01-13,170.46359261983812
1999-01-14,171.8741798452588
1999-01-15,169.76636607017858
1999-01-18,175.4555660864199
1999-01-19,177.1955179227811
1999-01-20,180.47634617148123
1999-01-21,182.20078965705983
1999-01-22,176.7713197123638
1999-01-25,171.98334490491158
1999-01-26,177.3562288694269
1999-01-27,181.48899518042973
1999-01-28,180.3892494082161
1999-01-29,183.99611250776027
1999-02-01,185.2084738162171
1999-02-02,182.11340440357512
1999-02-03,182.85241952436843
1999-02-04,187.64288483340917
1999-02-05,183.67685878841007
1999-02-08,183.89061763886622
1999-02-09,184.9722362318042
1999-02-10,185.287100371093
1999-02-11,189.83121938016188
1999-02-12,191.31435165604373
1999-02-15,189.41763661810006
1999-02-16,195.25267088428183
1999-02-17,197.88346090498433
1999-02-18,198.0490473071311
1999-02-19,200.23536576658094
1999-02-22,199.3662282539329
1999-02-23,200.5921108893636
1999-02-24,200.97929600905485
1999-02-25,198.78957203967386
1999-02-26,202.25255248802267
1999-03-01,206.29672114886966
1999-03-02,204.44964778902985
1999-03-03,204.36711779252835
1999-03-04,199.65498679707096
1999-03-05,202.68866881456918
1999-03-08,205.32298900314328
1999-03-09,210.05449324884415
1999-03-10,208.429581572439
1999-03-11,217.49256516801987
1999-03-12,217.5374261729649
1999-03-15,214.58238665860824
1999-03-16,213.56687020815843
1999-03-17,216.65088287510406
1999-03-18,219.00817373662713
1999-03-19,224.15418997849824
1999-03-22,222.58468752837635
1999-03-23,220.50666789661668
1999-03-24,213.3070023266243
1999-03-25,222.25837309688458
1999-03-26,224.29752916833183
1999-03-29,224.5062857443005
1999-03-30,225.4229923211285
1999-03-31,225.30589248138844
1999-04-01,225.17615372562784
1999-04-02,226.058214565057
1999-04-05,228.1205754052019
1999-04-06,230.69443287260756
1999-04-07,232.4541795384933
1999-04-08,227.71145619758735
1999-04-09,225.00095337494474
1999-04-12,217.17579459801252
1999-04-13,211.683435379279
1999-04-14,221.09448229462112
1999-04-15,221.18478389530654
1999-04-16,227.47825409736976
1999-04-19,233.3055930342372
1999-04-20,241.60264421134215
1999-04-21,242.25869006828665
1999-04-22,247.46128690189778
1999-04-23,248.68674083682052
1999-04-26,253.6558495610496
1999-04-27,255.0253793121669
1999-04-28,258.30236794597454
1999-04-29,258.10964574339476
1999-04-30,259.3477223421372
1999-05-03,263.5150254315094
1999-05-04,266.8819771081724
1999-05-05,273.1627468928435
1999-05-06,272.22808215064043
1999-05-07,268.0615286659582
1999-05-10,267.5339478468936
1999-05-11,270.2466084394024
1999-05-12,254.85118069715546
1999-05-13,257.1778205634647
1999-05-14,261.42030475271787
1999-05-17,260.1271967840983
1999-05-18,269.95736351338354
1999-05-19,270.24639163571055
1999-05-20,268.67663981821585
1999-05-21,269.9003691719101
1999-05-24,268.3424057462749
1999-05-25,262.08081414935174
1999-05-26,263.15819381481174
1999-05-27,263.0937025025244
1999-05-28,263.0199074862388
1999-05-31,260.74476418494515
1999-06-01,260.091732688665
1999-06-02,255.71367459707633
1999-06-03,258.41794301522793
1999-06-04,266.12480315338325
1999-06-07,263.9341620376883
1999-06-08,262.85185631811856
1999-06-09,261.71790143942644
1999-06-10,267.1761025334644
1999-06-11,270.41692200894414
1999-06-14,271.12521863050586
1999-06-15,267.08304165164554
1999-06-16,265.7119069195305
1999-06-17,271.4881515267037
1999-06-18,270.54016957431395
1999-06-21,271.43822200470316
1999-06-22,271.31513791727554
1999-06-23,267.4713368477174
1999-06-24,267.59502633984505
1999-06-25,261.9539800881893
1999-06-28,257.31500180333495
1999-06-29,256.39900142559407
1999-06-30,265.42079304382753
1999-07-01,274.3906741087369
1999-07-02,267.7334788191244
1999-07-05,272.8951949873922
1999-07-06,270.9474928879772
1999-07-07,270.4075042240035
1999-07-08,276.29567671678353
1999-07-09,282.58431718444643
1999-07-12,293.01148673351383
1999-07-13,284.2272795367886
1999-07-14,292.7172564293092
1999-07-15,293.848197940751
1999-07-16,290.7330575848811
1999-07-19,297.42676714685246
1999-07-20,292.8214753116676
1999-07-21,289.8023351188504
1999-07-22,287.6926726939808
1999-07-23,286.36540482722097
1999-07-26,279.19173510549666
1999-07-27,283.86810566164417
1999-07-28,283.1297309655328
1999-07-29,276.52889861291465
1999-07-30,279.83706773923126
1999-08-02,275.849937095861
1999-08-03,278.1328644386058
1999-08-04,276.49091415737433
1999-08-05,271.3458425835008
1999-08-06,271.9172301254987
1999-08-09,278.64482825930213
1999-08-10,275.5018660657645
1999-08-11,273.9606656080687
1999-08-12,273.56137999911385
1999-08-13,279.6043018234038
1999-08-16,277.8809773302401
1999-08-17,277.9161970420855
1999-08-18,276.9932735345079
1999-08-19,276.32904147653255
1999-08-20,275.37100271048325
1999-08-23,280.76550749242335
1999-08-24,281.17606854940055
1999-08-25,283.62135959183223
1999-08-26,270.8128619318748
1999-08-27,268.9916056518711
1999-08-30,267.50163459043875
1999-08-31,259.94500877441163
1999-09-01,262.1229467153665
1999-09-02,257.0652030603119
1999-09-03,261.0584979274846
1999-09-06,273.3751851634014
1999-09-07,272.86160426235807
1999-09-08,279.755012118836
1999-09-09,281.85318103409116
1999-09-10,289.0218616460475
1999-09-13,283.89096384049486
1999-09-14,283.2410708370471
1999-09-15,277.7232428848841
1999-09-16,272.75353626242253
1999-09-17,273.58527070175785
1999-09-20,276.20166448561685
1999-09-21,270.95689561504116
1999-09-22,268.38733886866896
1999-09-23,273.0075776282391
1999-09-24,268.2391059724009
1999-09-27,268.9916917580197
1999-09-28,265.144353838758
1999-09-29,261.2026290438293
1999-09-30,258.3070520470065
1999-10-01,254.2264530477031
1999-10-04,250.94761416090236
1999-10-05,253.2944766656564
1999-10-06,255.7318041171992
1999-10-07,253.48709012974066
1999-10-08,254.85851359442756
1999-10-11,253.64256988146957
1999-10-12,253.33443316922896
1999-10-13,246.71460396766045
1999-10-14,244.93843918069044
1999-10-15,242.79527858602145
1999-10-18,244.2126110584605
1999-10-19,245.95903552318654
1999-10-20,247.0389487588518
1999-10-21,245.15918965476666
1999-10-22,256.634265392191
1999-10-25,258.0594168102983
1999-10-26,260.6556302239159
1999-10-27,259.2377069013077
1999-10-28,258.6920106950521
1999-10-29,260.35738590463836
1999-11-01,256.162515264574
1999-11-02,256.3700769326332
1999-11-03,260.5489158339639
1999-11-04,266.4868521446137
1999-11-05,265.89944137298033
1999-11-08,266.01670471923023
1999-11-09,272.703549521173
1999-11-10,277.6431332050135
1999-11-11,281.90455726640715
1999-11-12,286.5079117528212
1999-11-15,287.5429059377683
1999-11-16,289.5670797331819
1999-11-17,288.63684824906227
1999-11-18,291.818092329111
1999-11-19,296.81249135222515
1999-11-22,303.18828349342976
1999-11-23,301.4663540913738
1999-11-24,296.2768874277227
1999-11-25,296.1626749423569
1999-11-26,288.04312325754785
1999-11-29,289.5795479796293
1999-11-30,293.3124008066327
1999-12-01,299.0265643118445
1999-12-02,307.1013633248723
1999-12-03,314.29475973235225
1999-12-06,316.1675333693294
1999-12-07,318.146455155701
1999-12-08,315.3599569143374
1999-12-09,323.7440413898357
1999-12-10,338.2232854661794
1999-12-13,351.85442418174694
1999-12-14,342.1980392661879
1999-12-15,358.4545791327987
1999-12-16,363.1299490847563
1999-12-17,371.1460123685105
1999-12-20,382.75758829960137
1999-12-21,386.09936246355176
1999-12-22,384.796524597626
1999-12-23,380.7782079126447
1999-12-24,393.78032571573436
1999-12-27,416.9274049917414
1999-12-28,412.87653400907726
1999-12-29,409.61310233719115
1999-12-30,411.7343981303355
1999-12-31,422.30661043642044
2000-01-03,421.34243875490006
2000-01-04,450.6250282403882
2000-01-05,445.76746736380744
2000-01-06,447.1127704019481
2000-01-07,443.8274037761463
2000-01-10,452.70646713779
2000-01-11,450.28012030944933
2000-01-12,457.6573816051888
2000-01-13,484.0168313019868
2000-01-14,505.2462399203967
2000-01-17,496.87046709878524
2000-01-18,508.1749053604249
2000-01-19,482.4855776034766
2000-01-20,480.86373794407206
2000-01-21,471.6079714582817
2000-01-24,469.76145696904473
2000-01-25,457.3318011173854
2000-01-26,471.0668164265136
2000-01-27,479.78424851309927
2000-01-28,476.7480374080808
2000-01-31,461.46340597048743
2000-02-01,454.3840217539687
2000-02-02,450.77818818707743
2000-02-03,451.78727032142365
2000-02-04,468.26766581700883
2000-02-07,458.1357862282895
2000-02-08,457.2885923229389
2000-02-09,453.07552244205334
2000-02-10,458.29949109005133
2000-02-11,456.64792189806775
2000-02-14,450.2379324820455
2000-02-15,459.04941045884124
