Date,EM ASIA IMI GROWTH
1998-12-31,480.35562782458925
1999-01-01,480.35562782458925
1999-01-04,489.70429934557825
1999-01-05,491.1914585005291
1999-01-06,506.5561932000696
1999-01-07,525.9934864070885
1999-01-08,525.7790350786632
1999-01-11,531.9074448679587
1999-01-12,525.2330743954852
1999-01-13,510.10517642150023
1999-01-14,498.48324610011724
1999-01-15,508.8572327949975
1999-01-18,511.8200049432097
1999-01-19,507.34906277825894
1999-01-20,508.14191084572894
1999-01-21,504.4895824239019
1999-01-22,490.2607339461277
1999-01-25,480.66143507184637
1999-01-26,482.4182443548355
1999-01-27,497.7414040193629
1999-01-28,496.73732137343166
1999-01-29,497.7161969825063
1999-02-01,497.4435104547918
1999-02-02,486.18735007337585
1999-02-03,486.7057949264548
1999-02-04,481.156518677618
1999-02-05,482.09510747351436
1999-02-08,486.6394364444531
1999-02-09,476.99516889568486
1999-02-10,478.92450841093597
1999-02-11,482.04581075700446
1999-02-12,493.792399154844
1999-02-15,495.1431593245395
1999-02-16,498.65019787920215
1999-02-17,495.0910438257709
1999-02-18,490.732700073863
1999-02-19,488.934678942234
1999-02-22,490.95148748315074
1999-02-23,485.9716356002024
1999-02-24,487.2110562457975
1999-02-25,483.4960813623794
1999-02-26,493.000535108979
1999-03-01,507.895894142326
1999-03-02,507.11939379766716
1999-03-03,515.2599528021395
1999-03-04,514.2623192409943
1999-03-05,515.254670996873
1999-03-08,527.6807122705067
1999-03-09,527.9719453322818
1999-03-10,525.4312905049761
1999-03-11,533.0011255323428
1999-03-12,531.529614122634
1999-03-15,542.8696510368478
1999-03-16,550.66388923402
1999-03-17,545.5784822195287
1999-03-18,548.3543615637997
1999-03-19,560.747957131019
1999-03-22,567.8145247736547
1999-03-23,567.7643711427125
1999-03-24,560.2614078933435
1999-03-25,562.9888987283232
1999-03-26,569.2628313816698
1999-03-29,563.2481124302489
1999-03-30,566.9181385652349
1999-03-31,566.3456270758865
1999-04-01,574.6729115069497
1999-04-02,580.5035194596161
1999-04-05,575.7521770415415
1999-04-06,578.3680630886724
1999-04-07,580.4100280956076
1999-04-08,583.8706877214787
1999-04-09,588.5517414008032
1999-04-12,589.0966099159194
1999-04-13,595.2074433463305
1999-04-14,595.796345367284
1999-04-15,606.2864646912328
1999-04-16,623.3120241697477
1999-04-19,650.0121683450122
1999-04-20,645.9098884464372
1999-04-21,636.2097763677245
1999-04-22,633.7983384165153
1999-04-23,636.6629325358073
1999-04-26,646.1951505069602
1999-04-27,649.4337803932702
1999-04-28,650.9543614501006
1999-04-29,638.7350694783945
1999-04-30,642.8705414539281
1999-05-03,647.2910779156281
1999-05-04,662.0927833749645
1999-05-05,659.5049607076967
1999-05-06,666.7306375679667
1999-05-07,664.2217524488439
1999-05-10,670.1559834280333
1999-05-11,666.4958093254037
1999-05-12,664.8782269469638
1999-05-13,658.2898492784825
1999-05-14,657.4621424781897
1999-05-17,648.9614200135322
1999-05-18,658.5415461202899
1999-05-19,662.0653824088171
1999-05-20,656.4206607554389
1999-05-21,660.9110053588159
1999-05-24,659.9944019029118
1999-05-25,656.9979532124665
1999-05-26,666.4699099127535
1999-05-27,667.515287756637
1999-05-28,663.6794573518672
1999-05-31,673.2904820982984
1999-06-01,676.5039997704614
1999-06-02,694.9300976871947
1999-06-03,698.5139954224159
1999-06-04,713.5937203354948
1999-06-07,739.4279076935617
1999-06-08,748.2588074241309
1999-06-09,736.0210045263569
1999-06-10,750.7793241918514
1999-06-11,738.6143693496222
1999-06-14,735.1427929026923
1999-06-15,732.3177989791093
1999-06-16,755.5932814793447
1999-06-17,770.2769701769349
1999-06-18,771.3882300402248
1999-06-21,798.8855149741194
1999-06-22,816.6573715129177
1999-06-23,809.7516105880542
1999-06-24,804.5077666209716
1999-06-25,786.7342252217629
1999-06-28,803.9942551463067
1999-06-29,812.2484547292366
1999-06-30,809.038620025073
1999-07-01,827.2068670917321
1999-07-02,842.8057165738322
1999-07-05,855.5839086818604
1999-07-06,862.5605541624489
1999-07-07,863.7443156420323
1999-07-08,863.4164222982967
1999-07-09,866.2506725813995
1999-07-12,867.1757125076253
1999-07-13,852.4368706493932
1999-07-14,825.3712583652332
1999-07-15,839.1554079287137
1999-07-16,837.3482892608858
1999-07-19,846.3929562898621
1999-07-20,827.6831570586995
1999-07-21,809.4829258445072
1999-07-22,808.3163808452719
1999-07-23,783.7578870406862
1999-07-26,750.0573853126699
1999-07-27,762.9963973679662
1999-07-28,782.7837499842586
1999-07-29,795.9264014061367
1999-07-30,786.018213063388
1999-08-02,780.4249152046007
1999-08-03,786.1210501501391
1999-08-04,777.1493199948324
1999-08-05,755.1717515480203
1999-08-06,750.6717627758953
1999-08-09,766.8563438259806
1999-08-10,776.5798262567055
1999-08-11,763.4543655501946
1999-08-12,768.1924589913154
1999-08-13,769.4217933128825
1999-08-16,785.6494873513883
1999-08-17,780.0495462772396
1999-08-18,777.6198846788268
1999-08-19,772.2463322417167
1999-08-20,775.9782649253228
1999-08-23,798.5364959401365
1999-08-24,805.7860579755978
1999-08-25,826.5218688481372
1999-08-26,831.749569889673
1999-08-27,832.9981823177387
1999-08-30,824.0418132146755
1999-08-31,817.3675973462941
1999-09-01,805.4413038457377
1999-09-02,789.5598084189974
1999-09-03,798.2603100279113
1999-09-06,810.5688040499227
1999-09-07,799.1197014255814
1999-09-08,794.3341871778534
1999-09-09,803.966378186223
1999-09-10,822.393893386033
1999-09-13,842.9127746037294
1999-09-14,826.7278895608446
1999-09-15,818.0742464600398
1999-09-16,798.9119631875964
1999-09-17,799.6307588474453
1999-09-20,806.6721909680931
1999-09-21,811.5062136719697
1999-09-22,801.8910685667447
1999-09-23,804.5947709973278
1999-09-24,800.2798484158303
1999-09-27,784.2427858759154
1999-09-28,770.2593414768788
1999-09-29,756.7744671992104
1999-09-30,748.0905699061966
1999-10-01,752.2105299854805
1999-10-04,742.7408111128984
1999-10-05,743.2156513939809
1999-10-06,760.2318142259528
1999-10-07,773.8810268458939
1999-10-08,774.1449006744189
1999-10-11,774.7660901683796
1999-10-12,784.0251720332856
1999-10-13,776.6445423070065
1999-10-14,775.9627600171231
1999-10-15,763.0745819077217
1999-10-18,750.4738441347329
1999-10-19,749.8530586226649
1999-10-20,756.3636463703615
1999-10-21,753.5850459648314
1999-10-22,755.0972306452751
1999-10-25,751.7169422150275
1999-10-26,762.9256762388108
1999-10-27,765.7306737729278
1999-10-28,774.2535712406702
1999-10-29,785.5243599722086
1999-11-01,799.9954856908003
1999-11-02,808.2202224178628
1999-11-03,806.4692254469018
1999-11-04,823.3545634029941
1999-11-05,829.8934619702304
1999-11-08,827.9343079717014
1999-11-09,840.2570012079319
1999-11-10,841.1195339933141
1999-11-11,853.2277850936665
1999-11-12,876.4996554356183
1999-11-15,880.2355342281978
1999-11-16,897.3953400251429
1999-11-17,873.9158620404435
1999-11-18,886.0980320182589
1999-11-19,901.25096509278
1999-11-22,896.9287453391055
1999-11-23,900.3339147171732
1999-11-24,902.204748143118
1999-11-25,906.1301841865793
1999-11-26,894.0398395216534
1999-11-29,912.16805201833
1999-11-30,927.5809951818948
1999-12-01,930.9823861826111
1999-12-02,914.5070623341553
1999-12-03,927.1265888007896
1999-12-06,935.4122630735991
1999-12-07,954.5713635776968
1999-12-08,950.4671886241945
1999-12-09,954.466211494273
1999-12-10,965.6566469128475
1999-12-13,984.147201830367
1999-12-14,981.3443300415934
1999-12-15,963.7490331745423
1999-12-16,946.3642886088006
1999-12-17,955.993964101489
1999-12-20,979.0448241743765
1999-12-21,997.0543945471543
1999-12-22,1023.5548909821686
1999-12-23,1037.1905548696586
1999-12-24,1047.506306041976
1999-12-27,1077.9419410556718
1999-12-28,1087.3302777528986
1999-12-29,1095.1346803014449
1999-12-30,1111.6643142601413
1999-12-31,1111.6892987442322
2000-01-03,1117.5768754443452
2000-01-04,1132.4023516931477
2000-01-05,1063.652054404942
2000-01-06,1043.507388397117
2000-01-07,1029.1857911132806
2000-01-10,1072.8909949088452
2000-01-11,1043.237620448639
2000-01-12,1046.774316877952
2000-01-13,1041.1130894833236
2000-01-14,1049.1813371752169
2000-01-17,1085.4822567674619
2000-01-18,1087.5723847177767
2000-01-19,1059.0194466373548
2000-01-20,1061.116426677223
2000-01-21,1068.0276604094481
2000-01-24,1085.708441678303
2000-01-25,1057.1902398677018
2000-01-26,1061.0448963758663
2000-01-27,1083.1612557767935
2000-01-28,1119.9431563738171
2000-01-31,1121.3705785691932
2000-02-01,1130.8335837468674
2000-02-02,1141.1467165356898
2000-02-03,1143.0079514601114
2000-02-04,1155.3701074670528
2000-02-07,1190.2266962191804
2000-02-08,1172.1379074951594
2000-02-09,1203.1636489797947
2000-02-10,1222.6182197484368
2000-02-11,1250.505215239305
2000-02-14,1240.8182370245268
2000-02-15,1205.9593462766081
2000-02-16,1215.3071803599034
2000-02-17,1231.0775496528368
2000-02-18,1228.389373986255
2000-02-21,1214.2028002552443
2000-02-22,1178.802478548953
2000-02-23,1159.8487046359212
2000-02-24,1168.8609637917564
2000-02-25,1174.572907772648
2000-02-28,1160.6897828914975
2000-02-29,1149.777783711987
2000-03-01,1168.5644690998818
2000-03-02,1219.3001904780203
2000-03-03,1215.445158628239
2000-03-06,1220.2503031049594
2000-03-07,1218.2426363413128
2000-03-08,1221.3317764250112
2000-03-09,1189.1925400687333
2000-03-10,1197.56734720735
2000-03-13,1148.5096158882054
2000-03-14,1144.4328825680989
2000-03-15,1111.6729543050326
2000-03-16,1100.2438530891977
2000-03-17,1103.8540860392202
2000-03-20,1078.2313207814111
2000-03-21,1092.658313895794
2000-03-22,1130.3711049607916
2000-03-23,1136.7377804545304
2000-03-24,1146.3630133243707
2000-03-27,1163.6979244186502
2000-03-28,1177.8609449754697
2000-03-29,1211.3563235613465
2000-03-30,1188.4055048455973
2000-03-31,1153.4577939382696
2000-04-03,1136.0008704401412
2000-04-04,1103.0872166653605
2000-04-05,1091.8698434741375
2000-04-06,1087.5489157834807
2000-04-07,1133.049705191533
2000-04-10,1181.3400821655275
2000-04-11,1167.9605907871849
2000-04-12,1151.5412536232393
2000-04-13,1128.5464208063659
2000-04-14,1088.5921367912147
2000-04-17,1004.8231889493404
2000-04-18,1024.6567731299476
2000-04-19,1022.1332942721075
2000-04-20,1028.3245098832763
2000-04-21,1032.861490089263
2000-04-24,1003.1212788437896
2000-04-25,1011.8862104610479
2000-04-26,1006.5584106252265
2000-04-27,997.9898144870084
2000-04-28,1019.9870977735422
2000-05-01,1021.4038915940164
2000-05-02,1019.2927272689211
2000-05-03,1021.042738262545
2000-05-04,1029.6375492019567
2000-05-05,1053.6133774458322
2000-05-08,1042.4775753980966
2000-05-09,1030.229344760535
2000-05-10,1003.1188547118927
2000-05-11,980.6683049266385
2000-05-12,968.7638910492307
2000-05-15,944.8067713715969
2000-05-16,980.8677044694506
2000-05-17,1003.1437442251519
2000-05-18,985.6877280262703
2000-05-19,994.0486236786695
2000-05-22,931.2281401159754
2000-05-23,909.4345232199568
2000-05-24,893.1868999999679
2000-05-25,904.5849258543562
2000-05-26,871.8549251130868
2000-05-29,872.9128429258151
2000-05-30,897.386227417303
2000-05-31,951.8673789979064
2000-06-01,945.6555735329624
2000-06-02,952.2587803758183
2000-06-05,977.9092258283299
2000-06-06,966.0195031202749
2000-06-07,983.6988594913582
2000-06-08,979.3010999891428
2000-06-09,992.6064648524614
2000-06-12,983.1122906371676
2000-06-13,958.2221569877894
2000-06-14,965.8554130351915
2000-06-15,955.6719203285437
2000-06-16,948.9315134396785
2000-06-19,944.4093499736019
2000-06-20,954.9838338295062
2000-06-21,963.6340110298353
2000-06-22,974.076578435973
2000-06-23,963.001784857673
2000-06-26,965.215791724315
2000-06-27,961.7670726614047
2000-06-28,973.6310591777199
2000-06-29,957.8227834877854
2000-06-30,951.3813044287592
2000-07-03,953.669206449824
2000-07-04,944.6287728516011
2000-07-05,951.7113426928443
2000-07-06,942.3299470501296
2000-07-07,949.8147974718637
2000-07-10,950.363953180674
2000-07-11,947.3077633184553
2000-07-12,961.734613263272
2000-07-13,978.75430224063
2000-07-14,979.1664048555142
2000-07-17,979.7967078093825
2000-07-18,964.5113976214317
2000-07-19,965.3308695539155
2000-07-20,948.3599961189356
2000-07-21,932.300636859032
2000-07-24,897.0909851695633
2000-07-25,886.6838140119866
2000-07-26,883.5929475530068
2000-07-27,879.0321177277418
2000-07-28,874.4444276043074
2000-07-31,870.930141617105
2000-08-01,878.8278055962932
2000-08-02,888.3608680416173
2000-08-03,895.6267549147789
2000-08-04,887.8415133409383
2000-08-07,867.2627730566518
2000-08-08,878.9380076227523
2000-08-09,903.7879793858522
2000-08-10,895.2801597998139
2000-08-11,893.6610503887232
2000-08-14,890.1234196514373
2000-08-15,887.3685803796458
