Date,EM EUROPE & MIDDLE EAST IMI GROWTH
2007-05-31,1000.0
2007-06-01,1021.5378234093703
2007-06-04,1016.9413580675053
2007-06-05,1016.0155634223366
2007-06-06,1004.1423874977339
2007-06-07,994.5224816409292
2007-06-08,989.0944387614477
2007-06-11,996.6492427541571
2007-06-12,995.2157708186633
2007-06-13,1003.7043716066962
2007-06-14,1026.0243344239916
2007-06-15,1036.7769842029275
2007-06-18,1037.104637233055
2007-06-19,1033.2720736177992
2007-06-20,1039.48620897962
2007-06-21,1035.8727013407326
2007-06-22,1034.6592313618864
2007-06-25,1028.8320379916272
2007-06-26,1036.4712784900216
2007-06-27,1027.0182232591314
2007-06-28,1039.3520620642425
2007-06-29,1043.85495810551
2007-07-02,1044.9084102707495
2007-07-03,1057.7975909731094
2007-07-04,1059.8818473414885
2007-07-05,1063.8255811515833
2007-07-06,1066.8028660802122
2007-07-09,1076.6114048818695
2007-07-10,1057.4323435433448
2007-07-11,1059.6436204300635
2007-07-12,1084.6587970237074
2007-07-13,1089.3002786934671
2007-07-16,1091.3092937548959
2007-07-17,1088.9935115076833
2007-07-18,1082.778289493064
2007-07-19,1099.3995228693732
2007-07-20,1095.2045185927439
2007-07-23,1113.1069297186393
2007-07-24,1096.6067699693144
2007-07-25,1095.7813538134621
2007-07-26,1057.9283951315724
2007-07-27,1043.6671949754302
2007-07-30,1041.4634239499287
2007-07-31,1067.3491334252158
2007-08-01,1038.3111201437648
2007-08-02,1048.8424896324611
2007-08-03,1042.224244414286
2007-08-06,1022.5432815566685
2007-08-07,1034.5708286768458
2007-08-08,1054.163706890769
2007-08-09,1032.6551458086678
2007-08-10,1008.8147349366503
2007-08-13,1031.1852513208646
2007-08-14,1020.5429704954748
2007-08-15,1002.0791603568072
2007-08-16,952.6444817413503
2007-08-17,971.2636724083185
2007-08-20,971.7223702725848
2007-08-21,958.5971875975449
2007-08-22,986.0417162098488
2007-08-23,988.1482361248911
2007-08-24,987.0627140905926
2007-08-27,998.7484503861012
2007-08-28,988.3640895228459
2007-08-29,990.3031157879524
2007-08-30,998.0536255062057
2007-08-31,1019.0648718070188
2007-09-03,1022.0746424664812
2007-09-04,1024.3579077082102
2007-09-05,1011.4402551356108
2007-09-06,1015.4417099080861
2007-09-07,998.611015303915
2007-09-10,990.526130824881
2007-09-11,1002.7355976190655
2007-09-12,1001.6174247386734
2007-09-13,1018.0613935245505
2007-09-14,1022.1177172976872
2007-09-17,1012.112245499724
2007-09-18,1024.9357686555863
2007-09-19,1061.6523427071254
2007-09-20,1051.2365593762122
2007-09-21,1053.6243816605322
2007-09-24,1054.447917852348
2007-09-25,1040.2436460056374
2007-09-26,1056.360135581952
2007-09-27,1061.4784813012163
2007-09-28,1057.384315721596
2007-10-01,1055.9892154860095
2007-10-02,1077.4214443034891
2007-10-03,1070.3548236794552
2007-10-04,1072.8726389838612
2007-10-05,1095.2193283216745
2007-10-08,1104.8786593069383
2007-10-09,1114.3658464802309
2007-10-10,1109.7595642164415
2007-10-11,1121.602941216927
2007-10-12,1122.9650504887952
2007-10-15,1122.4528249716284
2007-10-16,1115.183544084987
2007-10-17,1119.2984135868232
2007-10-18,1101.7437541442814
2007-10-19,1099.0915932998857
2007-10-22,1085.2969037186062
2007-10-23,1100.3976645814894
2007-10-24,1095.684742514542
2007-10-25,1105.8206887968972
2007-10-26,1120.905380412518
2007-10-29,1133.6585647201448
2007-10-30,1121.7860778090471
2007-10-31,1128.5310449046492
2007-11-01,1122.363783016956
2007-11-02,1118.4096785452807
2007-11-05,1115.6477534928079
2007-11-06,1133.1552975291613
2007-11-07,1119.2574615128233
2007-11-08,1118.9035523542934
2007-11-09,1103.86122979885
2007-11-12,1098.6545906676085
2007-11-13,1097.5997464520217
2007-11-14,1100.785839558633
2007-11-15,1090.8696636231114
2007-11-16,1083.8638622802232
2007-11-19,1068.6602695522186
2007-11-20,1071.0694544657804
2007-11-21,1043.5210309871527
2007-11-22,1043.3318046072222
2007-11-23,1053.916346974721
2007-11-26,1060.4495715697738
2007-11-27,1044.515097145638
2007-11-28,1072.3664383863359
2007-11-29,1077.7554687468933
2007-11-30,1096.8560190116943
2007-12-03,1098.8780451846535
2007-12-04,1097.4169063803006
2007-12-05,1135.2333152612728
2007-12-06,1139.3483466070443
2007-12-07,1148.7616452619714
2007-12-10,1166.6475534711408
2007-12-11,1156.6654904922245
2007-12-12,1168.3616570003776
2007-12-13,1149.8131183952376
2007-12-14,1145.29330329868
2007-12-17,1123.855874880214
2007-12-18,1135.7014180321416
2007-12-19,1135.3097584862337
2007-12-20,1147.2101679953678
2007-12-21,1153.896360734745
2007-12-24,1169.5750995587046
2007-12-25,1164.9772014106998
2007-12-26,1157.2063709388535
2007-12-27,1159.4299639453366
2007-12-28,1149.9178383484814
2007-12-31,1151.1645938233653
2008-01-01,1152.5933837690275
2008-01-02,1147.6693906541448
2008-01-03,1147.3283791996578
2008-01-04,1126.905260531926
2008-01-07,1124.7688779693517
2008-01-08,1134.78134038884
2008-01-09,1132.9137065996126
2008-01-10,1126.158354464875
2008-01-11,1117.0808389264516
2008-01-14,1120.1957650353309
2008-01-15,1102.366496092301
2008-01-16,1063.1115306325892
2008-01-17,1048.6817606782179
2008-01-18,1052.8840847679453
2008-01-21,999.6570154774253
2008-01-22,976.8431101297484
2008-01-23,958.1452071297812
2008-01-24,1001.4394678710826
2008-01-25,1007.6577074339401
2008-01-28,978.2652641991731
2008-01-29,998.7578531636689
2008-01-30,991.2639275691209
2008-01-31,964.8690902181862
2008-02-01,994.9739947029739
2008-02-04,1010.1280588233561
2008-02-05,986.2775145122237
2008-02-06,976.3882912255344
2008-02-07,955.3111118493534
2008-02-08,952.3563203506629
2008-02-11,968.3833521466792
2008-02-12,997.7435498781796
2008-02-13,1014.0905553448707
2008-02-14,1015.6312598487216
2008-02-15,999.7734798483943
2008-02-18,1016.3518477708178
2008-02-19,1020.3881659224119
2008-02-20,1012.6318798523996
2008-02-21,1019.3077385773851
2008-02-22,1014.3145971927365
2008-02-25,1017.1893444296564
2008-02-26,1023.4073568661668
2008-02-27,1010.8592334157139
2008-02-28,999.0755804643292
2008-02-29,979.4411122505546
2008-03-03,960.4900057258642
2008-03-04,948.9175962024414
2008-03-05,963.0630985289296
2008-03-06,945.4381350058247
2008-03-07,928.3999314237393
2008-03-10,921.552846901168
2008-03-11,957.5117540558441
2008-03-12,957.5107473489942
2008-03-13,934.2760499068114
2008-03-14,932.6715080290697
2008-03-17,886.5221795373593
2008-03-18,912.6675987700071
2008-03-19,918.8624360129779
2008-03-20,903.7425448748079
2008-03-21,907.3764360048312
2008-03-24,925.2952992842821
2008-03-25,923.357589526839
2008-03-26,908.6834410851059
2008-03-27,918.7576806706919
2008-03-28,917.3902694634577
2008-03-31,910.6006714158182
2008-04-01,938.235431190835
2008-04-02,950.4111579020931
2008-04-03,937.5875322165491
2008-04-04,936.4928335551334
2008-04-07,959.7147643248104
2008-04-08,950.7000118743246
2008-04-09,954.1466212746651
