Date,EM LATIN AMERICA ex BRAZIL IMI GROWTH
2013-09-05,4649.277429868328
2013-09-06,4700.339074657335
2013-09-09,4819.519218040001
2013-09-10,4898.233207710372
2013-09-11,4882.521696351201
2013-09-12,4793.395180927318
2013-09-13,4826.297981406469
2013-09-16,4835.715843564954
2013-09-17,4850.302600290733
2013-09-18,4902.0707306723325
2013-09-19,4891.554480299816
2013-09-20,4838.01877005523
2013-09-23,4909.253856208197
2013-09-24,4877.124634284122
2013-09-25,4873.083189088522
2013-09-26,4836.450288074475
2013-09-27,4740.346309358188
2013-09-30,4682.239323880272
2013-10-01,4781.763940990143
2013-10-02,4748.4597483591715
2013-10-03,4691.3190604407755
2013-10-04,4737.836446944533
2013-10-07,4716.6436390255085
2013-10-08,4664.960235060371
2013-10-09,4655.37923372173
2013-10-10,4741.04904756297
2013-10-11,4788.344924375348
2013-10-14,4778.161491675746
2013-10-15,4780.706707082197
2013-10-16,4832.127861114335
2013-10-17,4788.0336905839395
2013-10-18,4794.7734681765205
2013-10-21,4762.998308278115
2013-10-22,4777.0197945499485
2013-10-23,4725.137679994072
2013-10-24,4689.263138497201
2013-10-25,4733.082544818057
2013-10-28,4773.380424657685
2013-10-29,4784.274941101065
2013-10-30,4766.339087106835
2013-10-31,4784.276083451491
2013-11-01,4806.590541475555
2013-11-04,4822.039829071551
2013-11-05,4734.26179257534
2013-11-06,4699.336809960156
2013-11-07,4707.174113887673
2013-11-08,4637.135520326152
2013-11-11,4599.862305855839
2013-11-12,4591.517091060491
2013-11-13,4611.166927524052
2013-11-14,4664.781397291714
2013-11-15,4742.243115510325
2013-11-18,4762.0963159590965
2013-11-19,4713.907554791217
2013-11-20,4713.356879601005
2013-11-21,4671.322736432482
2013-11-22,4682.641544264863
2013-11-25,4658.398959613824
2013-11-26,4616.718072856415
2013-11-27,4678.824326696799
2013-11-28,4689.69213737404
2013-11-29,4720.725444284069
2013-12-02,4681.14907426812
2013-12-03,4622.668593985159
2013-12-04,4653.397417941432
2013-12-05,4635.762173395604
2013-12-06,4637.873925315459
2013-12-09,4676.672715218162
2013-12-10,4672.256630553918
2013-12-11,4633.064067354423
2013-12-12,4614.828531767946
2013-12-13,4620.053923913356
2013-12-16,4640.154470590172
2013-12-17,4611.476749679073
2013-12-18,4601.209643548318
2013-12-19,4655.762947540287
2013-12-20,4665.76471621462
2013-12-23,4674.2600256680535
2013-12-24,4682.22149696953
2013-12-25,4682.22149696953
2013-12-26,4656.425101445355
2013-12-27,4656.099789177304
2013-12-30,4658.160431671986
2013-12-31,4654.769759704153
2014-01-01,4654.769759704153
2014-01-02,4650.612941242813
2014-01-03,4651.128348223556
2014-01-06,4600.17786077629
2014-01-07,4643.570083045251
2014-01-08,4606.062515529832
2014-01-09,4573.89260750819
2014-01-10,4639.934648458988
2014-01-13,4637.051031603438
2014-01-14,4616.574092771961
2014-01-15,4634.936167374313
2014-01-16,4571.449604157487
2014-01-17,4565.045297569942
2014-01-20,4563.85001691832
2014-01-21,4522.214228569033
2014-01-22,4543.408409366642
2014-01-23,4434.786310009822
2014-01-24,4329.737357282136
2014-01-27,4322.054728714408
2014-01-28,4317.13234665672
2014-01-29,4284.589959256675
2014-01-30,4338.6714499020745
2014-01-31,4340.261447108495
2014-02-03,4283.2762996381425
2014-02-04,4238.220400461548
2014-02-05,4230.831258860867
2014-02-06,4300.386034567618
2014-02-07,4282.121112559956
2014-02-10,4255.475880415056
2014-02-11,4314.529937162794
2014-02-12,4368.3703880356215
2014-02-13,4323.93207619942
2014-02-14,4396.835154243594
2014-02-17,4399.588764261012
2014-02-18,4336.987934305942
2014-02-19,4278.025524224192
2014-02-20,4253.034829568249
2014-02-21,4266.246012685316
2014-02-24,4303.446279784565
2014-02-25,4237.212535344403
2014-02-26,4210.966412521491
2014-02-27,4226.11625763628
2014-02-28,4236.331246324349
2014-03-03,4208.179561010063
2014-03-04,4290.370189409347
2014-03-05,4301.858451197608
2014-03-06,4337.617269392233
2014-03-07,4273.29102238287
2014-03-10,4230.141516272389
2014-03-11,4228.653357246858
2014-03-12,4198.555472411182
2014-03-13,4169.249748338414
2014-03-14,4169.171657948917
2014-03-17,4183.231208517615
2014-03-18,4254.59326222357
2014-03-19,4247.255968842724
2014-03-20,4329.325271120199
2014-03-21,4345.833913216131
2014-03-24,4343.630423413345
2014-03-25,4397.011451688303
2014-03-26,4419.494555374727
2014-03-27,4471.843082112861
2014-03-28,4497.395821610817
2014-03-31,4541.116875295385
2014-04-01,4545.910493757389
2014-04-02,4564.138703909115
2014-04-03,4548.429168524635
2014-04-04,4580.869013362457
2014-04-07,4570.396376074716
2014-04-08,4617.167213085469
2014-04-09,4587.735125580146
2014-04-10,4547.203085147345
2014-04-11,4533.571461926455
2014-04-14,4588.472967436725
2014-04-15,4536.570682711425
2014-04-16,4585.553011387089
2014-04-17,4581.783882493815
2014-04-18,4581.783882493815
2014-04-21,4579.400264127267
2014-04-22,4565.254075512029
2014-04-23,4532.771215428898
2014-04-24,4552.964033732594
2014-04-25,4509.622580995008
2014-04-28,4504.067494703744
2014-04-29,4571.21927297387
2014-04-30,4575.200979567007
2014-05-01,4582.391472788977
2014-05-02,4609.108452558956
2014-05-05,4589.400623983864
2014-05-06,4588.378889824639
2014-05-07,4623.385831009227
2014-05-08,4665.33124566391
2014-05-09,4700.770193796855
2014-05-12,4757.247659362203
2014-05-13,4791.6971146818705
2014-05-14,4776.300787488917
2014-05-15,4702.27477337493
2014-05-16,4754.295032284039
2014-05-19,4740.224760367417
2014-05-20,4714.133094994889
2014-05-21,4736.931481218285
2014-05-22,4777.6826617664465
2014-05-23,4780.15486855149
2014-05-26,4773.237237642369
2014-05-27,4763.44718831003
2014-05-28,4785.967429289255
2014-05-29,4803.6824409949295
2014-05-30,4736.93671260053
2014-06-02,4771.638141648115
2014-06-03,4779.859450166022
2014-06-04,4761.769026631826
2014-06-05,4811.110101765894
2014-06-06,4847.391536841001
2014-06-09,4853.184674276039
2014-06-10,4881.783089130204
2014-06-11,4878.343020104513
2014-06-12,4854.5590052103535
2014-06-13,4837.001936346145
2014-06-16,4828.111545101798
2014-06-17,4801.394436072995
2014-06-18,4824.194186870095
2014-06-19,4847.040413160533
2014-06-20,4860.120729019587
2014-06-23,4870.514259885989
2014-06-24,4872.476732736822
2014-06-25,4843.389892117108
2014-06-26,4841.857603095387
2014-06-27,4816.031237995992
2014-06-30,4816.327324093921
2014-07-01,4846.389718327413
2014-07-02,4891.309435285937
2014-07-03,4931.35945215738
2014-07-04,4933.785987186492
2014-07-07,4912.206311688211
2014-07-08,4895.489309493207
2014-07-09,4922.176522468106
2014-07-10,4905.881629833089
2014-07-11,4924.014657192838
2014-07-14,4941.308870073785
2014-07-15,4964.4648016505425
2014-07-16,4974.579540168175
2014-07-17,4968.340981501672
2014-07-18,4979.906091856682
2014-07-21,4950.253252645714
2014-07-22,5003.822664054982
2014-07-23,4991.971141297974
2014-07-24,5003.084831277308
2014-07-25,5029.378799872745
2014-07-28,5035.070969399944
2014-07-29,5011.7425573180035
2014-07-30,4964.796663258896
2014-07-31,4889.449501184566
2014-08-01,4916.659386098746
2014-08-04,4979.350302001304
2014-08-05,4946.1891753594
2014-08-06,4943.282886748505
2014-08-07,4924.439216360983
2014-08-08,4899.25161641463
2014-08-11,4978.090339365366
2014-08-12,5007.649877810597
2014-08-13,5029.134434664563
2014-08-14,5038.302518915433
2014-08-15,5014.352399795704
2014-08-18,5059.6948579468135
2014-08-19,5084.463726015733
2014-08-20,5104.839877875307
2014-08-21,5118.404628247411
2014-08-22,5106.799424553086
2014-08-25,5125.704775608096
2014-08-26,5134.420764858338
2014-08-27,5145.32762854137
2014-08-28,5126.037393308912
2014-08-29,5160.597445696216
2014-09-01,5163.678818126887
2014-09-02,5179.548691975879
2014-09-03,5227.364746272156
2014-09-04,5300.152198004061
2014-09-05,5305.36027048644
2014-09-08,5321.312379907255
2014-09-09,5243.69893105176
2014-09-10,5237.563354386983
2014-09-11,5196.473132493809
2014-09-12,5172.578987893845
2014-09-15,5179.476745000725
2014-09-16,5193.0122654221195
2014-09-17,5212.865461057549
2014-09-18,5228.8664089626
2014-09-19,5231.93905734271
2014-09-22,5168.74331003808
2014-09-23,5111.410056996046
2014-09-24,5134.083800050979
2014-09-25,5104.0409050934
2014-09-26,5105.205760412378
2014-09-29,5091.731099855241
2014-09-30,5142.187289601962
2014-10-01,5074.2142653071705
2014-10-02,5062.417884133761
2014-10-03,5137.123856983403
2014-10-06,5151.407505454441
2014-10-07,5087.64840266358
2014-10-08,5047.309788553428
2014-10-09,5037.708397854447
2014-10-10,4971.7656598472995
2014-10-13,4934.48814333842
2014-10-14,4944.915964986449
2014-10-15,4849.25489782137
2014-10-16,4820.109295365506
2014-10-17,4874.21474556574
2014-10-20,4843.212766704197
2014-10-21,4931.327632435763
2014-10-22,4910.078704137869
2014-10-23,4949.038269095768
2014-10-24,4918.6989078945235
2014-10-27,4890.612054310027
2014-10-28,4938.77316586674
2014-10-29,4969.715954638289
2014-10-30,5055.829595106914
2014-10-31,5105.8706879077745
2014-11-03,5141.435691647889
2014-11-04,5037.738982136284
2014-11-05,5080.120668421616
2014-11-06,5073.643894314869
2014-11-07,5075.31773145086
2014-11-10,5065.585973718767
2014-11-11,5040.665400379649
2014-11-12,4991.816248427374
2014-11-13,4986.96417654796
2014-11-14,4955.858749060574
2014-11-17,4943.398214308554
2014-11-18,4929.515330932555
2014-11-19,4958.668245758055
2014-11-20,4981.725982428205
2014-11-21,5092.201070341307
2014-11-24,5053.457146582075
2014-11-25,5016.165356127491
2014-11-26,4972.898450856784
2014-11-27,4988.832992738348
2014-11-28,4899.112314884568
2014-12-01,4794.403711299323
2014-12-02,4758.946179447366
2014-12-03,4813.780503341599
2014-12-04,4735.9178245445755
2014-12-05,4790.740388757529
2014-12-08,4752.285178982361
2014-12-09,4635.607190208609
2014-12-10,4495.501071465734
2014-12-11,4454.853856577844
2014-12-12,4390.926825242039
2014-12-15,4271.094709637625
2014-12-16,4228.003470923911
2014-12-17,4404.866889744906
2014-12-18,4608.1611317956285
2014-12-19,4618.1767758357255
2014-12-22,4654.894015943004
2014-12-23,4697.880844520932
2014-12-24,4669.198627482301
2014-12-25,4669.198627482301
2014-12-26,4696.104274357072
2014-12-29,4701.664281403851
2014-12-30,4698.386959136044
2014-12-31,4732.610804973135
2015-01-01,4732.610804973135
2015-01-02,4659.183083253918
2015-01-05,4547.36836263488
2015-01-06,4577.010154393727
2015-01-07,4674.742107236154
2015-01-08,4767.011521572421
2015-01-09,4748.291079240926
2015-01-12,4686.677458319515
2015-01-13,4683.0547085240405
2015-01-14,4621.839920343986
2015-01-15,4700.521833854699
2015-01-16,4738.73270181804
2015-01-19,4671.885074772152
2015-01-20,4739.137797295339
2015-01-21,4812.572328294199
2015-01-22,4979.7536553042
2015-01-23,5015.027319503265
2015-01-26,5032.017872535295
2015-01-27,4977.077202091697
2015-01-28,4921.510294801367
2015-01-29,4869.507383705659
2015-01-30,4772.28592013192
2015-02-02,4791.84901048818
2015-02-03,4846.839600812116
2015-02-04,4846.34738761731
2015-02-05,4910.595889142961
2015-02-06,4943.6962976046025
2015-02-09,4961.3449248315865
2015-02-10,4916.03786900906
2015-02-11,4815.446055550109
2015-02-12,4932.79819548929
2015-02-13,4962.290714602971
2015-02-16,4952.830291828281
2015-02-17,4951.223045040269
2015-02-18,4957.663819413582
2015-02-19,4947.090972961378
2015-02-20,4947.8777913356125
2015-02-23,4960.240967073941
2015-02-24,5002.867937505026
2015-02-25,5008.059417144347
2015-02-26,5092.985870142228
2015-02-27,5077.050287193402
2015-03-02,5030.616616793263
2015-03-03,5016.780985056866
2015-03-04,5024.355724467048
2015-03-05,5050.381823288481
2015-03-06,5014.698507480665
2015-03-09,4992.444423281763
2015-03-10,4978.419106742435
2015-03-11,5071.790348330641
2015-03-12,5148.796263393833
2015-03-13,5125.16589995118
2015-03-16,5108.90909390286
2015-03-17,5085.290752487895
2015-03-18,5107.8904234428755
2015-03-19,5133.977870095578
2015-03-20,5126.85810652019
2015-03-23,5098.449520914809
2015-03-24,5126.3628828010305
2015-03-25,5057.803349722194
2015-03-26,5000.931721896896
2015-03-27,5031.215916986358
2015-03-30,5075.4153323370465
2015-03-31,5105.679137260706
2015-04-01,5202.141378055293
2015-04-02,5178.639456774906
2015-04-03,5178.639456774906
2015-04-06,5254.240858802677
2015-04-07,5315.332387731573
2015-04-08,5357.446683459556
2015-04-09,5378.732681914717
2015-04-10,5377.069399734604
2015-04-13,5384.3073355604265
2015-04-14,5343.22022855226
2015-04-15,5369.95770640695
2015-04-16,5404.577393897146
2015-04-17,5296.948731737692
2015-04-20,5278.019035044135
2015-04-21,5314.309554689738
2015-04-22,5293.70583706149
