Date,EM EASTERN EUROPE IMI GROWTH
1998-12-31,116.05014937718792
1999-01-01,116.05014937718792
1999-01-04,118.05591106668747
1999-01-05,120.56622679893763
1999-01-06,124.0107678276958
1999-01-07,129.55497524370855
1999-01-08,131.18865409385398
1999-01-11,130.58809838647076
1999-01-12,127.55767602957576
1999-01-13,116.98157456283474
1999-01-14,115.37199836271336
1999-01-15,113.72081540465439
1999-01-18,121.03491750764735
1999-01-19,122.88969040992214
1999-01-20,126.08482053622856
1999-01-21,127.8884888161652
1999-01-22,121.87234830281587
1999-01-25,119.55200839904099
1999-01-26,124.5521565742232
1999-01-27,126.24884626265724
1999-01-28,125.28159938722115
1999-01-29,128.02673512564738
1999-02-01,128.3562556258349
1999-02-02,126.12325604187217
1999-02-03,125.8548497286974
1999-02-04,128.33314989506917
1999-02-05,125.47991192488864
1999-02-08,124.67555050941664
1999-02-09,124.82081207578508
1999-02-10,125.38188916078579
1999-02-11,127.40362870392708
1999-02-12,128.22865904217315
1999-02-15,125.50089138058021
1999-02-16,126.6092563104018
1999-02-17,124.7209907105513
1999-02-18,123.8813507144374
1999-02-19,124.30531374306089
1999-02-22,124.73911282212244
1999-02-23,123.17040567772071
1999-02-24,122.75803712671237
1999-02-25,118.2305713056821
1999-02-26,118.38413203920933
1999-03-01,121.81722438307992
1999-03-02,121.72206179796471
1999-03-03,119.9684180813403
1999-03-04,118.43090324145126
1999-03-05,120.12855114004856
1999-03-08,123.42198704826352
1999-03-09,126.31490728924824
1999-03-10,127.22395764774252
1999-03-11,131.14173545109685
1999-03-12,131.81046038230778
1999-03-15,131.03985183503355
1999-03-16,132.5237733932647
1999-03-17,132.83763911021708
1999-03-18,132.37972901045498
1999-03-19,134.80516751122704
1999-03-22,132.91941730731884
1999-03-23,130.55546426524563
1999-03-24,124.59838166016895
1999-03-25,129.83327559860538
1999-03-26,130.019703484071
1999-03-29,130.07906059727364
1999-03-30,131.24152763477616
1999-03-31,131.5164331418024
1999-04-01,131.50490037183638
1999-04-02,132.7765156441812
1999-04-05,133.13420472705667
1999-04-06,133.0915320527356
1999-04-07,133.6335147370901
1999-04-08,132.97656087045783
1999-04-09,132.4184289634846
1999-04-12,130.77120504072442
1999-04-13,132.16614983883474
1999-04-14,134.50157773762487
1999-04-15,134.36906977711695
1999-04-16,136.73519410155507
1999-04-19,140.64122739743618
1999-04-20,140.86383912295307
1999-04-21,140.895267615915
1999-04-22,143.76119333500682
1999-04-23,145.28567165860056
1999-04-26,146.05747568435524
1999-04-27,145.85825234381525
1999-04-28,143.80417176474867
1999-04-29,143.98000459163282
1999-04-30,149.32794581145086
1999-05-03,150.52337506477025
1999-05-04,153.3084565135091
1999-05-05,157.3954981085072
1999-05-06,158.77633670653546
1999-05-07,156.14816637431403
1999-05-10,155.57674973476773
1999-05-11,155.3231913006039
1999-05-12,146.57487479322873
1999-05-13,149.71078346798555
1999-05-14,149.31837626768035
1999-05-17,153.813975353052
1999-05-18,159.24253951614781
1999-05-19,159.55581845035556
1999-05-20,158.98189146907518
1999-05-21,162.17866933691175
1999-05-24,163.68245796012587
1999-05-25,159.83253750727806
1999-05-26,161.61292058982968
1999-05-27,160.52307987158272
1999-05-28,158.42318420865485
1999-05-31,160.27639969514493
1999-06-01,159.656410842397
1999-06-02,158.150029629343
1999-06-03,160.22419645971013
1999-06-04,160.91606232198865
1999-06-07,161.30407272364616
1999-06-08,160.59831265699742
1999-06-09,160.96092802127035
1999-06-10,162.35363480721
1999-06-11,164.1171481785197
1999-06-14,166.80481758619737
1999-06-15,167.06193897518824
1999-06-16,170.0264063771287
1999-06-17,171.59217717541873
1999-06-18,171.37901797027803
1999-06-21,173.78160194158488
1999-06-22,174.2145234089018
1999-06-23,171.6913649489106
1999-06-24,173.09802917534736
1999-06-25,170.8348285491868
1999-06-28,171.4722415183223
1999-06-29,171.53299217499438
1999-06-30,172.3276491352889
1999-07-01,176.3762537835123
1999-07-02,176.34104628086007
1999-07-05,177.90506199180143
1999-07-06,180.87808075452125
1999-07-07,181.38268832905226
1999-07-08,183.00052823561398
1999-07-09,183.51913570753374
1999-07-12,184.64026843207046
1999-07-13,178.27551690486695
1999-07-14,180.56087534956572
1999-07-15,182.46848284288714
1999-07-16,180.9942331989506
1999-07-19,179.73803744846464
1999-07-20,175.3737005495725
1999-07-21,171.2626144619864
1999-07-22,171.76552287910937
1999-07-23,172.1260824766539
1999-07-26,170.6961436568091
1999-07-27,169.09242548878802
1999-07-28,170.59480953227293
1999-07-29,165.02106189338613
1999-07-30,166.3977446719466
1999-08-02,164.86979099564667
1999-08-03,164.3305322261549
1999-08-04,161.99153646108164
1999-08-05,158.4257652186041
1999-08-06,159.43371030901713
1999-08-09,158.87230868216358
1999-08-10,156.88999949439906
1999-08-11,156.8624093553229
1999-08-12,158.9146116750286
1999-08-13,159.4882644110562
1999-08-16,159.90340451672265
1999-08-17,159.71393673035598
1999-08-18,159.07341726628823
1999-08-19,159.1558009647237
1999-08-20,158.88122280089112
1999-08-23,164.06940277149056
1999-08-24,164.2236978683171
1999-08-25,166.49408014844468
1999-08-26,166.09607010675444
1999-08-27,163.40619201733708
1999-08-30,161.74315330645157
1999-08-31,159.24025240010604
1999-09-01,159.1245259973947
1999-09-02,154.99137242422535
1999-09-03,157.00134204776955
1999-09-06,158.2883349771422
1999-09-07,155.82643045740082
1999-09-08,153.73750424593413
1999-09-09,153.34551595510257
1999-09-10,155.63630521730985
1999-09-13,153.23445997754328
1999-09-14,151.64774807054846
1999-09-15,148.77100432787563
1999-09-16,144.4378203147692
1999-09-17,144.67682949348628
1999-09-20,144.14110287823192
1999-09-21,140.29091772205214
1999-09-22,139.63175781204126
1999-09-23,142.1064887580626
1999-09-24,139.3591812631288
1999-09-27,141.45533056450427
1999-09-28,140.12153359395336
1999-09-29,138.01292583011497
1999-09-30,136.23171582814862
1999-10-01,135.79736752666625
1999-10-04,136.77682386816184
1999-10-05,137.78362185163638
1999-10-06,138.15937701424025
1999-10-07,138.552398795375
1999-10-08,140.91585830151257
1999-10-11,142.80230255014834
1999-10-12,140.26148964442086
1999-10-13,137.96925562406875
1999-10-14,139.49892678359535
1999-10-15,135.6261502185467
1999-10-18,133.47397042423847
1999-10-19,135.90798622825625
1999-10-20,138.86256032208118
1999-10-21,138.41625970015446
1999-10-22,143.56788872612006
1999-10-25,143.1701709081034
1999-10-26,143.4461006442509
1999-10-27,143.1114490203561
1999-10-28,143.28141014929707
1999-10-29,145.0335931878764
1999-11-01,144.13849302858344
1999-11-02,144.37013471856318
1999-11-03,144.627952400545
1999-11-04,146.14634978986064
1999-11-05,145.62211560105277
1999-11-08,146.02860251619853
1999-11-09,148.0454486382086
1999-11-10,149.18456054422478
1999-11-11,150.581580572688
1999-11-12,150.35164570588296
1999-11-15,151.5528695089662
1999-11-16,154.24848420640004
1999-11-17,154.8204523561106
1999-11-18,155.26895385434
1999-11-19,158.69119104834743
1999-11-22,159.4419622662247
1999-11-23,160.5457289817341
1999-11-24,157.95892917434406
1999-11-25,159.30103344134415
1999-11-26,160.03773658091453
1999-11-29,157.53932939082173
1999-11-30,156.065104121613
1999-12-01,158.0394239557977
1999-12-02,160.47569999309826
1999-12-03,161.7001564911545
1999-12-06,161.3350303575915
1999-12-07,160.3807717003381
1999-12-08,160.71706315771468
1999-12-09,164.53110515535556
1999-12-10,166.75617008155646
1999-12-13,164.59551606364838
1999-12-14,165.41235282776165
1999-12-15,169.54022255841952
1999-12-16,167.59566134921613
1999-12-17,170.3723485250111
1999-12-20,176.9376261470895
1999-12-21,179.77625694881547
1999-12-22,180.598988655223
1999-12-23,179.61019837364165
1999-12-24,181.13815330964422
1999-12-27,186.58089623374124
1999-12-28,186.9098310138119
1999-12-29,183.5603499269838
1999-12-30,185.13035215888445
1999-12-31,195.7903474007967
2000-01-03,196.62378933110378
2000-01-04,193.57789288810565
2000-01-05,188.49352379246997
2000-01-06,192.86547408781513
2000-01-07,198.60217239402516
2000-01-10,207.62539567814136
2000-01-11,203.32779106914901
2000-01-12,203.35949841963347
2000-01-13,210.53501178157623
2000-01-14,218.40633702924558
2000-01-17,218.3901434589418
2000-01-18,216.84354910695023
2000-01-19,211.72984451670848
2000-01-20,216.68409709389712
2000-01-21,218.68174372695168
2000-01-24,216.56715493031348
2000-01-25,208.87678640431403
2000-01-26,210.79868095999234
2000-01-27,217.59716825445344
2000-01-28,217.12023829776632
2000-01-31,212.97255956025867
2000-02-01,214.68179212861975
2000-02-02,216.0782272476035
2000-02-03,218.72879931412086
2000-02-04,224.61889151062675
2000-02-07,224.2088675054017
2000-02-08,229.77064367766982
2000-02-09,235.15038876870895
2000-02-10,233.67589796430948
2000-02-11,237.57985407186166
2000-02-14,234.63423145501554
2000-02-15,235.81678410735404
2000-02-16,239.3367194768039
2000-02-17,238.88217193488552
2000-02-18,241.44799270766285
2000-02-21,239.33832873908636
2000-02-22,239.43046141519054
2000-02-23,247.50697514854576
2000-02-24,251.9994000023791
2000-02-25,251.23617405148278
2000-02-28,243.69027551470236
2000-02-29,248.57011264359977
2000-03-01,254.11961690461516
2000-03-02,252.9367294176565
2000-03-03,258.3174844510905
2000-03-06,261.32773903963187
2000-03-07,262.9247351227098
2000-03-08,261.3215721546927
2000-03-09,267.98562091545483
2000-03-10,277.44525527162835
2000-03-13,267.8677404305248
2000-03-14,271.5334146864536
2000-03-15,269.6673341215246
2000-03-16,266.2706565989239
2000-03-17,269.0719461308326
2000-03-20,267.35697204923275
2000-03-21,264.24086755673346
2000-03-22,269.4424896321196
2000-03-23,273.06982027621234
2000-03-24,285.14677744336785
2000-03-27,285.640311196518
2000-03-28,280.4886817122713
2000-03-29,280.360910816688
2000-03-30,267.04406625788545
2000-03-31,270.06695442194837
2000-04-03,267.0975425562753
2000-04-04,261.7582374384623
2000-04-05,251.6051910699267
2000-04-06,259.346965344562
2000-04-07,262.7797900413337
2000-04-10,267.291789652543
2000-04-11,256.54054616325595
2000-04-12,256.63442551055994
2000-04-13,251.77009408411308
2000-04-14,246.71685004850494
2000-04-17,228.52365144163576
2000-04-18,231.84514963585318
2000-04-19,232.3624817563112
2000-04-20,231.44090398130427
2000-04-21,231.88613461710176
2000-04-24,229.10500773694005
2000-04-25,232.3160207383254
2000-04-26,238.3941202502623
2000-04-27,237.93675588223655
2000-04-28,244.11402663189887
2000-05-01,244.74262064864698
2000-05-02,248.0934187303225
2000-05-03,249.03097350170088
2000-05-04,248.3971192985949
2000-05-05,245.35898128473846
2000-05-08,247.42055986865796
2000-05-09,245.6269565608442
2000-05-10,240.87427284642547
2000-05-11,242.4962897723787
2000-05-12,243.06085386287089
2000-05-15,240.77391252797707
2000-05-16,249.6419102535042
2000-05-17,248.6901003845048
2000-05-18,244.96451063677785
2000-05-19,232.98085652550458
2000-05-22,226.1930278116635
2000-05-23,221.68765730871377
2000-05-24,217.10909464677763
2000-05-25,224.9051701176109
2000-05-26,223.8907065056849
2000-05-29,223.3564267427802
2000-05-30,230.3842897637596
2000-05-31,232.82293064269132
2000-06-01,234.8478108295391
2000-06-02,241.41941137174814
2000-06-05,243.75441878054963
2000-06-06,233.44765028198412
2000-06-07,231.87799302320357
2000-06-08,234.950227012793
2000-06-09,235.43635063697877
2000-06-12,234.6910477877885
2000-06-13,227.8831672686373
2000-06-14,227.3037996708577
2000-06-15,227.85853598401354
2000-06-16,226.62862019111867
