Date,EMERGING MARKETS EQUAL COUNTRY WEIGHTED
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1012.1422120894501
1999-01-05,1024.8493524202584
1999-01-06,1046.9336211369075
1999-01-07,1059.0356471246903
1999-01-08,1054.0190567920417
1999-01-11,1044.4581857146225
1999-01-12,1023.0426067259202
1999-01-13,967.3405417663985
1999-01-14,957.1509264277355
1999-01-15,969.5885229504296
1999-01-18,986.5085535192821
1999-01-19,986.0229775998207
1999-01-20,999.2867400233599
1999-01-21,988.1555265942118
1999-01-22,967.118712058484
1999-01-25,955.7584199823377
1999-01-26,966.643693519155
1999-01-27,976.7992438325671
1999-01-28,971.086593627338
1999-01-29,973.6803203005288
1999-02-01,983.4997331012473
1999-02-02,977.758849444583
1999-02-03,977.7238910654199
1999-02-04,974.3028192371122
1999-02-05,966.5977479864365
1999-02-08,965.0901482880714
1999-02-09,962.3806738642866
1999-02-10,970.0270709876193
1999-02-11,981.1197861002951
1999-02-12,988.8302653724361
1999-02-15,989.8770650169421
1999-02-16,994.9905561182658
1999-02-17,991.5539812930664
1999-02-18,989.0222054473041
1999-02-19,986.6792880187388
1999-02-22,988.2912715291403
1999-02-23,977.8597145069373
1999-02-24,980.7444407932127
1999-02-25,975.2543338009752
1999-02-26,980.1136871841669
1999-03-01,986.367206760969
1999-03-02,985.4011940035817
1999-03-03,990.9690021591597
1999-03-04,988.069037242851
1999-03-05,996.6541853415122
1999-03-08,1012.9975596880843
1999-03-09,1023.2085957894539
1999-03-10,1031.1817584247142
1999-03-11,1039.0527765048491
1999-03-12,1045.9387581067601
1999-03-15,1053.896230601384
1999-03-16,1058.0993483203831
1999-03-17,1067.1391446242487
1999-03-18,1069.0957422066035
1999-03-19,1080.8901388233055
1999-03-22,1077.2010282101928
1999-03-23,1069.3271997868842
1999-03-24,1055.6543744351213
1999-03-25,1069.6577795387984
1999-03-26,1065.9812871420622
1999-03-29,1065.876780169845
1999-03-30,1076.02802982775
1999-03-31,1077.6606470418692
1999-04-01,1077.1961258598187
1999-04-02,1083.5392849737987
1999-04-05,1086.1141355399152
1999-04-06,1092.4659359520058
1999-04-07,1102.2951155662106
1999-04-08,1106.605397375647
1999-04-09,1104.7043471497507
1999-04-12,1103.9090479654617
1999-04-13,1103.864360609052
1999-04-14,1118.2867867053592
1999-04-15,1127.7765804415556
1999-04-16,1163.5448107782247
1999-04-19,1183.9809219026406
1999-04-20,1184.0645168657381
1999-04-21,1173.6929521224927
1999-04-22,1182.43590105042
1999-04-23,1192.2459319047289
1999-04-26,1193.9896891697106
1999-04-27,1196.7577352069493
1999-04-28,1203.271943809553
1999-04-29,1205.677406791971
1999-04-30,1227.8040961308764
1999-05-03,1242.2322171998342
1999-05-04,1268.0754870656601
1999-05-05,1280.8904482659666
1999-05-06,1304.6518336112758
1999-05-07,1305.03572885053
1999-05-10,1313.8668815167948
1999-05-11,1310.9653195999224
1999-05-12,1282.4633399796999
1999-05-13,1287.6354715576997
1999-05-14,1292.6191675478365
1999-05-17,1288.7428305365777
1999-05-18,1305.7252120431226
1999-05-19,1296.1988312300155
1999-05-20,1288.8375695693617
1999-05-21,1279.368661189101
1999-05-24,1276.1638194961276
1999-05-25,1255.6328834883095
1999-05-26,1248.585197892435
1999-05-27,1240.7013519255079
1999-05-28,1230.3504336981116
1999-05-31,1237.4992565267537
1999-06-01,1240.6038201287345
1999-06-02,1233.0083924553633
1999-06-03,1241.1404144649712
1999-06-04,1251.860284308938
1999-06-07,1261.8595719319278
1999-06-08,1276.9092844584484
1999-06-09,1269.78023310583
1999-06-10,1280.5827919892054
1999-06-11,1280.8798061080638
1999-06-14,1279.9472580122604
1999-06-15,1274.5500549752687
1999-06-16,1287.832763564016
1999-06-17,1304.1968265799928
1999-06-18,1312.5737749397188
1999-06-21,1331.9784794598286
1999-06-22,1336.1829522606877
1999-06-23,1321.118060086299
1999-06-24,1315.5200156172275
1999-06-25,1304.2937570491956
1999-06-28,1312.933167941131
1999-06-29,1315.6846253345043
1999-06-30,1319.0510557718826
1999-07-01,1336.6183777194608
1999-07-02,1344.3154330300738
1999-07-05,1363.1109378419264
1999-07-06,1361.3693321133817
1999-07-07,1352.4068926254133
1999-07-08,1347.176589511387
1999-07-09,1351.7885977898163
1999-07-12,1354.3357232021208
1999-07-13,1340.6274668627636
1999-07-14,1340.868310205576
1999-07-15,1351.3686217371285
1999-07-16,1349.1026938804364
1999-07-19,1350.8068314470383
1999-07-20,1347.4791168511172
1999-07-21,1343.7090536263527
1999-07-22,1341.2367697271754
1999-07-23,1323.8412852983324
1999-07-26,1303.745542779243
1999-07-27,1299.2978829843255
1999-07-28,1311.506381598373
1999-07-29,1309.947995155952
1999-07-30,1309.0303240001474
1999-08-02,1295.557076275459
1999-08-03,1300.2789245965628
1999-08-04,1296.6982509573238
