Date,BOTSWANA
2008-11-25,1000.0
2008-11-26,999.6033320111068
2008-11-27,992.8436288952478
2008-11-28,967.2213599389153
2008-12-01,954.3946245434279
2008-12-02,944.0854423066062
2008-12-03,940.9433047122467
2008-12-04,937.9031001735966
2008-12-05,939.4232024429217
2008-12-08,927.7141041117075
2008-12-09,921.1279898178349
2008-12-10,908.7348014508974
2008-12-11,912.4550790266155
2008-12-12,834.2411632560347
2008-12-15,832.0307810902392
2008-12-16,815.9081725816386
2008-12-17,822.3934880638253
2008-12-18,837.756391950551
2008-12-19,838.0287922031865
2008-12-22,826.5658981373401
2008-12-23,826.0994045073639
2008-12-24,821.7976022661261
2008-12-25,821.7976022661261
2008-12-26,821.7976022661261
2008-12-29,826.8335125059798
2008-12-30,828.7219788459248
2008-12-31,833.128400305797
2009-01-01,833.128400305797
2009-01-02,835.9610998157148
2009-01-05,824.3155573860531
2009-01-06,849.2863245638505
2009-01-07,861.3687815495214
2009-01-08,848.7197815019896
2009-01-09,850.6851688771388
2009-01-12,829.0659077504961
2009-01-13,842.9040259553831
2009-01-14,841.9005687816268
2009-01-15,831.0770043513808
2009-01-16,848.0445492760888
2009-01-19,831.2964992965817
2009-01-20,814.4592786992323
2009-01-21,814.5442925250511
2009-01-22,825.7430413911459
2009-01-23,806.9686682921049
2009-01-26,818.4967921248494
2009-01-27,829.0367910576445
2009-01-28,835.6242903906412
2009-01-29,833.669963320659
2009-01-30,813.9381298692824
2009-02-02,810.775848396611
2009-02-03,816.0685104420127
2009-02-04,816.7221496173768
2009-02-05,816.8094936703845
2009-02-06,808.427514209721
2009-02-09,825.0590693104472
2009-02-10,819.8839910846127
2009-02-11,793.2649225682488
2009-02-12,784.7656555407318
2009-02-13,779.119883261331
2009-02-16,769.0888237999407
2009-02-17,755.3808400539231
2009-02-18,734.9013618156396
2009-02-19,746.2304700302416
2009-02-20,736.0938995224398
2009-02-23,746.8267388836418
2009-02-24,741.4603192030406
2009-02-25,742.4386997775883
2009-02-26,743.0324132520204
2009-02-27,743.3292699892366
2009-03-02,724.033582070187
2009-03-03,725.2210090190515
2009-03-04,717.2058771142155
2009-03-05,715.4247366909185
2009-03-06,716.9090203769993
2009-03-09,719.5807310119446
2009-03-10,727.5869679386085
2009-03-11,738.332893288799
2009-03-12,742.2235814171955
2009-03-13,750.0049576739888
2009-03-16,752.3992272914636
2009-03-17,745.722800447786
2009-03-18,749.8838682860757
2009-03-19,770.0947692149117
2009-03-20,764.1503865887834
2009-03-23,772.9896390411781
2009-03-24,770.6139505616047
2009-03-25,763.7027787016865
2009-03-26,762.3633348729452
2009-03-27,749.8608087861654
2009-03-30,739.9750904849907
2009-03-31,753.6406422542615
2009-04-01,753.4801641340606
2009-04-02,760.1378836020143
2009-04-03,767.0850691337921
2009-04-06,774.6111867932178
2009-04-07,763.9009424317272
2009-04-08,753.9707826497397
2009-04-09,761.6818474722937
2009-04-10,761.6818474722937
2009-04-13,761.6818474722937
2009-04-14,773.2404612650878
2009-04-15,763.9903371647199
2009-04-16,776.7235094507984
2009-04-17,774.4083872169659
2009-04-20,765.7266788400942
2009-04-21,768.589390821388
2009-04-22,773.2404612650878
2009-04-23,777.8915317087875
2009-04-24,785.7402130825308
2009-04-27,783.1239859579496
2009-04-28,787.7750564016495
2009-04-29,799.6934244136302
2009-04-30,791.5017879550893
2009-05-01,791.5017879550893
2009-05-04,801.8257243197208
2009-05-05,803.5463803804927
2009-05-06,795.5166520968903
2009-05-07,802.9728283602354
2009-05-08,799.5315162386916
2009-05-11,798.9579642184343
2009-05-12,800.105068258949
2009-05-13,796.0902041171478
2009-05-14,799.3724217467503
2009-05-15,799.3724217467503
2009-05-18,798.7910599854799
2009-05-19,806.3487628819946
2009-05-20,812.1623804946981
2009-05-21,812.1623804946981
2009-05-22,824.9523392426463
2009-05-25,820.3014451524834
2009-05-26,818.5573598686722
2009-05-27,824.9523392426463
2009-05-28,831.9286803778907
2009-05-29,847.9171920148858
2009-06-01,848.5011570231605
2009-06-02,843.2454719486882
2009-06-03,852.9044778612563
2009-06-04,853.4959511468744
2009-06-05,853.4959511468744
2009-06-08,841.075012148895
2009-06-09,840.913966612382
2009-06-10,842.6732008521568
2009-06-11,842.0867894388987
2009-06-12,843.8460236786735
2009-06-15,841.5003780256404
2009-06-16,845.6052579184483
2009-06-17,841.5003780256403
2009-06-18,840.9139666123821
2009-06-19,836.1907725112037
2009-06-22,833.8485014397438
2009-06-23,833.2629336718787
2009-06-24,864.8414244744455
2009-06-25,859.4361655714802
2009-06-26,873.2496049901692
2009-06-29,879.8195733913742
2009-06-30,897.5139547535949
