Date,AC ASEAN IMI MINIMUM VOL (USD)
2007-05-31,1000.0
2007-06-01,1011.9410980054937
2007-06-04,1023.9691439131929
2007-06-05,1021.471963503422
2007-06-06,1018.1667977047579
2007-06-07,1011.6242291476108
2007-06-08,995.0525801094751
2007-06-11,1003.5562864660636
2007-06-12,1010.7854497727808
2007-06-13,1000.1845031846314
2007-06-14,1009.8485500925668
2007-06-15,1014.9432619302739
2007-06-18,1033.345950464854
2007-06-19,1034.758836418408
2007-06-20,1046.274879900365
2007-06-21,1041.9375403901465
2007-06-22,1040.819463502267
2007-06-25,1032.0374845745027
2007-06-26,1021.7325500816919
2007-06-27,1014.7195070335943
2007-06-28,1022.5870611759069
2007-06-29,1030.9266277239997
2007-07-02,1041.8654124771022
2007-07-03,1053.1600470950693
2007-07-04,1052.7645145052265
2007-07-05,1053.9841665807494
2007-07-06,1055.0963151942924
2007-07-09,1068.938725688356
2007-07-10,1072.7651144241038
2007-07-11,1063.8819899279072
2007-07-12,1069.5962033918076
2007-07-13,1082.6425028210294
2007-07-16,1081.433344262083
2007-07-17,1081.186165885731
2007-07-18,1069.9116500351897
2007-07-19,1075.4870410959968
2007-07-20,1089.5345993313417
2007-07-23,1093.3062047907138
2007-07-24,1102.082498975053
2007-07-25,1087.961747313293
2007-07-26,1079.4474916855502
2007-07-27,1052.2226442212252
2007-07-30,1053.7160456598483
2007-07-31,1062.6997909984163
2007-08-01,1028.4865537275302
2007-08-02,1027.3829467011642
2007-08-03,1034.1309834954445
2007-08-06,1001.6047890221357
2007-08-07,1002.446990659603
2007-08-08,1027.4797548669608
2007-08-09,1020.4186389424673
2007-08-10,999.7570883010503
2007-08-13,1002.5993619675323
2007-08-14,998.2860466252674
2007-08-15,963.4316325668927
2007-08-16,925.3796017787578
2007-08-17,916.7976766902698
2007-08-20,963.65799464045
2007-08-21,949.708537831631
2007-08-22,975.0286513245262
2007-08-23,994.3551923012833
2007-08-24,990.3052482447833
2007-08-27,999.6274151938158
2007-08-28,993.5374112991201
2007-08-29,985.3503798966358
2007-08-30,989.3982243475663
2007-08-31,1004.4710631063651
2007-09-03,1009.4226859281864
2007-09-04,1003.017816054457
2007-09-05,1012.6399865955914
2007-09-06,1015.9928914913379
2007-09-07,1018.45243229609
2007-09-10,1006.9651183037553
2007-09-11,1013.8575705091866
2007-09-12,1021.1789834232873
2007-09-13,1026.580928423617
2007-09-14,1028.904233127096
2007-09-17,1017.1611717318916
2007-09-18,1015.7199983321115
2007-09-19,1045.0777828609878
2007-09-20,1051.6552884767739
2007-09-21,1052.511181590908
2007-09-24,1068.4354878037436
2007-09-25,1062.254315024108
2007-09-26,1072.2423259362365
2007-09-27,1086.3530148660238
2007-09-28,1088.1302342182196
2007-10-01,1107.4309604059242
2007-10-02,1116.7561753386894
2007-10-03,1112.8120354094733
2007-10-04,1116.754057475632
2007-10-05,1129.3679198307798
2007-10-08,1135.208271451613
2007-10-09,1138.7287851054143
2007-10-10,1145.1767747123654
2007-10-11,1160.4210865991788
2007-10-12,1153.9531834599152
2007-10-15,1157.644791031103
2007-10-16,1147.2779459675382
2007-10-17,1150.2043159318184
2007-10-18,1147.1113825823566
2007-10-19,1140.0111424448312
2007-10-22,1112.323617150689
2007-10-23,1121.4976865075375
2007-10-24,1118.8666666469942
2007-10-25,1142.081103859705
2007-10-26,1154.1152853031972
2007-10-29,1166.8545235982567
2007-10-30,1161.6824051237725
2007-10-31,1164.127328292995
2007-11-01,1167.1938707829881
2007-11-02,1153.4194709382848
2007-11-05,1138.1367770787087
2007-11-06,1149.446816556432
2007-11-07,1160.1835402697097
2007-11-08,1154.350485196646
2007-11-09,1148.126691350802
2007-11-12,1121.1451396589414
2007-11-13,1115.8015768629677
2007-11-14,1124.523109348367
2007-11-15,1113.2499979857434
2007-11-16,1100.554687138074
2007-11-19,1097.5214674453337
2007-11-20,1092.4486369398671
2007-11-21,1069.7140451429427
2007-11-22,1064.5114231030725
2007-11-23,1075.9522584509095
2007-11-26,1093.8309716290066
2007-11-27,1084.3261567613526
2007-11-28,1083.7996776134573
2007-11-29,1101.7924263784778
2007-11-30,1108.747816066616
2007-12-03,1113.9887578645396
2007-12-04,1123.333355053214
2007-12-05,1129.0966534565978
2007-12-06,1137.2612197003652
2007-12-07,1142.0403853592052
2007-12-10,1141.1487968842428
2007-12-11,1146.9012593481161
2007-12-12,1135.802812266717
2007-12-13,1128.0691178389363
2007-12-14,1119.4851441701492
2007-12-17,1091.1851806896245
2007-12-18,1088.5028312966926
2007-12-19,1087.559974605752
2007-12-20,1085.7876689202005
2007-12-21,1099.64012396725
2007-12-24,1108.1020415102616
2007-12-25,1113.5630818601383
2007-12-26,1121.0198874621424
2007-12-27,1129.3088244469918
2007-12-28,1130.996988519297
2007-12-31,1139.5140125379953
2008-01-01,1139.514012537995
2008-01-02,1135.0710243380413
2008-01-03,1126.4013180312415
2008-01-04,1137.172654404236
2008-01-07,1125.3285965682041
2008-01-08,1132.1902100470793
2008-01-09,1138.115813069488
2008-01-10,1130.7189042910118
2008-01-11,1134.8727265962752
2008-01-14,1127.5181086323469
2008-01-15,1113.5930207960134
2008-01-16,1082.4738431351861
2008-01-17,1093.4269728276583
2008-01-18,1082.4067926059358
2008-01-21,1043.2491526358458
2008-01-22,1008.0441904007184
2008-01-23,1031.8916782083286
2008-01-24,1046.6431300737104
2008-01-25,1081.4332573265763
2008-01-28,1060.4183954649836
2008-01-29,1068.4153061019092
2008-01-30,1067.9887798026746
2008-01-31,1076.8883803754138
2008-02-01,1088.8811129243613
2008-02-04,1105.626941352382
2008-02-05,1103.3614123755049
2008-02-06,1082.7331956222938
2008-02-07,1081.9606430997544
2008-02-08,1084.3583152034223
2008-02-11,1069.0892137077938
2008-02-12,1082.0579290465014
2008-02-13,1087.3177127517936
2008-02-14,1106.1374283061753
2008-02-15,1113.367228485022
2008-02-18,1109.9101480707463
2008-02-19,1120.2490104706255
2008-02-20,1111.1041620864833
2008-02-21,1114.4745872216683
2008-02-22,1112.6009677283114
2008-02-25,1120.2213021841426
2008-02-26,1122.5618530829968
2008-02-27,1129.1953297245925
2008-02-28,1129.845120024665
2008-02-29,1125.7530413701895
2008-03-03,1104.0264228189803
2008-03-04,1100.6373686316608
2008-03-05,1092.9568066954034
2008-03-06,1103.996557015465
2008-03-07,1094.6022980228743
2008-03-10,1047.14570439634
2008-03-11,1057.9041208547476
2008-03-12,1075.0613424765347
2008-03-13,1052.7922652246239
2008-03-14,1053.1966567132908
2008-03-17,1033.540613270659
2008-03-18,1049.5585038090708
2008-03-19,1051.6283844022814
2008-03-20,1043.653668501201
2008-03-21,1045.4066162537335
2008-03-24,1057.8818106682484
2008-03-25,1079.846469604503
2008-03-26,1087.9001668634214
2008-03-27,1092.5206893651161
2008-03-28,1099.6886244927214
2008-03-31,1095.3737977465455
2008-04-01,1096.177426737043
2008-04-02,1100.8501288053378
2008-04-03,1094.0674476996319
2008-04-04,1093.1859589904984
2008-04-07,1097.3576578654743
2008-04-08,1090.8272427290226
2008-04-09,1086.81148086147
2008-04-10,1102.2394185824694
2008-04-11,1108.030600738405
2008-04-14,1093.571641458526
2008-04-15,1099.5321987305063
2008-04-16,1115.2923996963548
2008-04-17,1124.142678497907
2008-04-18,1124.0106806234503
2008-04-21,1128.8222498279767
2008-04-22,1128.0254700976634
2008-04-23,1124.0039600868947
2008-04-24,1118.3578783680973
2008-04-25,1109.4444869800686
2008-04-28,1115.0852245509795
2008-04-29,1115.1938872324463
2008-04-30,1112.5989473569991
2008-05-01,1111.6252133585888
2008-05-02,1119.4217470571864
2008-05-05,1128.0274017760746
2008-05-06,1125.1357773910147
2008-05-07,1123.44052732774
2008-05-08,1108.0768886826186
2008-05-09,1111.960048608112
2008-05-12,1112.7641071653213
2008-05-13,1112.0499897939424
