Date,ACWI IMI MINIMUM VOLATILITY (USD)
2001-05-31,1000.0
2001-06-01,999.2263930813978
2001-06-04,1001.8251034461778
2001-06-05,1004.3452860718293
2001-06-06,998.5320610025346
2001-06-07,1002.1120005517386
2001-06-08,1000.2528630712835
2001-06-11,994.2085067422387
2001-06-12,992.9506405588338
2001-06-13,991.1292984393609
2001-06-14,987.3982652730606
2001-06-15,984.0505044536206
2001-06-18,978.8264732919056
2001-06-19,977.0822831006559
2001-06-20,978.6107759369687
2001-06-21,980.5079098320359
2001-06-22,979.4966696653721
2001-06-25,977.7855224145006
2001-06-26,978.4692683982692
2001-06-27,975.3792294759536
2001-06-28,975.0388927175993
2001-06-29,979.4012007157775
2001-07-02,982.912527353917
2001-07-03,980.741558098704
2001-07-04,977.9195121171205
2001-07-05,973.4282598859533
2001-07-06,965.7877415938975
2001-07-09,966.103239333631
2001-07-10,966.440379860191
2001-07-11,966.0612776400021
2001-07-12,969.571515285785
2001-07-13,968.8002546833609
2001-07-16,967.0550611554925
2001-07-17,967.0993819882126
2001-07-18,969.1481722442486
2001-07-19,973.1219157977712
2001-07-20,970.7279201206479
2001-07-23,957.5288198619273
2001-07-24,951.8250452182302
2001-07-25,958.6740170877574
2001-07-26,961.0588705142237
2001-07-27,962.2073702388467
2001-07-30,963.5758051678453
2001-07-31,970.7420797935018
2001-08-01,974.7533810610549
2001-08-02,981.3500144798855
2001-08-03,978.918166026874
2001-08-06,972.9419335821175
2001-08-07,973.2322046622935
2001-08-08,967.5612617275592
2001-08-09,965.4083877381491
2001-08-10,969.8315714414379
2001-08-13,969.4770816738695
2001-08-14,975.6986213409668
2001-08-15,981.0416064415247
2001-08-16,979.4296354706594
2001-08-17,973.7916190262908
2001-08-20,971.9791699487922
2001-08-21,973.5687055523115
2001-08-22,977.8088601968342
2001-08-23,973.4467932805757
2001-08-24,979.1481636704115
2001-08-27,978.4160620319008
2001-08-28,972.4011057217193
2001-08-29,968.7623613656185
2001-08-30,960.1186217296313
2001-08-31,958.4164895280676
2001-09-03,953.1395387201047
2001-09-04,957.4505128692036
2001-09-05,952.3897203537229
2001-09-06,944.0013324627768
2001-09-07,938.3213156916718
2001-09-10,929.7013746800142
2001-09-11,922.6586424998463
2001-09-12,914.806092954609
2001-09-13,918.2691924183699
2001-09-14,915.2724375844132
2001-09-17,897.1996515254159
2001-09-18,897.8670355554939
2001-09-19,894.5171052433053
2001-09-20,877.9018259131385
2001-09-21,855.1458584990448
2001-09-24,865.3662551340769
2001-09-25,874.5775885578705
2001-09-26,874.2029110387239
2001-09-27,882.332633578024
2001-09-28,898.7681711897008
2001-10-01,896.8228278648502
2001-10-02,903.5330531788537
2001-10-03,904.171471999178
2001-10-04,910.4650425702807
