Date,USA IMI ESG LEADERS
2010-08-31,100.0
2010-09-01,102.9382654585316
2010-09-02,103.94049095950483
2010-09-03,105.36552075157832
2010-09-06,105.36552075157832
2010-09-07,104.082898749469
2010-09-08,104.61383706288976
2010-09-09,105.01184962786593
2010-09-10,105.47279376404137
2010-09-13,106.81636516573889
2010-09-14,106.79205427646444
2010-09-15,107.24357044649356
2010-09-16,107.09358957082941
2010-09-17,107.41217995073922
2010-09-20,109.06389203930851
2010-09-21,108.70266210037329
2010-09-22,108.1261658665889
2010-09-23,107.25523022153384
2010-09-24,109.6480082462425
2010-09-27,109.17124168320699
2010-09-28,109.80998518629409
2010-09-29,109.63541442362875
2010-09-30,109.32049632563364
2010-10-01,109.79020648318986
2010-10-04,108.885301279631
2010-10-05,111.15974750014126
2010-10-06,111.01926889617117
2010-10-07,110.76778109629528
2010-10-08,111.59934419471338
2010-10-11,111.64557706219229
2010-10-12,111.98229406098856
2010-10-13,112.93352189169106
2010-10-14,112.64965582851686
2010-10-15,112.93391998561741
2010-10-18,113.74007033966532
2010-10-19,112.00662623747253
2010-10-20,113.20612120903282
2010-10-21,113.45167964191955
2010-10-22,113.80546098868109
2010-10-25,114.09540557155485
2010-10-26,113.91283027148746
2010-10-27,113.57368468799794
2010-10-28,113.60819560148293
2010-10-29,113.76268439251699
2010-11-01,113.7539597692272
2010-11-02,114.75432821301123
2010-11-03,115.11071855653975
2010-11-04,117.3064560604434
2010-11-05,117.86267653594635
2010-11-08,117.64322834626691
2010-11-09,116.60739125777955
2010-11-10,117.2220413329943
2010-11-11,116.52384393448672
2010-11-12,115.04655809643586
2010-11-15,115.0623932047829
2010-11-16,113.16449284617627
2010-11-17,113.41492997873983
2010-11-18,115.03478242045874
2010-11-19,115.46409654291095
2010-11-22,115.4572409575089
2010-11-23,113.94201475121841
2010-11-24,115.7667643460135
2010-11-25,115.7667643460135
2010-11-26,114.97972224657468
2010-11-29,114.76148186816125
2010-11-30,114.05555849253668
2010-12-01,116.32358437321962
2010-12-02,117.79413144593494
2010-12-03,118.18679780814745
2010-12-06,118.13663347009962
2010-12-07,118.19495318052454
2010-12-08,118.5603531688231
2010-12-09,118.99477400886667
2010-12-10,119.66587536698373
2010-12-13,119.55889692445811
2010-12-14,119.71812229543286
2010-12-15,119.19935716355228
2010-12-16,120.0487340921121
2010-12-17,120.30921159892334
2010-12-20,120.5736192088325
2010-12-21,121.29534452781459
2010-12-22,121.47772337865914
2010-12-23,121.25698533638875
2010-12-24,121.25698533638875
2010-12-27,121.33308726659436
2010-12-28,121.29759877023696
2010-12-29,121.47302504917934
2010-12-30,121.31469545982499
2010-12-31,121.16909169206183
2011-01-03,122.43126943622211
2011-01-04,121.83917946076336
2011-01-05,122.51404889498025
2011-01-06,122.1155179339615
2011-01-07,121.83329554738617
2011-01-10,121.80533089956721
2011-01-11,122.22138043037823
2011-01-12,123.26881759484374
2011-01-13,123.10830601778534
2011-01-14,123.8945470493754
2011-01-17,123.8945470493754
2011-01-18,124.24788263976296
2011-01-19,122.90033016912938
2011-01-20,122.6423892414033
2011-01-21,122.66970943960216
2011-01-24,123.45990508990312
2011-01-25,123.46635619457813
2011-01-26,124.05079484762268
2011-01-27,124.17307873586536
2011-01-28,121.92286690608677
2011-01-31,122.85251660685753
2011-02-01,124.63230852446905
2011-02-02,124.2296898375741
2011-02-03,124.52602657641742
2011-02-04,125.02488653331305
2011-02-07,125.8659080373742
2011-02-08,126.47079806601366
2011-02-09,126.050839844185
2011-02-10,126.1134308410077
2011-02-11,127.03690438746652
2011-02-14,127.21760425994947
2011-02-15,126.67431206267712
2011-02-16,127.53177025914412
2011-02-17,127.84210771476785
2011-02-18,128.1671092143718
2011-02-21,128.1671092143718
2011-02-22,125.42525639690842
2011-02-23,124.13255574476531
2011-02-24,124.08535498126814
2011-02-25,125.73426028612423
2011-02-28,126.33755094323512
2011-03-01,124.18365280652883
2011-03-02,124.49252258017152
2011-03-03,126.6871268056942
2011-03-04,125.82633774733013
2011-03-07,124.60608600382359
2011-03-08,125.79625459493366
2011-03-09,125.77720255255453
2011-03-10,123.46009251279277
2011-03-11,124.27547408959636
2011-03-14,123.48685183935723
2011-03-15,122.21065836351924
2011-03-16,120.14365055597177
2011-03-17,121.4172578140054
2011-03-18,122.13089269930023
2011-03-21,123.94869484552544
2011-03-22,123.47036573569196
2011-03-23,123.7836809047594
2011-03-24,124.91441923652211
2011-03-25,125.4564191118489
2011-03-28,124.98877183224724
2011-03-29,125.86808861172774
2011-03-30,126.82780322046649
2011-03-31,126.81299299928328
2011-04-01,127.61062451515035
2011-04-04,127.73089488912716
2011-04-05,127.69844783801786
2011-04-06,128.0025577145227
2011-04-07,127.65632375565882
2011-04-08,127.02759178951342
2011-04-11,126.69576196250003
2011-04-12,125.81818972014865
2011-04-13,126.01205693513299
2011-04-14,126.14819464709929
2011-04-15,126.71142114574496
2011-04-18,125.23823820921272
2011-04-19,125.80520581569529
2011-04-20,127.54974542017193
2011-04-21,128.17009136460155
2011-04-22,128.17009136460155
2011-04-25,127.9590371226106
2011-04-26,129.2985900172322
2011-04-27,130.0614260972603
2011-04-28,130.58692885638993
2011-04-29,130.96510552174496
2011-05-02,130.68266819624523
2011-05-03,130.08895451021093
2011-05-04,129.17807517161927
2011-05-05,128.3027488423486
2011-05-06,128.82042652299467
2011-05-09,129.59185805307214
2011-05-10,130.83986454777994
2011-05-11,129.54163612948065
2011-05-12,130.32041216240745
2011-05-13,129.16371774070575
2011-05-16,128.34923952932056
2011-05-17,128.09432370576195
2011-05-18,129.3280329623007
2011-05-19,129.569430664705
2011-05-20,128.62887124507736
2011-05-23,126.97012426551403
2011-05-24,126.83160652151899
2011-05-25,127.32366940853082
2011-05-26,127.88949136495462
2011-05-27,128.41436895378123
2011-05-30,128.41436895378123
2011-05-31,129.69082635569262
2011-06-01,126.61365030936611
2011-06-02,126.5280874900226
2011-06-03,125.07777881592902
2011-06-06,123.83204923871158
2011-06-07,123.84537961782047
2011-06-08,123.03687694200839
2011-06-09,123.8267854171581
2011-06-10,121.9750645860528
2011-06-13,121.89000844193689
