Date,SWEDEN IMI ESG LEADERS
2014-11-25,1000.0
2014-11-26,1000.4040037474957
2014-11-27,998.2102181063445
2014-11-28,991.4156929776792
2014-12-01,988.7105373811444
2014-12-02,977.9061250224523
2014-12-03,987.8329166874903
2014-12-04,982.2985347320413
2014-12-05,989.7263828273083
2014-12-08,987.0250398078833
2014-12-09,986.0750752441605
2014-12-10,983.4280628515933
2014-12-11,978.4770618022026
2014-12-12,962.828131377123
2014-12-15,940.1814433088578
2014-12-16,944.0162758912887
2014-12-17,931.4158466917007
2014-12-18,950.6382764965674
2014-12-19,955.3256260926555
2014-12-22,953.6109792232646
2014-12-23,959.0227507787613
2014-12-24,955.4967289380047
2014-12-25,955.4967289380049
2014-12-26,951.2935214432172
2014-12-29,960.3934911939965
2014-12-30,961.3861042394709
2014-12-31,951.8437799269614
2015-01-01,951.8437799269614
2015-01-02,944.2191589342199
2015-01-05,936.1512844423983
2015-01-06,937.3413147877264
2015-01-07,905.3645348930686
2015-01-08,919.3782941377691
2015-01-09,913.1809326483685
2015-01-12,912.5941360392652
2015-01-13,924.213518866392
2015-01-14,900.9582619631345
2015-01-15,906.472736268354
2015-01-16,912.0536911138266
2015-01-19,919.5734274375212
2015-01-20,923.4515596688236
2015-01-21,927.2463677700064
2015-01-22,945.4619554391894
2015-01-23,941.0636166449068
2015-01-26,949.418383092325
2015-01-27,953.9722397393285
2015-01-28,971.0887858245941
2015-01-29,973.629140123031
2015-01-30,974.8022539791916
2015-02-02,977.7569128269854
2015-02-03,994.4635966434262
2015-02-04,982.8202043551414
2015-02-05,986.9695791468205
2015-02-06,984.4877521991192
2015-02-09,979.2067452224644
2015-02-10,992.8726998358126
2015-02-11,976.9342185111921
2015-02-12,990.3345427668035
2015-02-13,1010.1895747803804
2015-02-16,1013.2205151651493
2015-02-17,1011.6563311202129
2015-02-18,1015.7019766333297
2015-02-19,1020.8417577623424
2015-02-20,1024.1239776507205
2015-02-23,1028.774012382076
2015-02-24,1032.6659543826445
2015-02-25,1041.2100013228383
2015-02-26,1038.5366039959306
2015-02-27,1048.1160753657268
2015-03-02,1045.8356335302606
2015-03-03,1035.9826940007986
2015-03-04,1026.0164482253144
2015-03-05,1031.490014865094
2015-03-06,1009.5762733269373
2015-03-09,1005.6732287731485
2015-03-10,988.0053429728135
2015-03-11,995.5569919486425
2015-03-12,995.1758136530093
2015-03-13,988.772158251864
2015-03-16,1005.5942615884054
2015-03-17,993.3199020407908
2015-03-18,999.4021256696835
2015-03-19,1010.917615431169
2015-03-20,1022.0624923420522
2015-03-23,1030.530491889499
2015-03-24,1035.713379982531
2015-03-25,1035.4550930117296
2015-03-26,1013.9916929923967
2015-03-27,1007.3195173055846
2015-03-30,1020.3747001846993
2015-03-31,1006.5099645038694
2015-04-01,1008.1518325392996
2015-04-02,1014.6320626636134
2015-04-03,1014.6320626636134
2015-04-06,1031.4620554978071
2015-04-07,1025.8918809444326
2015-04-08,1015.5451012082071
2015-04-09,1017.2838310759446
2015-04-10,1013.3871734225218
2015-04-13,1012.2759012980963
2015-04-14,1022.2059493964794
2015-04-15,1022.7634489779094
2015-04-16,1032.4170658181654
2015-04-17,1008.600196550961
2015-04-20,1018.4914462702253
2015-04-21,1034.9287179104558
2015-04-22,1035.0731955035046
2015-04-23,1040.786430772681
2015-04-24,1052.0251864876686
2015-04-27,1071.007959159501
2015-04-28,1051.6707583804143
2015-04-29,1046.7124760497052
2015-04-30,1044.5450020248732
2015-05-01,1042.2172729906083
2015-05-04,1046.7740778517616
2015-05-05,1023.1159731881097
2015-05-06,1031.7092598795234
2015-05-07,1023.1138934226028
2015-05-08,1043.7695919764033
2015-05-11,1039.7032768657114
2015-05-12,1024.9634098688632
2015-05-13,1046.7730663094626
2015-05-14,1043.7831748350945
2015-05-15,1047.0859264337687
2015-05-18,1052.5761685116258
2015-05-19,1044.2614292377107
2015-05-20,1046.8123467628786
2015-05-21,1055.3584502119902
2015-05-22,1053.8003235628455
2015-05-25,1055.2132634960897
2015-05-26,1038.323614239131
2015-05-27,1045.8911199774873
2015-05-28,1046.8945070040088
2015-05-29,1028.4629079536112
2015-06-01,1025.520517432856
2015-06-02,1031.360791872003
2015-06-03,1051.6830879298514
2015-06-04,1050.3465250810482
2015-06-05,1014.4521404309168
2015-06-08,1009.7753997894547
2015-06-09,1013.6831041601055
2015-06-10,1035.6337607307073
