Date,KOKUSAI QUALITY
1998-12-31,1000.0
1999-01-01,999.999943436959
1999-01-04,1002.2293201491125
1999-01-05,1014.4782278461488
1999-01-06,1039.5156926570467
1999-01-07,1041.009446407888
1999-01-08,1051.7521889729999
1999-01-11,1045.5969780449905
1999-01-12,1025.2563374349072
1999-01-13,1005.8023312765315
1999-01-14,992.7667907708166
1999-01-15,1020.4412408864684
1999-01-18,1025.5109173117178
1999-01-19,1033.7051115070542
1999-01-20,1039.613729963873
1999-01-21,1018.1500255999517
1999-01-22,1003.2331386993512
1999-01-25,1014.7738260623389
1999-01-26,1034.0711446070322
1999-01-27,1040.5203901986167
1999-01-28,1066.3759537032022
1999-01-29,1081.1506475449105
1999-02-01,1087.1495909788362
1999-02-02,1073.3083551511413
1999-02-03,1074.126609570379
1999-02-04,1063.0096106487085
1999-02-05,1048.3204740756848
1999-02-08,1052.8367201286128
1999-02-09,1025.2603607423882
1999-02-10,1026.572619327825
1999-02-11,1052.1389700139903
1999-02-12,1041.1418096558323
1999-02-15,1045.6279344178513
1999-02-16,1057.4212295283314
1999-02-17,1038.9636209338678
1999-02-18,1044.6714051447025
1999-02-19,1058.3460378433228
1999-02-22,1087.9177747343615
1999-02-23,1100.3475626094278
1999-02-24,1094.1090753174776
1999-02-25,1077.4068474282656
1999-02-26,1074.5335474487408
1999-03-01,1071.57184462704
1999-03-02,1065.991152822498
1999-03-03,1064.6863241157926
1999-03-04,1084.9608729716083
1999-03-05,1105.9629007992437
1999-03-08,1110.1769401034232
1999-03-09,1111.4675221141172
1999-03-10,1102.5454206912725
1999-03-11,1121.6052432398546
1999-03-12,1106.5159454068805
1999-03-15,1115.9003540946856
1999-03-16,1122.5685284069752
1999-03-17,1102.5402724380424
1999-03-18,1114.7382925901309
1999-03-19,1109.8906998237167
1999-03-22,1110.4140790443926
1999-03-23,1086.2384396457871
1999-03-24,1090.1885817313632
1999-03-25,1114.205935687349
1999-03-26,1119.8833476276168
1999-03-29,1146.231178870412
1999-03-30,1141.214068696857
1999-03-31,1128.7284574669382
1999-04-01,1133.1023323411264
1999-04-02,1135.1455055046847
1999-04-05,1156.585818490791
1999-04-06,1152.4229337766874
1999-04-07,1152.0531090096092
1999-04-08,1161.9619877093078
1999-04-09,1173.446356326584
1999-04-12,1168.7006979729022
1999-04-13,1170.85503561863
1999-04-14,1141.2694985179096
1999-04-15,1130.2375804378944
1999-04-16,1123.7321151120284
1999-04-19,1096.1341871283187
1999-04-20,1102.921745336347
1999-04-21,1138.7939450343968
1999-04-22,1163.9597738951645
1999-04-23,1154.5033608720373
1999-04-26,1170.1240547074974
1999-04-27,1164.30827705938
1999-04-28,1145.388660004965
1999-04-29,1138.7926029687835
1999-04-30,1140.0712736967048
1999-05-03,1149.0043792469914
1999-05-04,1132.3163812926527
