Date,EUROPE ex SWIZERLAND QUALITY
1998-12-31,1000.0
1999-01-01,999.9999568508041
1999-01-04,1017.0369876379777
1999-01-05,1024.3998761075322
1999-01-06,1048.8705800170462
1999-01-07,1046.4491301948094
1999-01-08,1053.9082242221232
1999-01-11,1043.0118992319444
1999-01-12,1023.8760370962956
1999-01-13,982.0810541883043
1999-01-14,981.8753487394926
1999-01-15,999.1765461488204
1999-01-18,1025.4347054850355
1999-01-19,1020.9259578805701
1999-01-20,1025.6391925236555
1999-01-21,1016.260223174548
1999-01-22,991.5596945180247
1999-01-25,999.7539645931015
1999-01-26,1005.018153299092
1999-01-27,1016.494394168589
1999-01-28,1025.6177682895823
1999-01-29,1029.5065837302307
1999-02-01,1044.6194641123525
1999-02-02,1030.4789714788205
1999-02-03,1012.1909336685703
1999-02-04,1016.7191630858532
1999-02-05,1005.4870346112702
1999-02-08,1000.0009089893127
1999-02-09,982.0046370831842
1999-02-10,974.23083760738
1999-02-11,992.4006986127584
1999-02-12,1000.9893603719198
1999-02-15,1010.4119112264473
1999-02-16,1023.8077852713161
1999-02-17,1012.30766217858
1999-02-18,1011.915939952781
1999-02-19,1019.2048937072884
1999-02-22,1038.915712664017
1999-02-23,1053.3056685282613
1999-02-24,1067.6687089492666
1999-02-25,1043.6780527913807
1999-02-26,1037.6737883251924
1999-03-01,1024.4860279954426
1999-03-02,1032.558391784454
1999-03-03,1024.2768226083588
1999-03-04,1029.4995940538208
1999-03-05,1048.3235647542497
1999-03-08,1044.0249315412555
1999-03-09,1052.8499268207727
1999-03-10,1045.3099791717873
1999-03-11,1054.656711594626
1999-03-12,1049.400456087376
1999-03-15,1039.8386964659971
1999-03-16,1042.4134214855414
1999-03-17,1026.2470387813514
1999-03-18,1020.2762619939996
1999-03-19,1037.2392518513775
1999-03-22,1032.1909487086332
1999-03-23,1016.9395274864825
1999-03-24,1006.8235864314167
1999-03-25,1022.4685293954988
1999-03-26,1032.1793384509767
1999-03-29,1054.161074646913
1999-03-30,1054.0752408376648
1999-03-31,1067.7966491882637
1999-04-01,1070.6279020899576
1999-04-02,1071.4559294412738
1999-04-05,1073.8535459039858
1999-04-06,1083.8302368555412
1999-04-07,1080.2337728472835
1999-04-08,1080.6606705695367
1999-04-09,1087.920573640404
1999-04-12,1079.0834740198818
1999-04-13,1096.7285184782995
1999-04-14,1092.9620948264194
1999-04-15,1078.2862078741746
1999-04-16,1066.7577833157425
1999-04-19,1079.92930986012
1999-04-20,1051.3356363662188
1999-04-21,1068.1541473805896
1999-04-22,1091.8857505946785
1999-04-23,1084.4238264870974
1999-04-26,1091.8331580082258
1999-04-27,1106.7859558434745
1999-04-28,1099.9491340667357
1999-04-29,1084.137170856798
1999-04-30,1091.6683381627327
1999-05-03,1094.1369221133464
1999-05-04,1092.3648981478993
1999-05-05,1072.4002781174736
1999-05-06,1073.3599231246433
1999-05-07,1071.1773346638658
1999-05-10,1071.378357652453
1999-05-11,1081.128743648907
1999-05-12,1085.8945361083456
1999-05-13,1099.6269353574353
1999-05-14,1078.146145927118
1999-05-17,1060.4339721070496
1999-05-18,1071.023957878652
1999-05-19,1081.5442856104132
1999-05-20,1096.6936156049394
1999-05-21,1095.5692583046657
1999-05-24,1077.4400310625585
1999-05-25,1069.1284860223761
1999-05-26,1069.3801370776093
1999-05-27,1061.4890471905162
1999-05-28,1068.8138268249436
1999-05-31,1071.5618211998608
1999-06-01,1072.6384826508104
1999-06-02,1089.1278721638607
1999-06-03,1098.1922472639546
1999-06-04,1106.9186284451557
1999-06-07,1114.6973206840419
1999-06-08,1113.0795348478612
1999-06-09,1118.4652856426028
1999-06-10,1107.3368590056705
1999-06-11,1120.5156770623087
1999-06-14,1115.650414820239
1999-06-15,1111.8055192896977
1999-06-16,1127.0646022472022
1999-06-17,1126.9705308957168
1999-06-18,1129.6441930895433
1999-06-21,1149.5238585173722
1999-06-22,1143.829822872672
1999-06-23,1127.0108766611722
1999-06-24,1115.1099655534633
1999-06-25,1115.4965947358749
1999-06-28,1117.5622994885382
1999-06-29,1112.6130103628898
1999-06-30,1108.5081426553186
1999-07-01,1135.977559309825
1999-07-02,1142.1919482423252
1999-07-05,1158.8961819489843
1999-07-06,1155.3152298374266
1999-07-07,1147.2044910984678
1999-07-08,1138.987489640387
1999-07-09,1139.1460633477436
1999-07-12,1143.2214446090534
1999-07-13,1126.0517891168038
1999-07-14,1128.600243705093
1999-07-15,1139.1634969576728
1999-07-16,1138.3262330686794
1999-07-19,1137.802408177841
1999-07-20,1110.8937215879105
1999-07-21,1095.3404796003192
1999-07-22,1089.5383056290052
1999-07-23,1081.0363470092857
1999-07-26,1068.9047092169728
1999-07-27,1080.2615909291394
1999-07-28,1088.2341122708972
1999-07-29,1063.0268373538825
1999-07-30,1081.2918874639101
1999-08-02,1080.582716134422
1999-08-03,1075.686094762279
1999-08-04,1064.4466523797125
1999-08-05,1031.1345106453114
1999-08-06,1036.6917877656895
1999-08-09,1047.6125406285953
1999-08-10,1025.499618755954
1999-08-11,1033.2893168704977
1999-08-12,1052.730540914419
1999-08-13,1070.9432050151424
1999-08-16,1076.9099196846341
1999-08-17,1079.204859346125
1999-08-18,1077.8251002224858
1999-08-19,1064.0502398512535
1999-08-20,1073.1759668345899
1999-08-23,1091.5352092752362
1999-08-24,1091.50938534492
1999-08-25,1107.2279677310762
1999-08-26,1119.7913116441516
1999-08-27,1118.5697314884783
1999-08-30,1114.6035694662278
1999-08-31,1090.2875233182383
1999-09-01,1093.722495231394
1999-09-02,1076.3093744800121
1999-09-03,1106.0677578755842
1999-09-06,1123.0344690102554
1999-09-07,1116.2062094299379
1999-09-08,1112.2750038451723
1999-09-09,1121.072141909376
1999-09-10,1120.433751488278
1999-09-13,1121.7453353902808
1999-09-14,1111.059851581156
1999-09-15,1107.018480498015
1999-09-16,1102.8395504507353
1999-09-17,1110.6747417758695
1999-09-20,1124.4061577837415
1999-09-21,1113.8997539886298
1999-09-22,1104.8724002355577
1999-09-23,1121.0842709257797
1999-09-24,1103.2564652058597
1999-09-27,1120.4625332297667
1999-09-28,1108.4479867590462
1999-09-29,1099.8344193330327
1999-09-30,1093.5192433958618
1999-10-01,1080.9738354865242
1999-10-04,1092.9352504034728
1999-10-05,1103.4818336527067
1999-10-06,1107.8400728809786
1999-10-07,1121.1816747333016
1999-10-08,1136.5387597795427
1999-10-11,1148.7517219333465
1999-10-12,1129.2657016340977
1999-10-13,1109.1279905977951
1999-10-14,1095.2658287985398
1999-10-15,1074.4746946443474
1999-10-18,1065.4858999319074
1999-10-19,1090.0902190183963
1999-10-20,1085.8772755830526
1999-10-21,1076.952364405573
1999-10-22,1105.0154473921605
1999-10-25,1100.7282662009966
1999-10-26,1120.982857624499
1999-10-27,1122.2081943008943
1999-10-28,1134.1846252818796
1999-10-29,1155.564414934733
1999-11-01,1163.277520341054
1999-11-02,1158.3829383204782
1999-11-03,1165.6149971911636
1999-11-04,1177.1843618101
1999-11-05,1179.8795916872555
1999-11-08,1185.6494303953973
1999-11-09,1187.9107363302494
1999-11-10,1187.7421690654194
1999-11-11,1205.122778357903
1999-11-12,1198.752444587866
1999-11-15,1209.5620167896418
1999-11-16,1204.5445270826983
1999-11-17,1200.8450204362643
1999-11-18,1223.4758271929932
1999-11-19,1216.4415667378782
1999-11-22,1208.9329084984238
1999-11-23,1228.052296524179
1999-11-24,1229.1217176260625
1999-11-25,1255.9943679809817
1999-11-26,1266.4719206106013
1999-11-29,1278.3743893945527
1999-11-30,1249.0707547942775
1999-12-01,1255.4150842447327
1999-12-02,1277.9350403832718
1999-12-03,1305.8810041739016
1999-12-06,1295.18032026686
1999-12-07,1309.3721917265684
1999-12-08,1321.6574600096983
1999-12-09,1311.898385295398
1999-12-10,1310.031911577195
1999-12-13,1324.1887493303416
1999-12-14,1317.2583519129084
1999-12-15,1300.897911852024
1999-12-16,1299.385169717465
1999-12-17,1323.6501678621541
1999-12-20,1338.6600896574407
1999-12-21,1334.2405694190968
1999-12-22,1339.5095516662916
1999-12-23,1355.8522313858052
1999-12-24,1361.912865140832
1999-12-27,1364.7248922169945
1999-12-28,1372.2091737891958
1999-12-29,1380.8964196041884
1999-12-30,1397.9642949316267
1999-12-31,1397.9642949316265
2000-01-03,1399.4053671362396
2000-01-04,1350.1389326209462
2000-01-05,1311.2190713742837
2000-01-06,1314.4409133184427
2000-01-07,1347.9156133097028
2000-01-10,1367.0641956676593
2000-01-11,1365.673156210608
2000-01-12,1363.0508024373992
2000-01-13,1374.8695998546611
2000-01-14,1417.1675380020272
2000-01-17,1421.5619527026595
2000-01-18,1387.1880037450674
2000-01-19,1379.6254534731956
2000-01-20,1370.890539245503
2000-01-21,1369.9036023734284
2000-01-24,1379.2742566646866
2000-01-25,1355.255185862012
2000-01-26,1367.8319156062605
