Date,EMU QUALITY
1998-12-31,1000.0
1999-01-01,1000.000475794985
1999-01-04,1040.0722063502426
1999-01-05,1039.8390984210243
1999-01-06,1058.9778329895823
1999-01-07,1046.1643648833222
1999-01-08,1049.9044562415556
1999-01-11,1031.957544014119
1999-01-12,1015.2406978034569
1999-01-13,967.2108161857814
1999-01-14,971.6654835924322
1999-01-15,986.8495115220499
1999-01-18,999.7580208196334
1999-01-19,998.9761472919263
1999-01-20,1006.3195866241913
1999-01-21,997.0335578389693
1999-01-22,968.7030143046638
1999-01-25,972.9792686997182
1999-01-26,977.9402269880402
1999-01-27,990.7603334098286
1999-01-28,997.3736866409505
1999-01-29,999.7281080437509
1999-02-01,1001.8911286171469
1999-02-02,990.2373647143814
1999-02-03,980.2166690621939
1999-02-04,981.4593584125076
1999-02-05,980.1651846952243
1999-02-08,975.8883365899314
1999-02-09,952.2547147371283
1999-02-10,944.848652733242
1999-02-11,955.1819768676457
1999-02-12,961.1632165796427
1999-02-15,963.4963798110715
1999-02-16,966.1569977930252
1999-02-17,952.5132615444494
1999-02-18,950.2788355366117
1999-02-19,958.1923777371927
1999-02-22,975.0415493778613
1999-02-23,993.1986291669139
1999-02-24,999.5633272003447
1999-02-25,983.4190842201696
1999-02-26,978.8219332364117
1999-03-01,960.9426947161435
1999-03-02,965.4444549584631
1999-03-03,953.2676851752499
1999-03-04,955.8145631052693
1999-03-05,976.2148021218534
1999-03-08,969.1783248172616
1999-03-09,970.1955361153629
1999-03-10,962.4542294226219
1999-03-11,969.9477742867316
1999-03-12,983.6099479696635
1999-03-15,985.4373672491689
1999-03-16,988.8522398761281
1999-03-17,982.8474762410349
1999-03-18,978.949976898644
1999-03-19,994.5737928474084
1999-03-22,986.8482320742
1999-03-23,962.6373403470644
1999-03-24,953.7840858691416
1999-03-25,971.7663795768261
1999-03-26,963.3132580137719
1999-03-29,977.1356158574358
1999-03-30,974.0808974661923
1999-03-31,988.3213007054467
1999-04-01,991.661750517126
1999-04-02,991.661750517126
1999-04-05,991.6617505171258
1999-04-06,1000.5203312564006
1999-04-07,1002.6166418163172
1999-04-08,1007.8243827067872
1999-04-09,1017.554942557735
1999-04-12,1009.2384064797045
1999-04-13,1022.7071672756402
1999-04-14,1018.8202236768697
1999-04-15,1013.443702702248
1999-04-16,1004.6611202177621
1999-04-19,1019.4098555348795
1999-04-20,995.0005530604607
1999-04-21,1011.3596425024083
1999-04-22,1026.4399746157146
1999-04-23,1015.0900154958508
1999-04-26,1019.1925517993078
1999-04-27,1036.4868169533677
1999-04-28,1028.1253157038677
1999-04-29,1023.2620165893569
1999-04-30,1031.2179333273643
1999-05-03,1035.677332865328
1999-05-04,1035.911450364335
1999-05-05,1026.2065676889904
1999-05-06,1021.211211818683
1999-05-07,1023.5933846565833
1999-05-10,1025.774502845613
1999-05-11,1029.7048854258232
1999-05-12,1029.1614948121119
1999-05-13,1030.7615279081076
1999-05-14,1021.0103986755647
1999-05-17,1006.4034253901912
1999-05-18,1014.5684429990855
