Date,MSCI World Quality EU PAB Index
2013-11-26,1000.0
2013-11-27,1003.8078334113663
2013-11-28,1003.3392760570312
2013-11-29,1003.4199171215304
2013-12-02,1003.7802684886458
2013-12-03,998.1465405136058
2013-12-04,997.0149850030824
2013-12-05,988.00491095888
2013-12-06,994.5510608775754
2013-12-09,994.1384205178399
2013-12-10,986.0536710267442
2013-12-11,976.9969759161268
2013-12-12,971.3845313924865
2013-12-13,972.6097269467397
2013-12-16,977.5027158745321
2013-12-17,975.7368486876809
2013-12-18,986.0898983345784
2013-12-19,994.5554991492505
2013-12-20,1000.0944220990516
2013-12-23,1004.4376351126284
2013-12-24,1009.424041160887
2013-12-25,1009.5614092149536
2013-12-26,1011.8918050101296
2013-12-27,1008.1522466902405
2013-12-30,1006.6727318262357
2013-12-31,1012.1542658176298
2014-01-01,1012.1616381229065
2014-01-02,1011.839533084276
2014-01-03,1015.0609689199503
2014-01-06,1009.5272062137801
2014-01-07,1016.707026300168
2014-01-08,1016.8301827427614
2014-01-09,1016.0013783067103
2014-01-10,1015.3366149832373
2014-01-13,1006.8671000097016
2014-01-14,1013.7328765777988
2014-01-15,1023.9817526303419
2014-01-16,1023.3640588785736
2014-01-17,1023.6343025674614
2014-01-20,1023.6978786036422
2014-01-21,1028.1084206019798
2014-01-22,1027.087688911173
2014-01-23,1011.9160298640232
2014-01-24,992.7343778002345
2014-01-27,986.5916603280276
2014-01-28,989.353317905631
2014-01-29,981.3196109243863
2014-01-30,992.7527955941382
2014-01-31,995.5047926032325
2014-02-03,975.1396463004378
2014-02-04,979.1098002888502
2014-02-05,977.2029407711856
2014-02-06,984.7433586097848
2014-02-07,996.3393546262744
2014-02-10,998.2491017056809
2014-02-11,1007.3368617395021
2014-02-12,1015.4941210542736
2014-02-13,1014.6027029767907
2014-02-14,1017.3469659380784
2014-02-17,1017.1189273664437
2014-02-18,1014.9457844788661
2014-02-19,1010.8128959447013
2014-02-20,1016.3987702401345
2014-02-21,1014.7819022749596
2014-02-24,1021.1619512683363
2014-02-25,1022.5474693374454
2014-02-26,1026.0091365828314
2014-02-27,1029.437390366726
2014-02-28,1023.1855684900938
2014-03-03,1014.9696105517628
2014-03-04,1032.2816904066178
2014-03-05,1031.5905409466682
2014-03-06,1025.9498754519764
2014-03-07,1022.6964142193744
2014-03-10,1019.6827034950517
2014-03-11,1019.7177954250875
2014-03-12,1014.396701250829
2014-03-13,1001.9095806453846
2014-03-14,997.4471063399895
2014-03-17,1007.1231885718445
2014-03-18,1015.4097209148612
2014-03-19,1010.4934033615345
2014-03-20,1018.6199775036288
2014-03-21,1015.0653047148564
2014-03-24,1010.9262918636591
2014-03-25,1016.8738263918999
2014-03-26,1013.557210288026
2014-03-27,1014.0850030228711
2014-03-28,1017.5863490578449
2014-03-31,1022.7322466157437
2014-04-01,1028.613020353965
2014-04-02,1032.0729962901696
2014-04-03,1032.935238717685
2014-04-04,1023.4777980739946
2014-04-07,1011.4806785372281
2014-04-08,1011.1188802864137
2014-04-09,1019.4530159058074
2014-04-10,1000.6422094663078
2014-04-11,988.8911662426628
2014-04-14,999.9793474275249
2014-04-15,1003.0625079850693
2014-04-16,1015.4130810894042
2014-04-17,1014.2073511397391
2014-04-18,1014.2942135276279
2014-04-21,1019.1310341544215
2014-04-22,1025.3731829340195
2014-04-23,1019.9359436428216
2014-04-24,1023.2585037200662
2014-04-25,1015.8174541492359
2014-04-28,1022.6030028129595
2014-04-29,1027.5314600604183
2014-04-30,1028.7053651368233
2014-05-01,1029.1322600371382
2014-05-02,1027.1891891458113
2014-05-05,1028.1088714999144
2014-05-06,1018.3233944352595
2014-05-07,1019.9036780215329
2014-05-08,1025.2846410799361
2014-05-09,1034.8273157306878
2014-05-12,1043.8316101304358
2014-05-13,1049.2007164159977
2014-05-14,1045.2505085560585
2014-05-15,1036.9427021446118
2014-05-16,1042.001160751469
2014-05-19,1042.4106365678097
2014-05-20,1038.6668157954946
2014-05-21,1047.6292947913632
2014-05-22,1050.186053724664
2014-05-23,1055.392729781997
2014-05-26,1054.8856901057513
2014-05-27,1061.8664423435132
2014-05-28,1060.5300694732184
2014-05-29,1065.0523553377027
2014-05-30,1065.5815544751454
2014-06-02,1069.566048694546
2014-06-03,1066.1758910298029
2014-06-04,1068.838298141461
2014-06-05,1074.043373357693
2014-06-06,1075.6292652702666
2014-06-09,1080.2945218810166
2014-06-10,1084.0425899923086
2014-06-11,1081.037159344926
2014-06-12,1074.0197640243953
2014-06-13,1075.5386928837643
2014-06-16,1072.9832705023555
2014-06-17,1076.272001392341
2014-06-18,1078.6686493327045
2014-06-19,1078.0158088874236
2014-06-20,1082.707423993684
2014-06-23,1079.3516305581436
2014-06-24,1074.3992253032745
2014-06-25,1072.6048383470538
2014-06-26,1075.8923000320308
2014-06-27,1076.2287608196407
2014-06-30,1072.5202726712757
2014-07-01,1081.0126656853038
2014-07-02,1084.747150765538
2014-07-03,1093.8098130918452
2014-07-04,1095.1949094017682
2014-07-07,1092.080999220964
2014-07-08,1083.5597097757325
2014-07-09,1083.5293824181128
2014-07-10,1080.6126973079145
2014-07-11,1082.3920737989033
2014-07-14,1087.1282791141266
2014-07-15,1087.9935290618446
2014-07-16,1093.0265952682553
2014-07-17,1084.9365792130648
2014-07-18,1094.2140949775826
2014-07-21,1090.5428133985722
2014-07-22,1101.4055435222592
2014-07-23,1104.952418605854
2014-07-24,1103.8122145857033
2014-07-25,1102.6676188240144
2014-07-28,1102.8642130288724
2014-07-29,1101.5215599455546
2014-07-30,1102.7777207089598
2014-07-31,1085.4166368102967
2014-08-01,1078.2079945310393
2014-08-04,1081.2987907909487
2014-08-05,1081.4075451519084
2014-08-06,1082.1418290687038
2014-08-07,1077.0852511586008
2014-08-08,1078.2151954900758
2014-08-11,1086.7619539781392
2014-08-12,1088.0947939823302
2014-08-13,1093.2342429736132
2014-08-14,1098.0768553740934
2014-08-15,1097.8984942687648
2014-08-18,1110.1357847573136
2014-08-19,1120.4196355724396
2014-08-20,1124.8857800104893
2014-08-21,1127.9907013992317
2014-08-22,1130.8713312743737
2014-08-25,1138.6374939076431
2014-08-26,1139.7452134823936
2014-08-27,1139.8204514049996
2014-08-28,1139.6299701182795
2014-08-29,1142.3767293169733
2014-09-01,1145.5153266277612
2014-09-02,1147.3308330749887
2014-09-03,1144.3625357709514
2014-09-04,1157.61920234494
2014-09-05,1159.9286888396598
2014-09-08,1158.96973032493
2014-09-09,1156.4480704328137
2014-09-10,1161.114646175278
2014-09-11,1158.3266461822766
2014-09-12,1154.8558004687538
2014-09-15,1153.255782586923
2014-09-16,1157.751752493168
2014-09-17,1157.0484615352684
2014-09-18,1167.0117178340188
2014-09-19,1173.0788677519167
2014-09-22,1168.3934456264449
2014-09-23,1156.8920405343574
2014-09-24,1171.1610092781168
2014-09-25,1158.7529680415967
2014-09-26,1170.3921836430877
2014-09-29,1169.4161872433767
2014-09-30,1172.2091183514553
2014-10-01,1161.8223465812312
2014-10-02,1153.2409618684267
2014-10-03,1174.5914323946859
2014-10-06,1170.3510525353151
2014-10-07,1149.1404013106735
2014-10-08,1157.938274019999
2014-10-09,1141.6667490331117
2014-10-10,1133.6726305082975
2014-10-13,1115.616493665486
2014-10-14,1117.617235520735
2014-10-15,1099.5833320697582
2014-10-16,1096.2382794899024
2014-10-17,1112.5406202914003
2014-10-20,1119.3664522213685
2014-10-21,1140.8402368307095
2014-10-22,1142.3833986561058
2014-10-23,1154.7392563384972
2014-10-24,1160.2513462071538
2014-10-27,1157.8959344912528
2014-10-28,1165.6003392070188
2014-10-29,1165.93838560023
2014-10-30,1187.5808241778902
2014-10-31,1206.1890791285307
2014-11-03,1206.8199118251746
2014-11-04,1197.7202130889207
2014-11-05,1209.3755576716624
2014-11-06,1218.0550921171312
2014-11-07,1218.2648422135867
2014-11-10,1222.3290761156743
2014-11-11,1226.431106943086
2014-11-12,1222.7475810701692
2014-11-13,1226.0895961691422
2014-11-14,1223.3239392769392
2014-11-17,1224.2104700236507
2014-11-18,1224.061436096809
2014-11-19,1221.764904235361
2014-11-20,1223.8074392249903
2014-11-21,1241.742740741856
2014-11-24,1242.6768438235727
2014-11-25,1238.239107473716
2014-11-26,1238.3020535152418
2014-11-27,1244.1636071498804
2014-11-28,1248.547973226352
2014-12-01,1239.1977742443353
2014-12-02,1250.84195301319
2014-12-03,1260.8432030938216
2014-12-04,1250.5973763894312
2014-12-05,1266.4925251955365
2014-12-08,1259.3191270450388
2014-12-09,1243.6131303330856
2014-12-10,1229.3034773125382
2014-12-11,1237.545071689093
2014-12-12,1211.5795947256684
2014-12-15,1204.8173657465359
2014-12-16,1190.6673881085378
2014-12-17,1214.7409984906417
2014-12-18,1256.063372278245
2014-12-19,1258.4876891899767
2014-12-22,1264.142237812848
2014-12-23,1270.8215986917282
2014-12-24,1270.4478717414531
2014-12-25,1270.3929910444604
2014-12-26,1275.7873888632844
2014-12-29,1275.957831012179
2014-12-30,1270.5586847788402
2014-12-31,1268.150484131337
2015-01-01,1268.1504841313365
2015-01-02,1271.1768577732084
2015-01-05,1262.5892947994173
2015-01-06,1253.5358902740836
2015-01-07,1277.5258350831814
2015-01-08,1302.6527121986571
2015-01-09,1289.303918795391
2015-01-12,1286.1915378591532
2015-01-13,1291.5489543583326
2015-01-14,1283.8859129746138
2015-01-15,1300.1600858492154
2015-01-16,1320.833979021146
2015-01-19,1308.9002217177865
2015-01-20,1319.2966088537846
2015-01-21,1321.4425007775565
2015-01-22,1355.2040082941671
2015-01-23,1375.1429605798908
2015-01-26,1377.02742503162
2015-01-27,1344.1122023338146
2015-01-28,1341.3574761053878
2015-01-29,1350.7237059594331
2015-01-30,1342.0090380780507
2015-02-02,1345.512697802838
2015-02-03,1347.1720405432718
2015-02-04,1347.659331929402
2015-02-05,1357.446379496158
2015-02-06,1360.2909463550172
2015-02-09,1354.767425775523
2015-02-10,1369.3487309415978
2015-02-11,1371.5656592687878
2015-02-12,1374.905984008491
2015-02-13,1377.9834284621645
2015-02-16,1377.1826077034177
2015-02-17,1380.5823592607992
2015-02-18,1389.1500562393767
2015-02-19,1390.1486791141565
2015-02-20,1400.0179488355907
2015-02-23,1407.0023928464238
2015-02-24,1411.5066886455463
2015-02-25,1408.4401640253925
2015-02-26,1426.089981453536
2015-02-27,1424.5092364459283
2015-03-02,1433.803422331781
2015-03-03,1426.2428234684126
2015-03-04,1435.5028043206594
2015-03-05,1443.5241264894962
2015-03-06,1446.0465503813643
2015-03-09,1450.9695664270034
