Date,FAR EAST IMI
1998-12-31,640.6800484146668
1999-01-01,640.6816646709385
1999-01-04,626.8108045718934
1999-01-05,624.308972282274
1999-01-06,630.276689245547
1999-01-07,648.3145907468007
1999-01-08,648.0974621111205
1999-01-11,659.6089900351652
1999-01-12,645.566974612609
1999-01-13,625.3393261702431
1999-01-14,632.1627940216101
1999-01-15,636.4236183770086
1999-01-18,638.1074166228282
1999-01-19,639.7531416279965
1999-01-20,650.1225352118975
1999-01-21,656.1409575083491
1999-01-22,646.0279797571822
1999-01-25,646.5485635210078
1999-01-26,650.9818072790504
1999-01-27,652.9267751197499
1999-01-28,649.0166745026303
1999-01-29,660.9275885724812
1999-02-01,667.3905113734018
1999-02-02,674.5177699636336
1999-02-03,666.7884929030582
1999-02-04,667.3986916812931
1999-02-05,659.2539579218295
1999-02-08,659.8290947025192
1999-02-09,650.099621374266
1999-02-10,646.2224875548817
1999-02-11,650.1244599462489
1999-02-12,656.078401645605
1999-02-15,655.2374824986903
1999-02-16,648.5423659785127
1999-02-17,639.742079288379
1999-02-18,634.7903985059745
1999-02-19,638.099851612491
1999-02-22,650.7459075629884
1999-02-23,654.7554260800158
1999-02-24,656.2103204903085
1999-02-25,661.3268081333697
1999-02-26,672.100368092853
1999-03-01,665.9699504651362
1999-03-02,653.6667766345982
1999-03-03,653.3913411350737
1999-03-04,651.6354653731051
1999-03-05,677.9914334353897
1999-03-08,679.1934174372791
1999-03-09,690.1664520895907
1999-03-10,707.2178050905462
1999-03-11,717.138564214039
1999-03-12,715.6772061662396
1999-03-15,731.2181338453128
1999-03-16,750.6819687409293
1999-03-17,750.6857088713334
1999-03-18,740.4488278123692
1999-03-19,770.2628414795059
1999-03-22,767.5441214940391
1999-03-23,765.84756513005
1999-03-24,748.9958582988623
1999-03-25,762.4416067334952
1999-03-26,769.8737996591339
1999-03-29,773.3313251659208
1999-03-30,768.0312753348745
1999-03-31,776.3483346757009
1999-04-01,787.2048011683854
1999-04-02,785.6941050235849
1999-04-05,785.91837742438
1999-04-06,796.2796733607681
1999-04-07,796.926691099657
1999-04-08,807.0304754144282
1999-04-09,813.2604451403188
1999-04-12,799.6757614161577
1999-04-13,812.6982560717686
1999-04-14,826.596909633103
1999-04-15,828.0239606791588
1999-04-16,841.5042996970285
1999-04-19,845.7859753805702
1999-04-20,834.5313852922425
1999-04-21,820.918824357555
1999-04-22,828.316003754893
1999-04-23,837.9258546999105
1999-04-26,849.8291778705271
1999-04-27,843.7490064404344
1999-04-28,848.9450596752757
1999-04-29,851.9169257767982
1999-04-30,848.4704837565555
1999-05-03,845.1361392916455
1999-05-04,838.9548781068092
1999-05-05,834.146337990592
1999-05-06,850.7903011286247
1999-05-07,839.8549749958897
1999-05-10,842.0113906991414
1999-05-11,835.6686612733947
1999-05-12,843.2214410570772
1999-05-13,837.4609451539749
1999-05-14,826.3879642666009
1999-05-17,806.9047879957716
1999-05-18,808.5476727728105
1999-05-19,786.9111481822898
1999-05-20,792.6442180586051
1999-05-21,802.931650503292
1999-05-24,806.4807876650701
1999-05-25,803.5918448614809
1999-05-26,816.660420657566
1999-05-27,816.8737118642379
1999-05-28,817.4089599411462
1999-05-31,816.6791362369573
1999-06-01,833.5128766365534
1999-06-02,846.4502882643739
1999-06-03,838.7166588241697
1999-06-04,841.0734782141483
1999-06-07,854.874245527379
1999-06-08,858.1742437124923
1999-06-09,867.1970727134449
1999-06-10,875.8796521541964
1999-06-11,889.0725344667338
1999-06-14,879.3959408597807
1999-06-15,880.3739995509492
1999-06-16,892.2948987456487
1999-06-17,907.594892316219
1999-06-18,893.8678680909114
1999-06-21,906.3320981689985
1999-06-22,915.6512647611663
1999-06-23,906.9913077254437
1999-06-24,902.7980682343368
1999-06-25,896.822100669702
1999-06-28,912.1539097047026
1999-06-29,922.7669225021987
1999-06-30,920.2191742460191
1999-07-01,948.4263739231804
1999-07-02,959.1589965540813
1999-07-05,967.0796290944194
1999-07-06,960.4558661527577
1999-07-07,958.7521020591331
1999-07-08,952.9371458977223
1999-07-09,952.4160779978863
1999-07-12,970.0376779374966
1999-07-13,972.6685628761617
1999-07-14,980.2382585401526
1999-07-15,988.8308286317726
1999-07-16,982.5493438672645
1999-07-19,1003.9565616309254
1999-07-20,981.0464838214823
1999-07-21,967.9618194398861
1999-07-22,951.365517608137
1999-07-23,944.7490777946624
1999-07-26,927.5901285818829
1999-07-27,927.653576654098
1999-07-28,942.9484415090658
1999-07-29,953.4400908396847
1999-07-30,964.4408210434067
1999-08-02,963.7688286296013
1999-08-03,968.3058324343436
1999-08-04,951.5323652019288
1999-08-05,932.8468179623222
1999-08-06,923.4125089842698
1999-08-09,924.44533499289
1999-08-10,924.7534802577773
1999-08-11,921.602508467403
1999-08-12,933.1323422871761
1999-08-13,938.9986929828334
1999-08-16,965.198197991669
1999-08-17,977.787907699053
1999-08-18,997.5658820293684
1999-08-19,994.5198803670355
1999-08-20,1007.6830119822364
1999-08-23,1022.3614628216519
1999-08-24,1023.235942136949
1999-08-25,1027.6025986665743
1999-08-26,1017.0806259289722
1999-08-27,1012.081261088858
1999-08-30,1030.0931756592818
1999-08-31,1006.8550589618263
1999-09-01,1030.7712654996258
1999-09-02,1023.8145578097084
1999-09-03,1025.514101891856
1999-09-06,1043.6762990861685
1999-09-07,1027.62991816715
1999-09-08,1025.3385131900438
1999-09-09,1056.9748353043349
1999-09-10,1071.22874103597
1999-09-13,1116.8538258053832
1999-09-14,1113.1979687396781
1999-09-15,1125.122690224075
1999-09-16,1097.7749108565622
1999-09-17,1080.6442922143997
1999-09-20,1091.8818538264313
1999-09-21,1111.0145629747349
1999-09-22,1078.8428649467737
1999-09-23,1084.6744288020636
1999-09-24,1046.674405322792
1999-09-27,1029.5238413775899
1999-09-28,1051.4114489701983
1999-09-29,1031.5653883752148
1999-09-30,1059.355584550122
1999-10-01,1074.4863859946438
1999-10-04,1064.0914625549901
1999-10-05,1057.541709436128
1999-10-06,1053.767595143229
1999-10-07,1058.2577717420224
1999-10-08,1074.2164566574568
1999-10-11,1078.817035053685
1999-10-12,1080.9192974104062
1999-10-13,1056.0290444421144
1999-10-14,1064.7302453292668
1999-10-15,1048.0979597010846
1999-10-18,1020.3558163954835
1999-10-19,1026.201084920125
1999-10-20,1052.392908816855
1999-10-21,1047.6415086875927
1999-10-22,1069.5487052852343
1999-10-25,1090.9242827549515
1999-10-26,1106.634358491865
1999-10-27,1108.3544060412275
1999-10-28,1107.904248227943
1999-10-29,1139.1525626711523
1999-11-01,1141.370856973969
1999-11-02,1149.5146714028665
1999-11-03,1141.9503794269358
1999-11-04,1169.4419860674473
1999-11-05,1157.5161308433003
1999-11-08,1153.9564311858007
1999-11-09,1157.6852235507401
1999-11-10,1175.290032721222
1999-11-11,1173.608236210436
1999-11-12,1191.6953079587815
1999-11-15,1195.6431754828752
1999-11-16,1177.9280153808656
1999-11-17,1174.8589414757294
1999-11-18,1200.21236295811
1999-11-19,1215.8737798059408
1999-11-22,1238.8062470237703
1999-11-23,1250.0413279886818
1999-11-24,1262.109921611614
1999-11-25,1251.1297840746988
1999-11-26,1301.3941857188124
1999-11-29,1319.6731001764133
1999-11-30,1286.1334851788897
1999-12-01,1261.5185107564216
1999-12-02,1253.0826038652751
1999-12-03,1267.0389110061774
1999-12-06,1251.3801656018943
1999-12-07,1259.455966088877
1999-12-08,1241.8628469618595
1999-12-09,1249.295225776461
1999-12-10,1265.957888037197
1999-12-13,1257.2845422280343
1999-12-14,1251.609681598203
1999-12-15,1257.6544640437944
1999-12-16,1246.2761097653115
1999-12-17,1264.8757228337856
1999-12-20,1264.5450020154633
1999-12-21,1267.9646535806246
1999-12-22,1299.3775319960139
1999-12-23,1289.0641172361118
1999-12-24,1306.0074632998917
1999-12-27,1299.8655206879528
1999-12-28,1335.7485699340025
1999-12-29,1348.2134675943414
1999-12-30,1356.2732701644163
1999-12-31,1356.2815940182788
2000-01-03,1353.8342409855152
2000-01-04,1315.4898099143022
2000-01-05,1246.8820462246724
2000-01-06,1196.8775337200598
2000-01-07,1195.3682068544117
2000-01-10,1201.1924973529633
2000-01-11,1248.0420053114779
2000-01-12,1236.9906356161268
2000-01-13,1233.248043397153
2000-01-14,1244.2968197681935
2000-01-17,1284.8498885926792
2000-01-18,1262.9027594372335
2000-01-19,1233.7033921041152
2000-01-20,1237.260258790993
2000-01-21,1241.9795680938068
2000-01-24,1254.219622959502
2000-01-25,1238.5543284616417
2000-01-26,1268.7914998507254
2000-01-27,1314.5580925400063
2000-01-28,1331.3875768322744
2000-01-31,1318.9087907034955
2000-02-01,1310.20403269367
2000-02-02,1316.5599090521052
2000-02-03,1313.98160853887
2000-02-04,1338.8029207962863
2000-02-07,1340.3475083485541
2000-02-08,1306.2056158204903
2000-02-09,1314.3502072812917
2000-02-10,1318.086229560695
2000-02-11,1317.6937951396694
2000-02-14,1321.5064520823687
2000-02-15,1300.1271507098343
2000-02-16,1291.5488586325134
2000-02-17,1299.144723479378
2000-02-18,1299.0413376208003
2000-02-21,1264.286189352451
2000-02-22,1219.0096363642206
2000-02-23,1230.3703357460352
2000-02-24,1258.0983903192257
2000-02-25,1303.4208831700066
2000-02-28,1342.9252614333943
2000-02-29,1334.7460773949117
2000-03-01,1353.8327279301552
2000-03-02,1346.845575325088
2000-03-03,1333.2112736469046
2000-03-06,1308.8758167170379
2000-03-07,1333.8445379355956
2000-03-08,1333.0158231307892
2000-03-09,1315.087664708157
2000-03-10,1314.111302602394
2000-03-13,1257.7921160677954
2000-03-14,1279.7139883752693
2000-03-15,1286.5274493990285
2000-03-16,1306.7938025576993
2000-03-17,1330.0730939070327
2000-03-20,1322.1918477683764
2000-03-21,1315.5982318927158
2000-03-22,1321.4521945407298
2000-03-23,1299.578102574042
2000-03-24,1293.982711182824
2000-03-27,1306.7778874349146
2000-03-28,1343.3088647478298
2000-03-29,1406.224100371814
2000-03-30,1387.880958141788
2000-03-31,1411.8400998178406
2000-04-03,1395.2108476083906
2000-04-04,1368.8603148572424
2000-04-05,1342.9261003474353
