Date,NORDIC COUNTRIES IMI
2007-05-31,1000.0
2007-06-01,1009.5673168925503
2007-06-04,1006.4478149581354
2007-06-05,1004.1231573956157
2007-06-06,994.5356255454674
2007-06-07,970.9884489228004
2007-06-08,970.7186821229274
2007-06-11,980.1719865669731
2007-06-12,965.1348005587231
2007-06-13,969.6207874630753
2007-06-14,986.9678892955701
2007-06-15,999.0844972927181
2007-06-18,999.2985940952427
2007-06-19,996.6286501844243
2007-06-20,1008.2638887346425
2007-06-21,994.9418037865094
2007-06-22,994.8158223304242
2007-06-25,988.5324504878791
2007-06-26,982.5240426586673
2007-06-27,977.1504270497009
2007-06-28,994.0020185188981
2007-06-29,995.1833618520395
2007-07-02,1000.0738721946864
2007-07-03,1014.1571018282563
2007-07-04,1020.8327566356724
2007-07-05,1017.5484502157366
2007-07-06,1020.0613133445047
2007-07-09,1025.4748408797225
2007-07-10,1018.3803340626547
2007-07-11,1018.2843840105371
2007-07-12,1033.649614605023
2007-07-13,1038.1106994659729
2007-07-16,1041.231988038332
2007-07-17,1033.994901818495
2007-07-18,1028.0989326330275
2007-07-19,1034.9576262832109
2007-07-20,1024.739241653768
2007-07-23,1027.03717780135
2007-07-24,1010.5111446081505
2007-07-25,997.3029609877633
2007-07-26,968.4623401629664
2007-07-27,966.4312254355418
2007-07-30,973.976500103089
2007-07-31,987.597604961301
2007-08-01,965.9564354961639
2007-08-02,985.5807358087598
2007-08-03,971.3889176672733
2007-08-06,954.4556427476577
2007-08-07,962.2492013709001
2007-08-08,986.7972145452233
2007-08-09,962.5401159733511
2007-08-10,932.7231885854586
2007-08-13,957.2591535559714
2007-08-14,950.3206464552183
2007-08-15,936.2940870677872
2007-08-16,897.8786318987956
2007-08-17,918.8926337166009
2007-08-20,932.319578676046
2007-08-21,926.5239887048227
2007-08-22,948.2827256177226
2007-08-23,951.2446128218396
2007-08-24,959.2139451608288
2007-08-27,958.14544718556
2007-08-28,937.3361422672035
2007-08-29,949.9509928504957
2007-08-30,962.1223252024254
2007-08-31,974.0280408418562
2007-09-03,978.4336479114766
2007-09-04,986.2160576906595
2007-09-05,970.4825799212622
2007-09-06,975.574133542541
2007-09-07,954.7170019629391
2007-09-10,943.0909563249819
2007-09-11,963.8783183892044
2007-09-12,966.2539335400335
2007-09-13,975.6856724731035
2007-09-14,967.8638334929262
2007-09-17,956.3578534440011
2007-09-18,968.3064724824477
2007-09-19,1004.4011547932373
2007-09-20,996.7788442228672
2007-09-21,1003.36414103023
2007-09-24,1000.4438619787795
2007-09-25,987.1180282865265
2007-09-26,998.2077928666253
2007-09-27,1008.9338673120659
2007-09-28,1011.5804323926427
2007-10-01,1016.7156575635447
2007-10-02,1015.0999332245211
2007-10-03,1014.6715588384914
2007-10-04,1009.9685427060344
2007-10-05,1021.3213224100256
2007-10-08,1019.1964457062408
2007-10-09,1022.9175764624789
2007-10-10,1027.9170099897415
2007-10-11,1043.9197469235492
2007-10-12,1036.2662554746769
2007-10-15,1029.0322767783125
2007-10-16,1000.8195192478603
2007-10-17,1008.0758255148062
2007-10-18,999.3421867928415
2007-10-19,991.1829287827818
2007-10-22,969.4947725432763
2007-10-23,993.3831502356667
2007-10-24,984.1514484291224
2007-10-25,998.8480196413531
2007-10-26,1004.2231924186669
2007-10-29,1009.0106110216158
2007-10-30,1002.8416932094898
2007-10-31,1010.3372385326286
2007-11-01,997.1298971287571
2007-11-02,988.4102838934162
2007-11-05,988.8735864633541
2007-11-06,1002.4796304798759
2007-11-07,1002.3104451951764
2007-11-08,991.4070169626917
2007-11-09,966.4084764833904
2007-11-12,958.8096273718667
2007-11-13,952.6592995494427
2007-11-14,960.0050645794416
2007-11-15,942.6857900566215
2007-11-16,930.6367063992498
2007-11-19,907.3765598015889
2007-11-20,919.9693509003447
2007-11-21,893.023687149447
2007-11-22,894.7390495555628
2007-11-23,906.9998875124292
2007-11-26,915.2321532500985
2007-11-27,898.847765608747
2007-11-28,928.1035815103858
2007-11-29,931.8854354989569
2007-11-30,939.4906908403798
2007-12-03,939.411458953172
2007-12-04,918.4313126161893
2007-12-05,936.4363737307957
2007-12-06,939.5715265033095
2007-12-07,945.4538664307104
2007-12-10,952.9250394390644
2007-12-11,953.2179366172131
2007-12-12,954.441753066167
2007-12-13,930.2399667020616
2007-12-14,929.1680626326162
