Date,EAFE ex UK IMI
1998-12-31,563.4926890375751
1999-01-01,563.554366422286
1999-01-04,574.2270124570929
1999-01-05,577.1482993548798
1999-01-06,585.6518424098668
1999-01-07,587.2986554351164
1999-01-08,588.5935132386935
1999-01-11,587.2994703846512
1999-01-12,578.5147665315685
1999-01-13,557.2478194238388
1999-01-14,561.2647509023473
1999-01-15,566.9255311791574
1999-01-18,574.5624176843846
1999-01-19,575.3859045919642
1999-01-20,581.702753659161
1999-01-21,580.0334690091456
1999-01-22,568.4147572644116
1999-01-25,568.8381121631551
1999-01-26,570.6934976351714
1999-01-27,573.7057654976547
1999-01-28,577.1936010293208
1999-01-29,583.1322099854981
1999-02-01,590.1602527693731
1999-02-02,589.2318716662479
1999-02-03,584.5336883652833
1999-02-04,585.2143475109771
1999-02-05,582.9613424288231
1999-02-08,580.8232800251667
1999-02-09,569.9024054682778
1999-02-10,565.7958721548753
1999-02-11,570.6367667298956
1999-02-12,575.0519683157474
1999-02-15,575.359432635515
1999-02-16,572.7718652880164
1999-02-17,566.7574913253177
1999-02-18,565.9126521282208
1999-02-19,569.8192105026918
1999-02-22,578.373046859729
1999-02-23,583.4725984925013
1999-02-24,585.9098847767574
1999-02-25,582.1658086891948
1999-02-26,583.7344272996431
1999-03-01,577.8194916620216
1999-03-02,574.5457845334623
1999-03-03,571.6442779286838
1999-03-04,573.7147820026389
1999-03-05,588.6978042167804
1999-03-08,587.606866123843
1999-03-09,591.3634940082047
1999-03-10,594.9129371598668
1999-03-11,601.901190861644
1999-03-12,603.3663062135201
1999-03-15,608.5762123581234
1999-03-16,614.9794504382583
1999-03-17,613.3088158633485
1999-03-18,609.3126284694373
1999-03-19,622.0510656398993
1999-03-22,619.1715123072688
1999-03-23,612.5556531576984
1999-03-24,603.0182896442017
1999-03-25,613.2345086298288
1999-03-26,613.5437369046499
1999-03-29,618.1641808247876
1999-03-30,615.4386876895163
1999-03-31,620.8800430200904
1999-04-01,624.51776227096
1999-04-02,624.2810985675599
1999-04-05,624.3121177253624
1999-04-06,632.4925760528198
1999-04-07,634.1064375838087
1999-04-08,638.2663866238956
1999-04-09,642.268660208999
1999-04-12,636.8916849863589
1999-04-13,644.0186533326219
1999-04-14,647.7402850783624
1999-04-15,645.5541169247155
1999-04-16,649.3357971518478
1999-04-19,655.3362516799476
1999-04-20,644.1982942862733
1999-04-21,642.8837925621748
1999-04-22,647.694287437689
1999-04-23,649.5936723342774
1999-04-26,655.1463334335972
1999-04-27,659.8290534116647
1999-04-28,660.5407436104427
1999-04-29,661.1125061077726
1999-04-30,661.9681381197685
1999-05-03,663.4461293902655
1999-05-04,661.2313958281833
1999-05-05,655.003818291053
1999-05-06,658.9759395907453
1999-05-07,654.6090593109765
1999-05-10,656.0907686708156
1999-05-11,655.0303191845769
1999-05-12,656.1865260287952
1999-05-13,655.9188684662856
1999-05-14,648.5515431952099
1999-05-17,636.0928065112103
1999-05-18,640.3810846666139
1999-05-19,637.3100083599572
1999-05-20,641.8466353011295
1999-05-21,645.214199069083
1999-05-24,645.4278372345207
1999-05-25,640.3331809833979
1999-05-26,644.0852905085162
1999-05-27,640.1889931941306
1999-05-28,640.6622147815208
1999-05-31,642.5854092685497
1999-06-01,646.2753205976564
1999-06-02,651.1759365159865
1999-06-03,652.3199304504537
1999-06-04,655.9175727534399
1999-06-07,663.9123385692924
1999-06-08,664.9751938868627
1999-06-09,669.3634120577818
1999-06-10,668.3590622197468
1999-06-11,674.4241442212807
1999-06-14,670.0631094679445
1999-06-15,671.2765405764793
1999-06-16,678.1545568206869
1999-06-17,684.7464000540829
1999-06-18,682.0863377325481
1999-06-21,689.7963190781605
1999-06-22,691.1965365990188
1999-06-23,685.7529992689505
1999-06-24,681.2897334874812
1999-06-25,677.8263441521708
1999-06-28,683.6364490984519
1999-06-29,688.7678404922157
1999-06-30,687.7600222659102
1999-07-01,703.0530749734944
1999-07-02,708.9706281238247
1999-07-05,717.3955871637435
1999-07-06,714.4809929622141
1999-07-07,711.9647826998382
1999-07-08,710.1243234699889
1999-07-09,711.0684175849203
1999-07-12,717.2154778946087
1999-07-13,713.0907475456937
1999-07-14,716.6438886149996
1999-07-15,722.1990437644173
1999-07-16,719.3290864227872
1999-07-19,726.5253433837332
1999-07-20,713.1342688097026
1999-07-21,704.213276208942
1999-07-22,696.1042235193535
1999-07-23,691.2468987578161
1999-07-26,681.0820892792652
1999-07-27,682.1536313396264
1999-07-28,687.5023984899389
1999-07-29,683.2690410225185
1999-07-30,690.9885561560001
1999-08-02,689.6336120034488
1999-08-03,690.3048709409154
1999-08-04,684.5476029709401
1999-08-05,672.025044036203
1999-08-06,669.9095788094612
1999-08-09,674.3660734337433
1999-08-10,669.6567230240037
