Date,WORLD ex EUROPE IMI
1998-12-31,702.3331422951208
1999-01-01,702.3334566892179
1999-01-04,696.5375515627866
1999-01-05,703.1271627122795
1999-01-06,719.9700993363533
1999-01-07,726.0023359349238
1999-01-08,734.6226732601116
1999-01-11,735.0642336780003
1999-01-12,721.082090695312
1999-01-13,705.1628455206818
1999-01-14,697.609440666772
1999-01-15,716.8526528528664
1999-01-18,717.2123997061291
1999-01-19,721.6672656641263
1999-01-20,727.0912460648262
1999-01-21,717.4975441219528
1999-01-22,711.7814127222082
1999-01-25,716.654576397307
1999-01-26,724.6985059258072
1999-01-27,724.6720076502982
1999-01-28,737.5624365060527
1999-01-29,749.3514841485356
1999-02-01,751.9328116024445
1999-02-02,745.3704748618991
1999-02-03,749.7633267082513
1999-02-04,742.3883368853458
1999-02-05,735.9461932849066
1999-02-08,739.188837842679
1999-02-09,721.2949182306234
1999-02-10,720.4850326197741
1999-02-11,736.8329261792715
1999-02-12,728.0297064686883
1999-02-15,730.0145288885848
1999-02-16,734.9362896178575
1999-02-17,722.474708830354
1999-02-18,727.5222850499013
1999-02-19,737.094161677112
1999-02-22,757.3055478315133
1999-02-23,761.2827904593021
1999-02-24,755.1417471963849
1999-02-25,746.1593993668379
1999-02-26,749.3277108268522
1999-03-01,750.6056310967999
1999-03-02,744.8698135312227
1999-03-03,745.1204614243393
1999-03-04,758.0355429262834
1999-03-05,774.9201911389049
1999-03-08,777.7400609873774
1999-03-09,778.6318647979001
1999-03-10,781.329274198545
1999-03-11,795.2024338209392
1999-03-12,786.6504572350864
1999-03-15,795.398872185574
1999-03-16,800.2050544297532
1999-03-17,791.146157350772
1999-03-18,798.0396428928846
1999-03-19,799.907376600247
1999-03-22,798.9560162315013
1999-03-23,783.025513451786
1999-03-24,781.5882374447297
1999-03-25,797.8255816445449
1999-03-26,804.9700780344025
1999-03-29,818.6621149271353
1999-03-30,810.7476139416701
1999-03-31,805.1792236330447
1999-04-01,810.0879881563717
1999-04-02,811.2704639451779
1999-04-05,827.4170688849015
1999-04-06,825.6593983190153
1999-04-07,826.4090916125377
1999-04-08,834.4504245616681
1999-04-09,842.0111881018778
1999-04-12,840.68698283844
1999-04-13,844.8228744214786
1999-04-14,837.5132287329563
1999-04-15,841.0095919925129
1999-04-16,844.2474877319032
1999-04-19,836.0902248876009
1999-04-20,839.3458858290606
1999-04-21,855.6275030801161
1999-04-22,867.2374938685144
1999-04-23,867.0522051691268
1999-04-26,874.7347613007337
1999-04-27,871.480283689476
1999-04-28,868.2610659394326
1999-04-29,868.9750306732628
1999-04-30,865.9319271902183
1999-05-03,873.938404909881
1999-05-04,860.5660359737984
1999-05-05,861.1186167960277
1999-05-06,850.9399948437132
1999-05-07,853.4224591664959
1999-05-10,853.3702818718874
1999-05-11,864.9521748114831
1999-05-12,874.1738027855058
1999-05-13,878.1397596688547
1999-05-14,856.6281796049988
1999-05-17,854.899733705165
1999-05-18,853.7546279115345
1999-05-19,855.2286261222813
1999-05-20,855.9116320818291
1999-05-21,858.9255678649423
1999-05-24,846.2792154477543
1999-05-25,831.2455283825403
1999-05-26,850.5120822096113
1999-05-27,842.440533715291
1999-05-28,852.4275865828711
1999-05-31,854.1549032023331
1999-06-01,849.9901702127635
1999-06-02,860.5494645327819
1999-06-03,861.0629069449124
1999-06-04,878.4620535773566
1999-06-07,886.9682086495103
1999-06-08,870.5263184669676
1999-06-09,873.2603626083941
1999-06-10,863.3893904126816
1999-06-11,860.8061185711357
1999-06-14,859.8338366865644
1999-06-15,864.3226935686997
1999-06-16,888.1057856108027
1999-06-17,896.1270102533992
1999-06-18,890.434079102275
1999-06-21,901.4513411118473
1999-06-22,898.1298655780217
1999-06-23,894.9151073754083
1999-06-24,882.9631786959856
1999-06-25,873.6838544400695
1999-06-28,891.0532389372345
1999-06-29,905.461908900982
1999-06-30,917.3914545407935
1999-07-01,932.1490776106837
1999-07-02,941.8918565564206
1999-07-05,943.3180600854743
1999-07-06,939.8362228012912
1999-07-07,942.5543985090106
1999-07-08,945.0141206834304
1999-07-09,947.9483353556593
1999-07-12,953.356634190217
1999-07-13,947.8570526351521
1999-07-14,950.8683229919217
1999-07-15,955.8261118656793
1999-07-16,959.8805334078504
1999-07-19,961.8179341079746
1999-07-20,924.9980822182363
1999-07-21,917.462565492036
1999-07-22,905.6249751426393
1999-07-23,903.8066672282232
1999-07-26,880.871081766673
1999-07-27,890.0381568939741
1999-07-28,895.5149922402403
1999-07-29,879.398811455002
1999-07-30,877.9775161198158
1999-08-02,878.6119556063591
1999-08-03,875.2290097362595
1999-08-04,856.5449157080025
1999-08-05,853.9904791498265
1999-08-06,846.710182550194
1999-08-09,849.5553261438225
1999-08-10,840.1099244012717
1999-08-11,854.0465097543166
1999-08-12,856.6263051090252
1999-08-13,877.0516215961711
1999-08-16,884.1465366029861
1999-08-17,897.1587216862565
1999-08-18,894.290596905074
1999-08-19,882.752901396117
1999-08-20,889.6641552163221
1999-08-23,908.7230858293524
1999-08-24,913.5139633156472
1999-08-25,926.7587320190651
1999-08-26,918.5109532070911
1999-08-27,908.962672678356
1999-08-30,900.9163773059753
1999-08-31,887.5330364644511
1999-09-01,895.4591467367736
1999-09-02,880.7934053607695
1999-09-03,906.2234254857506
1999-09-06,911.6537141450168
1999-09-07,905.6883932418532
1999-09-08,901.7062020860953
1999-09-09,913.0123921305812
1999-09-10,924.8005234623913
1999-09-13,935.3275703486524
1999-09-14,928.222514111509
1999-09-15,923.894381468572
1999-09-16,916.5556022513127
1999-09-17,921.4980785307811
1999-09-20,922.9041144299199
1999-09-21,909.4300686238557
1999-09-22,903.0171804995907
1999-09-23,894.1232953420648
1999-09-24,882.6735255724041
1999-09-27,884.1128079142276
1999-09-28,883.5535979031049
1999-09-29,868.1803127428748
1999-09-30,877.0619733897777
1999-10-01,876.2982622051121
1999-10-04,884.6753368410025
1999-10-05,883.902622189885
1999-10-06,893.0465856170072
1999-10-07,889.6797853500831
1999-10-08,906.8175572338967
1999-10-11,908.195706160181
1999-10-12,891.8800464680738
1999-10-13,871.3551568180666
1999-10-14,870.9895218198658
1999-10-15,844.9159455930545
1999-10-18,841.4508684002392
1999-10-19,850.1738242585916
1999-10-20,868.4845163997369
1999-10-21,864.5029120214858
1999-10-22,885.2417465008539
1999-10-25,887.7564696718343
1999-10-26,890.9615764793982
1999-10-27,900.4324173051202
1999-10-28,923.328604935884
1999-10-29,941.0378823499949
1999-11-01,939.6482013894841
1999-11-02,939.0063726454264
1999-11-03,942.8465212649967
1999-11-04,955.3266888191671
1999-11-05,960.739906598187
1999-11-08,966.249502626797
1999-11-09,959.2601374931245
1999-11-10,964.5845062158204
1999-11-11,970.2663221003253
1999-11-12,988.2169569618133
1999-11-15,990.4357374879963
1999-11-16,999.3969887570232
1999-11-17,988.5833754827461
1999-11-18,1007.1593248205136
1999-11-19,1011.4921332316336
1999-11-22,1013.1207019985617
1999-11-23,1009.3257345504002
1999-11-24,1025.0838744277778
1999-11-25,1023.4774197512077
1999-11-26,1041.0202392154226
1999-11-29,1043.2808216805506
1999-11-30,1026.348049882001
1999-12-01,1024.6035822212427
1999-12-02,1034.8745171760816
1999-12-03,1051.526820373517
1999-12-06,1029.5966535043285
1999-12-07,1027.8745387841839
1999-12-08,1022.1531690829873
1999-12-09,1031.0447043611955
1999-12-10,1039.2110738114925
1999-12-13,1042.0286769226811
1999-12-14,1036.2852760972626
1999-12-15,1042.8841155053128
1999-12-16,1034.4780017165144
1999-12-17,1047.104147059536
1999-12-20,1048.2845757870657
1999-12-21,1058.6123561750533
1999-12-22,1068.0547885413505
1999-12-23,1070.6806699546764
1999-12-24,1074.357970368148
1999-12-27,1074.340658931611
1999-12-28,1086.9331794080556
1999-12-29,1097.1586360371223
1999-12-30,1101.3796138209484
1999-12-31,1105.8153720779537
2000-01-03,1088.9176777154405
2000-01-04,1037.2598102597149
2000-01-05,1020.6129471688715
2000-01-06,1002.8648635070625
2000-01-07,1032.730874131657
2000-01-10,1049.8058554174497
2000-01-11,1043.3539752893514
2000-01-12,1037.7355275129303
2000-01-13,1050.3145110023863
2000-01-14,1072.8061530969273
2000-01-17,1084.4461466730352
2000-01-18,1077.6447591396204
2000-01-19,1075.8053475667136
2000-01-20,1074.521333863208
2000-01-21,1078.8957114199552
2000-01-24,1063.955265481506
2000-01-25,1060.7543238810113
2000-01-26,1068.0659166922142
2000-01-27,1084.6270114625481
2000-01-28,1072.1824890788375
2000-01-31,1082.2536678451092
2000-02-01,1095.4999509380477
2000-02-02,1099.8393531499487
2000-02-03,1100.9106045857652
2000-02-04,1110.044469710432
2000-02-07,1114.2893649576056
2000-02-08,1110.959686745614
2000-02-09,1095.5626220109316
2000-02-10,1104.0577746175895
2000-02-11,1089.9398914831825
2000-02-14,1097.1965443576446
2000-02-15,1096.2161300294854
2000-02-16,1089.9879651262065
2000-02-17,1093.4669516484944
2000-02-18,1071.969664779621
2000-02-21,1063.1425401027084
2000-02-22,1038.3604155760622
2000-02-23,1052.1257156861764
2000-02-24,1063.5594553338594
2000-02-25,1078.907210437648
2000-02-28,1102.9534000543244
2000-02-29,1119.6228575082037
2000-03-01,1130.7175027279243
2000-03-02,1131.506009760839
2000-03-03,1151.9600602099943
2000-03-06,1142.2229623150956
2000-03-07,1132.3320284502847
2000-03-08,1137.3977780236619
2000-03-09,1143.8023853941343
2000-03-10,1144.8693606001186
2000-03-13,1119.7603041456703
2000-03-14,1109.0398312871205
2000-03-15,1111.3840793899856
2000-03-16,1147.2508373928447
2000-03-17,1161.1181626135651
2000-03-20,1145.3980335330998
2000-03-21,1160.4930089773716
2000-03-22,1182.65029102213
2000-03-23,1182.7306797239414
2000-03-24,1182.5671290494195
2000-03-27,1183.0223243593143
2000-03-28,1181.7791995447506
2000-03-29,1198.3664159464247
2000-03-30,1176.8975807117774
2000-03-31,1189.9253294626046
2000-04-03,1175.7714954676926
2000-04-04,1160.7286283924468
2000-04-05,1145.8704146111438
2000-04-06,1163.0404145036823
2000-04-07,1177.4085450039386
2000-04-10,1162.5495231770813
2000-04-11,1147.7908427797213
2000-04-12,1131.3826055127954
2000-04-13,1112.1940187020205
2000-04-14,1057.6124993416574
2000-04-17,1065.3815353967434
2000-04-18,1107.7157563931426
2000-04-19,1114.8326874896104
2000-04-20,1118.0318602643422
2000-04-21,1119.4351168955673
2000-04-24,1114.2984893186326
2000-04-25,1161.0211487225652
2000-04-26,1156.8670430276177
2000-04-27,1175.6226623766026
2000-04-28,1172.9143795723212
2000-05-01,1193.571859582878
2000-05-02,1178.705782982033
2000-05-03,1180.2722977564179
2000-05-04,1181.6363904209668
2000-05-05,1193.8877022268546
2000-05-08,1181.884336214362
2000-05-09,1154.747987413465
2000-05-10,1119.723207471165
2000-05-11,1137.607993274557
2000-05-12,1146.7527817363364
2000-05-15,1150.534958077103
2000-05-16,1178.514545036617
2000-05-17,1183.8290550373817
2000-05-18,1167.8082923856941
2000-05-19,1148.6742087473312
2000-05-22,1118.6632399608711
2000-05-23,1093.7799364484165
2000-05-24,1103.8546509680575
2000-05-25,1096.7832180527218
2000-05-26,1072.6885108699807
2000-05-29,1071.9560588544168
2000-05-30,1097.7496830492735
2000-05-31,1100.918105206761
2000-06-01,1118.8508086609058
2000-06-02,1132.1953781707275
2000-06-05,1136.232155418799
2000-06-06,1115.732781343765
2000-06-07,1125.58383699269
2000-06-08,1123.8368982313532
2000-06-09,1126.3665632109687
2000-06-12,1114.6892464832504
