Date,WORLD ex AUSTRALIA IMI
1998-12-31,671.5738313978284
1999-01-01,671.6005351887378
1999-01-04,673.5065511088948
1999-01-05,680.1736435324141
1999-01-06,695.8600201968017
1999-01-07,697.3351153585745
1999-01-08,704.4465172241318
1999-01-11,701.9678946839647
1999-01-12,689.8407590753089
1999-01-13,671.5957925709947
1999-01-14,667.5090456041207
1999-01-15,683.3142492260728
1999-01-18,688.1096489080851
1999-01-19,690.1721341847388
1999-01-20,695.4559566283458
1999-01-21,687.0420722375034
1999-01-22,678.2704594657868
1999-01-25,682.1709372401118
1999-01-26,687.9117282663897
1999-01-27,688.8097368140648
1999-01-28,699.4966348053043
1999-01-29,708.5320478546771
1999-02-01,713.2607967943189
1999-02-02,707.8359792623229
1999-02-03,708.5762440869988
1999-02-04,703.8984698055785
1999-02-05,698.861851495387
1999-02-08,699.8540179474317
1999-02-09,684.2210768471937
1999-02-10,682.2581551034009
1999-02-11,695.5528210410042
1999-02-12,691.6286241937305
1999-02-15,694.1226436958184
1999-02-16,698.8346427161476
1999-02-17,688.5115960320196
1999-02-18,691.966984850623
1999-02-19,699.1014194994444
1999-02-22,714.9351653451857
1999-02-23,719.8712920402099
1999-02-24,717.8822113222164
1999-02-25,709.0101732299552
1999-02-26,710.820368331216
1999-03-01,709.1902543667973
1999-03-02,705.9977040540111
1999-03-03,704.8462923383316
1999-03-04,715.1092901475345
1999-03-05,730.107489205138
1999-03-08,730.9279690475022
1999-03-09,732.2047390432735
1999-03-10,733.6494350229332
1999-03-11,746.1389311735118
1999-03-12,740.6513752323658
1999-03-15,745.2920287528412
1999-03-16,749.2395535365935
1999-03-17,741.7772994394811
1999-03-18,745.6612854212311
1999-03-19,749.3239418304839
1999-03-22,747.6465166589738
1999-03-23,733.5099291060119
1999-03-24,730.5744992718506
1999-03-25,744.4809333241878
1999-03-26,749.0009398240683
1999-03-29,760.9730210672113
1999-03-30,754.9623638607861
1999-03-31,752.8306626534758
1999-04-01,755.7677480523255
1999-04-02,756.8219233794293
1999-04-05,767.7181145299703
1999-04-06,768.7283324329522
1999-04-07,770.6713581025773
1999-04-08,776.6941647468784
1999-04-09,782.89025695442
1999-04-12,781.2088591669707
1999-04-13,786.0562666599714
1999-04-14,780.7708344335292
1999-04-15,781.9965104005382
