Date,EUROPE IMI
1998-12-31,569.0088989435029
1999-01-01,569.078774985164
1999-01-04,584.5758451306198
1999-01-05,590.5857891089183
1999-01-06,603.3165896061558
1999-01-07,597.3807082551805
1999-01-08,601.0477287620209
1999-01-11,594.1445098652327
1999-01-12,586.5346283746281
1999-01-13,565.2591620540624
1999-01-14,567.5461010689705
1999-01-15,575.9773165157443
1999-01-18,588.2250597760201
1999-01-19,586.3898739713173
1999-01-20,591.139157840127
1999-01-21,585.5709667573062
1999-01-22,572.188211307317
1999-01-25,573.8165360585448
1999-01-26,574.8436647538897
1999-01-27,577.5889331852953
1999-01-28,583.6114782381107
1999-01-29,587.2926055575367
1999-02-01,596.1199131894277
1999-02-02,593.1403804591107
1999-02-03,587.6280423116742
1999-02-04,588.6548994032906
1999-02-05,586.7020553229014
1999-02-08,583.6189130090845
1999-02-09,573.1731074992684
1999-02-10,568.8931850829323
1999-02-11,575.7689229297117
1999-02-12,580.8944992399979
1999-02-15,583.894200517683
1999-02-16,587.2721357902426
1999-02-17,581.833856136188
1999-02-18,582.1898301940057
1999-02-19,585.2218377486405
1999-02-22,591.9485227197907
1999-02-23,598.0511514429273
1999-02-24,603.3872585154729
1999-02-25,594.848629056851
1999-02-26,593.7348797995235
1999-03-01,587.642622754004
1999-03-02,589.1717129586125
1999-03-03,585.9021093303481
1999-03-04,590.5744323432024
1999-03-05,601.0211687463747
1999-03-08,598.6224909822478
1999-03-09,600.612180435296
1999-03-10,599.6167500892547
1999-03-11,608.7206928347583
1999-03-12,609.0038613946379
1999-03-15,606.1209312551251
1999-03-16,607.9108071736232
1999-03-17,603.6503649525907
1999-03-18,602.0568164657827
1999-03-19,608.659163841344
1999-03-22,606.1248891364895
1999-03-23,596.9821399753405
1999-03-24,591.5665043942347
1999-03-25,600.0264841635865
1999-03-26,599.8975899094091
1999-03-29,607.3860301026592
1999-03-30,605.1481705244059
1999-03-31,608.9912907444757
1999-04-01,608.5279834541584
1999-04-02,609.1566842208431
1999-04-05,609.8470296473874
1999-04-06,615.7935447813853
1999-04-07,619.4375630744066
1999-04-08,621.2154465700439
1999-04-09,624.7657815190947
1999-04-12,622.4766081286593
1999-04-13,628.7360173619658
1999-04-14,627.6778903573963
1999-04-15,625.0344735814928
1999-04-16,624.2306084652071
1999-04-19,633.3263700504162
1999-04-20,619.0012892443877
1999-04-21,621.8851840594147
1999-04-22,627.7789284090181
1999-04-23,626.8659996949739
1999-04-26,631.575956358497
1999-04-27,640.7202282160583
1999-04-28,639.9865083872959
1999-04-29,637.1752624510323
1999-04-30,640.8376735125709
1999-05-03,644.1091221461891
1999-05-04,644.1254702168111
1999-05-05,635.1650518532543
1999-05-06,633.6797276020257
1999-05-07,631.1099974198174
1999-05-10,631.0042658654407
1999-05-11,632.6798382600118
1999-05-12,630.7587699603945
1999-05-13,635.9823436483913
1999-05-14,625.8862041603121
1999-05-17,615.6300933764794
1999-05-18,620.8905195379822
1999-05-19,626.9305973846944
1999-05-20,632.7327605325594
1999-05-21,632.6461461773448
1999-05-24,629.9757677662926
1999-05-25,623.6759624391858
1999-05-26,624.9235161005324
1999-05-27,619.7544679916465
1999-05-28,621.3858283115961
1999-05-31,624.5151837112196
1999-06-01,623.9376343582771
1999-06-02,628.4846993321041
1999-06-03,632.7488690314144
1999-06-04,637.3969542106325
1999-06-07,642.9020063613438
1999-06-08,641.1219548461212
1999-06-09,642.879799298702
1999-06-10,636.9742962283448
1999-06-11,642.5165933964491
1999-06-14,640.702513203104
1999-06-15,641.108741256851
1999-06-16,647.6944208201893
1999-06-17,649.6741968190372
1999-06-18,651.4173453216118
1999-06-21,658.2136412861294
1999-06-22,655.8782592798733
