Date,EAFE IMI
1998-12-31,568.1152620573794
1999-01-01,568.1643912740379
1999-01-04,575.925604914442
1999-01-05,579.5414107984375
1999-01-06,590.4250764056741
1999-01-07,591.0204176496109
1999-01-08,593.5101831839174
1999-01-11,591.6797006949055
1999-01-12,582.9925350752599
1999-01-13,562.5703709515025
1999-01-14,565.7215272629969
1999-01-15,572.8706885558472
1999-01-18,582.055550547311
1999-01-19,581.5099467832522
1999-01-20,587.5100239082913
1999-01-21,584.9513666956184
1999-01-22,572.9772631670123
1999-01-25,574.1155589870234
1999-01-26,575.824362501506
1999-01-27,578.4493415899523
1999-01-28,581.974134703463
1999-01-29,587.677628825011
1999-02-01,596.0443792909003
1999-02-02,595.5601099082588
1999-02-03,590.0071438085232
1999-02-04,591.2422184216282
1999-02-05,588.0133147678687
1999-02-08,585.9464972958481
1999-02-09,575.9980735825553
1999-02-10,571.6602556410561
1999-02-11,577.6529088930224
1999-02-12,582.774682087877
1999-02-15,584.5877696162081
1999-02-16,585.0438638486311
1999-02-17,579.1981026262383
1999-02-18,578.3061430402624
1999-02-19,581.9031304464754
1999-02-22,589.7819857599076
1999-02-23,595.0087700005275
1999-02-24,598.9857034418005
1999-02-25,593.6129205245886
1999-02-26,595.1417527649575
1999-03-01,589.6999422177379
1999-03-02,587.8292142760504
1999-03-03,585.6136671199687
1999-03-04,588.5704778672468
1999-03-05,602.388073389168
1999-03-08,601.2362400342753
1999-03-09,605.3509959019351
1999-03-10,608.6146209366968
1999-03-11,617.604987506608
1999-03-12,617.3519359851281
1999-03-15,619.1107920784702
1999-03-16,624.8192272401383
1999-03-17,621.5461430666065
1999-03-18,618.1250509259047
1999-03-19,629.9815186377533
1999-03-22,627.721126105235
1999-03-23,621.1713742075503
1999-03-24,613.2274453515053
1999-03-25,622.4213378205653
1999-03-26,624.3916498733836
1999-03-29,630.317987413942
1999-03-30,627.3593068269158
1999-03-31,631.8734239988037
1999-04-01,634.3741902259557
1999-04-02,634.3902162571076
1999-04-05,635.0076617483393
1999-04-06,641.7529152004836
1999-04-07,644.3250696458614
1999-04-08,647.9131330581868
1999-04-09,652.2030544550789
1999-04-12,647.2577662368068
1999-04-13,655.2263027133993
1999-04-14,657.8721758831678
1999-04-15,656.5095641062667
1999-04-16,659.5073721582988
1999-04-19,667.2859805400986
1999-04-20,654.2982630469658
1999-04-21,652.9776325940242
1999-04-22,659.3727663935526
1999-04-23,661.0402681113583
1999-04-26,667.1326889363406
1999-04-27,672.2224877869264
1999-04-28,673.0232269186206
1999-04-29,671.8817968773997
1999-04-30,673.7280046209055
1999-05-03,675.0705669225424
1999-05-04,673.4916559538748
1999-05-05,665.5401726506994
1999-05-06,668.4961561716539
1999-05-07,663.6022966391029
1999-05-10,664.1966200792967
1999-05-11,664.0418257610834
1999-05-12,664.7153414212789
1999-05-13,667.2265288706318
1999-05-14,657.5205133642216
1999-05-17,645.216619946489
1999-05-18,649.5678052370954
1999-05-19,648.1995215874659
1999-05-20,653.4413365443329
1999-05-21,655.939927870279
1999-05-24,654.8438005843122
1999-05-25,649.2824208433769
1999-05-26,653.3190504445923
1999-05-27,649.830163591288
1999-05-28,651.0704847424645
1999-05-31,653.0545113358506
1999-06-01,656.53078665017
1999-06-02,663.0201727595479
1999-06-03,664.4371620531097
1999-06-04,668.5265128609926
1999-06-07,675.9091639629808
1999-06-08,675.390054315388
1999-06-09,678.9696552421457
1999-06-10,676.8166870119974
1999-06-11,683.6712063513785
1999-06-14,680.1812352328755
1999-06-15,680.4469237142632
1999-06-16,688.0810326726636
1999-06-17,693.4165354180368
1999-06-18,691.1414416986324
1999-06-21,698.8976136465009
1999-06-22,699.7435780224237
1999-06-23,693.3368981438917
1999-06-24,688.0853381909333
1999-06-25,684.5779283295007
1999-06-28,689.3597780383117
1999-06-29,691.8893399418166
1999-06-30,691.3160253951412
1999-07-01,707.8459410336521
1999-07-02,713.0616986640081
1999-07-05,721.5341561350727
1999-07-06,718.8916029048243
1999-07-07,716.1747998188523
1999-07-08,714.5112679259278
1999-07-09,714.772141127127
1999-07-12,720.5231411653423
1999-07-13,714.7434179834308
1999-07-14,718.3861337094198
1999-07-15,724.8432223380819
1999-07-16,722.5085098350231
1999-07-19,726.9678877908966
1999-07-20,712.1690455818672
1999-07-21,702.7572785553865
1999-07-22,696.5873279015834
1999-07-23,690.7880190580731
1999-07-26,680.699216777779
1999-07-27,683.3142044554215
1999-07-28,688.4791047318746
1999-07-29,682.5394013360944
1999-07-30,691.6330350993212
1999-08-02,691.644433276162
1999-08-03,691.7048356444268
1999-08-04,686.2103859344326
1999-08-05,672.7448517758087
1999-08-06,671.5053140864308
1999-08-09,675.275729803239
1999-08-10,668.9397876705876
1999-08-11,671.18193418391
1999-08-12,682.200070262294
1999-08-13,690.4886524461672
1999-08-16,698.5828108298383
1999-08-17,702.1437671121354
1999-08-18,707.2623887981784
1999-08-19,701.7272354484238
1999-08-20,708.6145305832225
1999-08-23,718.4000726775355
1999-08-24,718.7884421603858
1999-08-25,724.9081240445537
1999-08-26,723.3054776547226
1999-08-27,722.3405858064655
1999-08-30,726.0437307341812
1999-08-31,713.1497941292613
1999-09-01,721.3736100079984
1999-09-02,712.9817339965796
1999-09-03,722.7486762004733
1999-09-06,731.5325281680168
1999-09-07,726.5219537629517
1999-09-08,725.6461744847247
1999-09-09,736.8964642748354
1999-09-10,741.3382082341963
1999-09-13,750.4341953093426
1999-09-14,745.6449206959197
1999-09-15,747.204107530388
1999-09-16,738.1821872287207
1999-09-17,735.3825106666554
1999-09-20,739.5446802374577
1999-09-21,738.2444557829195
1999-09-22,728.1318140266688
1999-09-23,733.4107613831281
1999-09-24,718.4136829436101
1999-09-27,719.9840845000923
1999-09-28,720.8376793801833
1999-09-29,712.8114224528875
1999-09-30,719.5397522942233
1999-10-01,721.0820221386557
1999-10-04,723.8493129785514
1999-10-05,725.5923705113901
1999-10-06,725.9033256143083
