Date,EUROPE ex SWITZERLAND IMI
2007-05-31,1000.0
2007-06-01,1009.3729416989919
2007-06-04,1006.58969892962
2007-06-05,1000.9776256092009
2007-06-06,984.5658486609648
2007-06-07,973.5960642636625
2007-06-08,972.7355794540632
2007-06-11,982.516112091529
2007-06-12,977.201081436212
2007-06-13,981.3008809036209
2007-06-14,996.5274735330512
2007-06-15,1009.1811415338108
2007-06-18,1006.2285685369112
2007-06-19,1002.7088471176364
2007-06-20,1006.45777461287
2007-06-21,996.4569333627755
2007-06-22,993.2841035282139
2007-06-25,991.947397675331
2007-06-26,986.1278262250559
2007-06-27,981.459956110431
2007-06-28,991.6905242090434
2007-06-29,996.8527890618777
2007-07-02,993.2893155647176
2007-07-03,1002.8661569617041
2007-07-04,1007.4891791321933
2007-07-05,1001.450292504114
2007-07-06,1007.6244323920353
2007-07-09,1010.8679660867473
2007-07-10,999.1672691475825
2007-07-11,995.7645110069669
2007-07-12,1008.1347322211242
2007-07-13,1012.5931607576788
2007-07-16,1013.7202705122702
2007-07-17,1009.2898305466043
2007-07-18,998.3771526360963
2007-07-19,1007.7523937286619
2007-07-20,997.1345973174215
2007-07-23,1003.6224005982311
2007-07-24,987.6393656898391
2007-07-25,979.2182616264324
2007-07-26,950.8452520458803
2007-07-27,944.8218917186578
2007-07-30,943.0750820450908
2007-07-31,963.5317190595715
2007-08-01,947.5211703733288
2007-08-02,956.1477437657956
2007-08-03,943.7281509122311
2007-08-06,933.3457892286173
2007-08-07,945.9041441865306
2007-08-08,964.9263871138519
2007-08-09,947.3819568752207
2007-08-10,918.1463386495027
2007-08-13,939.5855041662195
2007-08-14,928.6983198498061
2007-08-15,925.2652987124244
2007-08-16,891.2316640716381
2007-08-17,909.9578799205455
2007-08-20,916.0490940044448
2007-08-21,915.6395824523444
2007-08-22,932.9464561592522
2007-08-23,935.2183627660376
2007-08-24,938.2242699575388
2007-08-27,939.6361835526188
2007-08-28,922.6487309218907
2007-08-29,928.6620229143367
2007-08-30,940.3404374502218
2007-08-31,953.4374723324189
2007-09-03,956.5643473412123
2007-09-04,962.9851115677035
2007-09-05,945.7096813335521
2007-09-06,948.9827912542964
2007-09-07,927.7752010883909
2007-09-10,918.9334719668033
2007-09-11,935.1250247538569
2007-09-12,936.940055712232
2007-09-13,943.9644248864226
2007-09-14,932.4994194426322
2007-09-17,917.6050611260534
2007-09-18,931.1834663935905
2007-09-19,955.9447666701765
2007-09-20,949.6567345552286
2007-09-21,954.9237925353331
2007-09-24,954.4301468538274
2007-09-25,943.0141150374562
2007-09-26,949.8816666921826
2007-09-27,957.8464609993146
2007-09-28,957.2129241170558
2007-10-01,964.3371037747048
2007-10-02,969.1292447020137
2007-10-03,971.4793538511184
2007-10-04,973.0513100556234
2007-10-05,980.7069536692264
2007-10-08,977.9604309227971
2007-10-09,983.1544562907003
2007-10-10,984.5681277116277
2007-10-11,991.1219021839206
2007-10-12,991.8896727427782
2007-10-15,982.463390794267
2007-10-16,975.6314847292165
2007-10-17,982.9779377224507
2007-10-18,974.0586959555056
2007-10-19,968.0516306448995
2007-10-22,954.5304430333429
2007-10-23,965.6917815421009
2007-10-24,959.9885946613344
2007-10-25,971.3794127060523
2007-10-26,976.9482678558759
2007-10-29,984.1631145403418
2007-10-30,979.5547147864374
2007-10-31,989.2281958037519
2007-11-01,974.5515562804534
2007-11-02,968.3577035562231
2007-11-05,961.5066171912638
2007-11-06,964.45419259425
2007-11-07,956.6826813066342
2007-11-08,951.4910819043888
2007-11-09,936.0058039646718
2007-11-12,934.814022920007
2007-11-13,936.069715872403
2007-11-14,940.588809446326
2007-11-15,927.4659374469746
2007-11-16,919.6516568571917
2007-11-19,899.3346454493146
2007-11-20,909.6223152407335
2007-11-21,885.8764830524351
2007-11-22,892.058686343293
2007-11-23,906.3624025420256
2007-11-26,901.8143144706945
2007-11-27,896.5031303533461
2007-11-28,921.8143645067701
2007-11-29,925.3011730181845
2007-11-30,937.5070889284182
2007-12-03,934.3613625834017
2007-12-04,919.3826744711922
2007-12-05,935.4610928688098
2007-12-06,936.1539099423064
2007-12-07,944.0751695818193
2007-12-10,949.203271995869
2007-12-11,946.0882591530365
2007-12-12,949.6999356302398
2007-12-13,926.6654387518888
2007-12-14,930.8550501718531
2007-12-17,913.6171523035858
2007-12-18,913.3496543346771
2007-12-19,909.7676770023983
2007-12-20,911.7318182376625
2007-12-21,924.7270206564298
2007-12-24,925.9018961350287
2007-12-25,925.9018961350287
2007-12-26,924.914315138337
2007-12-27,926.1504864296135
