Date,EUROPE ex EMU IMI
2007-05-31,1000.0
2007-06-01,1010.0708270629464
2007-06-04,1008.0212412069296
2007-06-05,1002.0003401783389
2007-06-06,989.192645432982
2007-06-07,977.5808182458798
2007-06-08,977.3550455202076
2007-06-11,985.8497410907305
2007-06-12,981.9116075077751
2007-06-13,985.8893450592356
2007-06-14,998.7376912791789
2007-06-15,1010.2293536735259
2007-06-18,1007.0957224303789
2007-06-19,1001.9952759869303
2007-06-20,1005.8004653307188
2007-06-21,996.4067421151317
2007-06-22,992.751545498853
2007-06-25,992.4665812670129
2007-06-26,987.9199198724132
2007-06-27,983.93530411719
2007-06-28,993.3688660058713
2007-06-29,997.4744586550213
2007-07-02,993.1698809868038
2007-07-03,1003.3607205939302
2007-07-04,1008.1145782775693
2007-07-05,1002.6816947112607
2007-07-06,1007.6050251704704
2007-07-09,1012.0823812873084
2007-07-10,1000.6084094606465
2007-07-11,999.2486479962669
2007-07-12,1008.4448220245708
2007-07-13,1012.5563237581208
2007-07-16,1013.4248031959984
2007-07-17,1008.66109498288
2007-07-18,998.3638317097265
2007-07-19,1007.5047037726799
2007-07-20,1000.3326739918799
2007-07-23,1005.1647199684289
2007-07-24,989.4922606289406
2007-07-25,982.0205173752126
2007-07-26,951.6258299529508
2007-07-27,945.8921899610139
2007-07-30,944.3021185033974
2007-07-31,967.0275036680335
2007-08-01,954.4706346280036
2007-08-02,959.3108719234966
2007-08-03,946.7453897267602
2007-08-06,935.9794842810621
2007-08-07,948.9175011913817
2007-08-08,968.9308148615523
2007-08-09,952.961260897224
2007-08-10,919.288172070854
2007-08-13,941.9561320052103
2007-08-14,929.2160761469177
2007-08-15,928.3614452979281
2007-08-16,893.0554526474361
2007-08-17,915.0438104358512
2007-08-20,920.7958343368539
2007-08-21,919.1414235878335
2007-08-22,937.2176265512513
2007-08-23,940.001091338311
2007-08-24,942.7742465892798
2007-08-27,944.6271379106494
2007-08-28,926.3174342209877
2007-08-29,932.0481284153012
2007-08-30,943.0968902110549
2007-08-31,956.972707528586
