Date,WORLD ex CANADA IMI
1998-12-31,1008.2360359213706
1999-01-01,1008.2764512537715
1999-01-04,1011.1092405107535
1999-01-05,1020.6911838038598
1999-01-06,1044.080433422127
1999-01-07,1046.6421439509131
1999-01-08,1057.0000883771474
1999-01-11,1053.4402391991732
1999-01-12,1035.5027077489358
1999-01-13,1008.1353973404213
1999-01-14,1001.9662190851324
1999-01-15,1025.2964971256094
1999-01-18,1032.5379369208708
1999-01-19,1036.1173129925128
1999-01-20,1044.3065782581548
1999-01-21,1031.6201764456341
1999-01-22,1018.353373752424
1999-01-25,1023.981539604672
1999-01-26,1032.5278111420962
1999-01-27,1033.9936250311641
1999-01-28,1050.2105491877176
1999-01-29,1063.5689728745183
1999-02-01,1071.0183245654162
1999-02-02,1063.2209334838137
1999-02-03,1064.295308188647
1999-02-04,1057.3417688437082
1999-02-05,1049.7848132181362
1999-02-08,1051.2754237783806
1999-02-09,1028.0224661890356
1999-02-10,1024.9096886309128
1999-02-11,1044.7900281635373
1999-02-12,1039.180155815704
1999-02-15,1042.739635416109
1999-02-16,1049.7996821944437
1999-02-17,1034.509487037499
1999-02-18,1039.4617578101054
1999-02-19,1050.4177067797966
1999-02-22,1074.0412067316217
1999-02-23,1081.6605642819932
1999-02-24,1078.9041492383226
1999-02-25,1065.351480939041
1999-02-26,1067.7535756007742
1999-03-01,1065.590911553912
1999-03-02,1060.977988703796
1999-03-03,1059.5996739220102
1999-03-04,1074.703653756663
1999-03-05,1097.0026791752878
1999-03-08,1098.1924808993115
1999-03-09,1100.3217427270679
1999-03-10,1102.3508789577047
1999-03-11,1121.203288132915
1999-03-12,1113.0805550823384
1999-03-15,1120.1039546379884
1999-03-16,1125.8148862243743
1999-03-17,1114.4934115927115
1999-03-18,1120.4273202801144
1999-03-19,1125.8999360754954
1999-03-22,1123.318769666546
1999-03-23,1102.4791731911696
1999-03-24,1097.7086680304437
1999-03-25,1118.5660494113056
1999-03-26,1125.2169051146614
1999-03-29,1143.1230100196349
1999-03-30,1134.2936244877833
1999-03-31,1130.911439829642
1999-04-01,1135.3504611381716
1999-04-02,1136.7260439248096
1999-04-05,1152.689532596876
1999-04-06,1154.4696862653382
1999-04-07,1157.2204649875425
1999-04-08,1165.7705435181806
1999-04-09,1175.5605478685643
1999-04-12,1172.8416220423112
1999-04-13,1180.442314782297
1999-04-14,1172.5254889852395
1999-04-15,1174.1431641262525
1999-04-16,1176.745376618132
1999-04-19,1173.9983996118885
1999-04-20,1169.0868859476545
1999-04-21,1186.523941106796
1999-04-22,1201.346857828036
1999-04-23,1200.5898257758145
1999-04-26,1210.8851469867498
1999-04-27,1212.9623373448865
1999-04-28,1209.1085312855043
1999-04-29,1207.906028507369
1999-04-30,1207.0233379494828
1999-05-03,1216.6867447470597
1999-05-04,1203.3964206672179
1999-05-05,1199.1593973000913
1999-05-06,1188.4652074977855
1999-05-07,1189.6533608493755
1999-05-10,1189.44475868368
1999-05-11,1201.580262993317
1999-05-12,1209.6393918523477
1999-05-13,1216.3152779893676
1999-05-14,1189.871186412439
1999-05-17,1182.1649170755059
1999-05-18,1183.80153931076
1999-05-19,1188.5494183541566
1999-05-20,1192.5951234131328
1999-05-21,1195.2844758105548
1999-05-24,1181.0842919908343
1999-05-25,1163.1677280873384
1999-05-26,1183.1378771376355
1999-05-27,1172.2854626666326
1999-05-28,1182.8452408065557
