Date,EU IMI
2007-05-31,1000.0
2007-06-01,1009.4170875801328
2007-06-04,1006.5831525506186
2007-06-05,1000.9681457602003
2007-06-06,984.551370463336
2007-06-07,973.617360855375
2007-06-08,972.7459147407985
2007-06-11,982.5613379527907
2007-06-12,977.3746681176555
2007-06-13,981.5139645531017
2007-06-14,996.5591101407937
2007-06-15,1009.0359425049353
2007-06-18,1005.9806603944774
2007-06-19,1002.4609025531524
2007-06-20,1006.0650816257385
2007-06-21,995.9557193009633
2007-06-22,993.021500215617
2007-06-25,991.9084037741807
2007-06-26,986.3990080870836
2007-06-27,981.6475323795812
2007-06-28,991.6671342793353
2007-06-29,996.7388153025939
2007-07-02,992.9446553211288
2007-07-03,1002.6959199926606
2007-07-04,1007.276047240626
2007-07-05,1001.0825594833826
2007-07-06,1007.4961051592113
2007-07-09,1010.6788672199946
2007-07-10,998.9502985535182
2007-07-11,995.4917622678919
2007-07-12,1007.719476700779
2007-07-13,1012.2018516317079
2007-07-16,1013.2384047776507
2007-07-17,1008.8347520829113
2007-07-18,997.9255183581045
2007-07-19,1007.2565247134293
2007-07-20,996.5423033603649
2007-07-23,1003.2758638824217
2007-07-24,987.4668306509318
2007-07-25,979.0731631714184
2007-07-26,950.7712359962154
2007-07-27,944.9600254724642
2007-07-30,943.0617905588736
2007-07-31,963.4656933800975
2007-08-01,947.5357910160301
2007-08-02,956.0904692314226
2007-08-03,943.7307460644131
2007-08-06,933.6385101407786
2007-08-07,946.2783416774472
2007-08-08,964.9379459308915
2007-08-09,947.5937631347106
2007-08-10,918.3941713080949
2007-08-13,939.8952184545229
2007-08-14,928.7191024327772
2007-08-15,925.4183705011335
2007-08-16,891.3175761846157
2007-08-17,909.8292110625357
2007-08-20,915.6809642245007
2007-08-21,915.4368143241126
2007-08-22,932.9390488319918
2007-08-23,935.1416003529228
2007-08-24,938.2413213614384
2007-08-27,939.7553842568768
2007-08-28,922.8668998334107
2007-08-29,928.9510981714557
2007-08-30,940.380008466842
2007-08-31,953.4188938108666
2007-09-03,956.5390052343662
2007-09-04,962.8270237239021
2007-09-05,945.3391212779668
2007-09-06,948.4390804809235
2007-09-07,927.2508198391359
2007-09-10,918.3295684133179
2007-09-11,934.5242261566835
2007-09-12,936.4147921334999
2007-09-13,943.3256829665559
2007-09-14,931.7451852188138
2007-09-17,916.8736248670166
2007-09-18,930.6139214611607
2007-09-19,955.2837964522784
2007-09-20,949.0205863450905
2007-09-21,954.1964255415319
2007-09-24,953.5232874614657
2007-09-25,942.3057370177954
2007-09-26,949.1506143354885
2007-09-27,957.0710371412622
2007-09-28,956.2627451133629
2007-10-01,963.2608822320167
2007-10-02,968.4122197605076
2007-10-03,970.9652265023923
2007-10-04,972.6153193400678
2007-10-05,980.2547972492148
2007-10-08,977.5831935736978
2007-10-09,982.9550799396284
2007-10-10,984.283361870075
2007-10-11,990.6305189086736
2007-10-12,991.3244650765082
2007-10-15,981.7264339740857
2007-10-16,974.8623705926021
2007-10-17,982.340656819898
2007-10-18,973.5570268814303
2007-10-19,967.5435532986164
2007-10-22,954.516261096298
2007-10-23,965.437180155512
2007-10-24,959.7862466041336
2007-10-25,971.0209281829777
2007-10-26,976.4884611487971
2007-10-29,983.5925158454323
2007-10-30,979.1295650715513
2007-10-31,988.8078222852171
2007-11-01,974.3400255940209
2007-11-02,968.1210223276491
2007-11-05,961.1100472179498
2007-11-06,963.6919754831519
2007-11-07,955.565525952685
2007-11-08,950.189712960161
2007-11-09,934.8786798058455
2007-11-12,934.1366252279121
2007-11-13,935.7686408754379
2007-11-14,940.0480711868952
2007-11-15,927.1553917652767
2007-11-16,919.5523299093691
2007-11-19,899.6204175669559
2007-11-20,909.501577647209
2007-11-21,885.7260011721706
2007-11-22,892.0446445657714
2007-11-23,906.136761565467
2007-11-26,901.2112777990254
2007-11-27,896.1605244360144
2007-11-28,921.4152670681091
2007-11-29,925.0211943119433
2007-11-30,937.3381011833047
2007-12-03,934.1981778321382
2007-12-04,919.4659679276634
2007-12-05,935.5411844139938
2007-12-06,936.1023620485131
2007-12-07,944.5267648698759
2007-12-10,949.697198084646
2007-12-11,946.4248601195766
2007-12-12,949.9306053406034
2007-12-13,926.8243775660861
2007-12-14,930.9731677407993
2007-12-17,913.7258287281708
2007-12-18,913.5307662327511
2007-12-19,909.8962567922488
2007-12-20,911.9385065792029
2007-12-21,924.6589136961984
2007-12-24,925.8000941717871
2007-12-25,925.8000941717871
2007-12-26,924.7863922754124
2007-12-27,925.9056135227285
2007-12-28,923.9047688657727
2007-12-31,924.4709142226328
2008-01-01,924.4709142226328
2008-01-02,911.9315935795469
2008-01-03,910.2709095844526
2008-01-04,892.5777565965983
2008-01-07,890.7745655610621
2008-01-08,894.3013685321729
2008-01-09,880.2672511648954
2008-01-10,870.4871567647984
2008-01-11,866.6848156080022
2008-01-14,869.496473151575
2008-01-15,847.1216760755696
2008-01-16,838.8857491913941
2008-01-17,835.7832910892296
2008-01-18,827.2139312358609
2008-01-21,779.9616696663622
2008-01-22,796.262252978895
2008-01-23,771.1490641960664
2008-01-24,812.3312195510518
2008-01-25,814.0897897798758
2008-01-28,805.3986919231943
2008-01-29,819.7141489769716
2008-01-30,814.6268245842356
2008-01-31,814.305523238531
2008-02-01,829.9795314147725
2008-02-04,833.7500385093651
2008-02-05,807.7718870829211
2008-02-06,811.5380611600616
2008-02-07,795.4369248211673
2008-02-08,799.4745225371905
2008-02-11,792.7125444057802
2008-02-12,819.7169169817913
2008-02-13,821.4605160621635
2008-02-14,822.4077929682122
2008-02-15,806.0650906276167
2008-02-18,822.1068795406775
2008-02-19,823.9533383661917
2008-02-20,814.9877806165687
2008-02-21,820.0135031475736
2008-02-22,813.0141120627262
2008-02-25,826.721609372824
2008-02-26,837.8834526670431
2008-02-27,835.329140632469
2008-02-28,819.2428604537237
2008-02-29,807.7306373650243
2008-03-03,796.5302641697328
2008-03-04,785.6212246354177
2008-03-05,801.4713741627595
2008-03-06,790.6246831945393
2008-03-07,781.4637366109579
2008-03-10,772.0259404256877
2008-03-11,781.3576860345522
2008-03-12,791.1060571135368
2008-03-13,779.280846583025
2008-03-14,772.1154051233897
2008-03-17,736.9403784690959
2008-03-18,762.894138036301
2008-03-19,754.27884540921
2008-03-20,752.4364633946858
2008-03-21,752.5043318847835
2008-03-24,753.2933852724035
2008-03-25,777.7895223485895
2008-03-26,772.859092436838
2008-03-27,782.8079506495762
2008-03-28,778.7166828623403
2008-03-31,776.9322427494986
2008-04-01,802.2925103947717
2008-04-02,810.9231694646887
2008-04-03,807.008143576855
2008-04-04,809.4327183837363
2008-04-07,817.4963613810942
2008-04-08,808.9245109211066
2008-04-09,804.822840300153
2008-04-10,801.9960976570105
2008-04-11,790.5597673759239
2008-04-14,784.9436421467011
2008-04-15,788.2874159855762
2008-04-16,803.107860791379
2008-04-17,799.6539955139887
2008-04-18,818.637809402128
2008-04-21,808.1543389485114
2008-04-22,804.5074536353592
