Date,WORLD ex EMU IMI
1998-12-31,673.8740108362254
1999-01-01,673.8739451794124
1999-01-04,670.0208754267306
1999-01-05,676.6686122955934
1999-01-06,693.2199398663757
1999-01-07,697.2981773224247
1999-01-08,705.5760922901237
1999-01-11,704.9432881753124
1999-01-12,692.4853553767716
1999-01-13,676.4099578099823
1999-01-14,670.2874704135912
1999-01-15,687.6417139210206
1999-01-18,690.3188882974175
1999-01-19,693.2186364734838
1999-01-20,698.276234426807
1999-01-21,689.2135404596728
1999-01-22,682.5252626912976
1999-01-25,687.0660491018823
1999-01-26,693.4976286451002
1999-01-27,693.65127213144
1999-01-28,704.85680690161
1999-01-29,715.1207771345765
1999-02-01,719.50763879698
1999-02-02,714.3676272371741
1999-02-03,716.4917899482505
1999-02-04,711.0426048396477
1999-02-05,704.9976068883427
1999-02-08,706.897584009457
1999-02-09,691.2862453931301
1999-02-10,689.6331888499548
1999-02-11,704.0427700594626
1999-02-12,698.4400095931634
1999-02-15,701.1054422650603
1999-02-16,706.8345544137586
1999-02-17,696.1148673962246
1999-02-18,699.7735634818288
1999-02-19,707.6961036076632
1999-02-22,725.0421619463752
1999-02-23,729.3081765779554
1999-02-24,726.0647808330632
1999-02-25,716.7872089245112
1999-02-26,719.3913962358738
1999-03-01,719.5692107709589
1999-03-02,715.4850310882404
1999-03-03,715.8880573487738
1999-03-04,727.360543751751
1999-03-05,742.5355439228185
1999-03-08,744.3450439148171
1999-03-09,745.9107648338962
1999-03-10,747.9942649843485
1999-03-11,761.827201586103
1999-03-12,753.8471411133232
1999-03-15,758.9961214921271
1999-03-16,763.1717650401029
1999-03-17,754.7345946610635
1999-03-18,759.9156910250848
1999-03-19,762.788914675601
1999-03-22,761.7530451385646
1999-03-23,747.9244892901092
1999-03-24,746.178794715734
1999-03-25,760.4951491026729
1999-03-26,767.2305040502185
1999-03-29,779.9466611272638
1999-03-30,772.9225305594267
1999-03-31,769.134563457818
1999-04-01,772.8539256249886
1999-04-02,773.9224201530199
1999-04-05,787.1276712421395
1999-04-06,786.377751638489
1999-04-07,787.9577876483166
1999-04-08,794.878826711976
1999-04-09,801.7764014695179
1999-04-12,799.9498627690468
1999-04-13,804.8942174389944
1999-04-14,798.9806515675897
1999-04-15,801.4806269179516
1999-04-16,804.1078276915575
1999-04-19,800.1595938796087
1999-04-20,799.3932515783268
1999-04-21,812.2822216418584
1999-04-22,823.4552991621863
1999-04-23,823.3339428975313
1999-04-26,831.0202234732616
1999-04-27,829.9010839678211
1999-04-28,827.3914736526717
1999-04-29,826.8615962571704
1999-04-30,825.3150189299697
1999-05-03,832.3436008050888
1999-05-04,821.7374419991093
1999-05-05,819.7466647993241
1999-05-06,811.2240204933383
1999-05-07,812.1588748575836
1999-05-10,811.8422913717919
1999-05-11,821.5005025949774
1999-05-12,828.536919707837
1999-05-13,833.5081428595959
1999-05-14,813.4960856049888
1999-05-17,809.9885543468276
1999-05-18,810.0771179972842
1999-05-19,812.2536695358665
1999-05-20,814.2234546235138
1999-05-21,816.3162699189152
1999-05-24,805.4532992714838
1999-05-25,791.9495296694943
1999-05-26,808.028013348496
1999-05-27,800.8154333485991
1999-05-28,809.4241020427007
1999-05-31,811.5488429215168
1999-06-01,808.3863162936608
1999-06-02,818.8692767556918
1999-06-03,820.0862738546936
1999-06-04,835.2520433652061
1999-06-07,843.0206556854623
1999-06-08,828.9354013933854
1999-06-09,831.2686615529985
1999-06-10,821.8899525171579
1999-06-11,821.2674592019167
1999-06-14,820.5101849285802
1999-06-15,823.6124707343055
1999-06-16,844.2405394563772
1999-06-17,850.8990013521353
1999-06-18,846.5839039177072
1999-06-21,856.8572166730402
1999-06-22,853.6038547250307
1999-06-23,849.3180793811607
1999-06-24,838.4461507390488
1999-06-25,830.2672950327483
1999-06-28,844.2611855140209
1999-06-29,854.9837095610817
1999-06-30,864.1739726044949
1999-07-01,879.4948680474605
1999-07-02,888.0694917547219
1999-07-05,890.833924226848
1999-07-06,887.5628126215108
1999-07-07,888.8036534730265
1999-07-08,890.6176440889657
1999-07-09,892.6294095430065
1999-07-12,897.6276211940244
1999-07-13,891.1168126064197
1999-07-14,894.179449336662
1999-07-15,899.6871272475047
1999-07-16,902.6841562986671
1999-07-19,903.561805728232
1999-07-20,871.0689134904555
1999-07-21,863.3235524433574
1999-07-22,853.7810373098971
1999-07-23,850.827042375787
1999-07-26,831.0367247945622
1999-07-27,839.8762959739273
1999-07-28,844.947990085439
1999-07-29,829.9618809384544
1999-07-30,831.4675727844234
1999-08-02,832.6985898066313
1999-08-03,829.6581444360407
1999-08-04,814.1075320218544
1999-08-05,809.0139475352354
1999-08-06,803.5235863176085
1999-08-09,806.1123950382236
1999-08-10,796.4466096941493
1999-08-11,808.7443764948778
1999-08-12,813.213414855952
1999-08-13,831.4330778957533
1999-08-16,837.3408183216357
1999-08-17,847.2765494057919
1999-08-18,845.4780285253328
1999-08-19,835.1513875213624
1999-08-20,841.6527252188572
1999-08-23,859.2654017823871
1999-08-24,862.5957169208223
1999-08-25,874.194807088137
1999-08-26,867.9933267777943
1999-08-27,860.2810455813161
1999-08-30,853.7810629596864
1999-08-31,840.941037132152
1999-09-01,847.6951934636502
1999-09-02,834.108410984135
1999-09-03,857.2561012219595
1999-09-06,862.8660965137299
1999-09-07,857.2465046188258
1999-09-08,853.8900737733456
1999-09-09,864.0275090496558
1999-09-10,872.9449688330475
1999-09-13,880.5672673896071
1999-09-14,873.3800170814826
1999-09-15,869.6365860433148
1999-09-16,863.3302281830556
1999-09-17,867.7727811164256
1999-09-20,869.2754700570441
1999-09-21,856.9146479821254
1999-09-22,850.9313720221114
1999-09-23,845.5935635493487
1999-09-24,835.1662571653839
1999-09-27,838.8961460115434
1999-09-28,836.7542494114482
1999-09-29,823.1750382634303
1999-09-30,830.223546991461
1999-10-01,828.899708749609
1999-10-04,837.1228722949712
1999-10-05,837.0201902466789
1999-10-06,844.598299090353
1999-10-07,843.0296930267401
1999-10-08,857.7641438526903
1999-10-11,859.232933510332
1999-10-12,844.5132525933923
1999-10-13,826.597792066615
1999-10-14,825.41159687487
1999-10-15,801.8024214868454
1999-10-18,798.0864299534375
1999-10-19,807.8620407390707
1999-10-20,822.5792970808186
1999-10-21,818.3459037528141
1999-10-22,837.4848106039677
1999-10-25,838.8499127101078
1999-10-26,843.1722197079827
1999-10-27,850.3399953673068
1999-10-28,870.0595024617797
1999-10-29,886.3768265141667
1999-11-01,885.850302538975
1999-11-02,885.3736247936671
1999-11-03,889.217880831529
1999-11-04,900.2350226233809
1999-11-05,904.6126540338653
1999-11-08,909.4191263681437
1999-11-09,904.7107763843287
1999-11-10,909.3228598727919
1999-11-11,915.8582152697314
1999-11-12,930.0448437292398
1999-11-15,933.0773102744405
1999-11-16,941.0089407393425
1999-11-17,931.9774103146704
1999-11-18,947.4618012444025
1999-11-19,950.0791610956146
1999-11-22,950.6290601048834
1999-11-23,949.2967422940209
1999-11-24,962.179828288467
1999-11-25,963.3662173278409
1999-11-26,977.8412643390342
1999-11-29,980.3330004606509
1999-11-30,964.8625434130173
1999-12-01,964.8163018512781
1999-12-02,974.2821723432145
1999-12-03,990.2237609302932
1999-12-06,971.028011825036
1999-12-07,969.4809819572828
1999-12-08,964.9217325785461
1999-12-09,973.02234779616
1999-12-10,980.1725857680627
1999-12-13,982.678031775937
1999-12-14,978.3582868918345
1999-12-15,981.5484919648861
1999-12-16,974.4458235514418
1999-12-17,986.4945582456378
1999-12-20,987.4405975595814
1999-12-21,995.4255749352814
1999-12-22,1003.7734443378444
1999-12-23,1006.8475563107592
1999-12-24,1010.1583665900071
1999-12-27,1010.6948620329282
1999-12-28,1021.277033480888
1999-12-29,1030.7619176134417
1999-12-30,1035.7766224381103
1999-12-31,1039.312055524524
2000-01-03,1025.4709089482105
2000-01-04,978.6683524689257
2000-01-05,962.2126103442872
2000-01-06,947.7761057903772
2000-01-07,973.3569379159389
2000-01-10,989.2331312863543
2000-01-11,983.4137136716247
2000-01-12,979.1826605974464
2000-01-13,989.6744350873421
2000-01-14,1010.8227124782466
2000-01-17,1021.4372220200715
2000-01-18,1013.0680689469718
2000-01-19,1010.765486576907
2000-01-20,1008.917408679041
2000-01-21,1012.6268802310809
2000-01-24,1001.9394576822979
2000-01-25,996.3306127541955
2000-01-26,1003.8836067811952
2000-01-27,1019.2553831081717
2000-01-28,1008.3454961422615
2000-01-31,1014.0222881095874
2000-02-01,1026.0631350689182
2000-02-02,1029.9190205986804
2000-02-03,1030.8172604913684
2000-02-04,1036.0747889986276
2000-02-07,1039.077670305409
2000-02-08,1039.117437930912
