Date,WORLD ex UK IMI
1998-12-31,671.1795183949987
1999-01-01,671.2087619543685
1999-01-04,673.9034095511091
1999-01-05,680.3732340808133
1999-01-06,695.3360897913767
1999-01-07,697.6361546893899
1999-01-08,704.488958548082
1999-01-11,702.4130370152042
1999-01-12,690.1936651689432
1999-01-13,671.9474221998292
1999-01-14,667.5062739967633
1999-01-15,683.2764794809912
1999-01-18,686.7916455370752
1999-01-19,689.9460211398303
1999-01-20,695.2524912762709
1999-01-21,686.7744150591691
1999-01-22,678.7042157882634
1999-01-25,682.4068055912079
1999-01-26,688.4798092384844
1999-01-27,689.4725501325319
1999-01-28,700.7978857817682
1999-01-29,710.2293799015109
1999-02-01,714.1191845798397
1999-02-02,708.0141393143836
1999-02-03,709.9456365576672
1999-02-04,704.664520815934
1999-02-05,700.0739447924126
1999-02-08,701.3316137755172
1999-02-09,684.860138531765
1999-02-10,683.1244968736423
1999-02-11,696.4658014871885
1999-02-12,691.3233948458532
1999-02-15,693.0637713484584
1999-02-16,696.5018122253412
1999-02-17,685.9045541590738
1999-02-18,689.8077010300252
1999-02-19,697.6640518633646
1999-02-22,714.3655000374521
1999-02-23,719.0740533435484
1999-02-24,715.6695223252293
1999-02-25,707.0846299372779
1999-02-26,708.7378622430273
1999-03-01,707.5494112916873
1999-03-02,703.6161197412221
1999-03-03,702.3766224924299
1999-03-04,712.8223362412596
1999-03-05,728.2049598701234
1999-03-08,729.4016193790361
1999-03-09,730.2103011380378
1999-03-10,731.4865770313027
1999-03-11,743.2138559670279
1999-03-12,738.0327430908131
1999-03-15,744.557164942646
1999-03-16,748.4083374378171
1999-03-17,741.2821871985478
1999-03-18,745.7048064052142
1999-03-19,748.8021560349551
1999-03-22,747.0406599586428
1999-03-23,732.5482558210755
1999-03-24,729.4511962476956
1999-03-25,744.0238939227326
1999-03-26,748.081979755626
1999-03-29,759.7029000880003
1999-03-30,753.5493888443132
1999-03-31,751.0489727623021
1999-04-01,754.6294148009385
1999-04-02,755.6174739848138
1999-04-05,767.1531162619223
1999-04-06,768.2291121745004
1999-04-07,769.5172591536935
1999-04-08,775.8822942720034
1999-04-09,782.1449547710401
1999-04-12,780.6294162175703
1999-04-13,784.8496654078652
1999-04-14,779.3467100502121
1999-04-15,780.534713754103
1999-04-16,782.5409831267963
1999-04-19,778.688152425256
1999-04-20,777.5130074415645
1999-04-21,790.5806059300578
1999-04-22,799.8599052191381
1999-04-23,799.2576723710887
1999-04-26,805.7527298409653
1999-04-27,806.4062077645898
1999-04-28,803.6480050869098
1999-04-29,803.9432824238463
1999-04-30,802.587522145285
1999-05-03,809.6082987287607
1999-05-04,799.8867603962143
1999-05-05,798.3342327889286
1999-05-06,790.5239381090474
1999-05-07,792.0793209526742
1999-05-10,792.3479198281743
1999-05-11,800.9630113420066
1999-05-12,806.9476479222441
1999-05-13,810.3470501339773
1999-05-14,792.9565415464264
1999-05-17,788.8512561765004
1999-05-18,789.6625394210215
1999-05-19,792.5800795375923
1999-05-20,794.5166840760717
1999-05-21,796.7634143857977
1999-05-24,787.3157716345053
1999-05-25,774.7748894698497
1999-05-26,788.5377697427533
1999-05-27,780.8127722050426
1999-05-28,788.1621687219782
1999-05-31,790.4356277686762
1999-06-01,786.8913038090335
1999-06-02,794.8451826298423
1999-06-03,796.6807309150408
1999-06-04,810.4013608892692
1999-06-07,818.2134490187502
1999-06-08,806.4621616060164
1999-06-09,809.1158330387302
1999-06-10,800.3716676976536
1999-06-11,799.6153201009702
1999-06-14,798.1671204962287
1999-06-15,801.9832527839221
1999-06-16,820.5577671053755
1999-06-17,827.1116904578153
1999-06-18,823.8224527517795
1999-06-21,833.6187034528584
1999-06-22,830.4258882173508
1999-06-23,826.7032438557162
1999-06-24,816.7000569301135
1999-06-25,809.280396851313
1999-06-28,822.197130882039
1999-06-29,833.4524257535102
1999-06-30,841.8351241930299
1999-07-01,855.4048810552947
1999-07-02,863.4692033077545
1999-07-05,867.2706887926788
1999-07-06,864.3289692607891
1999-07-07,865.4019737565446
1999-07-08,866.9256176143356
1999-07-09,869.7645083967848
1999-07-12,874.0676514486823
1999-07-13,867.835154221883
1999-07-14,870.7082054938649
1999-07-15,875.6477709895782
1999-07-16,878.1567352411519
1999-07-19,879.9283814455647
1999-07-20,850.5048728747901
1999-07-21,842.9642227956803
1999-07-22,833.0180907884371
1999-07-23,830.301408014014
1999-07-26,811.83932885933
1999-07-27,818.9874432913184
1999-07-28,823.2342144190809
1999-07-29,808.2134483834812
1999-07-30,809.3876358704626
1999-08-02,809.4514406785778
1999-08-03,806.4636133385868
1999-08-04,792.853202072762
1999-08-05,787.7288161153767
1999-08-06,782.8714429129441
1999-08-09,786.9444471824602
1999-08-10,778.0549692212221
1999-08-11,789.1770266146278
1999-08-12,794.2920214444657
1999-08-13,811.4132725279578
1999-08-16,817.3984673026276
1999-08-17,827.6128345321637
1999-08-18,825.2576028545918
1999-08-19,815.37474319542
1999-08-20,822.0944046460321
1999-08-23,837.5234400528822
1999-08-24,841.307731015804
1999-08-25,853.20191110308
1999-08-26,847.4455468248675
1999-08-27,841.0423698325187
1999-08-30,835.0373965425247
1999-08-31,822.518169743174
1999-09-01,829.5654744129388
1999-09-02,816.4843090567836
1999-09-03,838.2060372005709
1999-09-06,843.817434553031
1999-09-07,839.4599944866927
1999-09-08,836.3623574759093
1999-09-09,845.6493681727995
1999-09-10,855.0987616674798
1999-09-13,861.9045931615286
1999-09-14,855.8095222766482
1999-09-15,852.3720399452496
1999-09-16,845.9628125449805
1999-09-17,849.9060749614366
1999-09-20,851.8740536523485
1999-09-21,840.0545804050904
1999-09-22,834.4951490101139
1999-09-23,829.0080872526912
1999-09-24,818.0392967132597
1999-09-27,820.3741907058392
1999-09-28,818.4788815907323
1999-09-29,806.7225769038031
1999-09-30,813.3555723476032
1999-10-01,812.0875614455518
1999-10-04,820.3078023416693
1999-10-05,821.0921603366917
1999-10-06,828.3887043863737
1999-10-07,827.1546852400865
1999-10-08,839.4484312242204
1999-10-11,840.8670277001617
1999-10-12,827.9095123747044
1999-10-13,811.6737917524421
1999-10-14,810.2849729082171
1999-10-15,788.7319192036244
1999-10-18,784.0008639755057
1999-10-19,793.3925918422625
1999-10-20,806.9973903662095
1999-10-21,803.4366531721589
1999-10-22,821.1805978872607
1999-10-25,822.1753993719001
1999-10-26,825.7273006519545
1999-10-27,832.2267876941489
1999-10-28,851.4758156381854
1999-10-29,866.7815646018047
1999-11-01,865.8480424017158
1999-11-02,865.7042803016623
1999-11-03,869.4790184574048
1999-11-04,879.8523671774398
1999-11-05,884.5107093527332
1999-11-08,889.1562504695632
1999-11-09,884.6770136289867
1999-11-10,889.7271832869054
1999-11-11,895.7077653378158
1999-11-12,908.547321655323
1999-11-15,911.8629840884954
1999-11-16,919.2300384359114
1999-11-17,911.7725549452771
1999-11-18,927.3174374072372
1999-11-19,930.0306112821422
1999-11-22,928.8855983853774
1999-11-23,925.9487569425472
1999-11-24,937.243952602232
1999-11-25,940.1060313345192
1999-11-26,953.8218747386105
1999-11-29,955.7040619393475
1999-11-30,942.2522751469294
1999-12-01,942.1813204096395
1999-12-02,950.2736682352862
1999-12-03,966.3565692324761
1999-12-06,950.8392721362063
1999-12-07,950.6401281937653
1999-12-08,946.641908036526
1999-12-09,953.7649405639324
1999-12-10,958.6053365251423
1999-12-13,962.2050163727325
1999-12-14,959.1067547807135
1999-12-15,961.5976827512277
1999-12-16,957.1431838445639
1999-12-17,967.3648540581663
1999-12-20,969.6742433945456
1999-12-21,976.1375897254109
1999-12-22,985.6471026583014
1999-12-23,991.1930736287496
1999-12-24,994.9078000111275
1999-12-27,996.0577740811782
1999-12-28,1005.6602133858805
1999-12-29,1014.2203879808815
1999-12-30,1020.5539433580714
1999-12-31,1023.7288563005754
2000-01-03,1011.0927492762657
2000-01-04,966.0979006453958
2000-01-05,948.322386267777
2000-01-06,935.1055601625582
2000-01-07,962.0933662934847
2000-01-10,977.5256747436969
2000-01-11,971.8092019091393
2000-01-12,967.37705027917
2000-01-13,978.1725727940357
2000-01-14,999.3495026263608
2000-01-17,1009.9479968760037
2000-01-18,1000.5303911088588
2000-01-19,998.5380992065244
2000-01-20,998.2813322835723
2000-01-21,1000.3873748727192
2000-01-24,990.1797232349885
2000-01-25,984.5290073607101
2000-01-26,991.7382407390598
2000-01-27,1005.7553299827392
2000-01-28,997.1461284515457
2000-01-31,999.670746673387
2000-02-01,1013.3323319118522
2000-02-02,1021.0562601981896
2000-02-03,1027.09408044023
2000-02-04,1036.3539021445956
2000-02-07,1038.0734967751798
2000-02-08,1040.5228790681203
2000-02-09,1029.4624549712503
2000-02-10,1035.2375147041107
2000-02-11,1026.9646918845124
2000-02-14,1031.3042971553052
2000-02-15,1025.9012296351495
2000-02-16,1022.6130890401203
2000-02-17,1027.1307900229497
2000-02-18,1012.0565004905085
2000-02-21,1003.2973382641314
2000-02-22,984.8109748517903
2000-02-23,997.6598119316338
2000-02-24,1007.12821207725
2000-02-25,1021.707926463418
2000-02-28,1036.1768737383763
2000-02-29,1050.3669963724706
2000-03-01,1060.888580031432
2000-03-02,1066.606169173014
2000-03-03,1083.2137575557258
2000-03-06,1078.2529928558786
2000-03-07,1069.035684763057
2000-03-08,1069.5673250277423
2000-03-09,1074.4879901767322
2000-03-10,1077.54747965697
2000-03-13,1053.031606020713
2000-03-14,1045.559041357314
2000-03-15,1040.5051056889956
2000-03-16,1069.276804623088
2000-03-17,1082.670926521638
2000-03-20,1073.7418964293463
2000-03-21,1082.614308244254
2000-03-22,1098.5684328035438
2000-03-23,1096.5609181793334
2000-03-24,1101.0822373200751
2000-03-27,1101.6750584947158
2000-03-28,1102.056185787751
2000-03-29,1113.0525545951846
2000-03-30,1090.5118378006791
2000-03-31,1100.1817768605936
2000-04-03,1085.295992042628
2000-04-04,1074.598054378538
2000-04-05,1058.4910630162951
2000-04-06,1077.7717282945232
2000-04-07,1090.932649201048
2000-04-10,1080.5607111856395
2000-04-11,1065.2665567557021
2000-04-12,1053.3914616563434
2000-04-13,1038.9198913179262
2000-04-14,993.3944384765524
2000-04-17,996.2206051494202
2000-04-18,1029.2255652682702
2000-04-19,1036.6922460848182
2000-04-20,1040.4600413603644
2000-04-21,1041.5918582082566
2000-04-24,1037.8530274614732
2000-04-25,1072.540039353258
2000-04-26,1072.720207698051
2000-04-27,1083.822441666707
2000-04-28,1086.6042606219662
2000-05-01,1101.9153877775675
2000-05-02,1096.4978570773098
2000-05-03,1094.3381318080628
2000-05-04,1095.6131193902463
2000-05-05,1105.9164895056688
2000-05-08,1095.634015579798
2000-05-09,1072.9513141800674
2000-05-10,1043.2463474441965
2000-05-11,1059.0777631157787
2000-05-12,1068.762639774187
2000-05-15,1069.625981974081
2000-05-16,1095.171554735058
2000-05-17,1095.5010025638699
2000-05-18,1084.2405725308422
2000-05-19,1062.9545302669812
2000-05-22,1035.921691813004
2000-05-23,1019.7785890439965
2000-05-24,1023.2517741015105
2000-05-25,1023.3177924800684
2000-05-26,1004.1273633894767
2000-05-29,1006.2085152354095
2000-05-30,1027.312301395304
2000-05-31,1031.1444217682865
2000-06-01,1046.7049238475756
2000-06-02,1062.343966547336
2000-06-05,1063.5284585602258
2000-06-06,1047.1058743193787
2000-06-07,1052.8063910675112
2000-06-08,1052.7094634397524
2000-06-09,1055.0151217676512
2000-06-12,1046.6068222683361
2000-06-13,1046.6877468958758
2000-06-14,1048.599387126157
2000-06-15,1052.0303910781158
2000-06-16,1039.7134028394607
2000-06-19,1052.7387635210164
2000-06-20,1060.2210360634037
2000-06-21,1070.5959707529207
2000-06-22,1064.36918142337
2000-06-23,1059.158762062113
2000-06-26,1061.3242715756646
2000-06-27,1054.827272778118
2000-06-28,1058.2801128787357
2000-06-29,1045.2537115156226
2000-06-30,1046.080008195061
2000-07-03,1061.0113742027197
2000-07-04,1062.9943539933681
2000-07-05,1045.5870015372684
