Date,WORLD IMI
1998-12-31,661.0777775468716
1999-01-01,661.1036868956553
1999-01-04,663.079817785714
1999-01-05,669.5304460367249
1999-01-06,685.0441771544532
1999-01-07,686.7137562253749
1999-01-08,693.5988587338611
1999-01-11,691.3249910761352
1999-01-12,679.5422777288157
1999-01-13,661.4556089046952
1999-01-14,657.4588311863608
1999-01-15,672.9194975487136
1999-01-18,677.6853581408388
1999-01-19,679.8619333937728
1999-01-20,685.0983892308054
1999-01-21,676.8850794813133
1999-01-22,668.2645961521982
1999-01-25,671.9920634516326
1999-01-26,677.5299312973078
1999-01-27,678.5297447079903
1999-01-28,689.0244746401138
1999-01-29,697.9447539013179
1999-02-01,702.8705772592434
1999-02-02,697.5604194023975
1999-02-03,698.3343343823476
1999-02-04,693.9887494773936
1999-02-05,689.1363482251625
1999-02-08,690.0696846216944
1999-02-09,674.7308684679294
1999-02-10,672.6241426181206
1999-02-11,685.6515935491743
1999-02-12,681.9065017867143
1999-02-15,684.2901172274422
1999-02-16,688.6966604015003
1999-02-17,678.6928211568198
1999-02-18,682.0608383896296
1999-02-19,689.320793915441
1999-02-22,704.7723279265024
1999-02-23,709.5814093484075
1999-02-24,707.6165474089127
1999-02-25,698.6958563034266
1999-02-26,700.3161624866042
1999-03-01,698.8804611964956
1999-03-02,695.7676233812066
1999-03-03,694.7183962307519
1999-03-04,704.7305916899094
1999-03-05,719.4257093435898
1999-03-08,720.3462849969291
1999-03-09,721.6545404319219
1999-03-10,723.01692752936
1999-03-11,735.2839912228371
1999-03-12,729.9029822120394
1999-03-15,734.4478542543346
1999-03-16,738.1930257638646
1999-03-17,730.8059564180578
1999-03-18,734.637528215119
1999-03-19,738.2785395110998
1999-03-22,736.7305448941312
1999-03-23,723.1294740040325
1999-03-24,720.2038550550371
1999-03-25,733.7491295475004
1999-03-26,738.2847673342719
1999-03-29,749.8379649170182
1999-03-30,743.9332819748817
1999-03-31,741.7820888748003
1999-04-01,744.7599119380678
1999-04-02,745.7510834524703
1999-04-05,756.3653823736568
1999-04-06,757.4291373833563
1999-04-07,759.2576961929495
1999-04-08,765.0740878054169
