Date,PACIFIC IMI
1998-12-31,569.1532295824774
1999-01-01,569.1545045508034
1999-01-04,559.0128791404329
1999-01-05,557.0651919918269
1999-01-06,563.702422548319
1999-01-07,579.532789632947
1999-01-08,579.291256835811
1999-01-11,589.2841086251454
1999-01-12,578.0346635458359
1999-01-13,559.4874142326078
1999-01-14,564.6726178194225
1999-01-15,568.870676361037
1999-01-18,570.9596211374536
1999-01-19,573.4216919982309
1999-01-20,582.3760621224457
1999-01-21,586.8264524312194
1999-01-22,578.0723353608689
1999-01-25,578.0730145947917
1999-01-26,581.3828914610517
1999-01-27,583.7418646933355
1999-01-28,581.4533848709524
1999-01-29,591.9118743675504
1999-02-01,599.2509258828464
1999-02-02,604.5910564052097
1999-02-03,598.9117325235836
1999-02-04,600.6399581221118
1999-02-05,594.4134501105088
1999-02-08,594.7113546813978
1999-02-09,585.869334391215
1999-02-10,581.3715638294698
1999-02-11,585.3389912305051
1999-02-12,590.4810913975714
1999-02-15,589.5370636910683
1999-02-16,583.1798313541466
1999-02-17,576.3501920085338
1999-02-18,572.5417832847875
1999-02-19,577.4747472220148
1999-02-22,588.0809927748318
1999-02-23,591.2991068293668
1999-02-24,592.1351426027485
1999-02-25,594.0992231058905
1999-02-26,601.7850381591653
1999-03-01,597.8263510393033
1999-03-02,588.039211063947
1999-03-03,588.2628910598277
1999-03-04,587.2460611131556
1999-03-05,608.9828255312307
1999-03-08,610.7246576843678
1999-03-09,619.8041769375311
1999-03-10,632.9906711963931
1999-03-11,641.7679769338272
1999-03-12,640.2666552230985
1999-03-15,652.8287117229135
1999-03-16,667.680635480592
1999-03-17,666.6842007599088
1999-03-18,658.993597458049
1999-03-19,683.135427247764
1999-03-22,681.4992690851391
1999-03-23,680.9441881061385
1999-03-24,667.0731262224518
1999-03-25,678.0261616525005
1999-03-26,684.8891513104484
1999-03-29,687.2063097137794
1999-03-30,682.5521512596148
1999-03-31,688.6537039471716
1999-04-01,698.0715947682331
1999-04-02,696.6616294820375
1999-04-05,697.1128743279132
1999-04-06,705.7495794082134
1999-04-07,705.8417064346332
1999-04-08,713.6620844862873
1999-04-09,719.697096314191
1999-04-12,708.5264605742652
1999-04-13,720.5258559791563
1999-04-14,731.8340156729948
1999-04-15,733.4557951402334
1999-04-16,745.3487692753325
1999-04-19,750.0834812690524
1999-04-20,740.1486071812043
1999-04-21,729.005928421999
1999-04-22,736.605147828915
1999-04-23,744.3018786872424
1999-04-26,753.6530830950277
1999-04-27,749.3098344294448
1999-04-28,753.6946324274526
1999-04-29,756.4412716387
1999-04-30,754.0558017102923
