Date,WORLD ex ISRAEL IMI
2010-05-26,1000.0
2010-05-27,1027.130163819308
2010-05-28,1017.4280768900816
2010-05-31,1022.4332278785455
2010-06-01,1010.1134777553248
2010-06-02,1027.3219297163027
2010-06-03,1038.543226732789
2010-06-04,1022.6041805207719
2010-06-07,1012.584839719984
2010-06-08,1014.5466444508338
2010-06-09,1010.4738980691284
2010-06-10,1030.8348287325646
2010-06-11,1037.7951082304312
2010-06-14,1032.6640558296524
2010-06-15,1046.5734120731652
2010-06-16,1048.0187106990822
2010-06-17,1046.0357588945683
2010-06-18,1046.1713977675643
2010-06-21,1050.6379397527655
2010-06-22,1044.4220643733022
2010-06-23,1039.4558766711664
2010-06-24,1020.3948425357715
2010-06-25,1020.8726867656341
2010-06-28,1020.0412819302031
2010-06-29,999.7050574632437
2010-06-30,987.3340064508559
2010-07-01,965.9117700712603
2010-07-02,955.0492790953241
2010-07-05,957.875838798923
2010-07-06,964.064950683844
2010-07-07,984.1319332803218
2010-07-08,992.5911375872107
2010-07-09,1002.7893323015563
2010-07-12,1005.8232071814198
2010-07-13,1015.9690211185556
2010-07-14,1014.5897472581509
2010-07-15,1001.404917428463
2010-07-16,975.6243143689954
2010-07-19,973.950988502735
2010-07-20,984.5173927684131
2010-07-21,984.8672024653647
2010-07-22,998.1658674951769
2010-07-23,1012.8182463575891
2010-07-26,1015.6733616906702
2010-07-27,1012.3036365839207
2010-07-28,1007.8677827434533
2010-07-29,1001.9218900084885
2010-07-30,1003.4314750437071
2010-08-02,1014.9824782819813
2010-08-03,1012.5559732307785
2010-08-04,1018.845164741816
2010-08-05,1018.110913228069
2010-08-06,1007.0782535422592
2010-08-09,1016.1411616946037
2010-08-10,1016.1560767667651
2010-08-11,1001.3408956701435
2010-08-12,999.3259522037374
2010-08-13,1003.4354120294771
2010-08-16,999.7212217881054
2010-08-17,1009.7307897082886
2010-08-18,1012.1083076920171
2010-08-19,999.4176415943211
2010-08-20,1001.817564605845
2010-08-23,1003.0556997265619
2010-08-24,988.0897784390424
2010-08-25,988.5422008869306
2010-08-26,982.8794699776819
2010-08-27,996.136665726055
2010-08-30,993.1323706734718
2010-08-31,988.7684697661701
2010-09-01,1008.4258677927179
2010-09-02,1015.2679472007625
2010-09-03,1023.9959273127739
2010-09-06,1027.0578241308042
2010-09-07,1027.4795367708973
2010-09-08,1030.7293593770944
2010-09-09,1038.4348672841027
2010-09-10,1041.6038731210526
2010-09-13,1044.758187758845
2010-09-14,1039.284789998372
2010-09-15,1036.0457550975752
2010-09-16,1028.306842580004
2010-09-17,1032.3627026145214
2010-09-20,1043.4218346191362
2010-09-21,1037.618692846463
2010-09-22,1016.5521288905768
