Date,EUROPE & MIDDLE EAST IMI
2010-05-26,1000.0
2010-05-27,1029.4049075043806
2010-05-28,1026.2351888096944
2010-05-31,1030.4549318397187
2010-06-01,1031.9344953762297
2010-06-02,1033.2459397884395
2010-06-03,1048.3239666830955
2010-06-04,1030.6938423069125
2010-06-07,1022.5314481761383
2010-06-08,1010.9086291512258
2010-06-09,1029.5595978961574
2010-06-10,1045.4239955092094
2010-06-11,1049.518837672622
2010-06-14,1062.7892654710647
2010-06-15,1069.898358276612
2010-06-16,1070.625375269424
2010-06-17,1072.114127529859
2010-06-18,1074.2548935761424
2010-06-21,1085.717261122816
2010-06-22,1080.7868389856608
2010-06-23,1070.9418938361678
2010-06-24,1051.2927669285175
2010-06-25,1045.2134966117546
2010-06-28,1057.4967181573031
2010-06-29,1026.546434121485
2010-06-30,1024.4305335938268
2010-07-01,998.7519189450477
2010-07-02,998.9897070921164
2010-07-05,997.2413879086046
2010-07-06,1022.2321036283029
2010-07-07,1035.0376559267377
2010-07-08,1045.8016081248481
2010-07-09,1051.8671899644542
2010-07-12,1056.6856649458782
2010-07-13,1076.3441733368225
2010-07-14,1076.0864436068584
2010-07-15,1064.1608579569404
2010-07-16,1044.5403032771003
2010-07-19,1036.123173347496
2010-07-20,1036.6903025205008
2010-07-21,1049.3942274281603
2010-07-22,1070.1369330729885
2010-07-23,1077.0448405827146
2010-07-26,1081.391921124227
2010-07-27,1085.373347865998
2010-07-28,1081.561564748543
2010-07-29,1077.8239213281222
2010-07-30,1074.122163738573
2010-08-02,1102.180116203614
2010-08-03,1102.4139332424115
2010-08-04,1103.6638734085625
2010-08-05,1100.6574151641669
2010-08-06,1089.435498062769
2010-08-09,1104.2453428916751
2010-08-10,1094.521716305476
2010-08-11,1073.529687907356
2010-08-12,1074.1224022469291
2010-08-13,1076.889421175223
2010-08-16,1077.2512308903868
2010-08-17,1089.3717081503155
2010-08-18,1086.31733813651
2010-08-19,1071.2201438583775
2010-08-20,1064.0780565943678
2010-08-23,1070.8915708949705
2010-08-24,1052.5429009706675
2010-08-25,1044.603670722456
2010-08-26,1053.5337888385907
2010-08-27,1060.1275331355587
2010-08-30,1060.4776750976403
2010-08-31,1060.976053819241
2010-09-01,1089.2492885019628
2010-09-02,1089.4037908636765
2010-09-03,1098.4820801434769
2010-09-06,1101.0819256917052
2010-09-07,1096.2973448169203
2010-09-08,1107.5316458547775
2010-09-09,1118.8463523379303
2010-09-10,1117.5838972528204
2010-09-13,1124.9874513188163
2010-09-14,1124.460360491872
2010-09-15,1121.2869966763128
2010-09-16,1112.7362631069234
2010-09-17,1110.4804366544527
2010-09-20,1124.6805780578034
2010-09-21,1120.242188315797
2010-09-22,1104.4499227186332
2010-09-23,1104.228332381935
2010-09-24,1115.928365747511
2010-09-27,1111.8753303852423
2010-09-28,1109.4084866415278
2010-09-29,1104.2899434848905
2010-09-30,1099.0075267818595
2010-10-01,1096.843172821775
2010-10-04,1091.3714082376582
2010-10-05,1105.1611124777173
2010-10-06,1110.6796212035283
2010-10-07,1109.6969068915473
2010-10-08,1109.4619906004723
2010-10-11,1114.0509048605104
2010-10-12,1111.0287082905652
2010-10-13,1126.8306413802777
2010-10-14,1124.7928410927698
2010-10-15,1125.5994843986127
2010-10-18,1128.9649493188867
2010-10-19,1123.0890865254046
2010-10-20,1126.3239600432312
2010-10-21,1132.2765395159845
2010-10-22,1129.1103036458433
2010-10-25,1132.4160791634752
2010-10-26,1130.6393517849426
2010-10-27,1122.548401598153
2010-10-28,1126.5270687796071
2010-10-29,1127.2037469817064
2010-11-01,1129.2583450764498
2010-11-02,1133.3592653385997
2010-11-03,1129.8305676720981
2010-11-04,1147.3247910969226
2010-11-05,1152.5954890546898
2010-11-08,1152.6222452490074
2010-11-09,1159.136296756162
2010-11-10,1151.5623637823812
2010-11-11,1150.8774930216694
2010-11-12,1146.081535377447
2010-11-15,1155.5241689600273
2010-11-16,1128.740242082214
2010-11-17,1134.8738807063608
2010-11-18,1150.8779563656951
2010-11-19,1144.1392801289858
2010-11-22,1137.267654871072
2010-11-23,1120.2312729162625
2010-11-24,1131.6773145027096
2010-11-25,1137.759492388542
2010-11-26,1133.32979346276
2010-11-29,1115.7614674254971
2010-11-30,1114.4680836520454
2010-12-01,1136.7489458700597
2010-12-02,1155.5326880068687
2010-12-03,1152.840557688973
2010-12-06,1155.4397451061232
2010-12-07,1166.0602147289626
2010-12-08,1170.4281982007158
2010-12-09,1174.535639922876
2010-12-10,1175.8846870760497
2010-12-13,1179.3855146121434
2010-12-14,1182.2576891135345
2010-12-15,1177.5712413781434
2010-12-16,1181.840492565433
2010-12-17,1177.4930641489354
2010-12-20,1185.4798141181102
2010-12-21,1196.712510219837
2010-12-22,1198.4804880029983
2010-12-23,1199.9316397696139
2010-12-24,1198.3777564928816
2010-12-27,1189.0702827993225
2010-12-28,1191.6019673753644
2010-12-29,1196.125554885295
2010-12-30,1181.544856610048
2010-12-31,1177.05899718182
2011-01-03,1185.6632781437434
2011-01-04,1196.1229311678117
2011-01-05,1196.513272494046
2011-01-06,1200.7654228119213
