Date,JAPAN MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,976.947817017574
1999-01-05,980.3802577625138
1999-01-06,988.4348042191306
1999-01-07,1006.2485125481916
1999-01-08,1011.5608448248012
1999-01-11,1032.7319258176888
1999-01-12,1007.7166646048834
1999-01-13,967.4193493958131
1999-01-14,976.9290830790283
1999-01-15,981.7817412349464
1999-01-18,971.8292725576326
1999-01-19,978.2188646379567
1999-01-20,988.8492082488046
1999-01-21,994.0542311304863
1999-01-22,975.5114022987324
1999-01-25,978.7884715527543
1999-01-26,987.90399455832
1999-01-27,986.931856892253
1999-01-28,982.0785006617739
1999-01-29,994.4099824270694
1999-02-01,1004.5964930285917
1999-02-02,1025.0404556142462
1999-02-03,1018.8360958283145
1999-02-04,1017.2116324413645
1999-02-05,1003.4331135221199
1999-02-08,1003.3707131748238
1999-02-09,984.8870540346238
1999-02-10,983.2499594861002
1999-02-11,987.2352801109283
1999-02-12,991.6429896731532
1999-02-15,988.5187120038031
1999-02-16,977.0399990531099
1999-02-17,961.1038811986123
1999-02-18,952.8395694699034
1999-02-19,957.1007896614508
1999-02-22,976.6775062852975
1999-02-23,984.4046661739862
1999-02-24,979.4751605141203
1999-02-25,985.9925174551431
1999-02-26,997.1305131593112
1999-03-01,991.5308644729328
1999-03-02,970.0028383549063
1999-03-03,972.988007596442
1999-03-04,968.9063769495913
1999-03-05,1007.7129077091314
1999-03-08,1003.169464713701
1999-03-09,1019.5027407679165
1999-03-10,1035.9330124467085
1999-03-11,1054.5314218553674
1999-03-12,1051.1556944539357
1999-03-15,1077.0800705994557
1999-03-16,1105.6775705970986
1999-03-17,1093.9244069677065
1999-03-18,1068.1725219720117
1999-03-19,1113.8675910916213
1999-03-22,1108.3946933884074
1999-03-23,1090.609373883804
1999-03-24,1074.6105641398572
1999-03-25,1097.4429046522146
1999-03-26,1104.3843291176324
1999-03-29,1117.3116568053435
1999-03-30,1101.0302243017136
1999-03-31,1116.3539108157615
1999-04-01,1148.2157115191471
1999-04-02,1144.1583906077842
1999-04-05,1139.3744902821209
1999-04-06,1157.6018156497228
1999-04-07,1162.2871503770798
1999-04-08,1177.99861945114
1999-04-09,1178.618925175183
1999-04-12,1148.0389586244526
1999-04-13,1165.0474889915004
1999-04-14,1180.6841339620153
1999-04-15,1179.9141193376233
1999-04-16,1194.4403225053547
1999-04-19,1196.2412039005587
1999-04-20,1176.702556670912
1999-04-21,1156.5672881326457
1999-04-22,1170.398368568709
1999-04-23,1184.5881791027573
1999-04-26,1208.528013343967
1999-04-27,1208.4179029473896
1999-04-28,1225.9728979699157
1999-04-29,1231.1446231930613
1999-04-30,1216.927585984956
1999-05-03,1210.6015458602967
1999-05-04,1197.895263558085
1999-05-05,1188.8630669967351
1999-05-06,1225.106054468953
1999-05-07,1211.304903029826
1999-05-10,1207.1695806025916
1999-05-11,1184.689280290122
1999-05-12,1190.415128938127
1999-05-13,1177.7426210870367
1999-05-14,1164.2126373370784
1999-05-17,1126.6554474927277
1999-05-18,1129.4977638658295
1999-05-19,1090.0444028760187
1999-05-20,1096.1627389299922
1999-05-21,1122.2553340588343
1999-05-24,1126.7624289646726
1999-05-25,1123.6529076919444
1999-05-26,1142.3287902204838
1999-05-27,1142.5103956181997
1999-05-28,1151.3236408329526
1999-05-31,1145.6088201195118
1999-06-01,1165.6806068912579
1999-06-02,1181.4449735628043
1999-06-03,1161.6911162369756
1999-06-04,1168.9918055679059
1999-06-07,1192.3663133792927
1999-06-08,1203.0831025787602
1999-06-09,1213.5992528581148
1999-06-10,1229.9899902826799
1999-06-11,1252.0147624061262
1999-06-14,1239.9637939908225
1999-06-15,1246.1653209934607
1999-06-16,1257.744811737738
1999-06-17,1284.2818313270068
1999-06-18,1265.2668155050872
1999-06-21,1283.3806349455067
1999-06-22,1299.656045579211
1999-06-23,1278.2133406941462
1999-06-24,1275.3300795469381
1999-06-25,1254.7105584267276
1999-06-28,1279.678750889499
1999-06-29,1304.2775012093973
1999-06-30,1293.2880346796944
1999-07-01,1340.3211813050486
1999-07-02,1353.003427230227
1999-07-05,1360.3397439421487
1999-07-06,1351.9320453125129
1999-07-07,1354.351836361698
1999-07-08,1346.0975348157137
1999-07-09,1346.1885934132688
1999-07-12,1384.5007034236442
1999-07-13,1396.2449940219246
1999-07-14,1410.1251242688095
1999-07-15,1431.1822677378395
1999-07-16,1420.7217358171426
1999-07-19,1448.17198013232
1999-07-20,1413.6213778590457
1999-07-21,1384.2023424363956
1999-07-22,1360.2398835912875
1999-07-23,1353.746741478412
1999-07-26,1336.970358836559
1999-07-27,1334.0806985907202
1999-07-28,1373.3025856627437
1999-07-29,1401.2075231330737
1999-07-30,1415.0233970917604
1999-08-02,1419.3643015993875
1999-08-03,1429.4610551739784
1999-08-04,1396.9279668907552
