Date,USA MOMENTUM SR VARIANT
2002-05-29,1064.236808380681
2002-05-30,1057.8884461359119
2002-05-31,1067.94354141643
2002-06-03,1047.990450686641
2002-06-04,1035.8200330620632
2002-06-05,1052.4893775590745
2002-06-06,1029.081961639197
2002-06-07,1032.4026928651049
2002-06-10,1040.3815403418944
2002-06-11,1032.1060491282199
2002-06-12,1031.0785333031197
2002-06-13,1020.0302313101308
2002-06-14,1013.9162935146022
2002-06-17,1042.0077960709245
2002-06-18,1039.2917112076022
2002-06-19,1028.7707134575094
2002-06-20,1011.4879105685318
2002-06-21,995.5703247609783
2002-06-24,977.4002927685659
2002-06-25,968.3296646113685
2002-06-26,946.882264994363
2002-06-27,962.526316089433
2002-06-28,958.2111394832532
2002-07-01,946.0659094021835
2002-07-02,933.889421206247
2002-07-03,938.9168905564976
2002-07-04,940.2591591634404
2002-07-05,969.7532905260099
2002-07-08,954.9593748142862
2002-07-09,928.5645165738853
2002-07-10,906.3988283489344
2002-07-11,901.9147355921452
2002-07-12,890.6647035915893
2002-07-15,869.3003021169242
2002-07-16,848.113336295458
2002-07-17,855.6061087570517
2002-07-18,830.1693433718666
2002-07-19,788.3011335804625
2002-07-22,782.694452733506
2002-07-23,787.176896209984
2002-07-24,832.6265187453276
2002-07-25,833.8844099333661
2002-07-26,851.2670213007567
2002-07-29,900.3209471143149
2002-07-30,887.7270477407511
2002-07-31,908.3731484915821
2002-08-01,890.3621024696622
2002-08-02,873.4144337085106
2002-08-05,850.2537893438521
2002-08-06,889.2576778220863
2002-08-07,897.80511856943
2002-08-08,924.4371593713381
2002-08-09,924.4695079930067
2002-08-12,913.9860295941945
2002-08-13,897.682165696505
2002-08-14,913.826863612279
2002-08-15,925.7147986856
2002-08-16,919.4029556530877
2002-08-19,938.7263726361073
2002-08-20,929.8873467074199
2002-08-21,930.6330932020668
2002-08-22,947.6256503571163
2002-08-23,932.0631308665255
2002-08-26,940.042438170784
2002-08-27,928.4917626888225
2002-08-28,914.3154604088114
2002-08-29,909.9381528217616
2002-08-30,919.3276808244644
2002-09-02,915.8722639014143
2002-09-03,878.0824981289309
2002-09-04,891.3289738774554
2002-09-05,889.777855109151
2002-09-06,907.2334952962639
2002-09-09,917.7038415056822
2002-09-10,924.1986826588716
2002-09-11,925.8516201655705
2002-09-12,906.0094742818395
2002-09-13,908.586417916482
2002-09-16,918.8745941204742
2002-09-17,903.6008533612949
2002-09-18,893.7066892669108
2002-09-19,867.8809723517201
2002-09-20,871.9002402682901
2002-09-23,866.7649293463933
2002-09-24,850.5614224047528
2002-09-25,866.6940948488781
2002-09-26,888.6748631290483
2002-09-27,872.8913829958191
2002-09-30,852.7838592161021
2002-10-01,880.2541353414866
2002-10-02,862.9433183521342
2002-10-03,847.4387241996144
2002-10-04,836.642699734617
2002-10-07,819.1807617059385
2002-10-08,835.5634111222365
2002-10-09,804.9694478275126
2002-10-10,826.2740154701163
2002-10-11,849.9523685952839
2002-10-14,852.8136270602397
2002-10-15,882.8476449478094
2002-10-16,868.1171001124915
2002-10-17,882.8410972922493
2002-10-18,890.8844990580553
2002-10-21,905.6498391755066
2002-10-22,891.5123336195521
2002-10-23,899.1913487580663
2002-10-24,887.1679181490011
2002-10-25,891.0048831239422
2002-10-28,869.442824701888
2002-10-29,868.1735069627556
2002-10-30,874.8929806420957
2002-10-31,860.0706922769035
2002-11-01,864.9125564981374
2002-11-04,855.5960019823169
2002-11-05,858.3670350591811
2002-11-06,864.6923051428284
2002-11-07,839.0384619052633
2002-11-08,820.6204876771694
2002-11-11,811.0415874310943
2002-11-12,813.7436322042655
2002-11-13,816.5441341515211
2002-11-14,833.2247260942161
2002-11-15,838.6589768136664
2002-11-18,826.3339755087934
2002-11-19,822.0678013606607
2002-11-20,837.6336555070061
2002-11-21,845.4382699800494
2002-11-22,845.779835578073
2002-11-25,843.4949451816478
2002-11-26,832.3594732565019
2002-11-27,854.8357731999416
2002-11-28,850.2821477936805
2002-11-29,845.491686598285
2002-12-02,841.7515337670279
2002-12-03,835.1851063283392
2002-12-04,837.2648219839637
2002-12-05,828.1786836825141
2002-12-06,830.1758735960681
2002-12-09,818.6382142798938
2002-12-10,827.4409714049076
2002-12-11,827.786532185747
2002-12-12,818.2962463921667
2002-12-13,803.7478180608487
2002-12-16,821.4667444181263
2002-12-17,808.0614473549988
2002-12-18,803.3784014152687
2002-12-19,801.2922197437985
2002-12-20,812.9043980164918
2002-12-23,814.3787098313654
2002-12-24,807.7662310047126
2002-12-25,807.7662310047126
2002-12-26,803.6438627143447
2002-12-27,786.9689865949613
2002-12-30,788.6925614117262
2002-12-31,785.0753547478515
2003-01-01,785.0753547478515
2003-01-02,817.1727437870348
2003-01-03,811.5782031832803
2003-01-06,819.2667984395997
2003-01-07,815.7710788024837
2003-01-08,810.9636052317186
2003-01-09,814.7162252178847
2003-01-10,807.9225510595516
2003-01-13,804.0798489332005
2003-01-14,802.9317600694899
2003-01-15,792.8835098152388
2003-01-16,792.340160065425
2003-01-17,783.8321522329264
2003-01-20,782.803790305154
2003-01-21,771.1048761651382
2003-01-22,764.122955095128
2003-01-23,767.9352780718491
2003-01-24,747.3997460894817
2003-01-27,735.2293044110058
2003-01-28,742.2540424328062
2003-01-29,744.0362684379634
2003-01-30,740.0643148922893
2003-01-31,753.509890986301
2003-02-03,753.7674428141087
2003-02-04,736.7627060519354
2003-02-05,736.0484206323425
2003-02-06,734.466801740592
2003-02-07,729.0605218083707
2003-02-10,737.0987377517768
2003-02-11,735.3628178952071
2003-02-12,726.7296420224036
2003-02-13,718.5177061759355
2003-02-14,735.522577692422
2003-02-17,739.4618985025295
2003-02-18,754.7876542223531
2003-02-19,745.9800112445611
2003-02-20,736.760408582432
2003-02-21,746.5275455018599
2003-02-24,735.9694738721051
2003-02-25,742.6642444605633
2003-02-26,733.6112468864299
2003-02-27,743.52829851584
2003-02-28,743.9021470697361
2003-03-03,734.1744897685005
2003-03-04,719.615415173895
2003-03-05,720.9769785427177
2003-03-06,715.2944569487789
2003-03-07,717.5633340224354
2003-03-10,698.5555885183684
2003-03-11,693.8611803888705
2003-03-12,696.9738144988125
2003-03-13,727.9297482694135
2003-03-14,737.0132509117205
2003-03-17,767.9583065612997
2003-03-18,772.7860362840871
2003-03-19,782.5864295406184
2003-03-20,782.6965013073911
2003-03-21,803.226478688605
2003-03-24,770.4921385202908
2003-03-25,776.8736523972599
2003-03-26,772.2580692297621
2003-03-27,768.0893587099034
2003-03-28,763.2623032377394
2003-03-31,742.3609229111353
2003-04-01,750.8149204302786
2003-04-02,773.652538706273
2003-04-03,772.9692502957348
2003-04-04,778.0007246265347
2003-04-07,783.6632879481406
2003-04-08,782.1863988927939
2003-04-09,770.5919855690224
2003-04-10,767.8303170489114
2003-04-11,772.6968979461287
2003-04-14,781.7786631733698
2003-04-15,784.6537630494379
2003-04-16,768.2998639645164
2003-04-17,774.6091084310915
2003-04-18,774.6091084310915
2003-04-21,775.5296013095834
2003-04-22,782.8245918388941
2003-04-23,785.6809882045583
2003-04-24,772.3348926835159
2003-04-25,766.3721514240179
2003-04-28,779.5649818260333
2003-04-29,781.9973376794636
2003-04-30,769.7924395284757
2003-05-01,761.2453296808715
2003-05-02,775.5757987309286
2003-05-05,768.1260152979889
2003-05-06,768.5250042375501
2003-05-07,764.9041556726813
2003-05-08,751.8777209742226
2003-05-09,757.218692040783
2003-05-12,762.2272045488296
2003-05-13,762.5043871919141
2003-05-14,762.5931359259167
2003-05-15,770.0544696302668
2003-05-16,766.100806321514
2003-05-19,741.6174575729015
2003-05-20,742.9578204880229
2003-05-21,743.555958276959
2003-05-22,750.1476791857596
2003-05-23,745.1345225105479
2003-05-26,739.9861377072226
2003-05-27,751.4835876268505
2003-05-28,760.1435976139054
2003-05-29,750.7422944153449
2003-05-30,765.9365761156704
2003-06-02,767.4737039034396
2003-06-03,772.4804659763895
2003-06-04,788.6980903909108
2003-06-05,782.9553414510789
2003-06-06,785.3491444269764
2003-06-09,770.660429462041
2003-06-10,782.0996669409678
2003-06-11,790.7400218545766
2003-06-12,794.6613183052758
2003-06-13,784.5534788639288
2003-06-16,798.6149127197964
2003-06-17,800.4753347650064
2003-06-18,807.342075715813
2003-06-19,794.8587882017883
2003-06-20,797.9560673655902
2003-06-23,792.9960488416768
2003-06-24,792.7050780229722
2003-06-25,787.757451412848
2003-06-26,807.6923307921321
2003-06-27,802.822377691
2003-06-30,797.0510810159152
2003-07-01,795.69317771812
2003-07-02,811.6463341330385
2003-07-03,805.2482532121704
2003-07-04,807.8070449452696
2003-07-07,835.6707978629202
2003-07-08,844.8457930094531
2003-07-09,839.2456652107745
2003-07-10,827.9449243847796
2003-07-11,837.8278232173581
2003-07-14,846.5804487870781
2003-07-15,847.1553481141492
2003-07-16,839.6396432956104
2003-07-17,830.9783640550747
2003-07-18,837.6559929232174
2003-07-21,820.5076180277572
2003-07-22,825.6874698298187
2003-07-23,823.0183480267062
2003-07-24,812.2597426810246
2003-07-25,820.2963621260377
2003-07-28,821.9917815191757
2003-07-29,819.1048011814205
2003-07-30,823.4408914937011
