Date,USA MOMENTUM
1998-12-31,544.8126597119762
1999-01-01,544.8126597119762
1999-01-04,539.6761178328029
1999-01-05,547.2376076710995
1999-01-06,559.8865845964641
1999-01-07,560.9587524442517
1999-01-08,566.8875888166007
1999-01-11,560.3176094873105
1999-01-12,547.4574385600692
1999-01-13,539.3718092972888
1999-01-14,532.4348503667006
1999-01-15,551.2705748119309
1999-01-18,550.9378254781651
1999-01-19,557.2006225063179
1999-01-20,562.1078005204356
1999-01-21,549.0301900900043
1999-01-22,545.3027489486168
1999-01-25,548.5066363893011
1999-01-26,562.156732778544
1999-01-27,564.1936786889768
1999-01-28,578.7496557506253
1999-01-29,587.4463856742183
1999-02-01,586.3326034999565
1999-02-02,578.4651551552441
1999-02-03,582.6647233996351
1999-02-04,573.1885714841541
1999-02-05,566.9005050785363
1999-02-08,570.358663154748
1999-02-09,554.3821951967948
1999-02-10,556.542511086054
1999-02-11,574.7759261137508
1999-02-12,564.8506368190831
1999-02-15,566.936811466704
1999-02-16,579.491564387966
1999-02-17,566.7898736183496
1999-02-18,572.883296753372
1999-02-19,580.9316120999306
1999-02-22,601.4148169921574
1999-02-23,604.5740760876535
1999-02-24,597.9988704412746
1999-02-25,588.7676663661986
1999-02-26,592.6047928031027
1999-03-01,593.1816809603384
1999-03-02,588.8268175728263
1999-03-03,589.1331478834696
1999-03-04,602.8995236338203
1999-03-05,616.0086943395845
1999-03-08,619.3845809360424
1999-03-09,621.3334931657569
1999-03-10,617.4087910796294
1999-03-11,631.2161701925551
1999-03-12,621.9964559778116
1999-03-15,629.8535931204386
1999-03-16,632.5077011600916
1999-03-17,622.5214316702651
1999-03-18,634.6997001230836
1999-03-19,630.3244133837754
1999-03-22,631.3794005285157
1999-03-23,613.6307827936531
1999-03-24,613.569420383256
1999-03-25,629.3706277609529
1999-03-26,633.0618180596348
1999-03-29,649.7914943197518
1999-03-30,646.9594354268258
1999-03-31,637.2490631134826
1999-04-01,641.4456265476723
1999-04-02,642.8727129937577
1999-04-05,663.0093708406602
1999-04-06,660.1937335838645
1999-04-07,660.7748434780918
1999-04-08,669.858168730419
1999-04-09,675.4783015932315
1999-04-12,677.9079454446445
1999-04-13,674.3369129621926
1999-04-14,654.1390525042772
1999-04-15,648.0171681848221
1999-04-16,639.6667247138761
1999-04-19,617.523569007945
1999-04-20,631.4078235580106
1999-04-21,658.1598125879707
1999-04-22,673.8720244085517
1999-04-23,672.7534724101192
1999-04-26,679.6216643040303
1999-04-27,672.4881831650334
1999-04-28,659.6197868101646
1999-04-29,653.2181933677199
1999-04-30,652.0976360887697
1999-05-03,656.5988132460657
1999-05-04,640.4843330584625
1999-05-05,645.4973881436774
1999-05-06,629.091318917315
1999-05-07,635.1787914453541
1999-05-10,634.200512570325
1999-05-11,649.5970067718199
1999-05-12,658.6069527810034
1999-05-13,663.8406907643661
1999-05-14,643.4370043977309
1999-05-17,650.0350154635935
1999-05-18,647.0987126847652
1999-05-19,653.1887154747324
1999-05-20,651.0202715210615
1999-05-21,647.1893963618871
1999-05-24,633.7435566902127
1999-05-25,620.7337257016239
1999-05-26,641.2807347532906
1999-05-27,630.3852005507194
1999-05-28,641.4569765750259
1999-05-31,643.1792564181579
1999-06-01,633.595676340883
1999-06-02,643.5505533571521
1999-06-03,645.6396094661665
1999-06-04,669.3852052991235
1999-06-07,672.2095879633716
1999-06-08,652.1723514315004
1999-06-09,654.898461997724
1999-06-10,642.0294486303103
1999-06-11,636.0347159952235
1999-06-14,635.3685484419859
1999-06-15,641.5881110935348
1999-06-16,670.9249010311661
1999-06-17,675.9076003587942
1999-06-18,674.073650092897
1999-06-21,687.4151509682631
1999-06-22,678.4174252501552
1999-06-23,679.3849515986694
1999-06-24,665.8247349830717
1999-06-25,657.2316880494783
1999-06-28,675.882366598367
1999-06-29,689.173317229959
1999-06-30,703.0565764920049
1999-07-01,711.9902090168332
1999-07-02,722.7784655543657
1999-07-05,722.001322392145
1999-07-06,719.6310985510107
1999-07-07,725.6621181748297
1999-07-08,730.1216938387348
1999-07-09,734.7775592832876
1999-07-12,735.0785604369343
1999-07-13,729.6054459186071
1999-07-14,731.1201335248555
1999-07-15,733.1838535966035
1999-07-16,739.6350832936386
1999-07-19,738.96492818965
1999-07-20,700.3668489615775
1999-07-21,696.7068267699324
1999-07-22,684.8661943033999
1999-07-23,685.6907505713979
1999-07-26,664.5811545182696
1999-07-27,675.49152241962
1999-07-28,680.5641211042295
1999-07-29,660.6192422108279
1999-07-30,654.7790534795365
1999-08-02,654.8790901092647
1999-08-03,648.9686968875886
1999-08-04,633.4641691233355
1999-08-05,634.7861974093584
1999-08-06,630.6956635892539
1999-08-09,630.4979931985719
1999-08-10,621.300881057194
1999-08-11,641.0545583661824
1999-08-12,640.1390924508797
1999-08-13,663.2785921071744
1999-08-16,665.8818638222291
1999-08-17,677.1874682224784
1999-08-18,667.5826686271013
1999-08-19,654.1046498429209
1999-08-20,658.921340996863
1999-08-23,678.4365434569819
1999-08-24,684.1501501204466
1999-08-25,700.6308382680867
1999-08-26,692.4885934372207
1999-08-27,684.5199557624641
1999-08-30,670.8811622674303
1999-08-31,660.4592227458633
1999-09-01,663.8102864971418
1999-09-02,652.6002653394163
1999-09-03,681.7114644759049
1999-09-06,683.322618438081
1999-09-07,680.9972362556425
1999-09-08,677.2208683478183
1999-09-09,682.4084860401117
1999-09-10,691.7892607633462
1999-09-13,691.2607434801616
1999-09-14,688.34239144651
1999-09-15,678.9264936070684
1999-09-16,679.8068346138248
1999-09-17,691.032130204929
1999-09-20,691.6711049374499
1999-09-21,673.5992006733177
1999-09-22,675.1619793270817
1999-09-23,662.070349182388
1999-09-24,660.8976298611332
1999-09-27,665.614812392949
1999-09-28,665.3917684728549
1999-09-29,649.3223171684671
1999-09-30,653.3911904584666
1999-10-01,650.2208888486796
1999-10-04,663.4622325404384
1999-10-05,666.6408698298216
1999-10-06,675.8076590863941
1999-10-07,670.8481129340446
1999-10-08,688.7338359536299
1999-10-11,688.8987160815846
1999-10-12,669.6223474985478
1999-10-13,651.1959545411727
1999-10-14,651.2905929093837
1999-10-15,625.9090800405934
1999-10-18,630.6471408588098
1999-10-19,637.0323621173418
1999-10-20,653.3013613763429
1999-10-21,648.3309074348562
1999-10-22,662.9904005666011
1999-10-25,660.0516211137077
1999-10-26,661.7973565841111
1999-10-27,673.1692432172656
1999-10-28,700.6385824995368
1999-10-29,716.7834175858541
1999-11-01,713.7407761284918
1999-11-02,710.4355300064178
1999-11-03,716.0445213458538
1999-11-04,723.1142211533936
1999-11-05,734.9479443595696
1999-11-08,742.8824872892474
1999-11-09,734.3207855682409
1999-11-10,739.5003508985768
1999-11-11,749.0424160668683
1999-11-12,764.5153158344839
1999-11-15,763.2029997777848
1999-11-16,779.0898663168355
1999-11-17,765.624421886872
1999-11-18,783.7503892422932
1999-11-19,785.9807345118348
1999-11-22,780.9517907308752
1999-11-23,777.252525105629
1999-11-24,791.5395454106311
1999-11-25,791.6560053731731
1999-11-26,798.413572765415
1999-11-29,795.5365769419682
1999-11-30,779.04777450378
1999-12-01,788.3060795330892
1999-12-02,804.2878161269758
1999-12-03,820.8368956253058
1999-12-06,806.9201462769685
1999-12-07,804.8875578533074
1999-12-08,802.4281025107442
1999-12-09,817.117090555838
1999-12-10,827.0072652393092
1999-12-13,836.7430488666389
1999-12-14,826.406535534652
1999-12-15,838.1167106525253
1999-12-16,833.6494252119974
1999-12-17,844.1600538822705
1999-12-20,850.5283566994259
1999-12-21,860.9370198882841
1999-12-22,863.89144910175
1999-12-23,868.0629635681659
1999-12-24,868.0629635681659
1999-12-27,872.0304835771456
1999-12-28,876.663419570132
1999-12-29,889.893321182183
1999-12-30,890.8572590808401
1999-12-31,895.4980927120947
2000-01-03,888.9782170729634
2000-01-04,829.9666209233994
2000-01-05,820.1525723866189
2000-01-06,796.328367332693
2000-01-07,836.6025880356965
2000-01-10,861.9178034148063
2000-01-11,838.5489303235676
2000-01-12,830.0452439370222
2000-01-13,843.5248555988277
2000-01-14,867.6444057385133
2000-01-17,871.129439799052
2000-01-18,863.3012432068041
2000-01-19,869.8507710187106
2000-01-20,868.4956943001891
2000-01-21,872.7973248956969
2000-01-24,848.4793530444199
2000-01-25,855.0958888974236
2000-01-26,847.1051664708369
2000-01-27,854.2458562233843
2000-01-28,830.859675775912
2000-01-31,854.4528041892002
2000-02-01,877.2250287799147
2000-02-02,881.2022991409657
2000-02-03,888.1412653142021
2000-02-04,892.0031038838009
2000-02-07,896.4919728563278
2000-02-08,905.2143043423622
2000-02-09,882.6486867694844
2000-02-10,894.9475022735254
2000-02-11,874.9398024744224
2000-02-14,882.4551661197388
2000-02-15,879.9882663400283
2000-02-16,865.3078010907661
2000-02-17,866.508869515712
