Date,HONG KONG MOMENTUM
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,973.8898831477684
1999-01-05,981.0306439576827
1999-01-06,1020.480000687828
1999-01-07,1068.6462448334778
1999-01-08,1080.8754966759727
1999-01-11,1075.3153414881037
1999-01-12,1084.7526521913599
1999-01-13,1028.209708426689
1999-01-14,1011.4047713769246
1999-01-15,1025.97349787248
1999-01-18,1049.7825931562086
1999-01-19,1034.0657554765085
1999-01-20,1039.0770293032854
1999-01-21,1009.4632717553026
1999-01-22,972.0801747148848
1999-01-25,951.234697675467
1999-01-26,955.3996975400147
1999-01-27,980.6777985600921
1999-01-28,951.1772392135181
1999-01-29,969.1800601947934
1999-02-01,981.2351746662973
1999-02-02,970.9572933253535
1999-02-03,957.0849658339877
1999-02-04,964.9592342712743
1999-02-05,940.0056745767836
1999-02-08,934.4225705296905
1999-02-09,942.4573384569499
1999-02-10,915.145693330393
1999-02-11,924.3956865148813
1999-02-12,958.2971221426611
1999-02-15,958.3727786217202
1999-02-16,963.2782307613918
1999-02-17,958.8322474098699
1999-02-18,959.722562718723
1999-02-19,942.5773296181378
1999-02-22,954.9080235409409
1999-02-23,969.4008127602123
1999-02-24,998.3841481633993
1999-02-25,986.9439408826084
1999-02-26,1013.9049221081214
1999-03-01,1036.043657708422
1999-03-02,1028.122922683109
1999-03-03,1029.0196068846813
1999-03-04,1032.2325163728408
1999-03-05,1058.32506246087
1999-03-08,1067.4800443258744
1999-03-09,1095.7287109191489
1999-03-10,1110.6319306976782
1999-03-11,1114.8571216066086
1999-03-12,1122.5663749007763
1999-03-15,1131.4988187829667
1999-03-16,1144.4424792224415
1999-03-17,1134.7933814912365
1999-03-18,1104.515599363288
1999-03-19,1158.097277537394
1999-03-22,1163.0537788635438
1999-03-23,1160.8413103855107
1999-03-24,1120.9602571745302
1999-03-25,1136.0125081201586
1999-03-26,1135.4921203929862
1999-03-29,1125.9999193337367
1999-03-30,1158.4877312283277
1999-03-31,1158.6469319510154
1999-04-01,1167.7890987656829
1999-04-02,1170.304135648003
1999-04-05,1177.4458512463084
1999-04-06,1173.1618880984606
1999-04-07,1218.9467972293467
1999-04-08,1213.731031982714
1999-04-09,1248.8022079738344
1999-04-12,1222.2576530831634
1999-04-13,1243.0346769582393
1999-04-14,1235.5868656020616
1999-04-15,1256.9791308119584
1999-04-16,1322.429259310451
1999-04-19,1378.6712693949014
1999-04-20,1317.1483875000883
1999-04-21,1349.0844904201274
1999-04-22,1396.8339480925881
1999-04-23,1389.2343887314034
1999-04-26,1417.8410712817524
1999-04-27,1441.4502619492562
1999-04-28,1410.2258892701213
1999-04-29,1413.5666853772018
1999-04-30,1435.920677333478
1999-05-03,1442.198196100719
1999-05-04,1462.178472790699
1999-05-05,1469.9529764865838
1999-05-06,1452.8721063931184
1999-05-07,1383.3639209973767
1999-05-10,1403.6485475477996
1999-05-11,1393.4682019508627
1999-05-12,1422.2513307969464
1999-05-13,1438.110321511537
1999-05-14,1400.1912021979983
1999-05-17,1376.2107813466587
1999-05-18,1379.1366944720778
1999-05-19,1350.8574075448962
1999-05-20,1354.417039408021
1999-05-21,1349.5433230830245
1999-05-24,1366.1849350558873
1999-05-25,1352.360152812045
1999-05-26,1379.4600942609325
1999-05-27,1368.7344748673775
1999-05-28,1344.084177414896
1999-05-31,1345.8849830763975
1999-06-01,1363.4225862166656
1999-06-02,1383.981219578219
1999-06-03,1386.837745278652
1999-06-04,1387.2590480580911
1999-06-07,1429.8688087350868
1999-06-08,1415.987901490211
1999-06-09,1425.568405809158
1999-06-10,1408.532213002331
1999-06-11,1419.7949030181635
1999-06-14,1421.5436569206931
1999-06-15,1417.0847597747295
1999-06-16,1462.2717138034393
1999-06-17,1482.0698402026192
1999-06-18,1472.275522626557
1999-06-21,1538.2186992124002
1999-06-22,1548.2047660935666
1999-06-23,1542.2705992691017
1999-06-24,1514.4005847704825
1999-06-25,1506.0158583765185
1999-06-28,1533.1241504493782
1999-06-29,1525.5527418926615
1999-06-30,1500.3357216308636
1999-07-01,1510.058107025632
1999-07-02,1582.361141279728
1999-07-05,1605.393950929126
1999-07-06,1585.9617745905607
1999-07-07,1568.4057061254402
1999-07-08,1572.2262963751725
1999-07-09,1574.3365548471136
1999-07-12,1558.4423650313179
1999-07-13,1534.7961000110035
1999-07-14,1487.8930507686387
1999-07-15,1504.113889528052
1999-07-16,1482.6116448569906
1999-07-19,1489.141543449513
1999-07-20,1469.2376554012692
1999-07-21,1445.4346035156063
1999-07-22,1436.8020105436367
1999-07-23,1411.7493733687095
1999-07-26,1365.819861218189
1999-07-27,1392.2184467739962
1999-07-28,1407.1545515429602
1999-07-29,1396.4113603598016
1999-07-30,1401.9469400861976
1999-08-02,1431.7199996538002
1999-08-03,1441.0476662688966
1999-08-04,1429.4938408402757
1999-08-05,1387.122743378445
1999-08-06,1387.2869185596082
1999-08-09,1380.3475131748287
1999-08-10,1338.4831189795023
1999-08-11,1329.8156554284358
1999-08-12,1362.0434384222506
1999-08-13,1352.393564479222
1999-08-16,1382.9193999023878
1999-08-17,1368.662494808602
1999-08-18,1398.9949899848414
1999-08-19,1433.0428384353897
1999-08-20,1447.3267710551781
1999-08-23,1461.497530744858
1999-08-24,1473.892950260093
1999-08-25,1473.3210786713714
1999-08-26,1484.3775100716855
1999-08-27,1454.1575502010314
1999-08-30,1484.9611290480098
1999-08-31,1439.3890829994366
1999-09-01,1442.6831988083663
1999-09-02,1419.5725410828
1999-09-03,1414.9893532852448
1999-09-06,1442.5254779192733
1999-09-07,1438.420871591994
1999-09-08,1430.5185031643355
1999-09-09,1501.3084022299
1999-09-10,1514.5063203128025
1999-09-13,1531.8988797883978
1999-09-14,1528.4287430228644
1999-09-15,1489.757387066641
1999-09-16,1489.2977051176958
1999-09-17,1497.4722209852214
1999-09-20,1491.7768788044589
1999-09-21,1476.2335253307133
1999-09-22,1450.3865482139163
1999-09-23,1467.7040740911855
1999-09-24,1441.3452345975143
1999-09-27,1415.9729448337816
1999-09-28,1415.3455129916772
1999-09-29,1405.5645114206031
1999-09-30,1378.4146394963425
1999-10-01,1372.0572298664665
1999-10-04,1377.264673618624
1999-10-05,1405.0323094454925
1999-10-06,1409.183941545582
1999-10-07,1411.8170305414005
1999-10-08,1432.5931766822036
1999-10-11,1420.4670544267788
1999-10-12,1384.2272789752012
1999-10-13,1349.8618235219378
1999-10-14,1355.6064985972425
1999-10-15,1325.3345545842658
1999-10-18,1329.8026385309095
1999-10-19,1321.0396810294426
1999-10-20,1375.403444532022
1999-10-21,1383.6354510180256
1999-10-22,1440.2953123457123
1999-10-25,1457.2774841315263
1999-10-26,1448.1910023832806
1999-10-27,1434.5988341480765
1999-10-28,1451.834329741385
1999-10-29,1490.8490893609824
1999-11-01,1498.2503720904592
1999-11-02,1492.3417600350383
1999-11-03,1485.30849760543
1999-11-04,1519.2474137818167
1999-11-05,1520.2707111309771
1999-11-08,1529.8149055710664
1999-11-09,1526.4358001388132
1999-11-10,1551.6801857950031
1999-11-11,1568.6258072619735
1999-11-12,1606.401361346869
1999-11-15,1632.0969865365191
1999-11-16,1647.557600145273
1999-11-17,1636.266735571155
1999-11-18,1656.0568198124342
1999-11-19,1712.2868593538208
1999-11-22,1718.2322162045627
1999-11-23,1730.561205338065
1999-11-24,1729.693998841958
1999-11-25,1688.868798235127
1999-11-26,1738.482079178207
1999-11-29,1768.6497925619014
1999-11-30,1756.3578455335305
1999-12-01,1788.6707623178386
1999-12-02,1837.063743355062
1999-12-03,1857.649122571628
1999-12-06,1852.5204445204888
1999-12-07,1841.0233023229137
1999-12-08,1843.361501755328
1999-12-09,1895.4843058828724
1999-12-10,1895.5848358828414
1999-12-13,1913.2142110691723
1999-12-14,1894.2144350385138
1999-12-15,1837.266632621112
1999-12-16,1798.9659539790005
1999-12-17,1856.9938874970699
1999-12-20,1890.8552382439516
1999-12-21,1883.490257059662
1999-12-22,1873.9405772543034
1999-12-23,1875.022616410932
1999-12-24,1908.065628193912
1999-12-27,1913.970751175852
1999-12-28,1915.3899737009738
1999-12-29,1877.2712263020633
1999-12-30,1898.9636552333618
1999-12-31,1898.9636552333623
2000-01-03,1902.716985178661
2000-01-04,1849.9340867503886
2000-01-05,1717.1269747047352
2000-01-06,1644.4504272928034
2000-01-07,1680.5935895452483
2000-01-10,1715.4305883619722
2000-01-11,1722.9470118885183
2000-01-12,1730.0546729481387
2000-01-13,1729.5304016957928
2000-01-14,1773.337273936103
2000-01-17,1766.8635877671145
2000-01-18,1787.3204543253078
2000-01-19,1735.0902042695573
2000-01-20,1761.986979446988
2000-01-21,1742.9614713690491
2000-01-24,1758.060311741848
2000-01-25,1739.2651101045908
2000-01-26,1789.8686557021742
2000-01-27,1855.7660236004965
2000-01-28,1887.377184754514
2000-01-31,1818.8381387907514
2000-02-01,1851.523123265992
2000-02-02,1888.5176134395092
2000-02-03,1854.698820889102
2000-02-04,1863.0760545947303
2000-02-07,1865.9322501317604
2000-02-08,1837.5221076267326
2000-02-09,1887.7786955047068
2000-02-10,1922.9401684325687
2000-02-11,2037.574832172698
2000-02-14,2024.745718997003
2000-02-15,1931.5162383021332
2000-02-16,1971.9747115738364
2000-02-17,1978.7189475632858
2000-02-18,1937.9960603809577
2000-02-21,1901.0128360333126
2000-02-22,1834.424886571697
2000-02-23,1859.8019988898795
2000-02-24,1938.124585237751
2000-02-25,1973.6828084690683
2000-02-28,1935.606482732294
2000-02-29,1975.3614171010718
2000-03-01,1917.553127961395
2000-03-02,1913.195588711821
2000-03-03,1972.4767859565802
2000-03-06,2045.8930224041187
2000-03-07,2086.243113589483
2000-03-08,2115.4730555140263
2000-03-09,2064.0270433776677
2000-03-10,2110.20466822118
2000-03-13,2045.0251392538373
2000-03-14,1996.2806655531003
2000-03-15,1970.1986559171887
2000-03-16,1915.6187591996
2000-03-17,1992.965210365044
2000-03-20,1968.115928104206
2000-03-21,1961.1223689062977
2000-03-22,2015.4130280306622
2000-03-23,2041.7075725524357
2000-03-24,2051.550508365205
2000-03-27,2098.184430750371
2000-03-28,2108.067446883915
2000-03-29,2121.0538446424034
2000-03-30,2074.299973253912
2000-03-31,2055.687193337927
2000-04-03,2004.3959024097376
