Date,GERMANY MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0004090335046
1999-01-04,1058.0187387445155
1999-01-05,1063.1764536134324
1999-01-06,1102.5596958923504
1999-01-07,1082.4799013515976
1999-01-08,1088.7310290852897
1999-01-11,1063.7066487837799
1999-01-12,1060.6578517433675
1999-01-13,1011.2792413171404
1999-01-14,1027.231396048432
1999-01-15,1028.902926394873
1999-01-18,1051.6927311651018
1999-01-19,1063.8427371657685
1999-01-20,1086.560767817027
1999-01-21,1095.2672677506569
1999-01-22,1058.8102460654127
1999-01-25,1054.6981522823687
1999-01-26,1056.8877880227903
1999-01-27,1067.0420547973229
1999-01-28,1079.14022446079
1999-01-29,1094.2762715228541
1999-02-01,1118.4560930424507
1999-02-02,1096.6435829423954
1999-02-03,1075.025824659019
1999-02-04,1074.8564360192727
1999-02-05,1077.833025211447
1999-02-08,1057.0341581482076
1999-02-09,1012.277142679082
1999-02-10,995.653318794626
1999-02-11,1014.9508132584825
1999-02-12,1028.2835795166798
1999-02-15,1024.4982164101843
1999-02-16,1021.0277728126455
1999-02-17,1000.0812217742041
1999-02-18,1021.1967839976503
1999-02-19,1018.1808049977271
1999-02-22,1030.5849174751008
1999-02-23,1064.2630821954474
1999-02-24,1065.8790966885304
1999-02-25,1039.4766673280897
1999-02-26,1035.8610701456537
1999-03-01,1017.6388573444584
1999-03-02,1025.0414880295514
1999-03-03,993.4731589765323
1999-03-04,999.9467913168628
1999-03-05,1024.856864483708
1999-03-08,1013.874068497744
1999-03-09,1008.2064685904149
1999-03-10,990.6673523115082
1999-03-11,992.7130175903509
1999-03-12,1035.581135246016
1999-03-15,1034.6803957264958
1999-03-16,1044.3310580837874
1999-03-17,1034.9188341674462
1999-03-18,1023.4532464372879
1999-03-19,1036.9806936629047
1999-03-22,1022.7916772620655
1999-03-23,999.5080248327953
1999-03-24,981.8391838536123
1999-03-25,997.17403902766
1999-03-26,980.2124418095059
1999-03-29,997.4810718766579
1999-03-30,994.6214791563498
1999-03-31,1006.1277972034052
1999-04-01,1012.2779277171853
1999-04-02,1012.2779277171858
1999-04-05,1012.2779277171858
1999-04-06,1034.4269305564642
1999-04-07,1036.6562767110051
1999-04-08,1043.213670274379
1999-04-09,1050.3967551177911
1999-04-12,1062.1656887594133
1999-04-13,1080.3755943481847
1999-04-14,1068.0168193677207
1999-04-15,1042.9829380483588
1999-04-16,1035.0842229656316
1999-04-19,1055.07270389668
1999-04-20,1020.9634700721704
1999-04-21,1036.9968694305578
1999-04-22,1041.05485979523
1999-04-23,1034.9956114408265
1999-04-26,1052.884428896859
1999-04-27,1076.1983926573694
1999-04-28,1073.5216348411157
1999-04-29,1070.942030402012
1999-04-30,1069.6073159717184
1999-05-03,1076.401701961435
1999-05-04,1080.295456570762
1999-05-05,1058.012093996662
1999-05-06,1054.3053818035582
1999-05-07,1045.498681774012
1999-05-10,1042.5247734187035
1999-05-11,1050.4129652205681
1999-05-12,1040.7503230260536
1999-05-13,1040.7503230260536
1999-05-14,1025.9822621617484
1999-05-17,1008.6722209956704
1999-05-18,1021.8021553811881
1999-05-19,1037.3042055589494
1999-05-20,1054.6093967802203
1999-05-21,1058.6251497459104
1999-05-24,1058.6251497459104
1999-05-25,1036.1360882228605
