Date,SWITZERLAND MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,1031.9406407636418
1999-01-05,1047.6638213846882
1999-01-06,1060.3573891609747
1999-01-07,1046.65765430251
1999-01-08,1058.811689905965
1999-01-11,1037.8528536291822
1999-01-12,1034.8259434940403
1999-01-13,1006.5023529674163
1999-01-14,1001.7707645447492
1999-01-15,1012.9613349656838
1999-01-18,1015.1121537571335
1999-01-19,1013.6679384229407
1999-01-20,1017.6961557673498
1999-01-21,996.6725618070581
1999-01-22,989.2523128972027
1999-01-25,995.9478155837862
1999-01-26,991.941648567026
1999-01-27,981.5518554604562
1999-01-28,992.5265446397989
1999-01-29,999.119465418183
1999-02-01,1011.256645752845
1999-02-02,1007.1458318705372
1999-02-03,1001.2661281517449
1999-02-04,995.3066144686453
1999-02-05,995.1347566218817
1999-02-08,982.9055900708208
1999-02-09,967.339410192431
1999-02-10,961.6855452592366
1999-02-11,960.3992682882856
1999-02-12,967.7954256372934
1999-02-15,971.3123555504737
1999-02-16,974.7234247723256
1999-02-17,979.6814332985176
1999-02-18,971.9520655273269
1999-02-19,968.8525683667873
1999-02-22,987.1131848515876
1999-02-23,1001.9056414071476
1999-02-24,1016.6793533178035
1999-02-25,1000.8077719077784
1999-02-26,995.746796690454
1999-03-01,986.4170022752098
1999-03-02,981.948321625778
1999-03-03,985.8653640236801
1999-03-04,996.3038628073151
1999-03-05,1008.7668886304141
1999-03-08,1000.6676118880007
1999-03-09,1004.4742467047896
1999-03-10,994.9585744742834
1999-03-11,1012.3140063273811
1999-03-12,1002.8681317199844
1999-03-15,1001.0311218449468
1999-03-16,995.659232399097
1999-03-17,995.8811616410125
1999-03-18,991.442913114838
1999-03-19,992.2809647291701
1999-03-22,986.6568420420278
1999-03-23,969.4924971932252
1999-03-24,961.3133779168646
1999-03-25,974.0029562889515
1999-03-26,965.8125240062416
1999-03-29,972.7215659165527
1999-03-30,962.7037430660765
1999-03-31,977.6717614726055
1999-04-01,978.9905564504639
1999-04-02,978.6499057601557
1999-04-05,977.8902661688096
1999-04-06,982.719218774531
1999-04-07,988.4651880365303
1999-04-08,1002.6442786567517
1999-04-09,1003.1817218039861
1999-04-12,1000.2004268668965
1999-04-13,1002.9366125296593
1999-04-14,1001.9585310910921
1999-04-15,984.3924857896453
1999-04-16,974.8493910305456
1999-04-19,985.853086960817
1999-04-20,970.67648393958
1999-04-21,969.1358529592841
1999-04-22,973.276039734188
1999-04-23,966.0422859298102
1999-04-26,981.9546877295585
1999-04-27,998.1227052039847
1999-04-28,995.9567441976313
1999-04-29,988.6726786091077
1999-04-30,989.0352009804975
1999-05-03,1002.6956661877226
1999-05-04,991.6400324618972
1999-05-05,989.4719723101774
1999-05-06,979.9275051574925
1999-05-07,978.693144406874
1999-05-10,981.164388778754
1999-05-11,981.3084281791567
1999-05-12,976.7472463571896
1999-05-13,977.9814375073955
1999-05-14,966.9614235282434
1999-05-17,947.929026642318
1999-05-18,959.5399727101667
1999-05-19,962.2152908654235
1999-05-20,970.7890210002182
1999-05-21,961.279593554043
1999-05-24,962.6326437774063
1999-05-25,944.5582722392047
1999-05-26,947.5826291420102
1999-05-27,930.2878185099684
1999-05-28,936.483717014117
1999-05-31,952.662602113082
1999-06-01,947.626212782551
1999-06-02,960.5977632986724
1999-06-03,969.4385990711055
1999-06-04,982.0402248658866
1999-06-07,988.4712457762023
1999-06-08,984.4698759576389
1999-06-09,989.9378824708808
1999-06-10,968.3467407493782
1999-06-11,964.5294453620538
1999-06-14,967.6665587191743
1999-06-15,970.0258638905904
1999-06-16,976.744106204171
1999-06-17,985.0087163610481
1999-06-18,992.3218404715831
1999-06-21,1002.2043282223201
1999-06-22,990.1090893557633
1999-06-23,981.5887296337149
1999-06-24,972.8988311122823
1999-06-25,964.9902406142555
1999-06-28,961.7129159082481
1999-06-29,973.5795832821403
1999-06-30,961.0981555723363
1999-07-01,977.9247806111207
1999-07-02,991.291152027887
1999-07-05,1000.0835943116001
1999-07-06,990.7483771434862
1999-07-07,986.7211854411955
1999-07-08,989.7056858147722
1999-07-09,985.6714245816793
1999-07-12,986.2416320029436
1999-07-13,975.6861618624636
1999-07-14,980.6797172086942
1999-07-15,986.3428098939629
1999-07-16,977.4256410469472
1999-07-19,977.9267319208215
1999-07-20,959.283437815124
1999-07-21,959.2921287223043
1999-07-22,948.5393820159418
1999-07-23,934.0134067231536
1999-07-26,925.1858846726911
1999-07-27,942.0537605739482
1999-07-28,941.3529459052712
1999-07-29,928.9337046618675
1999-07-30,954.7945968186542
1999-08-02,959.5046617598542
1999-08-03,958.4771577228975
1999-08-04,954.5215709632433
1999-08-05,940.588500977003
1999-08-06,936.464122214564
1999-08-09,938.6849016855983
1999-08-10,925.9337755909413
1999-08-11,932.970660536998
1999-08-12,950.8032922306094
