Date,AUSTRALIA MOMENTUM
1998-12-31,1000.0000000000001
1999-01-01,1000.0000000000001
1999-01-04,1014.4034743503231
1999-01-05,1017.7416891732435
1999-01-06,1055.2334744590923
1999-01-07,1088.8558183687035
1999-01-08,1086.228357919973
1999-01-11,1085.5045386351228
1999-01-12,1074.3427948479098
1999-01-13,1032.6910946767175
1999-01-14,1036.558668468733
1999-01-15,1047.245501345917
1999-01-18,1057.10074799727
1999-01-19,1077.3208681981191
1999-01-20,1091.7595570825385
1999-01-21,1089.0003971546457
1999-01-22,1079.6208269933827
1999-01-25,1072.671786585135
1999-01-26,1069.2311770545493
1999-01-27,1085.358974223476
1999-01-28,1102.2929972918676
1999-01-29,1115.633515374278
1999-02-01,1154.6818975742135
1999-02-02,1147.4535141121012
1999-02-03,1154.9959765891401
1999-02-04,1171.1867877239688
1999-02-05,1166.4940501391306
1999-02-08,1160.1568399185264
1999-02-09,1140.7316550667704
1999-02-10,1117.6503125076283
1999-02-11,1133.1166964368103
1999-02-12,1140.6455865517312
1999-02-15,1136.4943879557622
1999-02-16,1118.311308638013
1999-02-17,1121.3388201897392
1999-02-18,1122.2378376186705
1999-02-19,1158.7106953036878
1999-02-22,1159.2061254398818
1999-02-23,1158.505140617181
1999-02-24,1158.493874335697
1999-02-25,1127.0685981715149
1999-02-26,1110.9104761039275
1999-03-01,1127.879735051904
1999-03-02,1128.3673305596642
1999-03-03,1136.7840843169188
1999-03-04,1146.7225934223852
1999-03-05,1166.0975047445986
1999-03-08,1179.6261523494989
1999-03-09,1186.1623923364357
1999-03-10,1180.603182016461
1999-03-11,1192.0031267896704
1999-03-12,1185.3969621889717
1999-03-15,1192.3984250596668
1999-03-16,1186.3369171827812
1999-03-17,1167.6572071901116
1999-03-18,1169.183744807087
1999-03-19,1179.7411380767553
1999-03-22,1187.7508920057853
1999-03-23,1200.6173407587378
1999-03-24,1190.2616152587589
1999-03-25,1192.6834710953813
1999-03-26,1203.3712093462536
1999-03-29,1192.3433787761771
1999-03-30,1188.3097633970376
1999-03-31,1188.747182305785
1999-04-01,1203.2663363929178
1999-04-02,1199.889522432862
1999-04-05,1204.1741593835784
1999-04-06,1217.4554633712157
1999-04-07,1215.84412322459
1999-04-08,1215.1810542170138
1999-04-09,1229.6231442332587
1999-04-12,1224.0431473187607
1999-04-13,1250.4152683561592
1999-04-14,1252.168263400718
1999-04-15,1255.3471237306637
1999-04-16,1267.978876569821
1999-04-19,1283.8882378313608
1999-04-20,1275.775828689754
1999-04-21,1276.3411462194335
1999-04-22,1303.5107079357495
1999-04-23,1306.873610184225
1999-04-26,1303.5413481405992
1999-04-27,1310.4574002494187
1999-04-28,1311.5010638533681
1999-04-29,1305.5518076800488
1999-04-30,1303.2651637358395
1999-05-03,1286.7343300114012
1999-05-04,1276.70382549225
1999-05-05,1244.001085096627
1999-05-06,1242.996672664781
1999-05-07,1205.8094374622542
1999-05-10,1218.619618459283
1999-05-11,1235.2592214797398
1999-05-12,1248.2083286127788
1999-05-13,1258.8087421827324
1999-05-14,1256.6688395182578
1999-05-17,1223.682297492504
1999-05-18,1232.4586341504576
1999-05-19,1209.0651642618159
1999-05-20,1205.9692634532157
1999-05-21,1211.6553297565333
1999-05-24,1208.0913633118487
1999-05-25,1186.4285661442025
1999-05-26,1197.293488109964
1999-05-27,1200.123911797416
1999-05-28,1204.474335529871
1999-05-31,1207.620327499067
1999-06-01,1204.1825930480218
1999-06-02,1224.7066040886928
1999-06-03,1245.4412759644408
1999-06-04,1260.4993172949048
1999-06-07,1276.3437289675685
1999-06-08,1273.254613571882
1999-06-09,1282.7480407410305
1999-06-10,1279.514180817575
1999-06-11,1270.0661677285777
1999-06-14,1274.1414851527313
1999-06-15,1263.0310868878707
1999-06-16,1274.0769614771068
1999-06-17,1292.1996299334871
1999-06-18,1276.6440486742079
1999-06-21,1279.5595170504946
1999-06-22,1294.19875334054
1999-06-23,1290.1803158213058
1999-06-24,1274.8012954104188
1999-06-25,1271.9150021964208
1999-06-28,1286.5770823900036
1999-06-29,1294.1464379002937
1999-06-30,1296.0376670753697
1999-07-01,1323.3105451309857
1999-07-02,1344.9643989681256
1999-07-05,1357.0589523065723
1999-07-06,1353.86915500239
1999-07-07,1345.3959119879455
1999-07-08,1360.1203189796345
1999-07-09,1335.4202873192921
1999-07-12,1330.2026709457293
1999-07-13,1327.7717479414982
1999-07-14,1321.1792380276972
1999-07-15,1328.0420134378842
1999-07-16,1323.0026133515669
1999-07-19,1323.4447258481146
1999-07-20,1309.6323677236128
1999-07-21,1287.7126648222206
1999-07-22,1278.2246909354824
1999-07-23,1277.4099625353565
1999-07-26,1238.52626439921
1999-07-27,1234.4308805648775
1999-07-28,1239.1086329732298
1999-07-29,1236.6935057036046
1999-07-30,1230.0928983976041
1999-08-02,1222.9035300618523
1999-08-03,1244.0699138819682
1999-08-04,1226.5045409895647
1999-08-05,1227.0928789428056
1999-08-06,1225.952038146873
1999-08-09,1223.464907808574
1999-08-10,1202.7324094904748
1999-08-11,1197.415120001594
1999-08-12,1201.4985154444034
1999-08-13,1227.4993768331824
1999-08-16,1249.0893687027117
1999-08-17,1235.8541015790404
1999-08-18,1250.0285363874757
1999-08-19,1221.3318220190663
1999-08-20,1219.432642530708
1999-08-23,1245.2740599008139
1999-08-24,1252.6094669010556
1999-08-25,1240.4530269929742
1999-08-26,1241.162656872649
1999-08-27,1231.5256340125711
1999-08-30,1217.1866660812657
1999-08-31,1192.9532935944992
1999-09-01,1221.7200415913005
1999-09-02,1218.6547268330758
1999-09-03,1218.828985346775
1999-09-06,1236.1574586103093
1999-09-07,1244.0349149608642
1999-09-08,1249.3079903802109
1999-09-09,1263.59656892234
1999-09-10,1269.0030123520864
1999-09-13,1276.02983551714
1999-09-14,1259.306825598281
1999-09-15,1235.5444431868752
1999-09-16,1217.7119479001128
1999-09-17,1226.84670853414
1999-09-20,1214.909443202343
1999-09-21,1208.700171501749
1999-09-22,1209.3530256216095
1999-09-23,1227.6102657114973
1999-09-24,1219.1233581577105
1999-09-27,1236.0792443182713
1999-09-28,1238.983582204831
1999-09-29,1211.8390384948445
1999-09-30,1193.942864764594
1999-10-01,1209.639819385872
1999-10-04,1208.3115851092327
1999-10-05,1231.93329068435
1999-10-06,1208.9521546782332
1999-10-07,1209.7779638756838
1999-10-08,1207.7814459187332
1999-10-11,1213.5675919050027
1999-10-12,1211.01372119192
1999-10-13,1195.5185369889448
1999-10-14,1184.661282084257
1999-10-15,1151.5985513754633
1999-10-18,1119.1798683232068
1999-10-19,1116.0250944124862
1999-10-20,1140.821161540262
1999-10-21,1142.7678742739777
1999-10-22,1164.2234998134627
1999-10-25,1172.64067993642
1999-10-26,1167.0000975781006
1999-10-27,1160.1206751576588
1999-10-28,1174.1859580064538
1999-10-29,1175.030541582266
1999-11-01,1181.12228861823
1999-11-02,1191.0847677289378
1999-11-03,1214.308162097039
1999-11-04,1210.3516082250515
1999-11-05,1200.4189979041007
1999-11-08,1188.6012224794242
1999-11-09,1184.8238909426836
1999-11-10,1200.3640277104187
1999-11-11,1225.261503055194
1999-11-12,1254.9951470217995
1999-11-15,1269.5893707370624
1999-11-16,1261.2224558301625
1999-11-17,1265.339842699592
1999-11-18,1284.4930836994454
1999-11-19,1297.2860846467972
1999-11-22,1286.6720892452645
1999-11-23,1286.0813044742836
1999-11-24,1275.1644743320317
1999-11-25,1281.0448786926308
1999-11-26,1299.1510930528825
1999-11-29,1311.328444165754
1999-11-30,1302.94445889961
1999-12-01,1294.5987166772297
1999-12-02,1315.7444457512947
1999-12-03,1329.5831801645584
1999-12-06,1324.8536162369428
1999-12-07,1315.6204566999804
1999-12-08,1317.2760781636964
1999-12-09,1352.788379118676
1999-12-10,1339.3927077034652
1999-12-13,1335.3028888627925
1999-12-14,1347.7190773043437
1999-12-15,1361.0581303850802
1999-12-16,1361.070054515699
1999-12-17,1385.8271536283366
1999-12-20,1379.0730505329743
1999-12-21,1362.8460636985776
1999-12-22,1383.7920906870143
1999-12-23,1368.0826264918403
1999-12-24,1373.9610618361057
1999-12-27,1377.401377796954
1999-12-28,1385.3998041733894
1999-12-29,1401.2075429763913
1999-12-30,1416.4392795070844
1999-12-31,1416.4392795070844
2000-01-03,1410.5165528015953
2000-01-04,1385.2955116700598
2000-01-05,1346.4216790303276
2000-01-06,1336.6556996616962
2000-01-07,1364.6422374437718
2000-01-10,1395.578395498093
2000-01-11,1447.1828405505837
2000-01-12,1399.4053756170042
2000-01-13,1417.6870933107002
2000-01-14,1456.1055098717784
2000-01-17,1443.1630874143164
2000-01-18,1444.0820049014728
2000-01-19,1417.0611388540813
2000-01-20,1451.6849667306722
2000-01-21,1419.1722327738885
2000-01-24,1394.8467055333947
2000-01-25,1382.505619258429
2000-01-26,1381.6837473725882
2000-01-27,1410.6658929977382
2000-01-28,1395.9087092076638
2000-01-31,1406.6269286385216
2000-02-01,1401.7996938078215
2000-02-02,1438.280966381249
2000-02-03,1438.6564654820916
2000-02-04,1406.288809269872
2000-02-07,1424.8692860101344
2000-02-08,1413.6981963550552
2000-02-09,1410.0948988669074
2000-02-10,1432.5846987764849
2000-02-11,1423.1015045506042
2000-02-14,1401.2098206899932
2000-02-15,1418.3341610535674
2000-02-16,1415.2427360898694
2000-02-17,1409.8630019190655
2000-02-18,1386.9465799882796
2000-02-21,1383.9233871201643
2000-02-22,1344.7799762868435
2000-02-23,1337.4433456932443
2000-02-24,1343.3508339790333
2000-02-25,1368.180765036127
2000-02-28,1378.1121108696993
2000-02-29,1388.9522033178512
2000-03-01,1389.7149364886916
2000-03-02,1420.706444044288
2000-03-03,1456.7853637512053
2000-03-06,1440.427215561515
2000-03-07,1473.329034709589
2000-03-08,1449.5470520871918
2000-03-09,1428.820862114423
2000-03-10,1447.7109933993324
2000-03-13,1441.1865627381144
2000-03-14,1434.7528414887859
2000-03-15,1410.8144288121243
2000-03-16,1411.296563212629
2000-03-17,1424.077565246591
2000-03-20,1440.211603222198
2000-03-21,1457.662603116571
2000-03-22,1469.7932868389796
2000-03-23,1429.1828995928372
2000-03-24,1425.2929066009688
2000-03-27,1433.229026093812
2000-03-28,1440.3858144257197
2000-03-29,1455.369633570817
2000-03-30,1436.7855898229059
