Date,FRANCE MOMENTUM
1998-12-31,1000.0
1999-01-01,1000.0038645825867
1999-01-04,1044.1521353803091
1999-01-05,1054.9388767682124
1999-01-06,1073.9509731087858
1999-01-07,1060.2725767544039
1999-01-08,1059.788882133507
1999-01-11,1051.5529250694376
1999-01-12,1022.3696752162475
1999-01-13,987.2503186618407
1999-01-14,991.2017582411714
1999-01-15,1009.1804298144132
1999-01-18,1030.7745002559745
1999-01-19,1023.7263179789455
1999-01-20,1035.6248822439375
1999-01-21,1029.1829113769274
1999-01-22,1003.2028165036437
1999-01-25,1003.8784370861481
1999-01-26,1005.3097866825576
1999-01-27,1018.3669929109276
1999-01-28,1040.3104492802597
1999-01-29,1052.6300331937932
1999-02-01,1058.5352247014896
1999-02-02,1054.8330335127278
1999-02-03,1046.8061850430497
1999-02-04,1039.3480958223079
1999-02-05,1029.7714214302375
1999-02-08,1027.588481067308
1999-02-09,1003.9899538634975
1999-02-10,996.1377184066885
1999-02-11,1016.3131651106438
1999-02-12,1019.1310796482203
1999-02-15,1010.219877534192
1999-02-16,1012.6171855764692
1999-02-17,997.5197650911743
1999-02-18,1013.3752101478505
1999-02-19,1036.7810157481335
1999-02-22,1054.0324409073328
1999-02-23,1055.5004165159376
1999-02-24,1058.8423984113854
1999-02-25,1039.5099209020802
1999-02-26,1020.3433999871656
1999-03-01,1008.098629746618
1999-03-02,1016.3648686088734
1999-03-03,1003.650470720065
1999-03-04,1006.6870839320043
1999-03-05,1025.5072161429382
1999-03-08,1029.542796519939
1999-03-09,1024.383774234858
1999-03-10,1018.6394261473779
1999-03-11,1021.3333743797315
1999-03-12,1019.9674437508448
1999-03-15,1017.334380271155
1999-03-16,1008.2797853525228
1999-03-17,1000.9258031504113
1999-03-18,994.2108091841972
1999-03-19,1008.2456613076902
1999-03-22,1004.6714102322395
1999-03-23,976.0354187249517
1999-03-24,975.0565794712427
1999-03-25,996.735214521045
1999-03-26,995.8859634942753
1999-03-29,1004.3311581356068
1999-03-30,1005.0687694428041
1999-03-31,1028.2582712947662
1999-04-01,1031.96270355137
1999-04-02,1031.9627035513702
1999-04-05,1031.96270355137
1999-04-06,1042.003168088625
1999-04-07,1051.1820488835183
1999-04-08,1052.2684724826718
1999-04-09,1059.5009302485012
1999-04-12,1050.7422344199824
1999-04-13,1051.5865098494448
1999-04-14,1051.433706366559
1999-04-15,1035.918359283875
1999-04-16,1022.651620324525
1999-04-19,1033.4604636165664
1999-04-20,1014.7025768980019
1999-04-21,1024.5083215815819
1999-04-22,1025.0957673093226
1999-04-23,1019.9752115874095
1999-04-26,1024.1295596319305
1999-04-27,1047.4734394237441
1999-04-28,1043.2691733123768
1999-04-29,1039.2128190174024
1999-04-30,1040.655483763908
1999-05-03,1052.090427000963
1999-05-04,1044.7851439664223
1999-05-05,1041.2698988439984
1999-05-06,1032.5091574120406
1999-05-07,1030.0780643171756
1999-05-10,1039.187227361889
1999-05-11,1034.3040243924
1999-05-12,1036.0867103611574
1999-05-13,1045.9842071798032
1999-05-14,1026.566037346765
1999-05-17,1011.8708888799625
1999-05-18,1023.3255582766999
1999-05-19,1044.6575204605485
1999-05-20,1062.8789498745027
1999-05-21,1057.4352620828806
1999-05-24,1057.4352620828809
1999-05-25,1052.189792917618
1999-05-26,1054.2932339880754
1999-05-27,1050.8354886838188
1999-05-28,1044.7406797339434
1999-05-31,1054.6115317255847
1999-06-01,1046.9561456341023
1999-06-02,1047.0917051184308
1999-06-03,1054.8997932457314
1999-06-04,1053.6924456674801
1999-06-07,1069.3926831618649
1999-06-08,1073.9327827548689
1999-06-09,1074.7843459834264
1999-06-10,1063.9331001891035
1999-06-11,1065.6172253458822
1999-06-14,1068.7149167782732
1999-06-15,1072.8352153369815
1999-06-16,1085.1630285883969
1999-06-17,1098.016314180633
1999-06-18,1107.9188802522726
1999-06-21,1107.9757905443166
1999-06-22,1100.8324015274197
1999-06-23,1090.5723427841247
1999-06-24,1084.716279919388
1999-06-25,1082.8528034373494
1999-06-28,1096.561645390507
1999-06-29,1102.7246497028898
1999-06-30,1112.2167438239915
1999-07-01,1128.7210146626878
1999-07-02,1128.237203496841
1999-07-05,1132.27348203024
1999-07-06,1128.374967518106
1999-07-07,1120.076013993747
1999-07-08,1114.9027590673322
1999-07-09,1116.2240509229273
1999-07-12,1112.791699392944
1999-07-13,1097.5557876281432
1999-07-14,1097.555787628143
1999-07-15,1109.1869976821968
1999-07-16,1108.2797656697999
1999-07-19,1100.636054733405
1999-07-20,1087.0269275961653
1999-07-21,1075.7518861020617
1999-07-22,1076.4712136272835
1999-07-23,1069.960508849935
1999-07-26,1061.5005886964725
1999-07-27,1064.0406950318607
1999-07-28,1066.2430757336033
1999-07-29,1036.0694482311417
1999-07-30,1046.9579879035323
1999-08-02,1038.5913546518993
1999-08-03,1025.7902403435887
1999-08-04,1019.4014854209659
1999-08-05,1005.092847110415
1999-08-06,1000.0306775173251
1999-08-09,1019.9672389604563
1999-08-10,1003.0117765047553
1999-08-11,1006.6904288339085
1999-08-12,1021.9622001393989
1999-08-13,1040.600015272243
1999-08-16,1040.413204093473
1999-08-17,1053.0183908080016
1999-08-18,1060.0508042360004
1999-08-19,1050.1146162544123
1999-08-20,1063.7611944762273
1999-08-23,1072.2472558822333
1999-08-24,1087.5307941828712
1999-08-25,1102.511404700468
1999-08-26,1104.4707080739488
1999-08-27,1112.7950070563666
1999-08-30,1119.345057578148
1999-08-31,1114.1613548849284
1999-09-01,1117.8488832180956
1999-09-02,1094.8229177838239
1999-09-03,1122.516395446522
1999-09-06,1119.1030005105806
1999-09-07,1123.275423418578
1999-09-08,1133.6514479705552
1999-09-09,1137.3782862042303
1999-09-10,1141.459509607745
1999-09-13,1128.4727166740477
1999-09-14,1125.8926391533255
1999-09-15,1124.3641714841115
1999-09-16,1118.6975172278035
1999-09-17,1126.5803949472001
1999-09-20,1134.3875095756212
1999-09-21,1118.9818751112346
1999-09-22,1106.008482683767
1999-09-23,1118.7916830301376
1999-09-24,1108.4845070961799
1999-09-27,1116.899540287163
1999-09-28,1107.953803369076
1999-09-29,1105.4680181334888
1999-09-30,1116.0894722983305
1999-10-01,1102.9441589528171
1999-10-04,1116.4805664771404
1999-10-05,1132.4115217313072
1999-10-06,1144.4847210637747
1999-10-07,1160.9651514612585
1999-10-08,1157.8987448999633
1999-10-11,1158.0384593500148
1999-10-12,1143.5155618804488
1999-10-13,1128.5644304579628
1999-10-14,1123.0776111678424
1999-10-15,1109.202880405182
1999-10-18,1102.3834149491631
1999-10-19,1122.393891678495
1999-10-20,1119.989224281528
1999-10-21,1132.2308923083483
1999-10-22,1147.1225569658989
1999-10-25,1148.0078110325526
1999-10-26,1155.4081750027078
1999-10-27,1154.807881773809
1999-10-28,1168.5281694277246
1999-10-29,1211.622924238407
1999-11-01,1211.622924238407
1999-11-02,1213.079531940415
1999-11-03,1228.5850159997574
1999-11-04,1234.8309790982933
1999-11-05,1252.3149500207662
1999-11-08,1249.7743047389608
1999-11-09,1245.4296286797573
1999-11-10,1260.9726685388848
1999-11-11,1280.8695135390137
1999-11-12,1287.346523706138
1999-11-15,1295.3786263679806
1999-11-16,1309.192730816386
1999-11-17,1300.681793524297
1999-11-18,1310.7270469042508
1999-11-19,1317.9425366676255
1999-11-22,1294.4777876615537
1999-11-23,1292.9961767835466
1999-11-24,1303.3771441839137
1999-11-25,1347.1996528137613
1999-11-26,1361.7502462994141
1999-11-29,1341.4348733724164
1999-11-30,1322.0020644163883
1999-12-01,1327.055738214157
1999-12-02,1319.3249321256753
1999-12-03,1366.6280480872704
1999-12-06,1378.8435480042874
1999-12-07,1391.9612590829265
1999-12-08,1380.4407715354891
1999-12-09,1399.1495305221633
1999-12-10,1371.0105632494437
1999-12-13,1382.6375438811049
1999-12-14,1394.0152722034206
1999-12-15,1368.9295782294948
1999-12-16,1373.567357128453
