Date,EM ASIA GROWTH
2000-12-29,100.0
2001-01-01,99.29403731751194
2001-01-02,100.90459013164863
2001-01-03,99.2113578451845
2001-01-04,104.62463215717558
2001-01-05,107.8765301273985
2001-01-08,107.72689840340607
2001-01-09,109.66639350880466
2001-01-10,108.8973396377766
2001-01-11,106.8449526340239
2001-01-12,109.09983749836631
2001-01-15,110.28002685957799
2001-01-16,112.74547491901697
2001-01-17,113.71503015385132
2001-01-18,115.06851832147373
2001-01-19,118.01438723555457
2001-01-22,118.9499670860642
2001-01-23,118.69080964821117
2001-01-24,118.78019439392789
2001-01-25,118.8074043539208
2001-01-26,116.54609434865584
2001-01-29,115.00739567060836
2001-01-30,116.67455521561831
2001-01-31,120.09955342154053
2001-02-01,118.74375921668549
2001-02-02,119.70999154331201
2001-02-05,116.27135153586713
2001-02-06,116.50072142986154
2001-02-07,114.46793937154759
2001-02-08,115.20774444836681
2001-02-09,115.34175192006356
2001-02-12,114.98756987345395
2001-02-13,116.38152030921054
2001-02-14,114.99450832175755
2001-02-15,117.43629565800724
2001-02-16,117.07818457361891
2001-02-19,115.45139625176384
2001-02-20,115.93191131384472
2001-02-21,113.96931401029306
2001-02-22,110.53813069998985
2001-02-23,109.61710489703167
2001-02-26,108.82775245507526
2001-02-27,108.13420143828196
2001-02-28,109.26013546636551
2001-03-01,105.7748218464169
2001-03-02,102.082490757106
2001-03-05,103.79907878792865
2001-03-06,104.89457168616731
2001-03-07,106.13122508984048
2001-03-08,105.9123656158164
2001-03-09,104.04299876161895
2001-03-12,101.11919383524982
2001-03-13,100.13739384048198
2001-03-14,102.23708855126674
2001-03-15,103.2153185971858
2001-03-16,102.52117379718825
2001-03-19,100.9217377862098
2001-03-20,99.68629426082383
2001-03-21,100.18675898890241
2001-03-22,99.0709415551318
2001-03-23,100.22568351938322
2001-03-26,101.55395010681008
2001-03-27,100.20088834232726
2001-03-28,100.49524004136987
2001-03-29,98.82813220154678
2001-03-30,98.16611923556678
2001-04-02,96.03188787689331
2001-04-03,93.3743644190182
2001-04-04,89.12476201142293
2001-04-05,89.15254376547679
2001-04-06,91.70456994624038
2001-04-09,89.41283669913722
2001-04-10,89.24520431738488
2001-04-11,91.52300095844424
2001-04-12,92.8746897406644
2001-04-13,92.94266319596869
2001-04-16,92.04388236091694
2001-04-17,91.40921789371262
2001-04-18,95.18304503087882
2001-04-19,99.90082351962192
2001-04-20,98.64361371357535
2001-04-23,98.44023479163769
2001-04-24,97.89271387363918
2001-04-25,97.91706593054748
2001-04-26,97.84796784222748
2001-04-27,96.39124325606035
2001-04-30,98.86292690354365
2001-05-01,98.93099504022157
2001-05-02,101.9774459291071
2001-05-03,102.6739894115834
2001-05-04,99.89850056415106
2001-05-07,101.02737359862255
2001-05-08,100.59037733767691
2001-05-09,100.19487608997511
2001-05-10,99.28368316358508
2001-05-11,99.3458813373275
2001-05-14,97.94503173609606
2001-05-15,96.45955856640325
2001-05-16,95.72567060051504
2001-05-17,98.19607418948246
2001-05-18,97.58283123781783
2001-05-21,97.61088305644158
2001-05-22,98.92228237803101
2001-05-23,100.55066263560673
2001-05-24,99.97413937238247
2001-05-25,99.35262572944082
2001-05-28,99.09071012667309
2001-05-29,99.22174842928011
2001-05-30,97.78731430147221
2001-05-31,96.36524046651341
2001-06-01,95.49019947867447
2001-06-04,95.42291330024281
2001-06-05,95.11412169284523
2001-06-06,96.21874447415635
2001-06-07,97.15410002121574
2001-06-08,99.85807890587763
2001-06-11,99.54440415061477
2001-06-12,99.33567169463328
2001-06-13,99.7101963332177
2001-06-14,98.43984539605046
2001-06-15,97.66576613179237
2001-06-18,95.67874392319115
2001-06-19,95.93348339827817
2001-06-20,94.7799956509192
2001-06-21,94.9989989465928
2001-06-22,94.80641973985891
2001-06-25,94.14644879914422
2001-06-26,93.11934289484316
2001-06-27,93.29829259106324
2001-06-28,92.41655006543562
2001-06-29,94.76138010834816
2001-07-02,95.31331553981956
2001-07-03,95.67030104668258
2001-07-04,95.22300868120762
2001-07-05,94.7090435058019
2001-07-06,93.97728363575574
2001-07-09,91.67534930192522
2001-07-10,91.18942391536862
2001-07-11,90.16668881550224
2001-07-12,91.8930340282014
2001-07-13,91.07490719457184
2001-07-16,90.99707357148148
2001-07-17,90.76575441221236
2001-07-18,89.80509488751667
2001-07-19,89.89275534674266
2001-07-20,89.93177436012085
2001-07-23,88.72256876293828
2001-07-24,88.72749678260084
2001-07-25,89.84480668021111
2001-07-26,90.3560011635809
2001-07-27,91.30024648855111
2001-07-30,91.15661903004086
2001-07-31,92.90993511518664
2001-08-01,94.40905530687155
2001-08-02,95.39295826747187
2001-08-03,95.20687027486852
2001-08-06,94.28146221104792
2001-08-07,93.10724338519057
2001-08-08,93.71703695097771
2001-08-09,91.96977083687108
2001-08-10,92.54328710101709
2001-08-13,93.2303712662793
2001-08-14,95.47723133507064
2001-08-15,95.64482443117275
2001-08-16,94.07017282150444
2001-08-17,92.74617437387884
2001-08-20,90.59660849241337
2001-08-21,90.78796085771789
2001-08-22,89.50979010997804
2001-08-23,90.23033240820247
2001-08-24,89.12928650280969
2001-08-27,91.47043007548811
2001-08-28,91.40337122305512
2001-08-29,91.42458212753476
2001-08-30,90.9553721797849
2001-08-31,90.04208592465626
2001-09-03,89.02797250085828
2001-09-04,90.94963871758158
2001-09-05,89.57197182267772
2001-09-06,88.29967635800094
2001-09-07,88.11796440377196
2001-09-10,87.6064079955649
2001-09-11,86.48512641127685
2001-09-12,82.90160336636585
2001-09-13,82.0077312746825
2001-09-14,79.8629459487674
2001-09-17,78.06688494416935
2001-09-18,78.84632408733515
2001-09-19,79.42188090366163
2001-09-20,77.97645453223598
2001-09-21,75.50525659731011
2001-09-24,75.60946042987817
2001-09-25,74.20864184511908
2001-09-26,74.69365096571306
2001-09-27,74.17642260232785
2001-09-28,75.06456907545709
2001-10-01,74.95057049174142
2001-10-02,74.00041369348573
2001-10-03,73.4151655955287
2001-10-04,75.11277952493376
