Date,EM LATIN AMERICA ex BRAZIL GROWTH
1998-12-31,1000.0
1999-01-01,1000.0
1999-01-04,998.1833696676389
1999-01-05,991.4568162150945
1999-01-06,983.084651307691
1999-01-07,969.2789645806499
1999-01-08,964.5493807172244
1999-01-11,934.1728697938249
1999-01-12,893.7341867034503
1999-01-13,818.4860503183185
1999-01-14,809.3147983815372
1999-01-15,889.7942112857191
1999-01-18,890.5837247501578
1999-01-19,884.1918493792203
1999-01-20,919.9962084191427
1999-01-21,906.2779417188467
1999-01-22,905.2776891968779
1999-01-25,922.6981762057544
1999-01-26,927.4404989992315
1999-01-27,937.1088458514596
1999-01-28,949.8505457287342
1999-01-29,954.4314886469922
1999-02-01,980.7736609487888
1999-02-02,978.293694084204
1999-02-03,975.9025481320683
1999-02-04,973.1356453922439
1999-02-05,975.1247674036231
1999-02-08,976.6374730569163
1999-02-09,969.3565689783865
1999-02-10,979.7979441404498
1999-02-11,1007.0873754908125
1999-02-12,1009.912636120112
1999-02-15,1006.4343619000578
1999-02-16,1017.0072517819202
1999-02-17,1003.2434555216466
1999-02-18,1009.2883075259616
1999-02-19,1024.3877349068507
1999-02-22,1021.7190697582515
1999-02-23,1016.6397667185989
1999-02-24,1017.79785012957
1999-02-25,1011.561821018889
1999-02-26,1012.2211620041427
1999-03-01,1010.1620732025162
1999-03-02,1002.5888074358876
1999-03-03,1005.7470032263483
1999-03-04,1030.359788399965
1999-03-05,1045.5484333597267
1999-03-08,1066.1411980035798
1999-03-09,1080.2618107741814
1999-03-10,1108.3726088470357
1999-03-11,1112.8996870666188
1999-03-12,1104.2573737278483
1999-03-15,1112.6377977938992
1999-03-16,1124.9229094214838
1999-03-17,1120.0370345273234
1999-03-18,1125.2804016313564
1999-03-19,1119.7670176459706
1999-03-22,1109.6623852729576
1999-03-23,1094.8149037511512
1999-03-24,1115.2395831257606
1999-03-25,1120.8517380482767
1999-03-26,1107.1017473008774
1999-03-29,1120.217861370065
1999-03-30,1127.3086210069062
1999-03-31,1136.0280079038266
1999-04-01,1133.358794905771
1999-04-02,1134.8311788541664
1999-04-05,1161.4400655772267
1999-04-06,1169.1853885522216
1999-04-07,1166.3780199165737
1999-04-08,1166.6505667781912
1999-04-09,1165.1714324401491
1999-04-12,1173.5471400463136
1999-04-13,1174.6748520293602
1999-04-14,1173.0167440027296
1999-04-15,1198.8298849854632
1999-04-16,1219.3223633519824
1999-04-19,1236.4902872227135
1999-04-20,1219.8228851260149
1999-04-21,1211.3045336398293
1999-04-22,1233.0670164189992
1999-04-23,1244.6181862282313
1999-04-26,1236.5443498114346
1999-04-27,1232.5955247732911
1999-04-28,1253.9478847149423
1999-04-29,1266.0630603828236
1999-04-30,1311.044006008129
1999-05-03,1342.377837055113
1999-05-04,1336.1985600129603
1999-05-05,1339.8208796567471
1999-05-06,1370.103921286747
1999-05-07,1396.4986988658425
1999-05-10,1418.1009174224062
1999-05-11,1410.5581585033146
1999-05-12,1387.8758927348767
1999-05-13,1410.3517852102482
1999-05-14,1392.0333074482394
1999-05-17,1382.9170642522
1999-05-18,1381.0282891451777
1999-05-19,1347.8643275554061
1999-05-20,1350.118319952015
1999-05-21,1325.2009571154092
1999-05-24,1299.8857339215185
1999-05-25,1273.2844265365945
1999-05-26,1316.795397751225
1999-05-27,1294.7492076800643
1999-05-28,1291.9236326716361
1999-05-31,1304.0203033617709
1999-06-01,1297.7107805812614
1999-06-02,1297.7739532508842
1999-06-03,1291.8897875818056
1999-06-04,1299.3324502134162
1999-06-07,1305.709442727844
1999-06-08,1306.3687224417915
1999-06-09,1294.0339515800533
1999-06-10,1285.996732852697
1999-06-11,1264.3784321519952
1999-06-14,1254.5413775162856
1999-06-15,1274.977147148079
1999-06-16,1326.0201714184034
1999-06-17,1339.8177881907304
1999-06-18,1349.285753144703
1999-06-21,1368.1952697799247
1999-06-22,1364.6092309572234
1999-06-23,1340.2028893427032
1999-06-24,1319.1333899487865
1999-06-25,1299.199821576188
1999-06-28,1315.2698816088753
1999-06-29,1322.9821236474465
1999-06-30,1359.5220738350238
1999-07-01,1378.3219168239725
1999-07-02,1391.3602599148878
1999-07-05,1403.18519093862
1999-07-06,1395.2556642330521
1999-07-07,1390.8693259242239
1999-07-08,1368.9064469996695
1999-07-09,1359.687372673876
1999-07-12,1324.2738451414154
1999-07-13,1340.3229485087668
1999-07-14,1347.7793002248163
1999-07-15,1370.3424213189776
1999-07-16,1388.19976307842
1999-07-19,1400.3351502781113
1999-07-20,1368.438258343234
1999-07-21,1379.904845414829
1999-07-22,1353.1967358789605
1999-07-23,1313.8830494141755
1999-07-26,1286.465779297299
1999-07-27,1289.9342119945668
1999-07-28,1307.272849090547
1999-07-29,1278.9118823274607
1999-07-30,1278.8694370930987
1999-08-02,1249.6609858325828
1999-08-03,1261.429669393141
