Date,EM (EMERGING MARKETS) GROWTH
2000-12-29,100.0
2001-01-01,99.70493131130131
2001-01-02,99.47316912494075
2001-01-03,100.22080856375482
2001-01-04,104.20915429749165
2001-01-05,104.39032696911238
2001-01-08,103.85023921563126
2001-01-09,105.07466456303618
2001-01-10,104.6297636213361
2001-01-11,104.48967948049419
2001-01-12,105.75666572322746
2001-01-15,106.37298548470294
2001-01-16,107.07599054390955
2001-01-17,108.53190369900466
2001-01-18,110.00729116351927
2001-01-19,111.97396894978489
2001-01-22,111.61613429016315
2001-01-23,112.13175679491836
2001-01-24,111.6879685594262
2001-01-25,111.64588125631421
2001-01-26,111.05152629772948
2001-01-29,110.83795616083522
2001-01-30,112.27417255369761
2001-01-31,113.75438067765084
2001-02-01,113.19939121861626
2001-02-02,112.52929845895905
2001-02-05,110.54191701012478
2001-02-06,111.03631836048105
2001-02-07,109.0241583732182
2001-02-08,109.39211819844489
2001-02-09,109.13539381644637
2001-02-12,109.04614375216934
2001-02-13,109.50637346674736
2001-02-14,108.93145945126237
2001-02-15,110.534014476083
2001-02-16,109.43317524907577
2001-02-19,108.38314573950326
2001-02-20,108.2718238584623
2001-02-21,105.08234902604694
2001-02-22,102.27866331956025
2001-02-23,101.54143890807175
2001-02-26,102.3637507457236
2001-02-27,101.97506215329933
2001-02-28,101.60800215473675
2001-03-01,100.61177766488063
2001-03-02,98.7960314198406
2001-03-05,99.72461251100518
2001-03-06,100.82793685406936
2001-03-07,101.51787886971402
2001-03-08,101.71119323149026
2001-03-09,100.44782793579948
2001-03-12,97.32118071134057
2001-03-13,96.81774109943387
2001-03-14,96.2896543176576
2001-03-15,96.27082073132561
2001-03-16,95.23835008832424
2001-03-19,94.2845314652199
2001-03-20,93.77585467121011
2001-03-21,93.7958401901377
2001-03-22,91.97180734812281
2001-03-23,92.55055435494504
2001-03-26,93.837522636675
2001-03-27,93.55178898933183
2001-03-28,92.78584786976575
2001-03-29,90.66509621279215
2001-03-30,90.53078277174896
2001-04-02,89.00319213928887
2001-04-03,86.56171620249923
2001-04-04,84.912191062031
2001-04-05,86.50046701364272
2001-04-06,87.98921982946223
2001-04-09,87.39063457039526
2001-04-10,88.65308246575411
2001-04-11,90.19105959194047
2001-04-12,91.0946606570812
2001-04-13,91.18554864659244
2001-04-16,90.32925229122097
2001-04-17,90.12053748401918
2001-04-18,93.2326493893057
2001-04-19,95.5045139505833
2001-04-20,93.84984576222406
2001-04-23,93.40814332431273
2001-04-24,93.14774774092548
2001-04-25,93.50581501028103
2001-04-26,94.52484886885841
2001-04-27,94.95279514152547
2001-04-30,96.27648847181652
2001-05-01,96.37148380619871
2001-05-02,97.86712197475431
2001-05-03,98.06167116407389
2001-05-04,97.15301327895588
2001-05-07,97.6623657971611
2001-05-08,97.47156679736908
2001-05-09,97.17793218281068
2001-05-10,96.98454794343587
2001-05-11,96.49902589603266
2001-05-14,95.25344660660592
2001-05-15,94.28987492063791
2001-05-16,94.75315390455064
2001-05-17,97.27957122019015
2001-05-18,97.57102075986913
2001-05-21,98.52934378230957
2001-05-22,99.13938594475655
2001-05-23,99.33053328272662
2001-05-24,98.61429386660551
2001-05-25,98.10310917359124
2001-05-28,98.18929507920505
2001-05-29,97.74823467525667
2001-05-30,96.53929420943051
2001-05-31,96.18062729887268
2001-06-01,96.06383262003587
2001-06-04,96.05108264476016
2001-06-05,95.21236897504579
2001-06-06,95.84170128958513
2001-06-07,96.33319726719597
2001-06-08,97.46745558971388
2001-06-11,96.68960198773173
2001-06-12,96.40800710677428
2001-06-13,96.28590490677325
2001-06-14,95.74706189475077
2001-06-15,94.95441597061834
2001-06-18,92.91435709944363
2001-06-19,93.02834523230646
2001-06-20,92.63347852855183
2001-06-21,93.27321389639698
2001-06-22,93.5802906378261
2001-06-25,93.21880969519763
2001-06-26,92.78510908925
2001-06-27,92.8873961678563
2001-06-28,92.23200413174845
2001-06-29,93.56376992783885
2001-07-02,94.01379243600827
2001-07-03,93.4385719795228
2001-07-04,92.67680482484785
2001-07-05,92.0360057081368
2001-07-06,90.42268481170844
2001-07-09,89.56582555300177
2001-07-10,88.84422681302745
2001-07-11,86.99165032195893
2001-07-12,88.09404548912275
2001-07-13,87.55489956614078
2001-07-16,86.87204836745525
2001-07-17,87.05703738933451
2001-07-18,86.39467212039416
2001-07-19,86.82290583500534
2001-07-20,86.791844758689
2001-07-23,86.56818516388466
2001-07-24,86.10812881700124
2001-07-25,86.57804422280329
2001-07-26,87.29578542393287
2001-07-27,87.733947419409
2001-07-30,88.09109519541259
2001-07-31,88.85304550426835
2001-08-01,89.46243480273364
2001-08-02,90.37967944953672
2001-08-03,90.30109738445216
2001-08-06,89.58883622641216
2001-08-07,88.75827429281152
2001-08-08,88.74837727685134
2001-08-09,87.8716677722084
2001-08-10,88.26705257655408
2001-08-13,88.56463769095681
2001-08-14,89.68369101238264
2001-08-15,89.45318606472003
2001-08-16,88.50704107450666
2001-08-17,86.87890280229328
2001-08-20,85.7069312785313
2001-08-21,85.77742268082854
2001-08-22,85.67331639982375
2001-08-23,85.80365491652847
2001-08-24,85.81256255238152
2001-08-27,87.2045789082193
2001-08-28,87.06652528598337
2001-08-29,86.96487031152827
2001-08-30,86.2676835485888
2001-08-31,85.69869501277229
2001-09-03,85.05302438966727
2001-09-04,85.82289016139983
2001-09-05,84.96169852916789
2001-09-06,83.44212556744546
2001-09-07,83.26177752251537
2001-09-10,82.6747642767634
2001-09-11,80.04642212326858
2001-09-12,77.98721341199993
2001-09-13,76.7869148570266
2001-09-14,75.20381757563725
2001-09-17,74.12822036655054
2001-09-18,74.80516979564759
2001-09-19,75.14648181418278
2001-09-20,73.01580525637142
2001-09-21,71.04764380022506
2001-09-24,71.69026350581521
2001-09-25,70.9901166177927
2001-09-26,70.88412712990844
2001-09-27,70.65588391642774
2001-09-28,71.63082286405454
2001-10-01,71.2278678897039
2001-10-02,70.64437435104192
2001-10-03,70.35006239038997
2001-10-04,71.7290495928963
2001-10-05,72.03199493583043
2001-10-08,70.8895522835198
2001-10-09,72.54533131960298
2001-10-10,73.7399074984481
2001-10-11,76.23769066663458
2001-10-12,76.17751748674506
2001-10-15,75.57380602328378
2001-10-16,76.28564033646407
2001-10-17,76.86176528709792
2001-10-18,75.7892100487005
2001-10-19,76.04241387661304
2001-10-22,76.1806983371471
2001-10-23,77.00168472188214
2001-10-24,78.22642659783025
2001-10-25,78.07255687649482
2001-10-26,78.50205121495581
2001-10-29,78.48944822812999
2001-10-30,76.70581518101169
2001-10-31,76.88311593338418
2001-11-01,77.51651517485296
2001-11-02,78.08742415067607
2001-11-05,79.5507861728511
2001-11-06,80.01316450733154
2001-11-07,79.91484045393103
2001-11-08,81.20083739074755
2001-11-09,81.53218721501305
2001-11-12,81.1689851093614
2001-11-13,82.33428826981407
2001-11-14,83.75624375187336
2001-11-15,84.7529897656169
2001-11-16,84.90403787029011
2001-11-19,86.57339507427304
2001-11-20,84.90998060493695
2001-11-21,84.7549899448929
2001-11-22,85.22924629316256
2001-11-23,86.2787382796752
2001-11-26,87.5833947461064
2001-11-27,87.60425711439457
2001-11-28,85.61371872036342
2001-11-29,84.92214581859554
2001-11-30,85.10482183366845
2001-12-03,86.40813784538018
2001-12-04,87.71164324030556
2001-12-05,90.97842759487573
2001-12-06,92.54621086673951
2001-12-07,92.92089112801328
2001-12-10,91.37128303168937
2001-12-11,91.20065484233095
2001-12-12,92.8077826843153
2001-12-13,91.09598633738686
2001-12-14,90.32440122956204
2001-12-17,90.10331714978342
2001-12-18,90.4782952705384
2001-12-19,90.9155803814156
2001-12-20,90.91675611539551
2001-12-21,89.66495208742194
2001-12-24,90.15609813092891
2001-12-25,90.60230226927078
2001-12-26,90.79517678455532
2001-12-27,91.4470160764996
2001-12-28,92.79573978969009
2001-12-31,93.3963783121752
2002-01-01,93.38449296664768
2002-01-02,94.64479518772178
