Date,EM EUROPE GROWTH
2000-12-29,100.0
2001-01-01,100.0000026751749
2001-01-02,100.44523011392512
2001-01-03,97.14077599691147
2001-01-04,101.75986222273622
2001-01-05,100.72262651680238
2001-01-08,100.51438948092195
2001-01-09,100.90122696238294
2001-01-10,102.81227985528402
2001-01-11,105.40764827962256
2001-01-12,105.39275416877925
2001-01-15,102.5626811840121
2001-01-16,101.46847325919663
2001-01-17,103.31917314029701
2001-01-18,103.97017238783579
2001-01-19,104.0110341340491
2001-01-22,101.43386408871295
2001-01-23,100.7685018124777
2001-01-24,100.01129393969308
2001-01-25,100.64463116061167
2001-01-26,99.81279144293217
2001-01-29,98.03426284240598
2001-01-30,99.37393715297023
2001-01-31,102.8282865442128
2001-02-01,102.89234064666873
2001-02-02,101.31745177786888
2001-02-05,98.45037184293588
2001-02-06,99.43490396994093
2001-02-07,97.1551323104556
2001-02-08,96.75890155656128
2001-02-09,96.41991373715338
2001-02-12,95.64389245859675
2001-02-13,96.66239107389414
2001-02-14,97.42558851903074
2001-02-15,97.46493489395623
2001-02-16,97.2707369302055
2001-02-19,93.88196911259702
2001-02-20,94.6262537684139
2001-02-21,88.1500402353612
2001-02-22,83.76469321581524
2001-02-23,81.36345625414941
2001-02-26,85.45483233412685
2001-02-27,85.53052454921801
2001-02-28,85.60797724630541
2001-03-01,87.33519511905753
2001-03-02,88.17449020738101
2001-03-05,89.5916399018645
2001-03-06,91.37235555447658
2001-03-07,91.33434323931763
2001-03-08,92.07040635802319
2001-03-09,91.69299750800087
2001-03-12,87.64960686041866
2001-03-13,85.46958161070071
2001-03-14,81.12390059623739
2001-03-15,82.5077503435727
2001-03-16,82.20601435702322
2001-03-19,81.9044599611569
2001-03-20,83.51734564927817
2001-03-21,81.6718402253656
2001-03-22,79.72837612562049
2001-03-23,80.65160590793099
2001-03-26,81.72205749501069
2001-03-27,80.60889643076084
2001-03-28,79.18639918951035
2001-03-29,75.67899079077272
2001-03-30,77.00633556611406
2001-04-02,75.60474222893673
2001-04-03,73.39394475774583
2001-04-04,73.51590497403181
2001-04-05,76.80119169401068
2001-04-06,76.82088029014739
2001-04-09,76.64692114540202
2001-04-10,77.02362899435713
2001-04-11,77.62362510625178
2001-04-12,79.46025357775967
2001-04-13,79.87708273298082
2001-04-16,80.3768937869093
2001-04-17,78.93186546046608
2001-04-18,80.86399238371555
2001-04-19,82.68832781143058
2001-04-20,82.54342134255565
2001-04-23,81.31857585012939
2001-04-24,81.33185548123029
2001-04-25,82.04085131473151
2001-04-26,84.34714817303106
2001-04-27,88.00886969589833
2001-04-30,87.13427540664492
2001-05-01,87.21190951046991
2001-05-02,86.62555811993137
2001-05-03,87.539276609205
2001-05-04,88.2239707300407
2001-05-07,87.798203381265
2001-05-08,88.6774636069548
2001-05-09,86.9269950875943
2001-05-10,87.93226292955815
2001-05-11,86.570329281049
2001-05-14,85.19331399118546
2001-05-15,84.91729098256211
2001-05-16,86.05779641786926
2001-05-17,88.35571847977431
2001-05-18,90.5360131581978
2001-05-21,91.48440024184751
2001-05-22,90.86959546976892
2001-05-23,89.90364260391205
2001-05-24,88.52044810376988
2001-05-25,89.00980421775493
2001-05-28,88.14567011294172
2001-05-29,86.84922904461592
2001-05-30,86.25460345278144
2001-05-31,86.5352553591966
2001-06-01,88.13976773700449
2001-06-04,89.78200690551249
2001-06-05,87.06274140317706
2001-06-06,86.38633301053277
2001-06-07,85.28247326887305
2001-06-08,84.96570782767002
2001-06-11,83.20246518285387
2001-06-12,82.66441151344348
2001-06-13,81.80924035320324
2001-06-14,82.87157100058883
2001-06-15,83.28472220469779
2001-06-18,82.35091664183409
2001-06-19,81.92028121055635
2001-06-20,80.48177843643391
2001-06-21,81.38847747519763
2001-06-22,82.6462164318383
2001-06-25,81.19653044079453
2001-06-26,80.92332620359318
2001-06-27,81.38585732513512
2001-06-28,79.94329419632032
2001-06-29,78.75843197821693
2001-07-02,78.04982714274034
2001-07-03,76.69253482047976
2001-07-04,76.77833602161871
2001-07-05,77.03414785234182
2001-07-06,73.15539615464398
2001-07-09,72.61758870928777
2001-07-10,71.2063129014065
2001-07-11,67.05889246526505
2001-07-12,69.10284570550701
2001-07-13,69.56195337866973
2001-07-16,70.12686886471447
2001-07-17,68.15365457637252
2001-07-18,69.41715763580126
2001-07-19,71.06061050062853
2001-07-20,70.14186874213345
2001-07-23,70.77553212529278
2001-07-24,69.16336339606109
2001-07-25,69.1740262148416
2001-07-26,71.81911986551492
2001-07-27,70.61907957925193
2001-07-30,71.0132988785301
2001-07-31,69.8961419841006
2001-08-01,70.39659644327381
2001-08-02,70.50502815016898
2001-08-03,70.22306258244811
2001-08-06,68.75562160288426
2001-08-07,67.85433596575879
2001-08-08,67.64462165313759
2001-08-09,67.32427022399344
2001-08-10,68.13733141614533
2001-08-13,67.26517139555881
2001-08-14,68.37098027049146
2001-08-15,67.32446320898634
2001-08-16,66.90763889189296
2001-08-17,66.96947134875049
2001-08-20,67.04330533184265
2001-08-21,67.14696115787874
2001-08-22,68.08230072571301
2001-08-23,68.40226345758369
2001-08-24,69.35821418526349
2001-08-27,70.64260807108224
2001-08-28,71.29988200947156
2001-08-29,70.04003199521102
2001-08-30,69.65673552927981
2001-08-31,69.72792984030102
2001-09-03,69.57279061722006
2001-09-04,68.93525392638746
2001-09-05,69.10663467549253
2001-09-06,69.62953975745071
2001-09-07,68.98016031616304
2001-09-10,67.95146692143074
2001-09-11,66.19733824410922
2001-09-12,64.16821313341794
2001-09-13,63.61903403251439
2001-09-14,61.34718290711899
2001-09-17,60.71344830600256
2001-09-18,61.86473019128823
2001-09-19,63.71686525102911
2001-09-20,61.731796618108746
2001-09-21,58.2563455336764
2001-09-24,58.69583349166708
2001-09-25,58.3896296382738
2001-09-26,58.68107368471615
2001-09-27,58.16947723902606
2001-09-28,59.25531068414928
2001-10-01,58.965669456083916
