Date,EM EASTERN EUROPE GROWTH
2000-12-29,100.0
2001-01-01,100.0
2001-01-02,99.62022291967779
2001-01-03,94.50333263667896
2001-01-04,100.59802736369625
2001-01-05,102.23526461126048
2001-01-08,100.96036800638022
2001-01-09,103.45746550150264
2001-01-10,103.84571555802896
2001-01-11,104.64074422962715
2001-01-12,105.64787822443489
2001-01-15,107.12601533979397
2001-01-16,106.66829316102945
2001-01-17,108.54270113313908
2001-01-18,108.24007738672857
2001-01-19,109.1248788766306
2001-01-22,105.79421494020366
2001-01-23,105.64090934076702
2001-01-24,107.27684571655597
2001-01-25,106.44646163506357
2001-01-26,105.25174331875716
2001-01-29,102.3692050938493
2001-01-30,103.61364729490559
2001-01-31,104.45055964559026
2001-02-01,104.03463996996057
2001-02-02,104.14320644535754
2001-02-05,100.71597345720112
2001-02-06,101.32493826445048
2001-02-07,99.18101976100768
2001-02-08,99.53057599419182
2001-02-09,97.3856473652013
2001-02-12,97.15099581677386
2001-02-13,99.18666203161007
2001-02-14,97.24823302725649
2001-02-15,100.33184316859821
2001-02-16,95.62201294702818
2001-02-19,95.19384734977648
2001-02-20,94.73646895986653
2001-02-21,90.3459621651857
2001-02-22,90.54333869490607
2001-02-23,88.92913018803357
2001-02-26,91.48093532904208
2001-02-27,89.96011606571791
2001-02-28,90.22951182934128
2001-03-01,88.82994134324086
2001-03-02,89.44832190412842
2001-03-05,92.77148590014677
2001-03-06,96.84685407611074
2001-03-07,97.07327655402091
2001-03-08,96.38648408920876
2001-03-09,94.65319282405545
2001-03-12,90.59714557856454
2001-03-13,90.65365807843423
2001-03-14,86.39518102583074
2001-03-15,88.77629759756095
2001-03-16,88.13501544992089
2001-03-19,89.76329684636774
2001-03-20,90.60058604262814
2001-03-21,87.96387445130908
2001-03-22,86.51335139766407
2001-03-23,87.30439877122498
2001-03-26,88.67661623745863
2001-03-27,87.79852759977048
2001-03-28,87.13198870948754
2001-03-29,84.10911046459725
2001-03-30,83.73313532928763
2001-04-02,83.062802682238
2001-04-03,80.33611679786178
2001-04-04,79.23241387119019
2001-04-05,83.97903465336647
2001-04-06,83.79274129241678
2001-04-09,84.21289599163603
2001-04-10,85.37326066438406
2001-04-11,86.7234434709805
2001-04-12,86.52645513764934
2001-04-13,87.46270296649307
2001-04-16,86.60338100659312
2001-04-17,84.5120731168269
2001-04-18,87.22033247463754
2001-04-19,89.46114483083319
2001-04-20,88.04045242168105
2001-04-23,85.70966516496428
2001-04-24,86.19048672595476
2001-04-25,86.46868372444573
2001-04-26,88.43293884247578
2001-04-27,90.25376054645763
2001-04-30,89.59568571007888
2001-05-01,89.7139912471538
2001-05-02,90.0135259894708
2001-05-03,91.5468033893218
2001-05-04,92.85309683195597
2001-05-07,94.17780178988824
