Date,EM EUROPE & MIDDLE EAST GROWTH
2000-12-29,100.00000000000001
2001-01-01,100.08854974792816
2001-01-02,96.70963676603118
2001-01-03,98.91983649589089
2001-01-04,101.32003005695454
2001-01-05,97.48623151488685
2001-01-08,95.96194293869127
2001-01-09,96.88675015425433
2001-01-10,99.0509755557694
2001-01-11,101.05944191495331
2001-01-12,101.03321237895224
2001-01-15,99.50348228902341
2001-01-16,98.07496492796915
2001-01-17,100.42790286965104
2001-01-18,102.5711498412082
2001-01-19,104.31237550316446
2001-01-22,101.67792074142994
2001-01-23,101.87959185943822
2001-01-24,100.57960864902083
2001-01-25,100.69211487443526
2001-01-26,101.84642133923695
2001-01-29,101.96267687170591
2001-01-30,102.91868198829806
2001-01-31,103.20442625674656
2001-02-01,103.78009983206768
2001-02-02,100.50081833533025
2001-02-05,99.22503953140335
2001-02-06,100.0915755924603
2001-02-07,98.02492391229221
2001-02-08,96.67474054771756
2001-02-09,94.94844319945916
2001-02-12,94.63674945943971
2001-02-13,95.0884488888603
2001-02-14,97.37899441526406
2001-02-15,99.04650366560385
2001-02-16,97.73688468014555
2001-02-19,95.45231617920778
2001-02-20,95.80755729098591
2001-02-21,89.8520297893571
2001-02-22,84.3655571569978
2001-02-23,83.95817287513165
2001-02-26,87.24873141285443
2001-02-27,85.83823351689499
2001-02-28,83.68657978062936
2001-03-01,86.41865108439103
2001-03-02,85.46184315597529
2001-03-05,85.41715407278593
2001-03-06,87.97147951739066
2001-03-07,88.74473077657807
2001-03-08,88.22199432778656
2001-03-09,88.06746822640257
2001-03-12,84.53385337181282
2001-03-13,84.22904212478693
2001-03-14,80.68661994090493
2001-03-15,80.6190587408495
2001-03-16,79.16188902564963
2001-03-19,78.36281764624441
2001-03-20,78.29737838088725
2001-03-21,77.35148010550617
2001-03-22,76.38523080698462
2001-03-23,77.12004518744554
2001-03-26,77.57846629910021
2001-03-27,77.55288378871671
2001-03-28,75.05783412714865
2001-03-29,71.36223195328094
2001-03-30,72.81245873041806
2001-04-02,71.37850591662767
2001-04-03,68.42135554021998
2001-04-04,68.8182759776934
2001-04-05,72.51889683595779
2001-04-06,72.20041623968618
2001-04-09,73.23568968032527
2001-04-10,75.15046873406848
2001-04-11,76.67939319079257
2001-04-12,78.3564854423438
2001-04-13,78.65082335143643
2001-04-16,78.74667465713743
2001-04-17,78.41640874201747
2001-04-18,81.30363989264069
2001-04-19,84.48129319046907
2001-04-20,83.28453753290219
2001-04-23,81.74341935726875
2001-04-24,79.44517965813719
2001-04-25,80.44281956274956
2001-04-26,81.28220911796085
2001-04-27,84.36198445085483
2001-04-30,83.29216673371154
2001-05-01,84.06749527227709
2001-05-02,84.73435116248456
2001-05-03,84.58021397879365
2001-05-04,85.00455115011808
2001-05-07,84.2080032918059
2001-05-08,85.75903333963242
2001-05-09,83.7137824534917
2001-05-10,83.80030641768433
2001-05-11,82.10306051887588
2001-05-14,80.65062134137324
2001-05-15,80.1443023956189
2001-05-16,80.60893850321536
2001-05-17,82.96723111218189
2001-05-18,84.32650367201398
2001-05-21,86.52454657315776
2001-05-22,86.36699400585
2001-05-23,84.61541794440485
2001-05-24,84.4118870793527
2001-05-25,84.41199725526991
2001-05-28,83.7939148259244
2001-05-29,82.55023785854607
2001-05-30,81.02392921950923
2001-05-31,81.14172821785444
2001-06-01,82.52949974451107
2001-06-04,82.39671185528177
2001-06-05,80.21609695540894
2001-06-06,80.2951104991453
2001-06-07,80.48010308110631
2001-06-08,79.77526510051007
2001-06-11,77.30955597175713
2001-06-12,77.08419861689941
2001-06-13,75.72262254718541
2001-06-14,77.00828693746044
2001-06-15,77.39833193498107
2001-06-18,76.73344167064845
2001-06-19,76.91939532909782
2001-06-20,76.99272155638276
2001-06-21,77.4561835609757
2001-06-22,78.28108156745888
2001-06-25,77.00246521433151
2001-06-26,77.53783703311096
2001-06-27,78.43015675966767
2001-06-28,76.8143635732416
2001-06-29,76.3726047329374
2001-07-02,75.98895726958223
2001-07-03,73.10942095368553
2001-07-04,73.10291824429522
2001-07-05,73.4160246462574
2001-07-06,70.49102632216905
2001-07-09,70.46571674786429
2001-07-10,69.14369033465546
2001-07-11,65.61686338985206
2001-07-12,68.92198433347902
2001-07-13,68.3707741196919
2001-07-16,68.13946576139622
2001-07-17,67.82080248608192
2001-07-18,67.43043017517348
2001-07-19,68.69609301767498
2001-07-20,66.7496803146098
2001-07-23,67.72487687762148
2001-07-24,67.18244175284495
2001-07-25,67.81322393875314
2001-07-26,70.58193569273189
2001-07-27,70.64710610788428
2001-07-30,70.72156793792702
2001-07-31,70.5711012327315
2001-08-01,71.29377619836393
2001-08-02,70.81249309372811
2001-08-03,69.87420602727097
2001-08-06,69.23050799133661
2001-08-07,68.07834435830335
2001-08-08,67.21923531837788
2001-08-09,67.27365227387334
2001-08-10,67.38496659423629
2001-08-13,67.18409130703746
2001-08-14,67.41350545087148
2001-08-15,66.5221615234877
2001-08-16,66.60841055381353
2001-08-17,66.05887231884019
2001-08-20,66.13878754152849
2001-08-21,65.89847845612792
2001-08-22,66.62297521116759
2001-08-23,65.93029035901132
2001-08-24,67.14326228241656
2001-08-27,68.24176466818506
2001-08-28,68.11996062955615
2001-08-29,66.79705812813617
2001-08-30,66.18237478646783
2001-08-31,66.40341351539702
2001-09-03,66.45957227548385
2001-09-04,65.45672619003028
2001-09-05,65.61291764507283
2001-09-06,65.69612765771775
2001-09-07,65.44709649556559
2001-09-10,65.37106810626952
2001-09-11,63.829738096739
2001-09-12,62.28128462216191
2001-09-13,62.162406658744764
2001-09-14,60.735812789882665
2001-09-17,59.44935239524446
2001-09-18,59.8083174646911
2001-09-19,60.308026384115074
2001-09-20,57.33586319840872
2001-09-21,54.667531417518546
2001-09-24,55.53125568160185
2001-09-25,54.89046545498165
2001-09-26,54.39819659121157
2001-09-27,53.777158862118675
2001-09-28,54.88205952541546
2001-10-01,54.76534594715157
2001-10-02,55.67154672962872
2001-10-03,55.77796046794815
2001-10-04,56.83367530886109
2001-10-05,56.79701932729817
