Date,ACWI ex TURKEY
2015-12-11,2096.697569757614
2015-12-14,2084.006317627198
2015-12-15,2123.1829461215875
2015-12-16,2147.3807775326404
2015-12-17,2155.460032740132
2015-12-18,2125.8566395883104
2015-12-21,2118.2703453498875
2015-12-22,2122.854532162985
2015-12-23,2167.123024901207
2015-12-24,2154.691012228187
2015-12-25,2153.9341049400136
2015-12-28,2147.1468554238513
2015-12-29,2178.343816955966
2015-12-30,2164.077680070154
2015-12-31,2158.923327109374
2016-01-01,2158.9427045999346
2016-01-04,2126.268876470836
2016-01-05,2142.722701329511
2016-01-06,2110.6509520083046
2016-01-07,2049.098728526352
2016-01-08,2018.474875872695
2016-01-11,2019.1156059071527
2016-01-12,2029.1385157161105
2016-01-13,2005.9847688717189
2016-01-14,2011.8240741675254
2016-01-15,1954.9016404587906
2016-01-18,1958.9736511476424
2016-01-19,1965.2695625382523
2016-01-20,1926.3678758912554
2016-01-21,1945.6779000113129
2016-01-22,1997.1930298505804
2016-01-25,1978.7233304234314
2016-01-26,1990.9063592910163
2016-01-27,1983.8690003245683
2016-01-28,1974.6820402511794
2016-01-29,2036.470948111212
2016-02-01,2028.1959181923455
2016-02-02,1990.9264418190498
2016-02-03,1964.6867687835233
2016-02-04,1957.4004831233347
2016-02-05,1933.505368380651
2016-02-08,1902.5738914183407
2016-02-09,1863.112175401405
2016-02-10,1880.6259168923282
2016-02-11,1831.715082447951
2016-02-12,1867.5026755245703
2016-02-15,1908.2757538741157
2016-02-16,1928.1667862145264
2016-02-17,1959.2071016128928
2016-02-18,1967.5520403588514
2016-02-19,1959.0013334105256
2016-02-22,1998.2129850221565
2016-02-23,1977.6078180448537
2016-02-24,1969.0214829344136
2016-02-25,1989.5968187972232
2016-02-26,2011.0420330369557
2016-02-29,2013.9572803035685
2016-03-01,2051.5587105791838
2016-03-02,2077.086645377513
2016-03-03,2072.7225863817553
2016-03-04,2072.750942913657
2016-03-07,2077.9198063628905
2016-03-08,2046.9271030033226
2016-03-09,2060.504184537266
2016-03-10,2034.82509408325
2016-03-11,2068.731649163248
2016-03-14,2080.662270233178
2016-03-15,2066.9305008513015
2016-03-16,2076.862069741637
2016-03-17,2063.4537485905253
2016-03-18,2073.5519177356823
2016-03-21,2078.055762816194
2016-03-22,2084.633989962079
2016-03-23,2078.063752555429
2016-03-24,2067.9144374144475
2016-03-25,2069.3091472018846
2016-03-28,2064.480501627262
2016-03-29,2081.3294074062414
2016-03-30,2074.334774273886
2016-03-31,2062.365658557309
2016-04-01,2060.1585567025422
2016-04-04,2054.5112999344
2016-04-05,2027.1436385335896
2016-04-06,2043.55457904987
2016-04-07,2029.50128253881
2016-04-08,2038.7366626645896
2016-04-11,2034.374172575495
2016-04-12,2061.8839271305105
2016-04-13,2107.1597584466695
2016-04-14,2118.1732857702314
2016-04-15,2110.399132836623
2016-04-18,2109.4050581294696
2016-04-19,2122.869090630635
2016-04-20,2132.376551821689
2016-04-21,2136.758796170085
2016-04-22,2139.133939843725
2016-04-25,2128.434871954717
2016-04-26,2125.5052549873326
2016-04-27,2125.778837354941
2016-04-28,2115.825609563521
2016-04-29,2082.1187619294637
2016-05-02,2075.9068228030023
2016-05-03,2052.890317869852
2016-05-04,2039.5220304517543
2016-05-05,2052.646150687656
2016-05-06,2049.927054729954
2016-05-09,2053.122792207017
2016-05-10,2077.275379764443
2016-05-11,2061.152282225787
2016-05-12,2062.852316756458
2016-05-13,2063.7719229149902
2016-05-16,2072.7636688364723
2016-05-17,2065.6499264348276
2016-05-18,2073.7856627214273
2016-05-19,2069.3690335039946
2016-05-20,2083.050125286173
2016-05-23,2082.0122712076004
2016-05-24,2110.5943648350453
2016-05-25,2133.601523011766
2016-05-26,2130.851537019326
2016-05-27,2147.2315473513986
2016-05-30,2146.765742694698
2016-05-31,2145.332143298372
2016-06-01,2135.7818712226776
2016-06-02,2140.2429213202904
2016-06-03,2114.8587391415854
2016-06-06,2119.364454681476
2016-06-07,2133.968463337161
2016-06-08,2134.2153717041283
2016-06-09,2133.937839648069
2016-06-10,2109.2003018967575
2016-06-13,2082.8446776835035
2016-06-14,2080.6649521794516
2016-06-15,2081.2981554758762
2016-06-16,2089.4083304452556
2016-06-17,2080.937022876801
2016-06-20,2100.8333178729263
2016-06-21,2119.696887271278
2016-06-22,2117.941704923816
2016-06-23,2133.8451164873672
2016-06-24,2075.2016436114727
2016-06-27,2055.4338894210755
2016-06-28,2076.6930217112103
2016-06-29,2112.6753255020044
2016-06-30,2136.675703374511
2016-07-01,2142.0270859360758
2016-07-04,2142.8433928817376
2016-07-05,2127.549131234764
2016-07-06,2126.1926881830955
2016-07-07,2131.967813678449
2016-07-08,2161.257543973927
2016-07-11,2180.081597497271
2016-07-12,2194.319796496889
2016-07-13,2192.6196810350452
2016-07-14,2205.2355239155377
2016-07-15,2209.5327174941513
2016-07-18,2215.411353243765
2016-07-19,2219.8518695098505
2016-07-20,2231.1998346773275
2016-07-21,2231.6173961228137
2016-07-22,2237.1384938715873
2016-07-25,2234.1709366453615
2016-07-26,2234.965469682094
2016-07-27,2235.3313933874597
2016-07-28,2218.3290886490254
2016-07-29,2214.5113543582365
2016-08-01,2214.3477081816072
2016-08-02,2189.792246051131
2016-08-03,2194.2960299937276
2016-08-04,2208.5407522572814
2016-08-05,2235.198391520878
2016-08-08,2240.881935460751
2016-08-09,2244.4640385828116
2016-08-10,2234.2167889486104
2016-08-11,2242.7797843601725
2016-08-12,2243.8917428194895
2016-08-15,2245.766667374028
2016-08-16,2223.6747107378624
2016-08-17,2220.224119952725
2016-08-18,2217.8535335553283
2016-08-19,2211.3907877892593
2016-08-22,2209.728716110725
2016-08-23,2218.758660305864
2016-08-24,2222.195709853564
2016-08-25,2211.667548541218
2016-08-26,2211.4766262390267
2016-08-29,2232.2485579404197
2016-08-30,2234.073798215156
2016-08-31,2230.90598662771
2016-09-01,2223.9621791018217
2016-09-02,2245.2396248898804
2016-09-05,2254.577757876898
2016-09-06,2249.3545778209786
2016-09-07,2251.4633772072743
2016-09-08,2242.0839670949913
2016-09-09,2207.9491613613377
2016-09-12,2209.9751295550295
2016-09-13,2181.013315134215
2016-09-14,2177.075882464767
2016-09-15,2193.1821471485323
2016-09-16,2198.3478470358245
2016-09-19,2205.580644292193
2016-09-20,2208.576200666096
2016-09-21,2237.932520120954
2016-09-22,2243.6089665484674
2016-09-23,2234.5367552542784
2016-09-26,2205.015981905125
2016-09-27,2226.3289341801215
2016-09-28,2236.0535125983088
2016-09-29,2222.0616169435375
2016-09-30,2224.5475333416057
2016-10-03,2227.583029147442
2016-10-04,2234.965011994342
2016-10-05,2230.683156671777
2016-10-06,2234.3935987673676
2016-10-07,2225.2789842602047
2016-10-10,2238.231080790817
2016-10-11,2232.4434302464
2016-10-12,2235.494602017456
2016-10-13,2221.6554311276195
2016-10-14,2233.6474474221754
2016-10-17,2228.493075852197
2016-10-18,2251.556639578805
2016-10-19,2260.9285116938167
2016-10-20,2266.516654121458
2016-10-21,2274.026929462373
2016-10-24,2279.2612376848824
2016-10-25,2278.5149660591783
2016-10-26,2262.779478482537
2016-10-27,2255.104733589642
2016-10-28,2248.182205890474
2016-10-31,2241.8224430643163
2016-11-01,2216.5259914985436
2016-11-02,2185.4734152278825
2016-11-03,2182.2748321234735
2016-11-04,2167.634214214982
2016-11-07,2218.9004094571237
2016-11-08,2226.176401934712
2016-11-09,2245.9134819330043
2016-11-10,2264.8822645889227
2016-11-11,2257.3608903170466
2016-11-14,2277.104728745619
2016-11-15,2288.367737088526
2016-11-16,2297.752924631615
2016-11-17,2308.3683038762606
2016-11-18,2317.696419875085
2016-11-21,2324.086153337444
2016-11-22,2337.3510957567432
2016-11-23,2345.761606701167
2016-11-24,2342.215996018768
2016-11-25,2343.497731083251
2016-11-28,2340.5683392288033
2016-11-29,2334.7405066108113
2016-11-30,2334.713943721772
2016-12-01,2328.629344336647
2016-12-02,2316.7594676490535
2016-12-05,2314.2757062484425
2016-12-06,2326.208282775859
2016-12-07,2347.010439953066
2016-12-08,2389.082260974565
2016-12-09,2414.4017342692437
2016-12-12,2396.699169947339
2016-12-13,2407.6991623440003
2016-12-14,2391.264207681419
2016-12-15,2430.3847414089523
2016-12-16,2431.3215482487017
2016-12-19,2428.517750071268
2016-12-20,2445.7659813064365
2016-12-21,2431.2859856312903
2016-12-22,2420.707629956185
2016-12-23,2421.060520179836
2016-12-26,2420.4893483485257
2016-12-27,2424.5916028303645
2016-12-28,2429.804127491953
2016-12-29,2413.077854649135
2016-12-30,2398.8241705223368
2017-01-02,2401.02832533307
2017-01-03,2447.0078955746503
2017-01-04,2446.47705263429
2017-01-05,2431.031845301514
2017-01-06,2437.2205480731145
2017-01-09,2434.0371614976966
2017-01-10,2431.108257840014
2017-01-11,2458.4624154276053
2017-01-12,2424.861699610743
2017-01-13,2437.000277361091
2017-01-16,2434.181459312937
2017-01-17,2414.5685937650674
2017-01-18,2418.9954572290976
2017-01-19,2425.027238778093
2017-01-20,2417.5524195960365
2017-01-23,2403.291240715711
2017-01-24,2414.281338579189
2017-01-25,2436.6835442411807
2017-01-26,2452.3124533314103
2017-01-27,2443.237631482774
2017-01-30,2432.0037252943325
2017-01-31,2405.2173579936
2017-02-01,2418.4107831689753
2017-02-02,2410.619891303784
2017-02-03,2428.09420434392
2017-02-06,2431.6097236261858
2017-02-07,2441.6477043318127
2017-02-08,2443.9938401657937
2017-02-09,2461.4751405316297
2017-02-10,2481.1621347025125
2017-02-13,2497.7148264100283
2017-02-14,2507.756524030507
2017-02-15,2520.0815756737475
2017-02-16,2502.451822972944
2017-02-17,2510.248098344204
2017-02-20,2513.9826003226785
2017-02-21,2542.5601005798612
2017-02-22,2541.870135855513
2017-02-23,2534.7313337406576
2017-02-24,2532.652372568851
2017-02-27,2522.4741676410986
2017-02-28,2514.733187810415
2017-03-01,2553.9979436578255
2017-03-02,2551.795533329128
2017-03-03,2541.7847160415427
2017-03-06,2530.2410634085386
2017-03-07,2528.823760059509
2017-03-08,2527.476663079546
2017-03-09,2519.7642239924926
2017-03-10,2514.9925584425564
2017-03-13,2521.0134897745784
2017-03-14,2518.6261051171223
2017-03-15,2536.840037178592
2017-03-16,2529.9367202365584
2017-03-17,2528.318070562502
2017-03-20,2524.4860586352347
2017-03-21,2494.6319479952153
2017-03-22,2490.453004664355
2017-03-23,2496.987275448417
2017-03-24,2494.128545639081
2017-03-27,2474.3577223617826
2017-03-28,2495.9730916730186
2017-03-29,2523.0778214219895
2017-03-30,2530.164942695934
2017-03-31,2528.951718463401
2017-04-03,2535.4654105007535
2017-04-04,2534.4345149946857
2017-04-05,2530.8826532551043
2017-04-06,2531.8776096996785
2017-04-07,2539.7704677571764
2017-04-10,2544.900609180916
2017-04-11,2538.3455986219983
2017-04-12,2535.4681792644146
2017-04-13,2523.5813586332133
2017-04-14,2521.8289949924865
2017-04-17,2530.2956737309783
2017-04-18,2510.1533728216496
2017-04-19,2502.4729194099027
2017-04-20,2506.086188514773
2017-04-21,2519.9785081113378
2017-04-24,2517.950728146872
2017-04-25,2518.894923463646
2017-04-26,2530.9152134452115
2017-04-27,2531.411232362188
2017-04-28,2522.333810791876
2017-05-01,2521.424982355148
2017-05-02,2532.337024154213
2017-05-03,2526.8124060761324
2017-05-04,2520.8926234278074
2017-05-05,2523.2227238117143
2017-05-08,2539.335043440318
2017-05-09,2545.920188065744
2017-05-10,2555.818418841452
2017-05-11,2552.818040157495
2017-05-12,2542.839815341573
2017-05-15,2542.984042764816
2017-05-16,2526.3591536054614
2017-05-17,2483.018959215593
2017-05-18,2480.538641154416
2017-05-19,2483.5919101906597
2017-05-22,2486.015804651195
2017-05-23,2492.5630048828293
2017-05-24,2504.3101688055694
2017-05-25,2508.5861892966473
2017-05-26,2513.219034571927
2017-05-29,2513.783856950007
2017-05-30,2510.94362273504
2017-05-31,2496.507392974653
2017-06-01,2515.39693502747
2017-06-02,2520.261106115467
2017-06-05,2522.1474211362865
2017-06-06,2512.2489131615434
2017-06-07,2514.334328983739
2017-06-08,2521.3299588274836
2017-06-09,2528.008761952805
2017-06-12,2516.7082559919286
2017-06-13,2528.0308478123907
2017-06-14,2515.1379104279326
2017-06-15,2525.181201387151
2017-06-16,2521.9715719288924
2017-06-19,2547.2034699918263
2017-06-20,2539.195898243691
2017-06-21,2531.960804493284
2017-06-22,2531.4127333169513
2017-06-23,2526.6938401269776
2017-06-26,2531.5988782246254
2017-06-27,2500.5949816059515
2017-06-28,2499.268480744113
2017-06-29,2472.3428001157276
2017-06-30,2472.4575252242043
2017-07-03,2486.702862085555
2017-07-04,2486.3279180956442
2017-07-05,2493.983420290564
2017-07-06,2463.8998151379355
2017-07-07,2470.8991991789817
2017-07-10,2477.838754137502
2017-07-11,2472.051988699145
2017-07-12,2494.9398807677444
2017-07-13,2506.181164199545
