Date,ACWI ex EM LATIN AMERICA
2017-10-11,2522.189645535939
2017-10-12,2522.112190889248
2017-10-13,2530.205667794301
2017-10-16,2542.2706169337007
2017-10-17,2547.875072760536
2017-10-18,2546.131800789435
2017-10-19,2530.269678149674
2017-10-20,2548.173069917875
2017-10-23,2550.686916873374
2017-10-24,2548.035499679987
2017-10-25,2528.759330149416
2017-10-26,2553.1212479229066
2017-10-27,2590.6944862161267
2017-10-30,2582.514705029698
2017-10-31,2581.5414113157594
2017-11-01,2596.7574980839686
2017-11-02,2586.143336961576
2017-11-03,2601.270854870753
2017-11-06,2610.8136193443347
2017-11-07,2614.530821240431
2017-11-08,2616.3025799281354
2017-11-09,2598.700202871952
2017-11-10,2587.257462449442
2017-11-13,2580.785756927696
2017-11-14,2556.2530618787637
2017-11-15,2532.4538513545617
2017-11-16,2558.8470419668834
2017-11-17,2556.380756755504
2017-11-20,2566.7096262179907
2017-11-21,2588.145770971988
2017-11-22,2579.6008686060936
2017-11-23,2569.94356177354
2017-11-24,2557.118179939642
2017-11-27,2554.4740167700797
2017-11-28,2578.129951034758
2017-11-29,2580.592419545018
2017-11-30,2572.860893996573
2017-12-01,2574.897025758378
2017-12-04,2580.5772799889783
2017-12-05,2576.555325316005
2017-12-06,2575.33662479367
2017-12-07,2581.785811888351
2017-12-08,2604.171953939705
2017-12-11,2605.480810303997
2017-12-12,2620.6468515420415
2017-12-13,2617.071885571488
2017-12-14,2606.6340399956166
2017-12-15,2617.0372769575533
2017-12-18,2629.7714095879264
2017-12-19,2622.6368725961424
2017-12-20,2605.8142211943573
2017-12-21,2616.942815945803
2017-12-22,2623.3369463112626
2017-12-25,2623.7346464079415
2017-12-26,2615.4900591006535
2017-12-27,2615.6382527848464
2017-12-28,2612.6895665314055
2017-12-29,2594.9462027441796
2018-01-01,2594.726822075201
2018-01-02,2605.0709282543235
2018-01-03,2621.8887418622476
2018-01-04,2631.2802567747012
2018-01-05,2657.185458202507
2018-01-08,2673.4369011356703
2018-01-09,2688.328057027731
2018-01-10,2675.6644118348363
2018-01-11,2671.2457281314237
2018-01-12,2666.5565309374397
2018-01-15,2648.6695273444157
2018-01-16,2653.9876428942607
2018-01-17,2664.5121167635634
2018-01-18,2662.9322548327837
2018-01-19,2679.055365257708
2018-01-22,2689.299483910665
2018-01-23,2694.12654157864
2018-01-24,2677.387297536882
2018-01-25,2654.501458843748
2018-01-26,2686.878133750191
2018-01-29,2687.157096300937
2018-01-30,2648.9292547699615
2018-01-31,2639.7710967952225
2018-02-01,2634.767612918706
2018-02-02,2594.7301328605313
2018-02-05,2521.1085149352425
2018-02-06,2522.6887128620465
2018-02-07,2535.103085868713
2018-02-08,2480.388185332769
2018-02-09,2483.8870005308772
2018-02-12,2508.0722995176498
2018-02-13,2499.8898245864275
2018-02-14,2521.288924175184
2018-02-15,2537.824437572994
2018-02-16,2550.904554169095
2018-02-19,2559.850905725727
2018-02-20,2559.2459213290317
2018-02-21,2559.2489547396303
2018-02-22,2555.858593717576
2018-02-23,2590.0430493979384
2018-02-26,2613.8983825495948
2018-02-27,2601.933454128837
2018-02-28,2582.780926779481
2018-03-01,2555.774260634483
2018-03-02,2525.6125398575277
2018-03-05,2538.48729048137
2018-03-06,2540.306361760238
2018-03-07,2536.9968440791945
2018-03-08,2564.599625623145
2018-03-09,2594.86717385735
2018-03-12,2604.36834900896
2018-03-13,2578.11505555934
2018-03-14,2574.4220219531926
2018-03-15,2581.6837269741263
2018-03-16,2590.5039252113156
2018-03-19,2552.358341883465
2018-03-20,2566.890063521386
2018-03-21,2565.5103181832055
2018-03-22,2514.968846064511
2018-03-23,2459.4004676072323
2018-03-26,2480.2372347808655
2018-03-27,2476.504359235054
2018-03-28,2472.943281490769
2018-03-29,2504.2180293254783
2018-03-30,2506.0672066871925
2018-04-02,2473.1306798752003
2018-04-03,2491.333013895854
2018-04-04,2496.334297882025
2018-04-05,2534.3991880791464
2018-04-06,2497.185380454648
2018-04-09,2497.208297512731
2018-04-10,2523.530778612097
2018-04-11,2508.156491514485
2018-04-12,2531.1823252437403
2018-04-13,2526.0638770144483
2018-04-16,2528.769392490151
2018-04-17,2550.8444210072316
2018-04-18,2554.5153084575395
2018-04-19,2551.4021259571273
2018-04-20,2548.1396962543295
2018-04-23,2555.234639012246
2018-04-24,2538.882973663526
2018-04-25,2539.5286892654467
2018-04-26,2570.13647052797
2018-04-27,2579.751914651017
2018-04-30,2576.2071872092292
2018-05-01,2592.762851175455
2018-05-02,2590.188263652364
2018-05-03,2582.622027220638
2018-05-04,2607.3546905620697
2018-05-07,2620.946527090344
2018-05-08,2633.338267984256
2018-05-09,2650.0653283282613
2018-05-10,2663.6745477102763
2018-05-11,2661.721777563578
2018-05-14,2662.7832885109
2018-05-15,2664.2550839451205
2018-05-16,2686.0351584737
2018-05-17,2686.3109649832104
2018-05-18,2685.377813320254
2018-05-21,2701.2831585208323
2018-05-22,2694.8303545557164
2018-05-23,2702.2539445736506
2018-05-24,2692.8513563266133
2018-05-25,2702.0109580060735
2018-05-28,2707.1991378180473
2018-05-29,2690.1920122616166
2018-05-30,2695.26705933652
2018-05-31,2675.4849758815976
2018-06-01,2699.1688618802164
2018-06-04,2710.26959791247
2018-06-05,2714.2249082239346
2018-06-06,2710.0208453967844
2018-06-07,2702.210053853803
2018-06-08,2711.6137175525087
2018-06-11,2710.4282795549043
2018-06-12,2716.9035533681463
2018-06-13,2712.9552886193646
2018-06-14,2741.4559218963045
2018-06-15,2737.5696294507584
2018-06-18,2726.8204778684894
2018-06-19,2715.526452842695
2018-06-20,2721.5652424663713
2018-06-21,2698.5384050400944
2018-06-22,2703.4869397202924
2018-06-25,2654.542087275936
2018-06-26,2661.204170815392
2018-06-27,2659.731553308861
2018-06-28,2666.256937980486
2018-06-29,2661.298609402104
2018-07-02,2666.6638006421267
2018-07-03,2655.7969478414016
2018-07-04,2656.4033071129143
2018-07-05,2658.943507020267
2018-07-06,2667.9858008984347
2018-07-09,2692.0453232600066
2018-07-10,2706.5922706156553
2018-07-11,2682.2267509965163
2018-07-12,2707.5883799587787
2018-07-13,2717.279317766852
2018-07-16,2704.441141761003
2018-07-17,2715.9826347566677
2018-07-18,2729.71985796058
2018-07-19,2726.3067754609497
2018-07-20,2711.011131026845
2018-07-23,2712.229965813533
2018-07-24,2727.5752440052997
2018-07-25,2749.3377827983863
2018-07-26,2753.419815982916
2018-07-27,2749.066315829037
2018-07-30,2725.7282480758668
2018-07-31,2733.6125256011414
2018-08-01,2735.7241194485723
2018-08-02,2742.688437997048
2018-08-03,2757.9537861103277
2018-08-06,2767.5506705250195
2018-08-07,2772.867883385036
2018-08-08,2769.897891969112
2018-08-09,2775.9986046086638
2018-08-10,2778.8813408034757
2018-08-13,2762.8741981094545
2018-08-14,2784.559730866017
2018-08-15,2769.4632965234164
2018-08-16,2768.1317886114693
2018-08-17,2773.1770036018015
2018-08-20,2779.04432921859
2018-08-21,2769.2926134438753
2018-08-22,2756.917909969867
2018-08-23,2754.555425114529
2018-08-24,2756.8296685821147
2018-08-27,2772.541548070777
2018-08-28,2766.435589276368
2018-08-29,2780.769632376086
2018-08-30,2776.2836410798664
2018-08-31,2773.9697359107995
2018-09-03,2771.329282322978
2018-09-04,2774.973533954937
2018-09-05,2741.4412965924703
2018-09-06,2729.2895818316433
2018-09-07,2734.139243034972
2018-09-10,2731.919210880557
2018-09-11,2740.6202899382415
2018-09-12,2736.88577132244
2018-09-13,2740.9816601056295
2018-09-14,2750.624861094758
2018-09-17,2734.3786998099467
2018-09-18,2746.018030844681
2018-09-19,2762.795443607324
2018-09-20,2765.6051735995056
2018-09-21,2772.214264572067
2018-09-24,2755.1588354768783
2018-09-25,2757.777492661214
2018-09-26,2763.3209124186724
2018-09-27,2780.6369652895214
2018-09-28,2789.3995184074224
2018-10-01,2801.3213115576
2018-10-02,2798.272808283452
2018-10-03,2802.171633935282
2018-10-04,2778.9777343247097
2018-10-05,2762.453124688302
2018-10-08,2759.325072651261
2018-10-09,2753.9252398791486
2018-10-10,2680.0725107335347
2018-10-11,2613.963547173323
2018-10-12,2642.8443188583146
2018-10-15,2624.462479398572
2018-10-16,2670.4181294321247
2018-10-17,2680.1467945181494
2018-10-18,2657.465092354918
2018-10-19,2653.7422734540755
2018-10-22,2652.657866294085
2018-10-23,2626.186148755372
2018-10-24,2586.0731802560877
2018-10-25,2608.917305381575
2018-10-26,2579.1498362823786
2018-10-29,2567.0661532549175
2018-10-30,2598.4421784340725
2018-10-31,2641.1778500819155
2018-11-01,2652.093103111965
2018-11-02,2659.155968726909
2018-11-05,2656.690696568808
2018-11-06,2665.2496902805256
2018-11-07,2693.973617080327
2018-11-08,2702.7001439224186
2018-11-09,2692.482353983883
2018-11-12,2673.425762015211
2018-11-13,2664.7193608624993
2018-11-14,2645.35059785214
2018-11-15,2660.511855702514
2018-11-16,2649.871890510535
2018-11-19,2611.251651792969
2018-11-20,2578.169134372346
2018-11-21,2592.472039746285
2018-11-22,2589.386252572564
2018-11-23,2591.688125215011
2018-11-26,2624.464477009841
2018-11-27,2637.7099756261173
2018-11-28,2679.262358676206
2018-11-29,2660.765879922665
2018-11-30,2683.074656361061
2018-12-03,2713.213012507251
2018-12-04,2653.398108542392
2018-12-05,2642.505182665779
2018-12-06,2605.6477899861316
2018-12-07,2574.29118812794
2018-12-10,2558.4809625925695
2018-12-11,2572.8308751969207
2018-12-12,2592.15274564736
2018-12-13,2596.8938467858375
2018-12-14,2566.830588934452
2018-12-17,2524.056264914037
2018-12-18,2509.3416284518657
2018-12-19,2479.8543038339967
2018-12-20,2443.752479145063
2018-12-21,2410.9716532637417
2018-12-24,2372.2857380966952
2018-12-25,2362.4935759502378
2018-12-26,2429.3234340618205
2018-12-27,2445.3021764276587
2018-12-28,2450.89763829319
2018-12-31,2468.0410438701156
2019-01-01,2468.1521350784114
2019-01-02,2477.061867983299
2019-01-03,2433.931162562599
2019-01-04,2494.1998560366665
2019-01-07,2504.9258838287597
2019-01-08,2527.1067030235595
2019-01-09,2534.873586216254
2019-01-10,2541.8531039955974
2019-01-11,2551.9514702836673
2019-01-14,2540.994785441551
2019-01-15,2570.841558298494
2019-01-16,2584.062789201113
2019-01-17,2598.2170751767057
2019-01-18,2633.1771486725156
2019-01-21,2633.943643164874
2019-01-22,2608.1412041915914
2019-01-23,2604.671603137753
2019-01-24,2616.0541598465575
2019-01-25,2631.7470338995677
2019-01-28,2607.568266717325
2019-01-29,2612.966338466494
2019-01-30,2637.6202555637683
2019-01-31,2650.3964107049496
2019-02-01,2653.3211317463297
2019-02-04,2671.2938765117465
2019-02-05,2692.8805932041723
2019-02-06,2695.6675844768833
2019-02-07,2675.6561850105772
2019-02-08,2673.1108403614367
2019-02-11,2687.1684304955197
2019-02-12,2711.028481827463
2019-02-13,2723.64637292548
2019-02-14,2719.9995741931925
2019-02-15,2742.523974123554
2019-02-18,2741.4705246680746
2019-02-19,2738.2552205866696
2019-02-20,2748.154463447284
2019-02-21,2742.3462431376215
2019-02-22,2757.6676918607623
2019-02-25,2764.558318092778
2019-02-26,2761.2041195969173
2019-02-27,2755.0720644048833
2019-02-28,2744.8537159395405
2019-03-01,2758.0666651377587
2019-03-04,2768.079958631309
2019-03-05,2769.160515926679
2019-03-06,2756.3428297147093
2019-03-07,2754.820863567067
2019-03-08,2737.4395631691477
2019-03-11,2770.6969382463294
2019-03-12,2771.8131218755257
2019-03-13,2777.3408005322435
2019-03-14,2779.394989940933
2019-03-15,2791.3656730391453
2019-03-18,2802.9060487877023
2019-03-19,2803.990824543038
2019-03-20,2792.356908635457
2019-03-21,2810.1983050824474
2019-03-22,2788.8194298676026
2019-03-25,2765.9762134017224
2019-03-26,2795.4037139172756
2019-03-27,2793.818936403536
2019-03-28,2799.826619856099
2019-03-29,2820.1452513076542
2019-04-01,2854.202514233115
2019-04-02,2862.645775378621
2019-04-03,2868.9938123753263
2019-04-04,2872.427904275596
2019-04-05,2880.344224304924
2019-04-08,2875.060673608058
2019-04-09,2862.751458456162
2019-04-10,2875.0935375286417
2019-04-11,2867.0471960107793
2019-04-12,2872.068723632129
2019-04-15,2875.0305002014898
2019-04-16,2881.798992405225
2019-04-17,2879.957012200033
2019-04-18,2892.948290645168
2019-04-19,2893.135974509984
2019-04-22,2890.51001507402
2019-04-23,2918.839669861653
2019-04-24,2912.1104603457693
2019-04-25,2920.754624067208
2019-04-26,2926.563687440885
2019-04-29,2929.914902988413
2019-04-30,2922.1329489700097
2019-05-01,2903.2150486953474
2019-05-02,2908.1429538447287
2019-05-03,2928.327238549219
2019-05-06,2907.5744387471855
2019-05-07,2870.9392175039325
2019-05-08,2860.6570046671172
2019-05-09,2833.075082078959
2019-05-10,2839.9102615662327
2019-05-13,2788.3086001436805
2019-05-14,2810.227853322276
2019-05-15,2826.693826515925
2019-05-16,2852.6244257901035
2019-05-17,2842.033227076621
2019-05-20,2825.9393615473505
2019-05-21,2838.597784246448
