Date,ACWI ex EM LATIN AMERICA
2015-12-11,2087.60008315561
2015-12-14,2075.0611286533313
2015-12-15,2113.999581448678
2015-12-16,2138.344000945788
2015-12-17,2146.0248549576713
2015-12-18,2116.6618128820082
2015-12-21,2109.755555666632
2015-12-22,2114.338777756608
2015-12-23,2158.3203080177295
2015-12-24,2145.9481688448273
2015-12-25,2145.189324207389
2015-12-28,2138.3796264107923
2015-12-29,2169.543444294216
2015-12-30,2155.8316474593976
2015-12-31,2150.320318491937
2016-01-01,2150.339816648546
2016-01-04,2118.1375024817094
2016-01-05,2134.3651001926355
2016-01-06,2102.4798080713394
2016-01-07,2041.488081772531
2016-01-08,2011.048525376485
2016-01-11,2011.7548035938728
2016-01-12,2021.8464331775651
2016-01-13,1998.574716510341
2016-01-14,2004.1842331829114
2016-01-15,1947.810104381618
2016-01-18,1952.0105535758473
2016-01-19,1958.2673821604565
2016-01-20,1919.5406667344928
2016-01-21,1938.7926635309752
2016-01-22,1990.2042069737736
2016-01-25,1971.724067110227
2016-01-26,1983.9823780072609
2016-01-27,1976.6159024501017
2016-01-28,1967.2555161659018
2016-01-29,2028.2140021006007
2016-02-01,2019.945364207029
2016-02-02,1983.3472133021855
2016-02-03,1956.7804262115046
2016-02-04,1948.8542532906417
2016-02-05,1925.1719931838938
2016-02-08,1894.1934177241935
2016-02-09,1854.9330865028269
2016-02-10,1872.4366452281745
2016-02-11,1824.003818289426
2016-02-12,1859.639721751134
2016-02-15,1900.1330002690572
2016-02-16,1920.1586477839514
2016-02-17,1950.6929223545067
2016-02-18,1959.0336536541972
2016-02-19,1950.6283010618754
2016-02-22,1989.1218458332473
2016-02-23,1968.8314133301174
2016-02-24,1960.339276903138
2016-02-25,1980.9079309204415
2016-02-26,2002.3613455655122
2016-02-29,2004.8576135870194
2016-03-01,2042.085309377633
2016-03-02,2067.0428470908696
2016-03-03,2062.058159286914
2016-03-04,2061.2213549045146
2016-03-07,2066.388094639614
2016-03-08,2035.7429933170279
2016-03-09,2049.078992816658
2016-03-10,2023.3021959285338
2016-03-11,2057.0924514483136
2016-03-14,2069.2790411881124
2016-03-15,2056.4610401019263
2016-03-16,2066.3347557807415
2016-03-17,2051.4616950004724
2016-03-18,2061.4718185128277
2016-03-21,2065.912531840576
2016-03-22,2072.275003601624
2016-03-23,2066.351143773226
2016-03-24,2056.339347913683
2016-03-25,2057.7366965269425
2016-03-28,2052.4047757363746
2016-03-29,2069.22151214685
2016-03-30,2062.0312875696827
2016-03-31,2050.2535317818447
2016-04-01,2047.9559847332591
2016-04-04,2043.1169821319672
2016-04-05,2016.0299442049934
2016-04-06,2032.7659839901798
2016-04-07,2018.7741083196813
2016-04-08,2027.3348489118946
2016-04-11,2022.6676190170322
2016-04-12,2049.3968737417927
2016-04-13,2094.4778210148634
2016-04-14,2105.493708588981
2016-04-15,2097.703365809147
2016-04-18,2097.177815741072
2016-04-19,2110.128025406814
2016-04-20,2119.6394455011273
2016-04-21,2123.9464535434317
2016-04-22,2126.7204997830436
2016-04-25,2116.2021754137295
2016-04-26,2112.895736232693
2016-04-27,2112.6536122837188
2016-04-28,2102.411677372779
2016-04-29,2068.7213402413304
2016-05-02,2062.954698758669
2016-05-03,2040.5406364031865
2016-05-04,2026.9250925649692
2016-05-05,2040.188056839083
2016-05-06,2037.532662504743
2016-05-09,2041.1046978015165
2016-05-10,2064.2805533347696
2016-05-11,2048.1310049168565
2016-05-12,2049.7442947988798
2016-05-13,2051.115760289934
2016-05-16,2060.1368370685564
2016-05-17,2053.2888305495558
2016-05-18,2061.7299745382174
2016-05-19,2057.770787509879
2016-05-20,2071.2679408942768
2016-05-23,2070.4219806047736
2016-05-24,2099.0672919767103
2016-05-25,2122.2870149461332
2016-05-26,2119.4680256562774
2016-05-27,2136.0534071731804
2016-05-30,2135.61308996206
2016-05-31,2134.4174764591394
2016-06-01,2124.7841277466496
2016-06-02,2128.970547718673
2016-06-03,2103.374521728564
2016-06-06,2107.8331740175336
2016-06-07,2122.17844029121
2016-06-08,2121.659046042329
2016-06-09,2121.5004717850393
2016-06-10,2097.477504184459
2016-06-13,2071.174322761888
2016-06-14,2069.364599826805
2016-06-15,2069.7621962666444
2016-06-16,2077.6066245706934
2016-06-17,2068.9503160049862
2016-06-20,2088.581784842415
2016-06-21,2107.3394148373063
2016-06-22,2105.6371846847724
2016-06-23,2121.071962392442
2016-06-24,2062.4462591301067
2016-06-27,2042.913050456032
2016-06-28,2063.7683289736656
2016-06-29,2098.895353319372
2016-06-30,2122.60083117455
2016-07-01,2127.8609546310117
2016-07-04,2128.706975940463
2016-07-05,2113.945556529975
2016-07-06,2112.889967562914
2016-07-07,2118.6735780257386
2016-07-08,2147.285863588293
2016-07-11,2165.792336319245
2016-07-12,2179.9256903166206
2016-07-13,2178.358174348783
2016-07-14,2190.36246240587
2016-07-15,2194.8649077061323
2016-07-18,2200.050892631975
2016-07-19,2204.325270020651
2016-07-20,2215.4276373692787
2016-07-21,2215.7490984869355
2016-07-22,2221.2852565674716
2016-07-25,2218.6754473360525
2016-07-26,2219.633465978221
2016-07-27,2220.132748886151
2016-07-28,2203.318638534892
2016-07-29,2199.260583052364
2016-08-01,2199.4842968283165
2016-08-02,2175.0773025678045
2016-08-03,2179.23313026179
2016-08-04,2192.9892483605263
2016-08-05,2219.36857361531
2016-08-08,2224.911787133383
2016-08-09,2228.269665259785
2016-08-10,2218.2051755688176
2016-08-11,2226.2346674159844
2016-08-12,2227.4508587791274
2016-08-15,2228.996950150228
2016-08-16,2207.206242702809
2016-08-17,2204.009016098931
2016-08-18,2201.7156439998566
2016-08-19,2195.3741692801177
2016-08-22,2194.1107187901152
2016-08-23,2203.167105578333
2016-08-24,2206.762741827671
2016-08-25,2196.2411066924424
2016-08-26,2195.841786024274
2016-08-29,2216.508950627131
2016-08-30,2218.526753374823
2016-08-31,2215.4583024384615
2016-09-01,2208.60710640625
2016-09-02,2229.304210585334
2016-09-05,2238.788238658782
2016-09-06,2233.257815515812
2016-09-07,2235.1544924463165
2016-09-08,2225.7898970138795
2016-09-09,2192.8383210742973
2016-09-12,2194.9580023681824
2016-09-13,2166.6498655995224
2016-09-14,2162.931785902077
2016-09-15,2178.7540494643868
2016-09-16,2184.103899898853
2016-09-19,2191.186131598818
2016-09-20,2193.865648293595
2016-09-21,2223.0494390180393
2016-09-22,2228.312766399197
2016-09-23,2219.496478073027
2016-09-26,2190.217076255909
2016-09-27,2211.265259097054
2016-09-28,2220.6624916957117
2016-09-29,2206.798673551578
2016-09-30,2209.5638933421883
2016-10-03,2212.0535600543294
2016-10-04,2219.220476873649
2016-10-05,2214.8173445872912
2016-10-06,2218.3951393249845
2016-10-07,2209.103921314802
2016-10-10,2221.509269230066
2016-10-11,2215.6932309229496
2016-10-12,2218.485381363698
2016-10-13,2204.7855825133283
2016-10-14,2216.4238817080636
2016-10-17,2210.879103576343
2016-10-18,2233.3355255019383
2016-10-19,2242.5892659701753
2016-10-20,2248.0751523247927
2016-10-21,2255.2916820628316
2016-10-24,2260.363544846345
2016-10-25,2259.5252697454516
2016-10-26,2243.956418518607
2016-10-27,2236.379878626323
2016-10-28,2229.4178634428335
2016-10-31,2222.950087972547
2016-11-01,2198.911304538572
2016-11-02,2168.0657295255764
2016-11-03,2165.3318280687827
2016-11-04,2150.5555405487703
2016-11-07,2200.347499469466
2016-11-08,2207.4543205744803
2016-11-09,2228.402179261191
2016-11-10,2249.660875945187
2016-11-11,2243.592801563949
2016-11-14,2262.6959853441963
2016-11-15,2273.73350580241
2016-11-16,2282.5242240442813
2016-11-17,2293.409742504072
2016-11-18,2302.595460112524
2016-11-21,2308.598421807891
2016-11-22,2321.498362811889
2016-11-23,2330.172861516751
2016-11-24,2326.663887116591
2016-11-25,2328.1226400051287
2016-11-28,2324.6463439659497
2016-11-29,2319.499735001264
2016-11-30,2318.8115937538714
2016-12-01,2313.996036600163
2016-12-02,2301.956056717856
2016-12-05,2299.516283643546
2016-12-06,2311.1498566597265
2016-12-07,2331.7530474732143
2016-12-08,2373.6640659006875
2016-12-09,2398.5682987354976
2016-12-12,2381.291599066426
2016-12-13,2392.3208180710135
2016-12-14,2376.3100453571606
2016-12-15,2415.6426399708394
2016-12-16,2416.756680603354
2016-12-19,2414.296121382974
2016-12-20,2431.2634327595492
2016-12-21,2416.710782855454
2016-12-22,2406.3275946186727
2016-12-23,2406.135243381812
2016-12-26,2405.337560394626
2016-12-27,2409.442100304217
2016-12-28,2414.065611902923
2016-12-29,2396.989448608122
2016-12-30,2382.9263829394317
2017-01-02,2385.3279805192437
2017-01-03,2430.2487442372617
2017-01-04,2429.977478554219
2017-01-05,2414.4494119133496
2017-01-06,2420.915809954975
2017-01-09,2417.5799368814887
2017-01-10,2414.5521586427594
2017-01-11,2441.902178917246
2017-01-12,2407.876689623088
2017-01-13,2420.2945260867414
2017-01-16,2417.5051766583897
2017-01-17,2397.710566263973
2017-01-18,2402.2694394844348
2017-01-19,2408.147037803918
2017-01-20,2400.4738523926885
2017-01-23,2385.454209240127
2017-01-24,2396.328219604919
2017-01-25,2418.714063618436
2017-01-26,2434.285959187167
2017-01-27,2425.0588752070535
2017-01-30,2414.2137743631197
2017-01-31,2387.6981611272918
2017-02-01,2400.8570874687725
2017-02-02,2392.9330402908568
2017-02-03,2410.0989753704494
2017-02-06,2413.9230017007726
2017-02-07,2424.0131920509148
2017-02-08,2426.100700532081
2017-02-09,2443.4480932381407
2017-02-10,2462.448776836095
2017-02-13,2478.8128158054596
2017-02-14,2489.0544023117873
2017-02-15,2500.5673297626417
2017-02-16,2483.1756326600844
2017-02-17,2491.4535611604147
2017-02-20,2494.7666296318857
2017-02-21,2523.048364171653
2017-02-22,2522.171418076519
2017-02-23,2515.3605835590033
2017-02-24,2513.8523785203884
2017-02-27,2503.7588220526345
2017-02-28,2496.2141573577514
2017-03-01,2535.2884748859965
2017-03-02,2533.428808803393
2017-03-03,2523.1085209134258
2017-03-06,2511.466925591108
2017-03-07,2510.331316755572
2017-03-08,2509.4026388169095
2017-03-09,2502.162886455182
2017-03-10,2497.3817307549234
2017-03-13,2503.091997357117
2017-03-14,2501.0120163160927
2017-03-15,2518.5958916794157
2017-03-16,2511.5728795254786
2017-03-17,2510.231019826325
2017-03-20,2505.934159000436
2017-03-21,2476.727687950419
2017-03-22,2472.310788126665
2017-03-23,2479.021829655109
2017-03-24,2475.81348961072
2017-03-27,2456.061296952516
2017-03-28,2477.5997049970997
2017-03-29,2504.0899917328793
2017-03-30,2511.274996568003
2017-03-31,2510.5808121190753
2017-04-03,2516.3219919750245
2017-04-04,2515.1476477021897
2017-04-05,2511.5902543435413
2017-04-06,2512.9617074319012
2017-04-07,2520.619215398446
2017-04-10,2525.8927525692093
2017-04-11,2519.6080500006165
2017-04-12,2516.9687317247735
2017-04-13,2505.0525320829643
2017-04-14,2503.302015509055
2017-04-17,2511.3112097082962
2017-04-18,2491.1233810228296
2017-04-19,2484.151522694636
2017-04-20,2487.9189410087083
2017-04-21,2501.7371222579923
2017-04-24,2499.795868451081
2017-04-25,2501.0215784271204
2017-04-26,2513.3474128365665
2017-04-27,2513.9732958812974
2017-04-28,2504.8555317353957
2017-05-01,2503.7779118410026
2017-05-02,2514.067170779158
2017-05-03,2508.7834562148223
2017-05-04,2503.5897377154865
2017-05-05,2505.7191302557544
2017-05-08,2521.94384081272
2017-05-09,2528.0969554271055
2017-05-10,2537.3857392459195
2017-05-11,2534.294336093587
2017-05-12,2523.88350830915
2017-05-15,2523.7608699001853
2017-05-16,2507.2449888986976
2017-05-17,2464.452127695278
2017-05-18,2465.330462756037
2017-05-19,2467.8350287892804
2017-05-22,2470.7134507214596
2017-05-23,2476.7874354711466
2017-05-24,2488.2043244856654
2017-05-25,2492.65923335975
2017-05-26,2496.7281327561195
2017-05-29,2497.577910151123
2017-05-30,2494.774979661559
2017-05-31,2480.858019483643
2017-06-01,2499.667193381743
2017-06-02,2504.7325752344195
2017-06-05,2506.5951393084115
2017-06-06,2496.485244514918
2017-06-07,2498.3986572938375
2017-06-08,2505.638316215247
2017-06-09,2512.3898601312612
2017-06-12,2501.329495884167
2017-06-13,2512.754339150312
2017-06-14,2499.5947728097963
2017-06-15,2509.4761987571446
2017-06-16,2506.387021344441
2017-06-19,2531.614131515582
2017-06-20,2524.114035944275
2017-06-21,2517.054740481441
2017-06-22,2516.5163364239534
2017-06-23,2511.7578656005276
2017-06-26,2516.144571075253
2017-06-27,2485.400251947875
2017-06-28,2484.0943877352183
2017-06-29,2457.111645679222
2017-06-30,2457.000511289517
2017-07-03,2470.9962030768456
2017-07-04,2470.5800305878684
2017-07-05,2478.321582148407
2017-07-06,2448.4811529788713
2017-07-07,2455.285216516799
2017-07-10,2461.64426206388
2017-07-11,2455.6459865451297
2017-07-12,2478.1010781007444
2017-07-13,2489.026067880586
2017-07-14,2493.812906751958
2017-07-17,2490.5050144974057
2017-07-18,2468.375029762625
2017-07-19,2494.117579743334
2017-07-20,2474.5473143528807
2017-07-21,2464.749258068942
2017-07-24,2464.4178681298436
2017-07-25,2466.260730027987
2017-07-26,2474.839388204717
2017-07-27,2471.030154468433
2017-07-28,2448.7016752353593
2017-07-31,2441.4675942335753
2017-08-01,2448.1237667711184
2017-08-02,2438.84199777025
2017-08-03,2431.4360922410146
2017-08-04,2457.7220409134393
2017-08-07,2454.9870994520443
2017-08-08,2462.720741704832
2017-08-09,2453.810557176629
2017-08-10,2426.142835996072
2017-08-11,2411.196543210189
2017-08-14,2432.0764316801196
2017-08-15,2441.866666693131
2017-08-16,2452.483522698979
2017-08-17,2425.856807849292
2017-08-18,2416.525006487003
2017-08-21,2405.653390256403
2017-08-22,2433.1085648361263
2017-08-23,2420.286549235832
2017-08-24,2421.126258075164
2017-08-25,2413.7703434274135
2017-08-28,2398.974814973419
2017-08-29,2382.796033681465
2017-08-30,2409.8504137892833
2017-08-31,2428.8957086905784
2017-09-01,2438.262021485936
2017-09-04,2426.8447713596984
2017-09-05,2415.476260113016
2017-09-06,2416.5369201938215
2017-09-07,2410.682391272259
2017-09-08,2408.503080080761
2017-09-11,2436.798803274394
2017-09-12,2450.941026341662
2017-09-13,2456.4038891846308
2017-09-14,2462.302563100534
2017-09-15,2448.6748252993702
2017-09-18,2456.5933512570864
2017-09-19,2456.8387798061267
2017-09-20,2456.800291241285
2017-09-21,2462.0042854688145
2017-09-22,2455.5333998217707
2017-09-25,2467.055051299369
2017-09-26,2480.09911844908
2017-09-27,2494.1426139125724
2017-09-28,2486.3547090102506
2017-09-29,2489.9871421068024
2017-10-02,2513.2256708345053
2017-10-03,2517.766543521287
2017-10-04,2519.032386059181
2017-10-05,2535.510381308801
2017-10-06,2530.2546184511516
2017-10-09,2527.7657537361533
2017-10-10,2523.136060413389
