Date,ACWI ex POLAND
2015-12-11,2098.1216713248214
2015-12-14,2085.364672681772
2015-12-15,2124.688383315891
2015-12-16,2148.8653405069567
2015-12-17,2156.9797516600925
2015-12-18,2127.277100288304
2015-12-21,2119.668891813138
2015-12-22,2124.2003211844567
2015-12-23,2168.558357906787
2015-12-24,2156.0957131229707
2015-12-25,2155.3411156777393
2015-12-28,2148.5672635334045
2015-12-29,2179.7548608044526
2015-12-30,2165.4944437848144
2015-12-31,2160.314205106653
2016-01-01,2160.333593973776
2016-01-04,2127.642835273356
2016-01-05,2144.151334758479
2016-01-06,2112.0712367053834
2016-01-07,2050.547602220534
2016-01-08,2019.8798150562477
2016-01-11,2020.558590701102
2016-01-12,2030.553678710985
2016-01-13,2007.382727382507
2016-01-14,2013.216309271927
2016-01-15,1956.2629469840836
2016-01-18,1960.4745411853107
2016-01-19,1966.7322049579727
2016-01-20,1927.790175961008
2016-01-21,1947.0970510259758
2016-01-22,1998.6521905213694
2016-01-25,1980.170661955383
2016-01-26,1992.44405911533
2016-01-27,1985.402100713094
2016-01-28,1976.1775248698243
2016-01-29,2038.025708892417
2016-02-01,2029.7192469530746
2016-02-02,1992.4553719500243
2016-02-03,1966.217891900022
2016-02-04,1958.8942824124035
2016-02-05,1934.9661839437795
2016-02-08,1903.9484100644072
2016-02-09,1864.4185486625456
2016-02-10,1881.9832609545717
2016-02-11,1832.990615945504
2016-02-12,1868.809418043488
2016-02-15,1909.579157622258
2016-02-16,1929.472189162368
2016-02-17,1960.521868983614
2016-02-18,1968.8806401456193
2016-02-19,1960.316406329793
2016-02-22,1999.6283603731642
2016-02-23,1979.0637662368117
2016-02-24,1970.4531410437764
2016-02-25,1991.063451173244
2016-02-26,2012.494524598029
2016-02-29,2015.4889460558502
2016-03-01,2053.120430502111
2016-03-02,2078.7114659329836
2016-03-03,2074.271014131859
2016-03-04,2074.297485262544
2016-03-07,2079.437175896132
2016-03-08,2048.45703495261
2016-03-09,2062.1110572415887
2016-03-10,2036.3883624161817
2016-03-11,2070.293376464175
2016-03-14,2082.257628636368
2016-03-15,2068.4715753329915
2016-03-16,2078.406754332581
2016-03-17,2065.027911034853
2016-03-18,2075.1467935542387
2016-03-21,2079.689688249529
2016-03-22,2086.19460845254
2016-03-23,2079.6110941858346
2016-03-24,2069.498145758902
2016-03-25,2070.887727482639
2016-03-28,2066.032247669426
2016-03-29,2082.9008094405385
2016-03-30,2075.8795749603046
2016-03-31,2063.9177922985155
2016-04-01,2061.7023139527278
2016-04-04,2056.1079622194197
2016-04-05,2028.7603790405894
2016-04-06,2045.1366067294073
2016-04-07,2031.0905252199532
2016-04-08,2040.370124772862
2016-04-11,2036.0709377235924
2016-04-12,2063.61397032768
2016-04-13,2108.963224561669
2016-04-14,2119.9852106605645
2016-04-15,2112.203134240013
2016-04-18,2111.2482799763966
2016-04-19,2124.688143103941
2016-04-20,2134.206307320826
2016-04-21,2138.622761546948
2016-04-22,2141.0480084946726
2016-04-25,2130.3605453363602
2016-04-26,2127.467575459759
2016-04-27,2127.7585943783083
2016-04-28,2117.80710813897
2016-04-29,2084.049537759149
2016-05-02,2077.754289075597
2016-05-03,2054.571950047688
2016-05-04,2041.1346755216584
2016-05-05,2054.272395532266
2016-05-06,2051.505993376376
2016-05-09,2054.726377315585
2016-05-10,2078.9227144106085
2016-05-11,2062.7833705850885
2016-05-12,2064.462260837471
2016-05-13,2065.3773383257308
2016-05-16,2074.2448278034735
2016-05-17,2067.164060126069
2016-05-18,2075.3313667716775
2016-05-19,2070.978231537076
2016-05-20,2084.636773394647
2016-05-23,2083.6060691694984
2016-05-24,2112.357557678736
2016-05-25,2135.3258555321822
2016-05-26,2132.5344568728206
2016-05-27,2148.926869076078
2016-05-30,2148.4877266165436
2016-05-31,2147.081431689884
2016-06-01,2137.5609969098105
2016-06-02,2141.984634510527
2016-06-03,2116.596209564871
2016-06-06,2121.1096497402036
2016-06-07,2135.6499773218643
2016-06-08,2135.8978867302158
2016-06-09,2135.6389236113687
2016-06-10,2110.9011414509996
2016-06-13,2084.547361775239
2016-06-14,2082.3772098841323
2016-06-15,2083.0078168113437
2016-06-16,2091.137677882439
2016-06-17,2082.6466774326486
2016-06-20,2102.5690255575823
2016-06-21,2121.4370614860272
2016-06-22,2119.630648017267
2016-06-23,2135.5222661513926
2016-06-24,2076.9236280178584
2016-06-27,2057.211649412764
2016-06-28,2078.537453300176
2016-06-29,2114.5086545943136
2016-06-30,2138.5453922941706
2016-07-01,2143.931588734818
2016-07-04,2144.7873187987216
2016-07-05,2129.495196696725
2016-07-06,2128.161818384229
2016-07-07,2133.9067395864126
2016-07-08,2163.247562438958
2016-07-11,2182.0798900808745
2016-07-12,2196.3952953760086
2016-07-13,2194.6858729980927
2016-07-14,2207.373898301558
2016-07-15,2211.668942508505
2016-07-18,2217.187228659707
2016-07-19,2221.5436233060664
2016-07-20,2232.815894441827
2016-07-21,2233.0765828644953
2016-07-22,2238.6370759402416
2016-07-25,2235.73833822517
2016-07-26,2236.517204963416
2016-07-27,2236.971014576628
2016-07-28,2219.9600486904765
2016-07-29,2216.1818578635534
2016-08-01,2216.066616051365
2016-08-02,2191.3582428424966
2016-08-03,2195.815230187976
2016-08-04,2210.083720285415
2016-08-05,2236.7605570315923
2016-08-08,2242.513401351746
2016-08-09,2246.107873346135
2016-08-10,2235.8241960585956
2016-08-11,2244.415750419053
2016-08-12,2245.5154049064563
2016-08-15,2247.4028910506563
2016-08-16,2225.2890987983824
2016-08-17,2221.89707374759
2016-08-18,2219.5127470023976
2016-08-19,2213.0998929608136
2016-08-22,2211.4070699933472
2016-08-23,2220.432164774305
2016-08-24,2223.839387186989
2016-08-25,2213.3513814341886
2016-08-26,2213.1766500649733
2016-08-29,2233.935919005402
2016-08-30,2235.7394905776664
2016-08-31,2232.5801625311183
2016-09-01,2225.6678071994575
2016-09-02,2247.0021761151793
2016-09-05,2256.3566692375925
2016-09-06,2251.117818678953
2016-09-07,2253.178325563154
2016-09-08,2243.803549315428
2016-09-09,2209.6745346380117
2016-09-12,2211.728189225056
2016-09-13,2182.739863148833
2016-09-14,2178.784707063365
2016-09-15,2194.8893778027586
2016-09-16,2200.0347558842027
2016-09-19,2207.3050497078298
2016-09-20,2210.286242924915
2016-09-21,2239.6828927364195
2016-09-22,2245.4010548194633
2016-09-23,2236.346713667732
2016-09-26,2206.6827267160015
2016-09-27,2228.0390582551167
2016-09-28,2237.796003527976
2016-09-29,2223.7465719524985
2016-09-30,2226.2339681442922
2016-10-03,2229.2521156789544
2016-10-04,2236.5793500101618
2016-10-05,2232.2911073354576
2016-10-06,2236.0139624804697
2016-10-07,2226.9066408397507
2016-10-10,2239.822628544517
2016-10-11,2234.04997606542
2016-10-12,2237.1068626196875
2016-10-13,2223.2717865999807
2016-10-14,2235.328713619917
2016-10-17,2230.169736284163
2016-10-18,2253.2755752235776
2016-10-19,2262.676380684094
2016-10-20,2268.3005248507047
2016-10-21,2275.787915822824
2016-10-24,2281.0157657203204
2016-10-25,2280.248901287577
2016-10-26,2264.5015058228905
2016-10-27,2256.7587090586103
2016-10-28,2249.7698352172292
2016-10-31,2243.4138950799697
2016-11-01,2218.015337823802
2016-11-02,2187.001718901854
2016-11-03,2183.789030946593
2016-11-04,2169.0130080487015
2016-11-07,2220.375345467058
2016-11-08,2227.653449783088
2016-11-09,2247.362964980456
2016-11-10,2266.3529703931736
2016-11-11,2258.83378576349
2016-11-14,2278.614755035932
2016-11-15,2289.924470033939
2016-11-16,2299.288203149686
2016-11-17,2309.9305527770334
2016-11-18,2319.3083553340284
2016-11-21,2325.6451223325907
2016-11-22,2338.8778399045073
2016-11-23,2347.235461816044
2016-11-24,2343.6020478446735
2016-11-25,2344.9010276743534
2016-11-28,2342.056008889944
2016-11-29,2336.195994240571
2016-11-30,2336.1320388886866
2016-12-01,2329.9792968584125
2016-12-02,2318.114245022751
2016-12-05,2315.5168592762184
2016-12-06,2327.5306829286906
2016-12-07,2348.3713285349113
2016-12-08,2390.4051394243174
2016-12-09,2415.7636238455198
2016-12-12,2398.07327656414
2016-12-13,2409.031894111005
2016-12-14,2392.5824435566547
2016-12-15,2431.806293627687
2016-12-16,2432.7292342423393
2016-12-19,2429.8911398208757
2016-12-20,2447.1421035776784
2016-12-21,2432.659065916693
2016-12-22,2422.054440945417
2016-12-23,2422.3969407723466
2016-12-26,2421.8253657169785
2016-12-27,2425.904030159474
2016-12-28,2431.1535657600202
2016-12-29,2414.4051148663993
2016-12-30,2400.127594604732
2017-01-02,2402.306730966198
2017-01-03,2448.2095297780193
2017-01-04,2447.6174500997613
2017-01-05,2432.119242193438
2017-01-06,2438.3237815423313
2017-01-09,2435.067081089372
2017-01-10,2432.069428654302
2017-01-11,2459.3700433150316
2017-01-12,2425.9271607245614
2017-01-13,2438.1155083088825
2017-01-16,2435.2533727796063
2017-01-17,2415.6629183219893
2017-01-18,2420.12162230365
2017-01-19,2426.1099232230526
2017-01-20,2418.6817871323997
2017-01-23,2404.4451611063064
2017-01-24,2415.4378868720346
2017-01-25,2437.664434799994
