Date,ACWI ex DENMARK
2015-12-11,2087.940780370378
2015-12-14,2075.2119766712417
2015-12-15,2114.325694054163
2015-12-16,2138.493668354873
2015-12-17,2146.5015131354667
2015-12-18,2116.941561134056
2015-12-21,2109.3677017530335
2015-12-22,2114.050497550768
2015-12-23,2158.1669273306256
2015-12-24,2145.7009168714585
2015-12-25,2144.9460297650317
2015-12-28,2138.1303171708446
2015-12-29,2169.188017911397
2015-12-30,2154.851690863796
2015-12-31,2149.6430494435417
2016-01-01,2149.6624458394244
2016-01-04,2117.1027484222377
2016-01-05,2133.3695047396777
2016-01-06,2101.3885228200593
2016-01-07,2040.055377161197
2016-01-08,2009.5579942680306
2016-01-11,2010.4009811198928
2016-01-12,2020.2784542810818
2016-01-13,1997.1954002708835
2016-01-14,2003.1938828012214
2016-01-15,1946.6150385274248
2016-01-18,1950.6795354660064
2016-01-19,1956.8147452463909
2016-01-20,1918.237103126887
2016-01-21,1937.180726088797
2016-01-22,1988.510291083491
2016-01-25,1969.8950631276343
2016-01-26,1982.1422577557878
2016-01-27,1975.0091095117891
2016-01-28,1966.1032162838883
2016-01-29,2027.7158670339336
2016-02-01,2019.3800510794397
2016-02-02,1982.1684359247033
2016-02-03,1956.5311799492627
2016-02-04,1949.4933393945832
2016-02-05,1925.6648592040774
2016-02-08,1895.224635392539
2016-02-09,1855.9365327600467
2016-02-10,1872.9569945073617
2016-02-11,1824.269650156064
2016-02-12,1859.9673169829962
2016-02-15,1900.160470518157
2016-02-16,1920.2253742175287
2016-02-17,1951.0892814352746
2016-02-18,1959.386364393856
2016-02-19,1950.9336941530885
2016-02-22,1989.9968384400754
2016-02-23,1969.3129795362975
2016-02-24,1961.0956484723479
2016-02-25,1981.4601458797995
2016-02-26,2002.6794089439086
2016-02-29,2005.6434396533398
2016-03-01,2043.0962924808125
2016-03-02,2068.6628813171014
2016-03-03,2064.489948593147
2016-03-04,2064.072761872123
2016-03-07,2069.1337049198596
2016-03-08,2038.3286881861368
2016-03-09,2052.0406102478473
2016-03-10,2026.4267978318614
2016-03-11,2060.2448538127246
2016-03-14,2072.026870391708
2016-03-15,2058.4079611503385
2016-03-16,2068.3553733375265
2016-03-17,2055.2675680011785
2016-03-18,2065.3996997608224
2016-03-21,2069.981127487278
2016-03-22,2076.45051598807
2016-03-23,2069.7996230020476
2016-03-24,2059.6786935355717
2016-03-25,2061.0690460793585
2016-03-28,2056.22635270943
2016-03-29,2073.168556414535
2016-03-30,2066.1121753237353
2016-03-31,2054.2423068631806
2016-04-01,2051.954519189987
2016-04-04,2046.192025296602
2016-04-05,2018.9037994978962
2016-04-06,2035.1388059692733
2016-04-07,2021.0525573745501
2016-04-08,2030.3368589783784
2016-04-11,2026.1000034748427
2016-04-12,2053.7472097933937
2016-04-13,2099.101393236524
2016-04-14,2110.005914429661
2016-04-15,2102.223574083643
2016-04-18,2101.201416876122
2016-04-19,2114.4222962365866
2016-04-20,2124.146403571237
2016-04-21,2128.4168674616085
2016-04-22,2130.796228068242
2016-04-25,2120.190963396503
2016-04-26,2117.453399167173
2016-04-27,2117.623004942383
2016-04-28,2107.5712334781
2016-04-29,2073.911962493229
2016-05-02,2067.6942390710046
2016-05-03,2044.6497277231208
2016-05-04,2031.1810349263026
2016-05-05,2044.2705244374795
2016-05-06,2041.5234844297684
2016-05-09,2044.542193046264
2016-05-10,2068.5830439705514
2016-05-11,2052.470817731839
2016-05-12,2054.2077150616096
2016-05-13,2055.0676002458977
2016-05-16,2064.0217462064197
2016-05-17,2056.843033845601
2016-05-18,2064.9946899924785
2016-05-19,2060.6341854479024
2016-05-20,2074.1429499797887
2016-05-23,2073.145183182013
2016-05-24,2101.703030710256
2016-05-25,2124.474255521042
