Date,ACWI ex NORWAY
2015-12-11,2094.152986469512
2015-12-14,2081.456669961696
2015-12-15,2120.6190510242636
2015-12-16,2144.8524470178527
2015-12-17,2153.0080904893543
2015-12-18,2123.4721586841483
2015-12-21,2115.941213495002
2015-12-22,2120.4806728159824
2015-12-23,2164.6554222132922
2015-12-24,2152.206750391798
2015-12-25,2151.453022888878
2015-12-28,2144.7228857524533
2015-12-29,2175.8613279672854
2015-12-30,2161.6079566026924
2015-12-31,2156.3992219366787
2016-01-01,2156.418588461628
2016-01-04,2123.757635242114
2016-01-05,2140.283528153939
2016-01-06,2108.280211620666
2016-01-07,2046.8732942921229
2016-01-08,2016.219923652373
2016-01-11,2016.9425322141294
2016-01-12,2026.985080944737
2016-01-13,2003.8314577315004
2016-01-14,2009.714391324677
2016-01-15,1952.8343008983427
2016-01-18,1956.9844024809188
2016-01-19,1963.1387421086126
2016-01-20,1924.3950949670923
2016-01-21,1943.5733536189446
2016-01-22,1994.924921023035
2016-01-25,1976.5154421397888
2016-01-26,1988.700789116647
2016-01-27,1981.7022203972042
2016-01-28,1972.486991280193
2016-01-29,2034.2758383707994
2016-02-01,2026.0502509263586
2016-02-02,1988.89892322662
2016-02-03,1962.6920566709357
2016-02-04,1955.3038318822685
2016-02-05,1931.3792543715838
2016-02-08,1900.5203618833903
2016-02-09,1861.0963823264356
2016-02-10,1878.6545656324115
2016-02-11,1829.8899674473996
2016-02-12,1865.6181671044724
2016-02-15,1906.235964165797
2016-02-16,1926.1314140508289
2016-02-17,1957.0804163037906
2016-02-18,1965.3993920643404
2016-02-19,1956.895483423473
2016-02-22,1996.048888338561
2016-02-23,1975.5120780407303
2016-02-24,1967.0419144400248
2016-02-25,1987.5754602125824
2016-02-26,2008.8919698439877
2016-02-29,2011.813438472823
2016-03-01,2049.3686304873763
2016-03-02,2074.932553854748
2016-03-03,2070.5259490693243
2016-03-04,2070.4807989626024
2016-03-07,2075.660962855601
2016-03-08,2044.7063586543798
2016-03-09,2058.3431328763595
2016-03-10,2032.720077244453
2016-03-11,2066.5944769563284
2016-03-14,2078.52879288473
2016-03-15,2064.825868927356
2016-03-16,2074.7382365727112
2016-03-17,2061.4070194466917
2016-03-18,2071.513796661734
2016-03-21,2076.068490612619
2016-03-22,2082.5730408278064
2016-03-23,2076.0046914826885
2016-03-24,2065.9017001672883
2016-03-25,2067.289678836443
2016-03-28,2062.438423655615
2016-03-29,2079.4468343229837
2016-03-30,2072.3551419900746
2016-03-31,2060.4706093827017
2016-04-01,2058.31282413627
2016-04-04,2052.7560834519995
2016-04-05,2025.4281726835472
2016-04-06,2041.7358068318008
2016-04-07,2027.6822752156409
2016-04-08,2036.8997603635078
2016-04-11,2032.5574071002725
2016-04-12,2060.0029078178154
2016-04-13,2105.2242909670995
2016-04-14,2116.2355334136973
2016-04-15,2108.503762326872
2016-04-18,2107.5412988625494
2016-04-19,2120.876943412005
2016-04-20,2130.3600256959235
2016-04-21,2134.710852031873
2016-04-22,2137.1317881561017
2016-04-25,2126.4177476405475
2016-04-26,2123.5112141630666
2016-04-27,2123.7078483667374
2016-04-28,2113.727473968819
2016-04-29,2080.058317231946
2016-05-02,2073.814201911077
2016-05-03,2050.7484186142947
2016-05-04,2037.2754479990076
2016-05-05,2050.3311933462687
2016-05-06,2047.614593156757
2016-05-09,2050.8425465041755
2016-05-10,2074.958911455457
2016-05-11,2058.7970680772182
2016-05-12,2060.4573717767485
2016-05-13,2061.378983694096
2016-05-16,2070.302924263936
2016-05-17,2063.2245975612914
2016-05-18,2071.3098582203916
2016-05-19,2067.0173755222804
2016-05-20,2080.5800108274534
2016-05-23,2079.5614816970515
2016-05-24,2108.2400113283584
2016-05-25,2131.1491281060835
2016-05-26,2128.3206244503717
2016-05-27,2144.7277839617823
2016-05-30,2144.265843873954
2016-05-31,2142.86979379434
2016-06-01,2133.3321692834925
2016-06-02,2137.772909699099
2016-06-03,2112.490388446505
2016-06-06,2116.9555535979653
2016-06-07,2131.4615113939262
2016-06-08,2131.752310484254
2016-06-09,2131.497674431011
2016-06-10,2106.825949505449
2016-06-13,2080.558381718477
2016-06-14,2078.422635416504
2016-06-15,2079.040315650834
2016-06-16,2087.2252771134404
2016-06-17,2078.6741596243837
2016-06-20,2098.516803330716
2016-06-21,2117.3919712107872
2016-06-22,2115.588108120363
2016-06-23,2131.4596102996315
2016-06-24,2072.935981374874
2016-06-27,2053.3430238682986
2016-06-28,2074.5722949706815
2016-06-29,2110.3829377320635
2016-06-30,2134.36210972344
2016-07-01,2139.637127154057
2016-07-04,2140.4729674624014
2016-07-05,2125.284423599549
2016-07-06,2123.984930469158
2016-07-07,2129.643642321882
2016-07-08,2158.9725279708305
2016-07-11,2177.748205539243
2016-07-12,2192.0771569523836
2016-07-13,2190.3673133795505
2016-07-14,2203.020196313221
2016-07-15,2207.3352259514877
2016-07-18,2212.940397644258
2016-07-19,2217.2434745562655
2016-07-20,2228.515403070953
2016-07-21,2228.721825851105
2016-07-22,2234.338970166105
2016-07-25,2231.555868730963
2016-07-26,2232.311449446582
2016-07-27,2232.7451441552735
2016-07-28,2215.8311732755524
2016-07-29,2212.0264943281495
2016-08-01,2211.9461643907985
2016-08-02,2187.385792239839
2016-08-03,2191.8320391449333
2016-08-04,2206.0943802146257
2016-08-05,2232.7320366790113
2016-08-08,2238.4887513125445
2016-08-09,2242.0156872420107
2016-08-10,2231.712694831736
2016-08-11,2240.297961314974
2016-08-12,2241.3735328523194
2016-08-15,2243.271595480998
2016-08-16,2221.208648753139
2016-08-17,2217.854710127919
2016-08-18,2215.426931315411
2016-08-19,2208.9734235184324
2016-08-22,2207.2941125329075
2016-08-23,2216.237211051528
2016-08-24,2219.62331737406
2016-08-25,2209.1406866033312
2016-08-26,2208.9412065037204
2016-08-29,2229.7028334053593
2016-08-30,2231.4910346977545
2016-08-31,2228.342452773015
2016-09-01,2221.4251020028755
2016-09-02,2242.6823228524013
2016-09-05,2252.0160626931342
2016-09-06,2246.8191584702276
2016-09-07,2248.870840227578
2016-09-08,2239.5173283680574
2016-09-09,2205.425267894145
2016-09-12,2207.5065618644376
2016-09-13,2178.59930573508
2016-09-14,2174.6822898380656
2016-09-15,2190.8268268544953
2016-09-16,2195.929034715898
2016-09-19,2203.165251472592
2016-09-20,2206.13782756665
2016-09-21,2235.5021699387007
2016-09-22,2241.121158714622
2016-09-23,2232.0467690491982
2016-09-26,2202.4612654944785
2016-09-27,2223.82828108352
2016-09-28,2233.488482635756
2016-09-29,2219.325825211075
2016-09-30,2221.7793724710245
2016-10-03,2224.8179185887634
2016-10-04,2232.0967635090433
2016-10-05,2227.855055460668
2016-10-06,2231.5709983616107
2016-10-07,2222.526160332543
2016-10-10,2235.356711395654
2016-10-11,2229.6026328000708
2016-10-12,2232.71173452124
2016-10-13,2218.8829550059645
2016-10-14,2230.830586464306
2016-10-17,2225.6913505627317
2016-10-18,2248.746738172828
2016-10-19,2258.1198118484062
2016-10-20,2263.7473909072673
2016-10-21,2271.211267976535
2016-10-24,2276.4708188856252
2016-10-25,2275.6912010441793
2016-10-26,2260.0647528917666
2016-10-27,2252.2526766155715
2016-10-28,2245.32427590551
2016-10-31,2239.0163007237297
2016-11-01,2213.6568131664
2016-11-02,2182.6919116282793
2016-11-03,2179.439151264828
2016-11-04,2164.707018959514
2016-11-07,2215.977916952372
2016-11-08,2223.2310441339887
2016-11-09,2242.9140638107583
2016-11-10,2261.8252392973973
2016-11-11,2254.321442777295
2016-11-14,2274.0444342396263
2016-11-15,2285.2508141548847
2016-11-16,2294.6268794862617
2016-11-17,2305.20643296262
2016-11-18,2314.563707899099
2016-11-21,2320.8936017698966
2016-11-22,2334.1047271186244
2016-11-23,2342.5051288173063
2016-11-24,2338.8819019076154
2016-11-25,2340.1609038548722
