Date,ACWI FM ex JAPAN
2002-05-31,803.0681146599763
2002-06-03,786.5985605612817
2002-06-04,778.6469823799822
2002-06-05,784.6507846200473
2002-06-06,769.5819328051408
2002-06-07,765.3382481158762
2002-06-10,767.6757732021413
2002-06-11,762.1106673571708
2002-06-12,757.974639221153
2002-06-13,750.9114194145055
2002-06-14,742.1270335685368
2002-06-17,765.466102362631
2002-06-18,762.0269497020876
2002-06-19,745.7946933527097
2002-06-20,729.6675931807587
2002-06-21,718.2241510237701
2002-06-24,709.4415308029282
2002-06-25,710.7168272643607
2002-06-26,693.2712181398019
2002-06-27,707.0632049019451
2002-06-28,712.1943475940305
2002-07-01,703.0203259844498
2002-07-02,687.7029977598135
2002-07-03,687.127947933805
2002-07-04,692.503394511714
2002-07-05,720.2564196357506
2002-07-08,707.2433748046979
2002-07-09,691.3951651414022
2002-07-10,673.4969736003603
2002-07-11,666.9672762733293
2002-07-12,665.7173224803843
2002-07-15,645.226449265983
2002-07-16,636.0919532795982
2002-07-17,646.1666103258764
2002-07-18,638.0277989006574
2002-07-19,611.2548863603147
2002-07-22,591.7939709001627
2002-07-23,584.2736832856813
2002-07-24,600.9809767643112
2002-07-25,601.5446396960126
2002-07-26,614.5412075458843
2002-07-29,651.863113822726
2002-07-30,649.2477251052205
2002-07-31,657.3460013050405
2002-08-01,636.0493477310541
2002-08-02,625.7112189387733
2002-08-05,604.7982120422864
2002-08-06,633.320499619959
2002-08-07,637.0995934799569
2002-08-08,658.7098654648518
2002-08-09,661.4186730838959
2002-08-12,652.5198389450001
2002-08-13,646.1121242942802
2002-08-14,652.9492116632495
2002-08-15,667.7380270998376
2002-08-16,666.1086342589539
2002-08-19,685.2015007286559
2002-08-20,676.8567316044985
2002-08-21,681.6476535794934
2002-08-22,696.198339895191
2002-08-23,683.0636882375949
2002-08-26,684.821966810832
2002-08-27,678.7207596940879
2002-08-28,662.4078582111309
2002-08-29,657.8165813118999
2002-08-30,660.6635448950597
2002-09-02,655.4343326207546
2002-09-03,624.4385582489952
2002-09-04,633.1850178817956
2002-09-05,626.883477538217
2002-09-06,642.1194151409968
2002-09-09,645.6802948299376
2002-09-10,657.521593697035
2002-09-11,662.7703349235989
2002-09-12,643.4191151412842
2002-09-13,639.309551841855
2002-09-16,642.1588983599135
2002-09-17,634.3498959684536
2002-09-18,621.1292442125978
2002-09-19,603.3108290853654
2002-09-20,603.831691004381
2002-09-23,592.1205424652996
2002-09-24,584.4506222592277
2002-09-25,596.5234232706553
2002-09-26,612.6252294655015
2002-09-27,600.6316413264267
2002-09-30,581.4452393110869
2002-10-01,600.2794445179189
2002-10-02,596.0934170651705
2002-10-03,588.0424959765795
2002-10-04,578.290651629024
2002-10-07,568.4444871754025
2002-10-08,573.3089482766237
2002-10-09,558.3118626102432
2002-10-10,574.6177256150078
2002-10-11,597.0921324340146
2002-10-14,598.1051651338515
2002-10-15,629.3385712071392
2002-10-16,617.259936627479
2002-10-17,637.5356984703443
2002-10-18,639.7156990783327
2002-10-21,645.7230685519994
2002-10-22,637.810648439335
2002-10-23,636.2019883466947
2002-10-24,635.7276474576516
2002-10-25,639.9539785087051
2002-10-28,636.5235559360951
2002-10-29,623.5587435087067
2002-10-30,632.7332858505911
2002-10-31,630.4596967130894
2002-11-01,632.0160890628387
2002-11-04,643.1794839692262
2002-11-05,644.2640278162746
2002-11-06,648.0729368474207
2002-11-07,630.6707027184235
2002-11-08,622.6643108155715
2002-11-11,613.6265196692996
2002-11-12,619.287712664684
2002-11-13,617.7798637790999
2002-11-14,633.0348144166934
2002-11-15,636.3617548797704
2002-11-18,633.0723467668213
2002-11-19,628.7315300536178
2002-11-20,640.0967484372077
2002-11-21,656.6804885225122
2002-11-22,656.4909732651328
2002-11-25,659.5744456764376
2002-11-26,646.5751434684937
2002-11-27,663.4822031306327
2002-11-28,662.6907861121225
2002-11-29,661.2167669117972
2002-12-02,661.3927101460968
2002-12-03,649.6552446094674
2002-12-04,645.4739577575397
2002-12-05,638.3180133420631
2002-12-06,636.5248889323741
2002-12-09,624.0011835138866
2002-12-10,629.000262518984
2002-12-11,631.3561957149072
2002-12-12,624.6406260080097
2002-12-13,614.3368558447658
2002-12-16,628.9580041847707
2002-12-17,619.1813263310448
2002-12-18,611.4778783828867
2002-12-19,609.0059112689596
2002-12-20,615.1963075794406
2002-12-23,616.5837130569934
2002-12-24,612.462706937228
2002-12-25,612.4331642470261
2002-12-26,609.9649780242171
2002-12-27,595.192092637191
2002-12-30,596.1242938778918
2002-12-31,595.9817422128986
2003-01-01,595.990933690609
2003-01-02,619.1736891673906
2003-01-03,618.8520847719648
2003-01-06,626.0810831842622
2003-01-07,623.8672350029602
2003-01-08,617.6155300218481
2003-01-09,622.1092270245822
2003-01-10,620.7560094249793
2003-01-13,619.7104323648257
2003-01-14,621.0481516280396
2003-01-15,613.0285953231054
2003-01-16,611.8397623016782
2003-01-17,598.8835176375281
2003-01-20,595.7247911044958
2003-01-21,587.4266778004054
2003-01-22,579.5758308818289
2003-01-23,580.1802719201802
2003-01-24,565.7284849368282
2003-01-27,553.2826378206516
2003-01-28,557.4618215557382
2003-01-29,559.4764842678806
2003-01-30,559.8691846530254
2003-01-31,565.4841869045965
2003-02-03,570.3258873486399
2003-02-04,555.1141172988619
2003-02-05,557.5736923560935
2003-02-06,551.1808896728515
2003-02-07,546.5083408351885
2003-02-10,549.5715517890485
2003-02-11,552.7694124944272
2003-02-12,544.7168085092624
2003-02-13,539.3310641020153
2003-02-14,549.8809273585571
2003-02-17,555.9281563547961
2003-02-18,566.3136082748108
2003-02-19,558.237835101067
2003-02-20,551.1412514031967
2003-02-21,557.5067747085379
2003-02-24,551.2976362152604
2003-02-25,549.0723070780566
2003-02-26,542.4405326461803
2003-02-27,549.2600990583444
2003-02-28,552.3264832121306
2003-03-03,548.3913117350811
2003-03-04,537.3007373239736
2003-03-05,536.07011230767
2003-03-06,531.4797982420157
2003-03-07,528.7762473473798
2003-03-10,516.1014939539338
2003-03-11,513.1020862001754
2003-03-12,510.5395414409594
2003-03-13,534.611230823262
2003-03-14,546.1990406516487
2003-03-17,565.5568472675259
2003-03-18,570.8164641172084
2003-03-19,577.9717166129644
2003-03-20,577.5445582786302
2003-03-21,594.1935364217942
2003-03-24,569.041531660136
2003-03-25,573.9026262367712
2003-03-26,573.0663899078014
2003-03-27,567.942623413814
2003-03-28,564.1352567164876
2003-03-31,545.860681273505
2003-04-01,552.5349323644585
2003-04-02,571.2571163540291
2003-04-03,573.1623736422353
2003-04-04,577.9269594918296
2003-04-07,587.3187418054468
2003-04-08,582.3796238379083
2003-04-09,575.9897679050819
2003-04-10,570.1809064400973
2003-04-11,573.1243666806856
2003-04-14,580.28992916759
2003-04-15,586.0514013405569
2003-04-16,578.0109935831437
2003-04-17,582.7421288297907
2003-04-18,582.9608423141843
2003-04-21,583.8633723965922
2003-04-22,588.763789046153
2003-04-23,594.8379201172188
2003-04-24,585.6034850751429
2003-04-25,578.0802669058938
2003-04-28,589.2412949709496
2003-04-29,589.55695932782
2003-04-30,583.9871863792591
2003-05-01,579.5438487853568
2003-05-02,587.6981150394407
2003-05-05,585.8829020515308
2003-05-06,588.965188367532
2003-05-07,584.8367207026678
2003-05-08,573.7349571950357
2003-05-09,579.1447714451998
2003-05-12,582.3391525540809
2003-05-13,582.8277576436926
2003-05-14,583.1626649587583
2003-05-15,588.9298780864659
2003-05-16,585.943780999599
2003-05-19,566.3861367238792
2003-05-20,567.8291867950359
2003-05-21,566.5641438041606
2003-05-22,572.753114856639
2003-05-23,569.1911306416231
2003-05-26,566.008282258643
2003-05-27,573.4978728185952
2003-05-28,582.3969981909746
2003-05-29,578.6778500338703
2003-05-30,586.4553859046512
2003-06-02,593.5440115674303
2003-06-03,593.9494051636816
2003-06-04,603.1645001118599
2003-06-05,597.7002204936696
2003-06-06,606.410403278065
2003-06-09,597.1297418871271
2003-06-10,604.1576469128391
2003-06-11,609.2146412781121
2003-06-12,612.2652604508994
2003-06-13,603.6589782527432
2003-06-16,612.6965458377941
2003-06-17,617.313072281617
2003-06-18,622.2215662998453
2003-06-19,613.827993005354
2003-06-20,617.7156075891709
2003-06-23,612.3282994878671
2003-06-24,612.1752897516616
2003-06-25,608.3829195503095
2003-06-26,616.7207775527025
2003-06-27,614.3712009232104
2003-06-30,609.016330618898
2003-07-01,604.8175661079969
2003-07-02,616.0520271815517
2003-07-03,614.0542807511341
2003-07-04,615.094114009395
2003-07-07,632.5096056054724
2003-07-08,635.2466118278425
2003-07-09,630.2156922484786
2003-07-10,622.2091082068773
2003-07-11,629.5981540614335
2003-07-14,636.6912562392961
2003-07-15,634.8784727625517
2003-07-16,632.3498775767512
2003-07-17,626.5269137083523
2003-07-18,629.7469659474533
2003-07-21,618.0002641611451
2003-07-22,621.1540292358139
2003-07-23,618.022850884645
2003-07-24,617.1894078105898
2003-07-25,620.5688320728194
2003-07-28,624.601465823754
2003-07-29,620.3228542054721
2003-07-30,624.4296882056452
2003-07-31,632.8824976185717
2003-08-01,627.3314807122351
2003-08-04,623.3619415854806
2003-08-05,617.0496613239134
2003-08-06,613.7757643855466
2003-08-07,616.0942649154346
2003-08-08,622.6788008028518
2003-08-11,625.2126594217959
2003-08-12,631.4844988406186
2003-08-13,630.1001055388546
2003-08-14,636.7109621697065
2003-08-15,637.6282274044587
2003-08-18,647.1388332661161
2003-08-19,651.5545338432922
2003-08-20,649.0047746852454
2003-08-21,659.1987907832558
2003-08-22,660.2848937923006
2003-08-25,657.0621001432884
2003-08-26,657.0486540739529
2003-08-27,658.1785900159603
2003-08-28,661.0778044288979
2003-08-29,659.0592982627978
2003-09-01,661.9011051058599
2003-09-02,672.9200649167201
2003-09-03,679.8488161580633
2003-09-04,677.2918852865398
2003-09-05,668.0802554481016
2003-09-08,670.4961902049305
2003-09-09,661.1583649972453
2003-09-10,653.009233387212
2003-09-11,656.932638590798
2003-09-12,651.8119772116787
2003-09-15,650.778071764709
2003-09-16,663.2234909547841
2003-09-17,660.8682797564591
2003-09-18,666.5731774313323
